dates,sar2539-0000,sar2539-0001,sar2539-0002,sar2539-0003,satname
1985-01-10 09:29:51+00:00,,,,319.37,L5
1985-04-16 09:29:51+00:00,,224.07,,305.48,L5
1985-07-05 09:29:33+00:00,,213.03,,305.48,L5
1986-01-04 09:33:20+00:00,,,391.94,,L5
1988-01-19 09:28:41+00:00,,,374.86,,L5
1988-10-24 09:36:17+00:00,223.05,,,,L5
1989-09-09 09:31:51+00:00,222.71,,214.15,,L5
1989-10-27 09:30:27+00:00,220.27,211.89,215.11,,L5
1991-09-08 09:23:24+00:00,,237.14,237.34,,L5
1992-10-12 09:21:04+00:00,,,246.86,,L5
1993-02-08 09:27:38+00:00,259.23,,239.18,,L5
1993-12-02 09:21:27+00:00,265.96,,257.85,,L5
1995-02-23 09:10:36+00:00,239.88,,,243.63,L5
1995-12-24 09:01:17+00:00,233.81,,,250.49,L5
1996-01-16 09:09:06+00:00,223.03,219.50,,239.63,L5
1996-09-12 09:23:18+00:00,,,,247.29,L5
1998-03-10 09:42:15+00:00,,163.98,,212.60,L5
1999-08-05 09:52:28+00:00,211.64,192.13,204.61,233.40,L7
1999-08-12 09:58:37+00:00,212.11,191.55,210.19,233.81,L7
1999-08-21 09:52:25+00:00,213.67,192.64,209.15,231.48,L7
1999-08-28 09:58:41+00:00,215.76,193.20,211.12,234.04,L7
1999-09-13 09:58:35+00:00,215.15,193.88,211.80,233.64,L7
1999-09-22 09:52:29+00:00,214.72,194.24,213.33,233.61,L7
1999-09-29 09:58:45+00:00,215.84,194.44,213.14,234.07,L7
1999-10-08 09:52:35+00:00,216.28,194.28,214.24,233.44,L7
1999-10-31 09:58:37+00:00,215.43,193.83,213.72,232.52,L7
1999-11-09 09:52:28+00:00,214.79,193.77,213.26,231.97,L7
1999-11-16 09:58:37+00:00,215.03,193.47,212.30,231.83,L7
1999-11-25 09:52:19+00:00,214.82,193.57,212.17,231.60,L7
1999-12-02 09:58:32+00:00,214.45,193.72,212.98,230.80,L7
1999-12-18 09:58:40+00:00,214.62,193.96,213.58,230.75,L7
2000-01-03 09:58:33+00:00,214.63,194.16,214.06,230.59,L7
2000-01-12 09:52:23+00:00,214.26,194.38,213.64,229.90,L7
2000-02-04 09:58:30+00:00,214.17,194.57,214.44,229.81,L7
2000-02-13 09:52:17+00:00,214.27,194.98,213.94,229.66,L7
2000-03-07 09:58:18+00:00,213.18,194.95,214.73,228.86,L7
2000-03-16 09:52:08+00:00,213.00,194.23,214.56,228.53,L7
2000-03-23 09:58:20+00:00,213.15,193.59,213.97,229.00,L7
2000-04-01 09:52:04+00:00,212.55,193.68,213.60,228.23,L7
2000-04-24 09:58:03+00:00,212.16,193.83,212.38,227.84,L7
2000-05-03 09:51:48+00:00,212.39,194.11,212.96,228.50,L7
2000-05-19 09:51:37+00:00,212.23,194.64,213.55,228.34,L7
2000-06-04 09:51:26+00:00,212.37,194.45,213.01,229.06,L7
2000-06-11 09:57:36+00:00,212.35,194.79,212.56,229.04,L7
2000-06-20 09:51:22+00:00,212.01,194.52,211.68,229.16,L7
2000-06-27 09:57:25+00:00,212.71,194.43,212.04,230.42,L7
2000-07-06 09:51:08+00:00,213.49,194.34,211.61,231.50,L7
2000-07-13 09:57:13+00:00,213.77,193.87,212.01,231.97,L7
2000-07-22 09:50:52+00:00,214.44,194.23,212.45,232.27,L7
2000-07-29 09:56:55+00:00,214.51,194.23,212.12,232.65,L7
2000-08-07 09:50:38+00:00,214.68,194.30,211.38,232.53,L7
2000-08-14 09:56:49+00:00,214.55,194.10,211.54,232.58,L7
2000-08-23 09:50:33+00:00,215.23,194.06,211.35,233.01,L7
2000-08-30 09:56:38+00:00,215.05,194.06,211.23,232.78,L7
2000-09-08 09:50:17+00:00,214.48,192.57,209.72,232.04,L7
2000-09-15 09:56:19+00:00,214.58,192.93,209.64,232.30,L7
2000-09-24 09:50:00+00:00,214.57,193.33,209.30,232.01,L7
2000-10-26 09:49:51+00:00,214.53,192.71,209.66,232.71,L7
2000-11-27 09:49:55+00:00,214.81,192.52,209.50,232.73,L7
2000-12-13 09:49:57+00:00,215.12,191.97,209.44,233.04,L7
2000-12-20 09:56:09+00:00,215.48,192.08,209.70,233.10,L7
2001-01-21 09:56:15+00:00,213.32,191.62,208.43,231.01,L7
2001-02-06 09:56:08+00:00,213.05,191.27,208.86,230.23,L7
2001-03-03 09:49:53+00:00,212.70,190.89,209.04,229.26,L7
2001-03-19 09:49:46+00:00,214.54,193.94,210.77,231.75,L7
2001-04-04 09:49:36+00:00,213.95,193.41,210.81,231.39,L7
2001-04-11 09:55:50+00:00,213.84,192.03,209.34,230.72,L7
2001-05-13 09:55:39+00:00,214.12,192.52,209.16,231.36,L7
2001-05-29 09:55:31+00:00,213.92,191.77,207.81,231.63,L7
2001-06-07 09:49:12+00:00,215.44,191.99,208.32,233.04,L7
2001-06-14 09:55:19+00:00,216.17,192.24,207.78,232.90,L7
2001-06-23 09:48:58+00:00,215.77,192.43,206.93,232.32,L7
2001-06-30 09:55:05+00:00,215.41,192.17,206.88,232.78,L7
2001-07-09 09:48:55+00:00,215.22,192.39,206.55,232.38,L7
2001-07-25 09:48:48+00:00,215.34,192.29,206.46,232.71,L7
2001-08-01 09:54:52+00:00,215.66,192.39,206.72,232.96,L7
