,dates,usa_CA_0173-0000,usa_CA_0173-0001,usa_CA_0173-0002,usa_CA_0173-0003,usa_CA_0173-0004,usa_CA_0173-0005,usa_CA_0173-0006,usa_CA_0173-0007,usa_CA_0173-0008,usa_CA_0173-0009,usa_CA_0173-0010,usa_CA_0173-0011,usa_CA_0173-0012,usa_CA_0173-0013,usa_CA_0173-0014,usa_CA_0173-0015,usa_CA_0173-0016
0,1984-05-02 18:13:39+00:00,187.35443407402985,164.57157777236844,166.31881008016467,157.16507126723712,171.78881489284763,163.29035441906368,188.24817748261472,190.18858367497285,195.28222117489426,181.97958448506824,182.17826324616368,174.35381267989177,156.4953866790366,203.62066336567887,223.18773907098858,185.20652716858956,196.22632976025102
1,1984-05-18 18:14:11+00:00,182.41116958821087,159.7828400106857,161.63162548609685,163.6243473683663,167.46173362910812,174.07189381371307,206.8326074054723,205.312405620139,203.55891680854435,197.50913813143532,190.2414405788974,161.17001635753843,156.2522227454455,194.81784228290326,207.81922679364357,184.61109463817883,206.90219352899274
2,1984-07-05 18:14:37+00:00,,,,,,,,,,,,,,,,,
3,1984-09-16 18:10:24+00:00,194.08970752233014,170.34331959237647,165.52679447013628,160.47365706469296,167.279512922608,163.64553750120658,185.7675330520622,176.3696596077578,188.53785508051843,174.48052558503474,187.6494363583385,197.72544380484155,184.1626783031748,197.2270700779576,213.70253362553962,201.24885179178463,198.98711729832866
4,1984-09-23 18:16:35+00:00,166.58164293490174,149.2967156740525,150.78658380302215,150.40702872707945,163.30336155729532,167.97524869230367,177.07611183800145,176.02006548062025,183.17486179953687,162.71284963225835,167.7051948522934,176.93194019747088,166.50740579827516,188.16874114800527,204.1028496565542,184.8448735468208,195.46089190592343
5,1984-10-02 18:10:24+00:00,161.88003824396242,133.09732598953582,,140.13970671311162,161.99315018811743,162.58289809062288,177.89820939206473,180.44949830398383,193.1193965627216,178.7544195534689,188.8801035851975,197.0458877981145,193.5142785117905,193.47497234800812,208.3626009250025,198.65436732343372,193.5623294465985
6,1984-10-18 18:10:21+00:00,,,,,,,,,,,,,198.88497148926862,211.0319500659658,227.28292893228152,202.62135408266954,208.26293675406006
7,1984-10-25 18:16:05+00:00,,,,,,,,,,,,,,,,,
8,1984-12-12 18:16:32+00:00,151.04761711965023,144.12868554147545,146.02236558897582,140.14422476725616,151.13106700926608,155.39455436992955,173.1795431422573,161.82384236457528,171.02849111016639,159.5117460141861,161.308644027016,,,,,172.80852611429353,182.79225546759002
9,1985-07-17 18:10:12+00:00,,,,,,,,,,,,,,,,,
