dates,nzd0010-0000,nzd0010-0001,nzd0010-0002,nzd0010-0003,nzd0010-0004,nzd0010-0005,nzd0010-0006,nzd0010-0007,nzd0010-0008,nzd0010-0009,nzd0010-0010,nzd0010-0011,nzd0010-0012,nzd0010-0013,nzd0010-0014,nzd0010-0015,nzd0010-0016,nzd0010-0017,nzd0010-0018,nzd0010-0019,nzd0010-0020,nzd0010-0021,nzd0010-0022,nzd0010-0023,nzd0010-0024,nzd0010-0025,nzd0010-0026,nzd0010-0027,nzd0010-0028,nzd0010-0029,nzd0010-0030,nzd0010-0031,nzd0010-0032,nzd0010-0033,nzd0010-0034,nzd0010-0035,nzd0010-0036,nzd0010-0037,nzd0010-0038,nzd0010-0039,nzd0010-0040,nzd0010-0041,nzd0010-0042,nzd0010-0043,nzd0010-0044,nzd0010-0045,nzd0010-0046,nzd0010-0047,nzd0010-0048,nzd0010-0049,nzd0010-0050,nzd0010-0051,nzd0010-0052,nzd0010-0053,nzd0010-0054,nzd0010-0055,nzd0010-0056,nzd0010-0057,nzd0010-0058,nzd0010-0059,nzd0010-0060,nzd0010-0061,nzd0010-0062,nzd0010-0063,nzd0010-0064,nzd0010-0065,nzd0010-0066,nzd0010-0067,nzd0010-0068,nzd0010-0069,nzd0010-0070,nzd0010-0071,nzd0010-0072,nzd0010-0073,nzd0010-0074,nzd0010-0075,nzd0010-0076,nzd0010-0077,nzd0010-0078,nzd0010-0079,nzd0010-0080,nzd0010-0081,nzd0010-0082,nzd0010-0083,nzd0010-0084,nzd0010-0085,nzd0010-0086,nzd0010-0087,nzd0010-0088,nzd0010-0089,nzd0010-0090,nzd0010-0091,nzd0010-0092,nzd0010-0093,nzd0010-0094,nzd0010-0095,nzd0010-0096,nzd0010-0097,nzd0010-0098,nzd0010-0099,nzd0010-0100,nzd0010-0101,nzd0010-0102,nzd0010-0103,nzd0010-0104,nzd0010-0105,nzd0010-0106,nzd0010-0107,nzd0010-0108,nzd0010-0109,nzd0010-0110,nzd0010-0111,nzd0010-0112,nzd0010-0113,nzd0010-0114,nzd0010-0115,nzd0010-0116,nzd0010-0117,nzd0010-0118,nzd0010-0119,nzd0010-0120,nzd0010-0121,nzd0010-0122,nzd0010-0123,nzd0010-0124,nzd0010-0125,nzd0010-0126,nzd0010-0127,nzd0010-0128,nzd0010-0129,nzd0010-0130,nzd0010-0131,nzd0010-0132,nzd0010-0133,nzd0010-0134,nzd0010-0135,nzd0010-0136,nzd0010-0137,nzd0010-0138,nzd0010-0139,nzd0010-0140,nzd0010-0141,nzd0010-0142,nzd0010-0143,nzd0010-0144,nzd0010-0145,nzd0010-0146,nzd0010-0147,nzd0010-0148,nzd0010-0149,nzd0010-0150,nzd0010-0151,nzd0010-0152,nzd0010-0153,nzd0010-0154,nzd0010-0155,nzd0010-0156,nzd0010-0157,nzd0010-0158,nzd0010-0159,nzd0010-0160,nzd0010-0161,nzd0010-0162,nzd0010-0163,nzd0010-0164,nzd0010-0165,nzd0010-0166,nzd0010-0167,nzd0010-0168,nzd0010-0169,nzd0010-0170,nzd0010-0171,nzd0010-0172,nzd0010-0173,nzd0010-0174,nzd0010-0175,nzd0010-0176,nzd0010-0177,nzd0010-0178,nzd0010-0179,nzd0010-0180,nzd0010-0181,nzd0010-0182,nzd0010-0183,nzd0010-0184,nzd0010-0185,nzd0010-0186,nzd0010-0187,nzd0010-0188,nzd0010-0189,nzd0010-0190,nzd0010-0191,nzd0010-0192,nzd0010-0193,nzd0010-0194,nzd0010-0195,nzd0010-0196,nzd0010-0197,nzd0010-0198,nzd0010-0199,nzd0010-0200,nzd0010-0201,nzd0010-0202,nzd0010-0203,nzd0010-0204,nzd0010-0205,nzd0010-0206,nzd0010-0207,nzd0010-0208,nzd0010-0209,nzd0010-0210,nzd0010-0211,nzd0010-0212,nzd0010-0213,nzd0010-0214,nzd0010-0215,nzd0010-0216,nzd0010-0217,nzd0010-0218,nzd0010-0219,nzd0010-0220,nzd0010-0221,nzd0010-0222,nzd0010-0223,nzd0010-0224,nzd0010-0225,nzd0010-0226,nzd0010-0227,nzd0010-0228,nzd0010-0229,nzd0010-0230,nzd0010-0231,nzd0010-0232,nzd0010-0233,nzd0010-0234,nzd0010-0235,nzd0010-0236,nzd0010-0237,nzd0010-0238,nzd0010-0239,nzd0010-0240,nzd0010-0241,nzd0010-0242,nzd0010-0243,nzd0010-0244,nzd0010-0245,nzd0010-0246,nzd0010-0247,nzd0010-0248,nzd0010-0249,nzd0010-0250,nzd0010-0251,nzd0010-0252,nzd0010-0253,nzd0010-0254,nzd0010-0255,nzd0010-0256,nzd0010-0257,satname
2006-06-25 22:10:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.67,269.55,272.56,272.26,275.58,275.87,277.76,271.88,273.16,268.37,266.65,261.51,260.68,259.64,256.05,259.04,244.67,,246.34,232.29,254.02,258.92,263.27,270.00,273.27,279.27,280.94,280.95,282.07,281.30,285.98,286.73,284.12,276.25,279.56,283.91,282.10,280.03,277.32,276.20,278.85,276.00,279.50,286.19,285.18,286.05,281.15,275.33,271.31,261.13,259.17,262.42,246.87,244.43,261.67,267.27,274.04,280.30,280.35,278.88,264.72,271.01,278.34,281.23,282.27,279.35,277.47,277.12,276.69,278.69,281.75,283.56,286.12,285.99,275.73,287.97,288.46,287.20,276.30,267.37,271.77,,268.51,270.46,269.45,,,,,,,,279.67,274.89,278.96,294.55,,,,,,,,,,,,,,,364.81,364.41,366.79,361.69,357.66,347.89,353.28,350.32,350.12,348.62,347.53,348.57,345.97,349.06,350.69,352.80,356.54,357.01,351.77,346.79,344.84,336.42,330.49,331.81,334.10,335.55,339.20,340.83,341.99,345.50,344.89,345.57,345.60,363.91,366.85,372.63,368.73,364.56,338.41,332.71,357.63,333.00,335.30,335.98,340.22,339.98,343.44,348.68,355.42,348.41,346.22,340.64,336.95,337.84,339.30,330.48,331.33,328.06,327.08,334.21,342.18,359.51,364.73,362.35,341.37,,332.49,345.28,347.83,345.58,346.03,L5
2006-07-03 22:07:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.67,269.55,271.99,271.73,274.17,274.42,275.19,272.69,272.05,269.19,266.71,263.05,261.34,259.07,254.22,256.43,239.64,,239.45,223.60,250.40,257.39,262.11,267.88,271.44,277.65,280.10,281.04,282.86,283.45,286.06,285.55,283.35,276.11,279.67,284.67,282.23,281.18,279.28,278.53,279.02,277.39,281.63,283.44,283.28,283.68,282.11,276.44,271.31,259.14,260.21,264.78,247.69,243.06,260.82,266.74,273.60,279.22,278.78,278.35,267.25,274.17,280.38,282.51,283.32,280.97,278.74,276.77,276.23,279.28,280.71,283.29,285.05,285.89,273.81,287.40,288.46,286.10,273.93,264.34,270.02,,265.76,270.46,269.45,,,,,,,,279.67,274.89,278.96,294.55,,,,,,,,,,,,,,,364.81,363.96,364.11,357.45,354.26,345.11,349.90,349.07,349.54,349.63,349.23,348.95,346.24,346.68,350.52,355.37,357.07,355.24,350.52,346.39,343.37,338.65,333.56,333.54,335.24,337.53,341.28,342.05,342.31,345.12,345.73,344.94,345.48,354.88,359.18,364.15,360.90,357.36,334.10,328.00,351.30,332.99,333.13,334.46,339.20,339.92,344.34,348.44,354.29,343.51,342.66,337.91,332.66,336.20,339.30,330.48,331.33,328.06,327.08,334.21,342.18,359.51,364.73,362.35,341.37,,332.49,345.28,347.83,345.58,339.03,L7
2006-12-02 22:12:34+00:00,251.84,,,,,,,,,292.60,298.95,299.97,301.71,323.62,328.38,321.06,310.00,308.54,307.89,293.90,,,,,264.99,280.43,282.63,265.91,,255.35,,,230.34,242.45,237.93,245.37,248.17,245.79,249.89,261.19,272.69,256.43,260.00,263.79,257.14,257.76,266.06,261.07,247.09,248.64,250.55,255.11,257.45,260.50,258.26,244.68,246.07,225.05,252.66,253.69,247.60,251.21,252.65,251.76,256.07,262.74,250.47,242.00,248.35,249.17,244.57,256.80,260.51,264.86,,,276.14,274.11,283.65,279.10,278.28,277.12,276.37,275.08,276.18,272.13,271.01,269.23,271.09,268.62,266.79,264.47,268.54,259.05,292.18,251.08,239.00,255.69,262.31,269.30,273.74,273.54,276.96,284.53,278.20,281.58,284.00,287.22,285.23,284.82,279.36,290.95,286.64,281.77,277.79,276.64,277.12,281.68,279.11,278.77,280.85,283.11,285.00,285.79,284.14,277.62,267.40,270.35,272.12,259.41,255.70,268.32,271.79,273.37,279.97,285.67,283.36,279.57,275.29,280.76,283.07,286.17,285.31,285.22,281.63,279.16,282.09,283.05,286.07,287.08,292.41,286.18,297.24,299.22,292.26,278.99,261.80,273.27,291.41,272.54,284.26,285.26,300.07,299.98,305.13,298.23,296.24,305.46,302.81,299.03,301.45,302.57,291.31,,284.48,297.89,304.63,324.31,324.29,,328.22,336.81,,357.46,384.34,380.53,382.03,374.49,367.26,364.42,359.72,356.42,349.00,349.73,349.31,348.65,348.06,353.54,355.64,355.67,349.99,357.03,357.71,359.76,356.00,352.57,352.51,347.85,342.78,338.80,335.52,336.03,337.81,344.94,351.75,356.96,360.69,362.28,364.11,362.80,356.81,353.72,349.46,346.23,342.97,329.79,323.29,338.63,332.98,330.96,332.27,339.02,339.11,344.04,348.06,354.55,342.79,353.68,344.36,336.65,339.36,346.01,342.21,344.00,345.69,354.09,366.74,354.90,362.47,374.94,375.10,354.88,342.33,346.54,354.79,359.12,355.44,350.88,L5
2007-05-03 22:08:02+00:00,251.84,,,,,,,,,292.60,298.95,299.97,301.71,323.62,328.38,321.06,310.00,308.54,307.89,293.90,,,,,264.99,280.43,282.63,265.91,,255.35,,,230.34,242.45,237.93,245.37,248.17,245.79,249.89,261.19,272.69,256.43,260.00,263.79,257.14,257.76,266.06,261.07,247.09,248.64,250.55,255.11,257.45,260.50,258.26,244.68,246.07,225.05,252.66,253.69,247.60,251.21,252.65,251.76,256.07,262.74,250.47,242.00,248.35,249.17,244.57,256.80,260.51,264.86,312.72,316.07,294.63,299.75,308.96,307.67,302.60,299.05,302.89,300.73,297.35,289.17,283.26,287.10,297.09,296.12,297.38,305.75,305.18,309.65,306.33,300.19,294.28,293.95,292.34,296.56,302.78,296.19,298.36,308.80,299.07,302.77,306.66,310.79,307.44,308.59,303.39,313.89,299.48,301.37,294.73,292.93,291.93,308.13,303.93,299.98,300.70,303.80,306.35,305.52,299.53,290.23,283.92,290.63,286.81,282.84,281.00,283.33,281.89,271.62,281.91,299.54,289.06,312.24,270.51,302.83,301.69,304.27,307.88,313.82,290.94,287.03,313.50,308.86,309.66,310.77,318.40,319.04,321.26,322.99,316.50,309.28,,285.04,291.41,312.54,298.06,301.08,300.07,299.98,305.13,298.23,296.24,305.46,302.81,318.39,328.02,326.19,288.06,,284.48,297.89,304.63,324.31,324.29,,328.22,336.81,,357.46,384.34,380.53,404.69,403.62,394.66,387.43,386.72,381.44,373.83,371.30,368.48,365.40,361.91,364.78,369.56,377.74,373.75,383.88,380.31,384.09,376.51,371.19,371.62,368.91,360.25,357.00,355.21,354.81,354.25,361.28,370.43,376.06,379.74,381.76,386.50,385.23,382.98,378.54,372.47,366.28,378.61,375.43,371.30,375.51,370.32,370.50,375.10,376.72,384.96,,,406.05,,389.89,375.70,366.38,362.94,364.20,362.19,360.10,367.81,378.10,392.10,382.44,365.43,398.35,405.92,368.38,342.33,360.59,379.96,380.83,380.66,388.32,L7
2007-07-22 22:07:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.72,316.07,313.12,314.94,320.17,306.65,304.51,306.43,309.36,310.55,303.69,301.93,294.66,304.55,313.49,310.06,312.50,322.02,314.26,319.29,320.48,325.86,321.43,318.56,313.58,312.91,319.83,313.90,319.29,311.63,312.91,315.89,317.72,320.58,317.48,318.20,308.27,302.89,304.31,312.14,311.91,308.96,304.74,315.02,310.59,313.94,312.78,324.83,325.04,317.89,,,,,,,,,,,,,287.98,290.24,288.69,315.95,315.42,314.82,313.75,313.74,292.94,295.01,322.43,322.18,320.17,320.80,319.60,293.80,309.02,327.33,326.27,323.25,,,,338.98,,,,,,,,,,,,,,,,,,,,,,,,,,,427.36,422.07,415.65,405.25,402.95,390.27,382.88,377.77,377.69,374.76,373.60,370.94,370.01,372.44,375.77,383.04,385.69,389.64,383.54,377.28,372.55,372.86,366.83,361.74,362.88,366.74,365.25,367.76,372.14,371.98,375.66,375.73,376.22,372.49,369.19,376.27,378.86,374.24,369.28,367.50,367.88,369.28,361.94,362.43,364.02,362.95,367.73,353.35,356.95,386.80,,403.91,393.37,384.13,378.38,373.47,370.46,363.54,372.32,375.09,384.94,397.25,,411.54,423.98,,,,395.62,391.24,396.01,402.06,L7
2007-11-27 22:07:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.27,287.29,288.74,288.71,293.59,287.42,289.81,288.96,,,,,,,,,,,,,,,,287.56,290.73,294.19,297.12,300.68,303.19,304.80,301.46,294.74,291.04,297.05,302.41,305.37,303.40,299.93,300.76,295.86,300.96,299.84,,,,,,,,,,,,,,,294.82,294.58,268.55,291.24,297.56,300.86,301.62,295.21,294.36,292.94,295.01,305.17,310.12,303.71,302.74,300.81,257.04,288.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.20,394.65,375.20,368.08,365.75,365.17,362.03,364.20,361.57,360.25,360.29,361.33,364.97,367.06,370.94,366.46,361.92,356.13,355.59,352.56,346.84,348.13,354.14,353.04,354.63,356.43,354.86,357.86,358.36,357.62,354.36,350.94,358.94,360.73,359.21,355.35,354.50,361.11,357.87,351.11,351.21,349.92,347.67,348.59,351.60,355.27,368.46,361.36,364.62,352.95,,,,,,,,,,,,,,,,,,,,L7
2007-12-29 22:07:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.79,296.39,305.10,296.47,293.03,293.12,293.99,297.85,292.57,294.17,294.51,297.74,293.41,296.86,299.23,298.91,299.29,298.11,301.73,298.91,307.54,288.67,298.02,302.51,304.02,307.08,300.50,297.37,300.10,303.93,306.74,308.84,311.22,307.28,305.30,301.56,304.35,306.18,308.10,306.79,305.87,306.44,305.61,306.56,304.38,308.51,311.13,306.66,304.81,301.69,300.67,300.72,303.92,307.08,309.10,295.07,302.58,307.32,313.11,305.81,302.12,281.79,298.61,301.57,305.10,304.60,300.15,302.56,302.15,304.20,309.31,310.41,307.16,306.49,305.71,257.04,288.09,,,,,,,,,,,,,,,343.23,,,,,,,,,,,,,,395.33,400.88,407.07,409.64,419.29,414.50,410.62,400.56,397.17,391.94,378.88,373.67,373.51,371.31,368.41,369.47,366.79,366.83,365.82,365.79,370.69,372.02,374.35,370.69,367.72,360.98,361.21,358.00,351.97,353.94,358.01,357.29,359.18,361.37,359.20,361.30,362.36,361.54,358.24,358.03,365.33,365.35,364.93,359.52,358.96,362.03,360.20,354.58,354.85,352.83,352.02,354.44,357.12,360.03,372.40,367.58,369.79,366.32,364.21,363.14,358.52,357.09,356.74,,,,,,,,,,,,,,,L7
2008-06-06 22:07:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.79,296.39,305.10,301.67,296.79,296.65,296.57,298.18,302.88,302.89,300.07,297.74,293.41,296.86,299.23,298.91,299.29,298.11,301.73,298.91,307.54,288.67,298.02,302.51,304.02,307.08,313.45,310.66,311.90,317.54,318.85,320.15,317.63,313.10,315.86,312.08,311.64,309.94,310.82,310.19,311.80,312.11,315.35,312.16,308.93,308.51,311.13,306.66,304.81,301.69,300.67,300.72,303.92,307.08,309.10,295.07,302.58,307.32,313.11,316.80,317.20,296.18,300.61,301.93,304.44,305.35,304.69,305.89,308.08,313.39,313.46,310.71,310.61,310.23,310.60,,,,,,,,,,,,,,,,,343.23,,,,,,,,,,,,,,395.33,400.88,407.07,409.64,419.29,414.50,410.62,400.56,396.14,389.22,383.35,380.57,381.62,374.04,372.16,379.99,377.24,380.00,376.87,374.71,382.14,381.93,381.18,379.16,379.33,370.68,365.54,359.92,356.13,358.61,359.16,360.13,360.60,362.91,361.39,363.13,364.67,366.92,365.05,365.81,372.55,370.41,371.68,364.15,359.77,358.01,359.18,355.28,355.30,358.65,360.71,366.14,368.17,369.56,380.28,373.80,374.96,379.69,364.21,363.14,358.52,357.09,356.74,,,,,,,,,,,,,,,L7
2008-08-09 22:06:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.85,306.46,303.41,294.02,299.51,296.12,296.93,297.53,295.04,289.61,296.65,289.97,,,,,,,,,,,,,,301.75,304.67,309.21,313.82,308.39,312.12,313.05,307.85,303.84,304.68,309.08,304.30,307.08,300.33,302.96,305.20,309.33,308.85,301.28,303.79,307.62,307.26,311.19,303.03,288.92,295.98,297.30,298.48,298.42,,295.89,299.08,302.88,300.95,289.37,272.99,290.00,298.07,300.66,302.88,299.50,299.50,301.76,304.08,310.37,312.04,307.73,305.10,311.45,285.66,304.10,308.96,309.75,293.50,264.24,282.40,287.31,302.23,294.14,321.29,312.73,322.72,322.99,300.86,,320.45,310.41,307.89,304.95,,,,,,,,,,,,,,,,,388.53,389.10,388.97,378.36,378.53,376.99,378.90,375.05,364.92,368.90,373.82,369.97,362.16,362.00,365.28,367.45,382.49,384.13,374.80,365.79,360.15,352.32,351.14,349.44,353.20,353.85,351.11,354.79,355.23,355.37,355.97,360.56,356.50,354.63,364.00,363.92,366.46,356.56,350.41,353.38,351.93,349.39,344.16,342.13,347.21,344.45,354.92,364.99,369.35,354.46,349.96,340.38,335.15,,,,,,,,,,,,,,,,,379.70,383.30,L7
2008-09-10 22:06:32+00:00,277.12,301.38,,,326.33,324.57,338.93,334.13,326.12,319.23,320.29,314.92,301.58,317.80,316.86,323.00,325.03,320.74,318.47,326.36,328.16,315.00,309.34,304.42,304.99,292.09,285.63,296.23,301.23,295.16,295.32,284.10,282.42,279.49,253.78,246.72,255.73,249.59,261.20,259.83,262.16,252.31,263.25,266.97,268.75,275.54,275.76,264.45,,,,277.62,275.06,274.44,274.25,274.76,267.61,248.17,249.34,249.00,240.06,244.49,239.22,240.90,242.43,240.58,251.16,252.82,249.31,257.41,265.98,268.29,273.83,278.05,277.68,283.61,286.44,296.60,305.62,303.28,295.57,299.65,296.82,296.70,297.05,295.03,291.25,295.93,293.34,296.11,298.60,287.43,279.47,292.05,293.64,288.48,283.43,,291.55,291.64,296.71,299.73,301.98,305.14,309.84,313.04,310.17,312.35,312.85,307.70,302.28,303.14,308.34,305.33,309.14,307.48,306.42,306.49,310.48,309.43,302.25,303.05,305.41,305.52,305.90,302.06,288.61,296.69,295.59,296.85,297.73,,295.31,298.75,302.70,302.76,292.08,273.20,289.52,299.22,302.88,304.10,300.31,299.05,300.35,302.38,307.75,312.01,310.78,305.43,307.03,273.18,306.90,305.83,307.85,293.50,270.80,283.40,281.62,300.36,299.62,319.09,315.59,320.51,320.42,303.55,,322.01,309.89,312.88,309.90,306.77,294.64,,325.60,327.48,321.87,335.68,345.51,366.06,376.32,374.08,388.03,394.34,387.00,388.48,394.10,392.96,389.77,388.69,378.50,378.02,375.29,377.58,373.35,367.82,369.48,373.02,370.41,363.56,363.15,366.78,371.00,378.97,377.91,370.11,362.92,360.67,352.53,350.02,348.16,351.95,352.38,351.40,355.52,355.26,354.94,355.84,356.97,356.78,353.45,363.74,363.70,362.89,356.31,351.54,351.61,349.58,350.25,345.96,345.11,348.76,348.61,356.42,363.38,363.13,348.69,351.38,340.23,335.69,343.94,342.92,342.46,338.73,348.86,353.11,356.87,356.16,359.75,383.30,372.76,,,,341.08,,379.70,383.30,L7
2008-10-12 22:06:13+00:00,277.12,301.38,,,326.33,321.32,337.47,331.89,324.69,319.78,321.38,315.62,307.26,319.73,317.86,328.65,327.30,324.18,320.62,324.71,324.86,315.14,308.17,309.91,310.30,296.50,288.37,296.68,300.43,293.61,304.49,284.77,277.61,276.41,254.84,250.28,259.62,254.06,261.64,260.20,260.66,256.27,264.52,266.36,271.24,276.62,276.97,271.22,277.24,283.74,274.10,278.01,277.35,277.69,277.19,276.65,269.54,253.19,252.17,252.66,249.06,249.94,248.10,245.78,248.03,247.00,255.59,258.10,259.96,263.54,270.81,273.66,282.36,282.88,283.51,288.92,292.08,299.81,306.78,305.70,298.14,301.24,299.25,299.36,301.73,298.66,297.77,299.15,297.56,298.83,297.73,290.65,288.57,297.69,301.03,298.08,284.12,266.13,294.80,298.22,301.66,302.55,304.20,307.89,311.57,317.54,315.95,315.95,315.87,313.07,306.83,307.42,310.44,307.94,312.04,311.81,310.84,309.96,313.62,311.58,305.43,304.58,307.62,307.10,304.79,302.98,293.77,299.74,297.85,296.46,297.73,300.00,296.52,299.61,304.65,305.47,297.02,281.88,294.48,301.87,305.45,307.04,304.27,303.02,304.12,309.20,310.06,313.81,314.31,309.32,307.88,273.18,310.26,313.02,312.08,307.13,286.06,286.54,288.82,304.44,304.92,317.93,314.23,320.13,320.14,308.50,,322.69,315.06,315.83,312.17,311.41,299.87,,340.74,324.78,323.55,337.34,348.14,367.16,378.04,377.39,389.03,394.19,393.47,395.31,399.26,398.44,392.77,390.19,381.93,379.56,377.45,379.00,375.10,370.34,371.54,374.84,373.67,367.68,365.84,369.39,374.58,381.55,379.70,370.70,366.63,364.31,355.88,352.55,350.27,353.92,352.74,352.48,357.53,358.26,356.73,357.07,357.76,358.00,356.87,364.07,363.95,363.09,357.20,352.99,352.03,350.96,350.66,347.45,348.42,353.17,353.50,359.83,365.37,370.32,356.60,356.93,347.17,344.88,350.51,346.43,344.01,342.64,352.84,355.74,360.06,361.56,365.00,387.00,375.60,,,382.55,358.29,371.38,373.65,377.67,L7
2008-11-13 22:06:43+00:00,277.12,301.38,,,326.33,321.32,337.47,331.89,324.69,319.78,321.38,315.62,307.26,319.73,317.86,328.65,327.30,324.18,320.62,324.71,324.86,315.14,308.17,309.91,310.30,296.50,288.37,296.68,300.43,293.61,304.49,284.77,277.61,276.41,254.84,250.28,259.62,254.06,261.64,260.20,260.66,256.27,264.52,266.36,271.24,276.62,276.97,271.22,277.24,283.74,274.10,278.01,277.35,277.69,277.19,276.65,269.54,253.19,252.17,252.66,249.06,249.94,248.10,245.78,248.03,247.00,255.59,258.10,259.96,263.54,270.81,273.66,282.36,282.88,283.51,288.92,292.08,299.81,306.78,305.70,298.14,301.24,299.25,298.55,300.29,298.66,297.77,299.15,297.56,298.83,297.73,290.65,288.57,297.69,301.03,298.08,284.12,266.13,294.80,298.22,301.66,302.55,304.20,307.89,310.70,315.68,315.21,314.07,311.94,313.07,306.83,307.42,310.44,307.94,312.04,311.81,310.84,309.96,313.62,311.58,305.43,304.58,307.62,307.10,304.79,302.98,293.77,299.74,297.85,296.46,297.73,300.00,296.52,299.61,304.65,305.47,297.02,281.88,294.48,301.87,305.45,307.04,304.27,303.02,304.12,309.20,310.06,313.81,314.31,309.32,307.88,273.18,310.26,313.02,312.08,307.13,286.06,286.54,288.82,304.44,304.92,317.93,314.23,320.13,320.14,308.50,,322.69,315.06,315.83,312.17,311.41,299.87,,340.74,324.78,323.55,337.34,348.14,367.16,378.04,377.39,389.03,394.19,393.47,395.31,399.26,398.44,392.77,390.19,381.93,379.56,377.45,379.00,375.10,370.34,371.54,374.84,373.67,367.68,365.84,369.39,374.58,381.55,379.70,370.70,366.63,364.31,355.88,352.55,350.27,353.92,352.74,352.48,357.53,358.26,356.73,357.07,357.76,358.00,356.87,364.07,363.95,363.09,357.20,352.99,352.03,350.96,350.66,347.45,348.42,353.17,353.50,359.83,365.37,370.32,356.60,356.93,347.17,344.88,350.51,346.43,344.01,342.64,352.84,355.74,360.06,361.56,365.00,387.00,375.60,,,382.55,358.29,371.38,373.65,377.67,L7
2008-11-21 22:01:05+00:00,277.12,301.38,,,326.33,321.32,337.47,331.89,319.09,314.36,318.45,307.94,300.29,317.81,318.84,328.49,324.78,321.78,317.91,325.88,321.08,311.07,310.55,312.29,309.85,299.10,291.50,298.14,298.13,291.44,297.25,282.92,275.56,272.50,254.42,251.45,256.42,257.31,264.07,259.15,259.38,253.78,261.01,262.40,269.06,273.60,275.33,271.83,277.47,279.44,269.59,272.80,276.20,274.65,272.91,275.08,268.99,256.39,251.77,252.78,248.81,250.31,245.30,243.00,244.19,245.83,255.08,257.38,259.11,262.90,268.41,273.22,281.62,281.76,282.13,288.86,292.32,299.81,306.06,304.36,298.14,300.77,299.48,300.29,302.91,300.73,297.79,299.00,298.77,298.32,294.06,286.58,287.16,296.36,301.91,298.11,282.72,263.04,296.80,299.32,299.17,300.15,300.81,304.20,310.99,317.33,317.99,315.26,312.12,312.37,308.94,307.01,307.83,305.85,311.06,311.49,309.58,310.09,313.53,311.34,303.69,301.13,305.53,305.42,303.61,300.76,293.53,298.58,297.54,296.00,288.40,291.53,295.79,298.78,302.41,303.59,298.29,286.90,296.50,301.70,304.83,305.19,303.65,304.50,306.75,309.56,310.79,314.32,313.06,308.98,308.30,273.18,309.43,312.91,314.19,312.20,291.37,296.53,289.86,304.79,304.68,315.67,313.88,319.09,319.19,307.32,,320.88,317.22,316.15,311.31,309.87,294.36,,340.74,322.93,325.66,336.27,350.35,364.19,373.39,377.06,384.82,389.16,391.95,397.39,401.78,400.11,394.08,389.14,382.82,379.65,376.66,379.06,375.72,370.97,371.12,375.44,375.38,369.17,367.08,370.65,374.83,380.69,377.65,369.69,365.04,363.91,357.85,354.63,350.57,351.33,350.15,351.86,357.62,359.75,358.00,358.41,358.20,356.43,356.98,363.10,363.08,362.97,359.21,354.56,351.51,349.64,349.29,346.92,349.37,354.57,357.20,362.66,366.23,370.05,355.89,354.36,349.72,349.06,355.51,351.52,346.13,342.12,351.88,353.49,360.48,363.72,365.00,386.76,379.16,,344.89,372.07,361.12,372.91,372.74,373.52,L5
