,dates,nzd0222-0000,nzd0222-0001,nzd0222-0002,nzd0222-0003,nzd0222-0004,nzd0222-0005,nzd0222-0006,nzd0222-0007,nzd0222-0008,nzd0222-0009,nzd0222-0010,nzd0222-0011,nzd0222-0012,nzd0222-0013,nzd0222-0014,nzd0222-0015,nzd0222-0016,nzd0222-0017,nzd0222-0018,nzd0222-0019,nzd0222-0020,nzd0222-0021,nzd0222-0022,nzd0222-0023,nzd0222-0024,nzd0222-0025,nzd0222-0026,nzd0222-0027,nzd0222-0028,nzd0222-0029,nzd0222-0030,nzd0222-0031,nzd0222-0032,nzd0222-0033,nzd0222-0034,nzd0222-0035,nzd0222-0036,nzd0222-0037,nzd0222-0038,nzd0222-0039,nzd0222-0040,nzd0222-0041,nzd0222-0042
0,1999-08-12 21:52:44+00:00,216.3722040865929,215.0893112930472,207.04161182635153,199.88194887043943,202.5988164536734,207.17513518862987,210.0293630858012,206.82396085987966,212.3152987371338,207.09133166318043,210.91976391823866,203.9130315933322,205.61684607296024,,209.27391242257218,199.28400747123422,200.61363885200768,192.82011037973902,204.12617523891964,213.030967487378,218.4547203100361,216.17406950710577,196.8765391670516,199.89123504063681,174.78979567598765,176.61187157890853,179.5473099176869,194.554815353586,198.19064135202316,202.0674183159477,193.54099576899836,,,181.34195458840819,171.77124674319535,169.41993230245814,,172.45786020246652,,,,,
1,1999-09-29 21:52:52+00:00,,231.6195898127346,216.4162972669662,220.07704956241005,209.2435969571514,220.40814098868654,226.95819102194037,229.30762503600963,229.03147803150353,230.29096127952016,242.55589401782836,,242.89418748031414,231.23662088024193,235.30725872629256,236.20115843619678,228.66402035225786,232.14284965681807,235.02985579762057,230.88107168254908,231.5494509240892,237.39086676632326,232.30083936897796,228.16824044229517,219.68605479336532,220.44041852829508,219.17374707819022,226.2052847330014,237.72307686664433,242.35649797401936,233.39315397907862,231.62313599561142,216.7128367501196,215.74163722263594,205.73494259220308,205.49260004443062,216.38048937875172,200.23910212497222,174.1348983145233,102.81348209084017,,169.60985736076032,186.51829094825538
2,1999-10-15 21:52:49+00:00,,223.679884447675,218.78175118379156,216.09061807789624,211.667471749609,213.32275173706714,216.18253026673278,212.24906469680505,220.73742630741236,214.74855969199143,223.56969777887235,224.07772551062627,,229.12354715297863,,225.7801349066,220.0522899418413,228.74204362622518,217.02419145926052,,215.06739307365413,217.80515206188218,213.179954447539,216.18992655865995,214.78105337914175,204.40721868597703,202.7140025767547,207.07723895305017,220.74136227821555,230.02606025159764,225.11890319971744,214.04280973170378,220.2938668964372,205.71941123757202,196.94692530259084,191.19376758320695,197.41070856527202,179.6969489898642,162.4308829147335,83.2803773909227,,145.4952351363601,175.80639281850313
3,2000-02-04 21:52:37+00:00,217.29678632591677,215.15374414579998,211.40629249995186,218.18257383893757,219.21683035447074,214.96083632461645,225.99056169578594,220.01301312938617,226.81757557641455,222.63891382113388,219.8830600425515,221.38421710280934,226.33610060830975,224.97687919594503,226.725214519014,230.18535652331917,219.6203487701298,224.59975757116794,221.50396631128265,219.47754213343612,215.84148776489963,220.8969114522544,215.15963813944623,212.09487535195984,207.89967659816855,210.3935271627005,207.0938775027674,208.19256918742107,212.31325024847123,209.12894599579846,209.14728663447258,205.49466283502687,204.79290546273782,197.45126429650188,200.96105508107496,194.65107156089638,210.5742839816977,197.8421363285966,148.72960740251128,75.23703600773864,131.87212541079296,148.3867848976676,158.57439120449064
4,2000-02-20 21:52:29+00:00,224.39398318700148,220.45460951560025,218.3486450778516,213.71630419836717,215.48049588508067,217.39841332736387,220.3743332735407,214.13111607135875,215.95326810830613,210.75825378031695,216.91971612577368,220.79643829402926,,225.57009914472428,221.52759971364932,220.01881842452542,220.985778215075,220.99854555307436,213.50144214943734,218.54804572588728,215.66577380994568,213.03177379141485,212.96543121951697,212.1806645654125,204.5827845731923,200.89785017050932,205.91787985811425,205.6730847928828,214.52845844978864,208.71638660656845,207.13778275405173,198.5539315837619,202.63454486260216,201.00627470666277,205.27789427987307,195.18575226234603,201.68150510057848,188.00891498649008,138.3342794329979,,114.40731568895805,141.9542300353651,159.6030450578279
5,2000-04-24 21:52:10+00:00,197.47003712433337,,202.45069191343586,205.1568179055902,205.38340716587908,200.75145570761052,204.93230183307406,205.06273100949358,,203.61177169295382,209.99428759341038,199.70473163326773,216.19881459539442,205.74896340811364,205.29062478276006,220.78410651888163,,,,,255.35381458375068,209.55011946219398,248.72869100480565,197.50583639558627,184.24391848554973,181.57101274368804,195.96073198137572,261.6596341086637,255.6153542716619,210.2506453006261,206.72094675289893,,,,,,,,,114.64040443908317,,111.93843417033975,158.9151754943191
6,2000-05-26 21:51:48+00:00,225.84196711758494,216.39247888969828,218.07811991674257,222.18579137831412,217.34764911860273,224.64769786687393,221.4042005959932,225.01737414384277,221.92556574463194,222.89449682235258,219.060317104281,225.507925708476,225.85372619958952,228.4610658257958,233.88654474281878,227.34693925545375,232.2165164663133,228.56661121057078,225.9423787461638,220.74446734116538,230.02394583707928,221.6059913461948,217.95174779446177,214.05421918430835,218.46434253871823,214.46620018817907,212.05451472158117,216.78796015519018,225.1526624847986,224.02515198770345,215.65571792672608,220.96304560750994,219.82332253278153,222.03465058122907,216.9242488459627,223.33723879027517,218.45558666923554,215.71456586265666,194.20969017548492,145.1468595605664,141.28172035334956,,
7,2000-08-14 21:50:56+00:00,,,231.9267395842651,236.57260967585577,231.7901637841317,243.40813607533016,244.74882873143943,235.7753009893355,235.0668013495009,235.06927658446043,230.2539885658781,243.50037543900729,232.44401903565534,230.20274472949384,232.7917418492972,227.47645647911494,235.70262289521293,226.5227565050897,229.685402835408,228.41077508487857,230.4878590151527,221.391599361863,221.45511360365288,219.63169944596447,221.87264386799853,221.00668879169905,221.8740284531324,223.12196386564585,228.78322957138786,231.64181317734563,226.53854116908732,223.7724164571616,215.36264822032962,218.15040430758717,207.90164719081682,207.20096393326466,208.9777154680026,214.17593704158173,214.17891836900142,154.9774532002848,,,169.9976169956325
8,2000-09-15 21:50:25+00:00,,,,183.88101406496733,194.54621584935,198.28269187472452,211.1065104803768,205.7003872225803,211.197302705547,191.95958717106305,200.49584786768935,,217.00623361531663,,201.76603377362036,210.91561209924348,210.1111287360192,218.2623298190428,202.79293245462333,219.4008957231202,206.18145251060562,204.41684423666075,206.61687095775864,219.68593754893107,218.0377846676947,220.71375539082112,201.79847959688198,200.53215364929503,192.8490418377609,226.03345875515262,237.3399485510844,242.9022948774403,,249.62809231980088,,228.8411272296668,,,,,,,
9,2000-10-17 21:50:01+00:00,,,,158.6528623332274,179.34050192091465,158.94520893113733,168.23578116797066,193.20916297682018,,174.48148756544748,207.4370842250122,257.42563155770455,,219.15258143669323,,231.09072202906208,222.5582470093711,219.62526059493987,212.25797408224292,217.59341320153578,210.16565060014074,205.3505633538929,206.83741162001863,213.27735083218053,206.36128802287777,213.16235643736334,208.24251390782587,214.15205726725088,216.10782304545634,220.8331051498132,210.80615526519617,211.82900209116184,202.4747110891132,197.3824320527595,198.23218645533254,188.42475614031412,195.66216688279928,201.17474829235118,214.72722924020152,,,113.6390961824418,145.90894747350814
