,dates,aus0047-0000,aus0047-0001,aus0047-0002,aus0047-0003,aus0047-0004,aus0047-0005,aus0047-0006,aus0047-0007,aus0047-0008,aus0047-0009,aus0047-0010,aus0047-0011,aus0047-0012,aus0047-0013,aus0047-0014,aus0047-0015,aus0047-0016,aus0047-0017,aus0047-0018,aus0047-0019,aus0047-0020,aus0047-0021,aus0047-0022,aus0047-0023,aus0047-0024,aus0047-0025,aus0047-0026,aus0047-0027,aus0047-0028,aus0047-0029,aus0047-0030,aus0047-0031,aus0047-0032,aus0047-0033,aus0047-0034,aus0047-0035,aus0047-0036,aus0047-0037,aus0047-0038,aus0047-0039,aus0047-0040,aus0047-0041,aus0047-0042,aus0047-0043,aus0047-0044,aus0047-0045,aus0047-0046,aus0047-0047,aus0047-0048,aus0047-0049,aus0047-0050,aus0047-0051,aus0047-0052,aus0047-0053,aus0047-0054,aus0047-0055,aus0047-0056,aus0047-0057,aus0047-0058,aus0047-0059,aus0047-0060,aus0047-0061,aus0047-0062,aus0047-0063,aus0047-0064,aus0047-0065,aus0047-0066,aus0047-0067,aus0047-0068
0,1987-09-11 23:08:53+00:00,204.31812449311684,213.22941514759682,220.95313436124874,221.13778405151558,219.0025131215089,218.14785743819095,217.4270968759526,222.1152012126053,218.8114510349336,217.60792050140682,221.8614916307319,208.63067698383537,216.50364364993385,214.4242340197399,215.78209451025484,218.57620977947454,225.673152435462,228.61524456985182,229.16664699201874,224.19877060754942,226.4348117962031,229.23588317642535,230.64845130051384,225.33593107013746,234.3361835249362,234.08923175886463,228.6403301269599,233.25164522806625,231.4878835092809,225.0088379819205,223.59120203917797,220.66688840266534,218.12435839257805,225.6811546318482,220.3431303695635,211.1500149279733,201.91592449029667,217.81803239142937,231.97842840754734,226.63325692423442,231.87663532827264,229.291272881964,227.26783817309237,222.76248351318722,221.4589406976113,223.6966964550725,223.53468481872028,224.3329646955157,228.99679012536535,222.40288201441723,214.54257648931298,213.7215091827793,215.1539149858889,202.76505759273638,205.99907567026315,199.37924927769433,185.3168927344242,169.67011789837096,184.04242274196665,194.33065267535753,191.78481510811943,184.8143662229614,189.70986343909956,190.13109682044478,165.6717805928075,164.00968662154634,172.80975787529786,195.8117902836546,216.66157958909062
1,1987-09-27 23:09:39+00:00,227.0311610598298,240.7449531254282,248.4458011092816,243.6049942548972,236.2384180892194,238.68816910732423,245.2978654823732,243.5755313343761,246.39615866788932,241.93058329354017,240.43296718038218,235.72193051633656,245.0265459520722,247.80807502668944,241.00743668943593,241.18944976892044,239.4198473525375,238.28089975652733,239.15353664101914,245.39220362921284,243.8616862195641,244.62869546430588,255.36293179224913,259.2881244773584,256.22993342021516,252.30935290265575,249.5651478594637,247.7244604570959,241.47137974059123,242.8211090148125,234.08074071582496,236.02761129205825,239.15449013947833,242.0678344365194,227.93382635876668,215.2795418582191,223.0798503766939,243.76063866619313,256.5465506375368,262.87182662098036,253.84676921337785,250.47152814176746,249.8884041368877,249.05503874403792,258.06416265198186,252.4205047126087,254.32373205800826,247.07080373295003,243.11191448728587,234.2592409163704,227.5606094491903,224.95320235862914,222.7093489042058,209.18740061406328,216.73927371494193,216.6392075424971,189.9447612904734,181.89884697924685,194.6602222452218,200.646743395717,186.87892534141395,185.83203535654926,195.79121262704552,201.04644216623547,181.4312265907452,171.28344597704324,186.79025167319102,203.9314896742156,210.58119470282625
2,1987-12-16 23:10:41+00:00,224.28950049216277,238.21743990055654,236.33631735374394,233.27826123010445,235.44856178314444,235.60337401475522,238.70439598722223,249.1083128742379,246.98463537470104,241.37215088257202,237.2077848520002,239.11584989556027,231.83621027347718,236.63602567405496,229.033503082165,228.86579318969652,235.77032502796533,239.05163900008432,238.33122539471768,241.3285874456498,242.8240156515223,248.5025221090263,240.63084038033435,244.77651072869725,239.90573368797786,243.25319079058133,246.5221029456423,248.67569121472454,240.31645352253153,244.38820561849136,239.64155905212928,235.1530434084761,235.23898309341263,247.87626368250875,239.4670283749955,236.4219469491019,236.92311310944868,240.42541126741304,238.62757042157514,245.82938012525514,244.8430285580086,241.54426666376014,241.8758541510998,242.954171649425,246.2298020417631,233.67225544895106,223.2011015915287,223.95595426163305,226.3977772824258,221.5578219308115,221.4835732243618,217.30124258925787,224.42171080237927,216.49214371246023,209.16939246406255,203.64863318404193,195.0060534157618,192.35867560278862,202.2403675414816,211.94200841029772,204.4912753037808,198.16313064560086,203.60962547842246,198.38640852089156,174.76941455163865,160.72580969695412,159.97921352321072,160.44809258220764,204.52013096106498
3,1988-01-01 23:10:57+00:00,211.70592845578886,227.2080680510826,230.8218844522781,227.30169074236724,224.54830890813915,224.54775412342025,226.19197036060044,233.92868964655528,228.05479438424027,224.5799786991705,222.266763158979,224.00118976328073,227.26273973796552,227.3010856825816,221.61036479003502,218.80277997033852,220.41917921627046,221.9726074517125,219.77005690978143,222.57491207331788,228.1765697728179,230.29063251138973,239.6643157903528,238.00162096538764,238.84285294000313,229.60751644080392,224.52020157721427,222.57971526609975,222.49045229704754,224.42715361969948,226.34555558267135,221.03501971139588,223.81395145348776,230.51585910675223,222.7358308576179,213.19287488940014,219.18401776505294,217.42644786627815,219.30624224707492,226.21257533075553,233.62324138857215,226.31239904345696,231.88231216355254,233.61744783243438,234.81998461217592,217.67513174591272,212.60142301894848,208.63349522379912,208.01992131518534,206.05130975777865,206.4763205360127,209.06833606028414,209.9867567908331,202.76568130832283,198.66021245953416,194.62673468187296,188.12893693149306,179.52140894893205,192.4014014421204,199.52034578392576,191.14813058815423,186.89639269840688,195.5188148186562,195.68493406560225,170.7599205053947,161.73902711874914,164.65573236724106,166.32701810742515,197.74277059762713
4,1988-01-17 23:11:38+00:00,234.31318400722995,213.52958722102534,219.19398450098757,227.292164523431,227.79714854186506,223.17431673378374,231.70962960894556,233.2531762458746,225.90211321686462,219.81484123239963,221.96706319027749,219.52882582407173,226.4572480741388,226.81531461832725,216.8339868463986,215.6874518262253,219.48895353350983,222.33903747271737,221.29457851425414,225.60420211969705,225.80751211822948,229.8958822280958,235.82189378736868,236.24784502253203,231.89858910813314,226.8226395228108,218.05111951803073,223.55439234854612,216.14745025548652,216.8400960384938,214.56425278569637,219.30937402901915,214.6306064513848,213.97788628574048,209.26266044501477,205.67354412457178,209.4072078930684,206.87927364020533,211.79542348489002,208.71216886838994,209.85589825614207,209.37342380992175,211.38752816335364,216.24705887398204,213.60665402707104,204.84846680910016,196.31341254521675,193.07025942359354,190.5981146499144,194.77314301595226,193.14799250098838,191.34978944938456,196.7157268257224,189.71659396253142,185.61634465471963,184.87577688588556,176.89747280355368,171.16927591066622,184.04088332404672,191.55951460395954,180.04292928649244,174.40818980593195,185.43515257972317,187.36297195082213,152.2276493621874,142.8338366655426,147.9829304152231,159.7703453567459,198.45371147684827
5,1988-02-18 23:12:11+00:00,244.5502970784883,213.34462726548026,210.96522804078373,216.00789207115994,214.56651839083324,211.6998617191462,215.4882787359274,216.93710807183888,211.18819024315115,204.40372606858432,200.185512459364,204.43898087855433,209.93756306576753,208.08608282845026,208.9461052824489,209.9710355752996,211.11633730618973,213.4064797521283,214.1356610367344,209.69737589714862,212.04677122152262,208.34803117590894,222.20113433124808,217.25718402933865,223.71749341030994,215.12963562055808,221.6300185126166,219.53110628992147,216.50193862113142,207.1648976803269,210.10197357949716,207.2876424766431,204.5168844438335,210.28294978817078,207.22027740923016,199.79909498745394,203.8826737192883,205.0080279591034,207.69583942993538,211.62938226913292,213.15387360454994,207.2307572849428,211.27746870849109,212.78977669688007,214.04690081068372,201.91379432898572,191.3109065929367,191.13959463140537,191.29409582420067,192.44199012310742,187.88766585155787,191.15001375382377,198.57092740031425,199.9123920531989,192.43565363379275,190.56331452465994,183.25605373584332,171.78354731247822,184.16043213040928,189.42806577505053,174.8239277817177,164.54187199215437,172.66345986467098,171.57742282777502,153.70809332957563,138.04599528018466,141.813122173593,175.3218420182932,207.45523985432712
6,1988-04-22 23:12:17+00:00,204.35481329025495,195.40774154041952,194.3077024317918,193.55109903249212,188.84513924440637,190.79543130102678,191.89127983112263,194.47031023304655,194.90101235801242,192.63082985000287,190.4315710174641,188.76569961375404,188.3931541575209,184.23771423141199,184.78104752511925,177.87814113825564,187.00278102829233,182.9649455267568,186.7089067469603,191.05497841321016,198.3047656629037,200.89166207323362,207.92703693532968,200.34391277844196,199.97477703059334,193.98903441422289,190.2135836531162,190.99811088926344,190.47376250498596,188.6137642768256,187.8186779097671,190.03145085812778,189.438868586685,187.53182075218592,192.22541808565802,182.78625921009032,182.22251309216708,184.20800050538708,195.19034309932232,191.1944486594552,190.78907176039777,197.08916580894078,194.63964448717505,198.23124790913377,195.6478013815884,192.312464941821,182.66090953375266,181.49230596665188,188.25538439848555,187.55785297603262,182.06510053158425,184.4865913041556,193.15817055548672,185.37506586975087,177.8880088887223,167.13056185870698,157.16619442017782,151.03100424698778,150.2592601327914,175.5031276640834,169.7070145922966,163.89472754329094,153.0683652367093,153.0284176601663,157.34279836430105,,207.76720603473987,215.37433794962965,202.8255676774694
7,1988-05-24 23:12:58+00:00,200.08425895872438,219.982882041947,218.32971270619865,210.58702252911976,208.08962430374214,208.28326849952197,199.91665826069033,205.77048369188773,202.10525048385205,203.52536153899388,196.60509969522866,197.79558873347497,193.9553300360829,193.93689816069846,194.99614667984002,187.96969291141076,192.6147880525573,204.89928937840233,202.34466017026077,198.90157096542396,203.06663855855746,205.9313081812963,205.11400444132238,213.85424999822092,206.92217106877138,201.75657445103104,200.5168195288296,209.00058206756785,209.94207417810549,204.99558204004973,203.76514995984775,199.6673065671141,199.78530416581876,207.45053096652182,202.89349831033678,194.98387527379154,192.22948724750646,205.37685015141702,203.47862076971472,203.86468452901585,209.0566281689546,209.91272901525053,207.07193557902997,209.4484454623032,212.00771523407457,211.13693532879967,194.27236920387588,195.99349102688353,197.20765080130215,201.1050536887381,198.91393809937105,200.43984099684906,200.93790833145374,190.2902437444046,184.42336569176513,176.39160348185513,167.54154454214634,153.46168482357567,175.6686925174101,189.42242356655723,166.16284204589184,158.06498642219435,184.42165857631105,211.23142353610547,,,260.63334492943886,228.86743225522363,192.84478292604646
8,1988-06-09 23:12:39+00:00,187.42247669882642,209.47479329661644,213.91347685031883,211.35193544538498,202.72742855854685,198.8773669599021,197.64925027374156,192.88191226786,198.29816977237962,188.03016436323122,189.41852212656454,186.18127713882157,193.35525824218215,187.29271297875007,179.85323387240078,185.44483488314106,184.8142572515197,195.9819002637215,192.91091812199377,193.1444871417315,186.31411328146265,193.15592627147956,202.8907590246582,205.2376478740584,200.289749334882,209.6785418985183,196.90226819932928,205.19500216209727,207.0827817987201,207.2063534240822,191.85499389313424,190.07532414550155,196.95274187954553,195.05513346849972,200.98718949367293,192.0650694690016,187.17779687778528,199.04914723261052,206.10793396336086,200.94123979817402,189.5977934956796,191.47285913342716,195.87843102423935,194.50740878539827,198.81322984795665,200.48270554541898,190.58178454437433,174.58941350941473,179.1273615264944,176.66207560942377,173.9053276117197,179.15166708018688,186.6567776362127,181.41069356953128,166.00538674382605,161.16113716113995,156.1542645636683,145.78954908348095,159.59531545804353,168.78655733371534,156.76170667811195,146.2837481603437,163.2453396924346,193.1485991716594,,,233.20426560753373,201.86531345567386,175.4755626099924
9,1988-06-25 23:12:45+00:00,193.3324205526798,228.0053700127445,219.7501791198659,213.95845020471296,203.4380976821391,203.1115048126264,200.52737150906125,203.63082516216076,196.5551169540706,188.01286598648872,192.86402648664068,197.86639383189433,191.41982360760127,186.75617077785148,178.07533743009546,177.06617629601087,196.39657227695795,200.5575352725089,189.6544118743376,188.45158301757922,197.04716275436655,198.97923963732592,203.02204361563645,205.91898367881143,202.1459670322013,199.01432391048206,197.35532783448718,201.97120296680876,198.89342248838815,196.646853514145,193.9051067870818,183.20803317523874,187.76577121268804,192.15204725762212,202.10093918226212,181.19534374727147,181.92644039629252,195.93376861283704,205.78293134112806,203.36153724949423,193.9358775097331,193.32012918709526,185.78551223217877,189.3185699777487,198.55128049304497,192.7321995130783,181.09608159535728,173.78252247077256,170.2603968339176,174.11972763879083,170.5185263052065,170.5453720525782,186.85769441305936,178.4812032209923,173.42005684987748,163.1166406034353,149.2305350652438,143.85196333396127,160.0103672242722,167.2659236474195,146.75282261681645,143.53938586711485,165.31082345587728,202.71274569887623,,,226.56115354935812,192.64766813031426,164.62710430571497
