,dates,aus0151-0000,aus0151-0001,aus0151-0002,aus0151-0003,aus0151-0004,aus0151-0005,aus0151-0006,aus0151-0007,aus0151-0008,aus0151-0009,aus0151-0010,aus0151-0011,aus0151-0012,aus0151-0013,aus0151-0014,aus0151-0015,aus0151-0016,aus0151-0017,aus0151-0018,aus0151-0019,aus0151-0020,aus0151-0021,aus0151-0022,aus0151-0023,aus0151-0024,aus0151-0025,aus0151-0026,aus0151-0027,aus0151-0028,aus0151-0029,aus0151-0030,aus0151-0031,aus0151-0032,aus0151-0033,aus0151-0034,aus0151-0035,aus0151-0036,aus0151-0037,aus0151-0038,aus0151-0039,aus0151-0040,aus0151-0041,aus0151-0042,aus0151-0043,aus0151-0044,aus0151-0045,aus0151-0046,aus0151-0047,aus0151-0048,aus0151-0049,aus0151-0050,aus0151-0051,aus0151-0052,aus0151-0053
0,1987-05-22 23:07:20+00:00,239.23065591429733,238.29770725081582,234.65880596052807,238.90832255718115,238.80539405600584,232.10572255632482,233.75275112515484,233.0671034612592,229.0904103779094,225.114826285424,227.41224024991237,230.80310223542213,231.95074738729178,221.92579965326425,209.7493206589177,204.21730911432925,206.8439493411291,209.33675512096787,207.87544735733798,206.96007918315232,209.05753352419433,207.00288994083124,218.22598769108382,217.78136408132804,216.81517086479852,218.24309912166999,215.06162956156473,211.87378916557944,204.09294107763574,204.15370603204522,196.89142075479197,202.2942855215389,198.65352523633973,197.98179556315768,206.30094257169324,203.66914180057327,195.57640648731515,196.63374663214447,195.29736537751697,194.64596448104876,195.6505042982607,187.77321117384056,180.39174019205038,179.8196416669942,187.22188358203698,184.8752151264243,189.81296182809157,207.75263466337194,205.60170977243374,206.8240017314919,210.15886676194654,218.05066973417513,223.31890729581463,270.83006466028553
1,1987-09-11 23:10:05+00:00,259.5713576390156,260.32850006688795,259.230133378026,259.5293408266876,259.5544478629219,243.54110935711628,250.7748213705848,249.36947912286195,245.52023394260965,244.39961457227153,245.24176744135877,242.7303202480709,237.92679755709867,235.84330394328654,231.63154545536688,225.93065792720196,220.88282711680102,220.27895283365442,217.1220664709323,215.18833042374473,215.32653549060836,222.88945425573255,234.39145084909637,234.53303033652122,226.19966890464508,231.32970941722706,232.34555816968083,227.44757975529802,210.81265312703823,212.36774594790108,215.6101084924324,213.1401257734498,207.40940108384893,209.15070035687722,206.98125741365172,209.81059947544873,212.34509753366575,211.23424377100918,201.56862004148877,208.70426244617659,199.59953414358307,192.87702383676174,191.3794876839362,192.81587369141894,192.9957991816755,194.0308026495403,197.21717804322898,202.27176752671443,203.10049129110442,208.41436149424598,208.65041933371057,202.52874801586353,223.45411269318592,265.82400771873984
2,1987-09-27 23:10:27+00:00,268.9016736889513,271.3477228839176,272.47494307107667,267.30870903764605,274.7496445502225,276.01500936484695,262.1789781451343,267.9874428686617,269.9058519640957,256.58247610556225,259.8009296496212,258.6979078518804,257.51563211641627,250.7112715998404,243.36012627373628,239.4595980743075,234.06179758091537,229.6619052360333,225.93257740353377,231.87666554263143,232.0441119439913,231.92059077786058,247.12904386816663,246.7496871273097,245.63164910618423,241.84980341771507,244.00825576140102,236.351090786581,225.7338359884368,217.85809686604824,217.207683777232,212.07504359723828,205.98522612175452,209.53112555255439,213.30448414774946,210.82355670401176,217.89892944481107,215.44801650470475,210.53556504219617,208.12834342040995,202.71761418974677,193.68264814933923,190.18975764943025,198.07721434319515,203.14654739776262,198.81338480403002,205.36615669016086,210.8401535277077,208.56014873419048,207.3354120475409,213.62918261343262,216.40398522400932,233.80473953937474,232.08193343899404
3,1987-10-29 23:11:01+00:00,268.7821470703657,267.51711059216075,261.92224504160606,260.93157197528524,272.64771846133885,270.88537324598775,258.25941536980855,255.28304706999324,250.89426625526175,253.1180903232756,238.738786760901,243.96374175308668,249.05895658501774,241.21645656700596,226.24569878213148,219.8199134680155,223.39122685586838,228.4592823632727,222.93867615414499,211.9322779933642,206.7501206572669,217.473295786364,229.14567918780446,228.842185943683,234.0588460748643,224.01469522146178,226.54234808835838,224.99892021141656,219.1630284054012,213.24492732074268,201.45539319193898,203.08651706063878,197.01787263015498,193.11888810489089,197.49351938618233,205.3301679277842,203.92102441456802,202.4891253083168,201.06414493938652,201.82244249538942,196.60349021165314,192.27139666341319,190.54078460356973,185.16483361619171,191.73103442761226,194.06479542069974,190.05301950925093,201.51520260643733,203.90117133895174,206.50891450634694,211.59175528761713,,240.0590915539758,
4,1987-11-14 23:11:23+00:00,260.9644271461417,263.18829340225466,255.57471629666014,255.27043058145347,254.84597882987015,241.66336872978084,239.9922495815108,241.8911732579012,241.3384282666431,236.4237568235878,239.78350640602667,238.98914731013943,236.56022851543673,227.67240290896547,220.257243661845,211.98348098483677,208.68447318290845,217.5154780981978,208.26149231761667,205.7657788812446,206.16477711790378,213.6070878932906,218.9422860887397,219.34057490587725,220.64186775716064,219.6736377871081,217.16261172730412,208.57424107111638,195.84312049778865,196.5948056080479,192.92809214133752,191.78445182968315,190.0741121844149,190.20988985077378,192.88946559788658,194.62101225691794,195.64219215868945,190.36993667383018,182.27279647639673,180.79654162724853,184.63045699047814,170.26909684576015,173.83844221033894,170.52264617696733,175.21640247401066,177.4345053140981,179.53008669166397,185.84672649228494,190.04379225388746,188.811380421267,201.03838809239372,,234.0053212349779,
5,1987-12-16 23:11:53+00:00,262.75722694836105,266.3164258235917,270.43331835545985,276.3003101281499,276.2213140023815,263.10684211745684,270.9450902154579,273.4273672893626,268.4655365664085,255.42056260942002,251.25305695679927,248.75733987530006,245.87702564352887,240.09785767727746,232.68264335214852,233.36428829042683,233.17108536915157,228.68460944042656,225.00368798356192,222.06842522002395,226.88267960183356,219.72338683823727,224.9101472920448,225.26871484687157,223.99577079044846,230.89442653388545,224.03405040887455,226.51639427444246,221.27721583466553,214.9270689537403,215.97211302088832,214.01268614606957,196.02622128928775,206.62535717809138,192.92887248352352,206.3211664811609,205.9021153503094,197.7550347166313,204.04829018662954,199.195793872577,195.14991045426146,184.4020370272619,178.4302331534626,186.12457165639486,176.48146377984423,187.89730364537604,188.9750750306778,197.84825239511378,197.0553940719321,200.8504099195446,207.3220726677861,209.3683165391397,229.17514180411126,
6,1988-02-18 23:12:59+00:00,258.44112639927613,259.3119712014193,255.91637375627226,261.2040826197231,260.082487228891,252.68406130724782,248.79597910747796,251.26922408920504,245.60022739623523,240.09899979163282,240.69037219713923,239.89512757730623,238.3032196254926,233.58629989101058,226.10886312636936,226.9675704125723,227.01419265239358,217.43852517054702,211.27097567729572,217.7038446448134,221.11409051533562,218.62681898633278,224.64218390914473,224.0283127317234,218.3513396602177,222.77535051106202,222.17226518608854,214.0036369035287,209.31329086336504,207.50984243142483,206.46114300282537,200.93771903504793,203.5219493316973,205.38062268111776,206.37514050454624,201.86429360819452,206.72195359344605,202.614138674854,190.39401593963544,193.11739294199938,193.85379774084697,178.5239410195869,184.34729959504165,188.0558594360751,189.5453697084071,186.44235956311385,188.23247774164656,193.37023349621077,195.92498885529835,198.40046627503048,201.59762915647832,200.6048089596594,230.08035982601953,239.975988656315
7,1988-03-21 23:13:17+00:00,263.94815582394455,267.93205462984207,258.4655134078558,258.10328164045944,261.2103372026757,254.45784564337993,252.81725588978892,255.61894151478404,256.06551744211737,250.89201415015899,241.0577534769271,234.0789769339618,234.237720054284,246.82401244788517,243.56354872023073,236.0299450168913,219.4619312624283,225.00092310656723,228.91359627053697,211.58239962820605,215.09400364300828,224.94386605306582,224.97004126329654,224.76333137258254,215.7904523433944,213.91508364323877,217.6018181404184,226.54727148286548,215.24554082132775,209.46576522442422,226.01157051761098,221.3022408349413,199.95127531051975,200.438341713971,204.95133554731632,199.42183764611605,199.95681702882234,204.82493489133026,200.54572646941313,202.2562296275985,182.53475393782782,187.67289908005972,185.24240503683833,187.92566425628647,178.59731635557407,193.01354099301284,194.20404540242654,204.87839378241608,199.11647432701025,206.82238407479784,206.10432890481783,212.5585479878499,230.6614827808559,257.009933840409
8,1988-04-22 23:13:28+00:00,244.78552060574663,253.34170905578128,245.35886797429146,238.97023136567748,245.60005049839327,237.49666429638967,238.14698516821713,238.69709159146336,234.14201731546717,241.39209081428916,238.38589818996283,236.9684385200838,222.33773212560612,220.18668414076552,215.63800057654754,220.08255505721303,223.08137103225485,220.05206804542843,213.90444368423437,212.2416951439305,212.52848501916895,204.66649174983036,208.1022342604665,209.3127983732382,202.10522154057378,207.47087495551838,208.41047735955328,202.04300350355095,196.0896975159685,215.21217581961054,204.2986456141194,202.31381841253858,201.71895843598787,202.76697400905147,194.5495303494801,187.9088952677348,186.92807924785762,184.79184290772213,197.8111386626466,189.6987238591389,183.22980318893997,176.10667455893008,178.1424210690658,166.07366848138585,178.12166226800392,177.9190320067932,175.4156989459879,192.91614711559495,201.0850284621103,196.56248222346647,198.28098043162942,,217.97298244092707,241.7281356262636
9,1988-05-08 23:13:38+00:00,215.42467463019392,227.97482338197935,233.73295255029453,220.47256532909552,217.18758900893692,209.81792434269954,217.62002479686285,213.46675914145177,212.5447793452598,212.4632225354805,214.54341509262522,209.67963758636552,206.55727673223439,204.46323079897567,212.48425694037897,204.04540181451335,205.49144472466108,204.4037549380586,204.96489695230304,195.30359379274168,202.86623091167993,204.31703556824573,194.48433432888592,194.29297624700007,189.42216009992427,192.81506735880342,200.48666548351903,197.45025623185646,184.44001848077914,180.59176705201966,183.0176483109597,194.87616658861182,185.55505878015995,179.3696998007177,175.79277318696077,169.3228488428565,164.6244898123057,171.68981997377801,167.03945212456412,176.21863931036353,168.652562409216,172.53064773365412,178.44076168881014,168.33061799585604,169.30473388494107,,,,,,,,,
