,dates,jap0119-0000,jap0119-0001,jap0119-0002,jap0119-0003,jap0119-0004,jap0119-0005,jap0119-0006,jap0119-0007,jap0119-0008,jap0119-0009,jap0119-0010,jap0119-0011,jap0119-0012,jap0119-0013,jap0119-0014,jap0119-0015,jap0119-0016,jap0119-0017,jap0119-0018,jap0119-0019,jap0119-0020,jap0119-0021,jap0119-0022,jap0119-0023,jap0119-0024,jap0119-0025,jap0119-0026,jap0119-0027,jap0119-0028,jap0119-0029,jap0119-0030,jap0119-0031,jap0119-0032,jap0119-0033,jap0119-0034,jap0119-0035,jap0119-0036,jap0119-0037,jap0119-0038,jap0119-0039,jap0119-0040,jap0119-0041,jap0119-0042,jap0119-0043,jap0119-0044,jap0119-0045,jap0119-0046,jap0119-0047,jap0119-0048,jap0119-0049,jap0119-0050,jap0119-0051,jap0119-0052,jap0119-0053,jap0119-0054,jap0119-0055,jap0119-0056,jap0119-0057,jap0119-0058,jap0119-0059,jap0119-0060,jap0119-0061,jap0119-0062,jap0119-0063,jap0119-0064,jap0119-0065,jap0119-0066,jap0119-0067,jap0119-0068
0,1984-08-16 00:44:49+00:00,208.58557896856126,194.9247568554075,199.86493424101235,212.62364301114013,,229.34646881652242,244.6055026001214,257.14274998175705,267.2816538063547,280.37177785790465,293.25029874145525,300.31406008667653,299.7517167816647,312.2888854874075,316.5176890137791,304.3203973450107,295.22152551260183,284.00826454360794,285.6689040933578,282.3010633250394,276.64113393062905,264.7946922490146,,262.9570832645973,250.94049280650785,240.53906945059447,220.3834736413355,226.07577646981534,233.58570158889455,225.08335410837705,214.75426450761012,221.38460491496556,209.70657319826475,222.28684352001693,216.35838729429946,219.65766628988095,227.70491621249576,217.0647593548935,217.02382908011498,218.4778441417802,207.37608336692142,218.08165798554413,221.0349184815396,214.92939109264935,211.89385285113408,216.1445533209117,221.83587082762745,218.06311455746464,209.0089401560897,218.4575542025996,210.6254769688033,215.3348338894701,214.48149076619018,206.60659616243458,210.1772559093522,201.75541645511348,204.12183390956847,200.34094740293466,190.4844349705518,187.33090338059029,184.53673909770941,184.94045329108044,169.1922281319472,179.24775426741996,183.14990529195924,185.3329331793837,182.59456660750737,168.1237797190325,159.43501802944715
1,1984-09-17 00:45:08+00:00,204.95947648187752,197.08087143411356,194.8805647684302,205.7438734039816,220.28559567497015,232.5290864539497,244.22755693224974,260.54439631407223,269.2218166581477,282.35999500540777,283.0821081106179,294.45693724703295,298.66945325442174,305.5905685766663,302.0917042299435,291.4679041202597,301.15462900850815,292.7466522086843,280.2922009397156,285.83480305333103,282.38284147445466,271.2754252215571,,238.69720060030932,234.75320289132117,228.71162906044424,232.72250655191306,227.80529015199681,215.59180407806713,220.56078850149655,215.54531392181488,216.9716399111327,212.6477378748542,223.63947039440126,,224.38495327956574,217.71053471982293,215.87977459946873,212.5949167115638,223.6742121149549,225.43288343693283,213.9697013975951,222.19826683993665,218.3402971825195,221.2086559364885,224.64294088214382,218.10099744359675,221.88303720037155,227.67414274408046,213.85898867402906,207.23406114705702,204.36574915301284,201.64032623946642,203.35766418323854,195.42860231874707,204.7906013688487,194.0294781583279,189.5293696419092,188.65817728892102,191.28126144098903,177.4886871225208,193.33472816038613,190.57864149195868,182.79602337167992,176.7178068708335,167.91445660797615,180.23266147200133,164.6794455512612,151.6691490714042
2,1985-01-07 00:45:19+00:00,232.60886719179138,225.46397965725416,218.56729202723307,219.37642457930605,230.50780612546518,257.2856127628559,265.60486667547565,270.4652821031791,286.6719964044584,296.7078254544137,317.4399880007655,316.67626451445653,321.87366929283525,329.85396195091226,328.5256878519526,325.89771494960536,309.55562700192434,302.3862854142011,297.58170948306855,288.2863711875679,270.185599558817,260.3480549537956,267.2739304562909,257.9153976999453,244.78170696822542,243.8383023789334,236.03499559705287,238.3367036712801,244.41121410587297,242.63181573655555,238.6525949724403,240.87325588682037,256.5373222149046,249.70533842617758,253.43821651904886,248.58764324998376,256.96630683462996,249.03297362941956,262.0762268699341,255.4739655282037,251.5854759142823,248.94465275245116,256.7348892930697,255.93483930258253,252.5193400337104,258.938459759018,262.4690801930626,254.11381910262426,249.72361570087614,246.34728418213533,,250.1869518733646,246.06589184376912,239.36198627848012,232.44156410602145,231.74529653330134,221.63036202057364,223.98678065291088,223.76523438326683,221.25156732974452,208.62967159005936,212.81303810749043,216.54390416291258,221.82717687296977,219.46632914033913,214.38600645149214,217.7349616779458,199.31576820665694,189.5087254336103
3,1985-05-31 00:45:09+00:00,195.54547319594454,199.5715797222372,193.47769516424972,210.03745968226426,193.82924098294615,226.52262885710186,221.9769894183231,247.18003999290673,240.69786302691892,277.6361923994784,269.27648072103597,274.80946715102846,306.1438335057147,304.08604349951645,302.5362491190747,,287.98684513061136,291.63226867193936,270.816059749966,216.88292899635982,,227.51668861451276,252.23298104449032,244.99612726753807,219.74705760111524,208.4692407324248,221.77822055658493,226.76542680972292,205.15093879879635,218.00761395038032,219.6548042096027,233.44943521516942,232.4519747411458,217.62331885209124,233.1072452674873,248.57152868121233,230.71561003049908,234.23224054351235,222.748778033515,227.76598021457178,239.9758008435947,230.54716324405433,234.0026402057399,242.68337585499816,236.49692633358973,225.0583591460824,220.00449667690904,240.699455546401,240.07173749724245,209.4642439003048,203.17686910757124,233.53451991660313,218.94176983378114,206.29340883177133,219.65815964167265,198.69594179536574,194.6896970538939,206.3108957253392,217.2777860649162,207.78492592092996,189.11767201538876,178.60802515877634,178.47747988337053,200.8191891380017,201.9113806173395,184.62286808162568,174.8220611097208,161.13433471357394,150.5261053278205
4,1985-06-16 00:45:07+00:00,207.60864655192898,194.9051420206914,201.29464835100345,207.13502092167295,210.31267938969444,213.36926110764415,236.00573282352576,251.04093732175994,264.55206373880515,267.401012948039,288.3651451121277,276.08408390690386,302.5386842864437,303.24926591536746,297.54742420339005,287.3943532868102,288.84755276129226,278.98412129667133,275.2594937290953,240.5064327694233,,245.98780628203485,261.7400769828119,263.0189235720377,245.47618425712793,216.27183406674595,217.8456513547788,234.18221574092797,232.32976509478274,229.96451735493312,230.75569856942926,226.1791017780298,232.9451559261636,237.32749507265794,234.57364961923616,230.67040046932163,235.6471113464267,240.14277259579637,235.57827232752334,236.27605202394184,232.6193738275833,234.1921902967108,232.36611724404793,234.36516975753895,236.47507196593753,228.2820821232403,231.02152393151985,233.66891973882073,231.92004565172255,226.69945678533867,220.11357309584517,226.49735723894707,217.5377733799833,216.4082046890579,214.59574603127137,211.09004150503583,209.94052849879253,205.5433141684189,206.4252618337666,207.47186311770457,208.61559397353457,191.17928713742276,180.24843711918328,195.01353928938238,191.3061069157181,196.31416874090365,188.4793583821074,183.3121262214258,159.35016542519688
5,1985-09-04 00:44:27+00:00,222.06493076400628,212.45297354311631,203.31037463434754,204.8165665098795,209.85052024642025,223.50428484281028,227.92139367933933,245.64790198821186,256.1630976183383,269.03778367250897,278.78350562623706,289.18036395465066,290.59717464694904,294.4628936304247,300.82075651146795,294.4156639385495,286.65366524289254,279.6219325803434,264.91041420637504,217.18453487010717,247.5804216199131,248.47454312510152,248.86287380893546,240.016350382575,244.66550218107824,239.74408257939987,241.00391615500837,238.92959856223823,238.31298111132085,240.8951701546615,229.36346724472332,236.0843388051836,237.41126783602928,237.0206655999223,241.2677526993962,245.3014075244623,242.1633219290956,243.06748587483625,246.2757807554571,247.8611489510185,239.98977948064206,237.96690365311773,233.44765503554558,234.8727560846796,231.92476789423094,231.8350034259895,239.49512536256395,235.58720623801665,230.9448788812037,222.38644584085853,216.76550117502973,216.72431065033987,214.48919445282624,215.63822535020475,210.56370992380096,210.9464831871552,210.29774289476885,211.62417524325116,199.82248848695298,205.70260603600238,202.34353217263845,201.06962291879967,194.92991725498723,193.7260302589663,188.2258111401049,192.8253590049934,190.80376256789765,176.10163314058943,160.1638262856166
6,1986-01-10 00:42:31+00:00,230.34976000439195,217.6071928024872,213.91149846523615,212.91141974169855,225.92206151242192,234.214719628738,251.35876476401444,248.44823335392175,264.7203438689899,277.1578717768676,289.4436810026634,298.20929214971005,295.8307142600048,311.46761130912716,314.38322289554463,319.91792985157485,315.1269962064942,314.786648715031,277.88183906957187,227.34744398450863,256.29427042073195,268.0063805283152,268.53064559074954,260.11627716871453,249.34049509129915,242.1775725896976,243.42722466399812,249.37679822077678,248.65460849295408,245.6767925882672,239.3960847891215,243.83278207725027,247.5351378700621,248.8934760255708,249.94500882582844,250.356080204864,252.30542066842654,251.130392245718,246.84660825765548,248.9850958682886,247.45278281448634,251.5623942879559,244.60301170148202,244.63404843817668,252.6103737857474,251.20455690637698,250.4106278881223,247.46410542363958,244.30864907533217,245.72677870620973,238.37155755788223,239.5628118708794,233.20531723089104,232.97876730144594,228.26799157823302,226.98950371338697,219.96766614850793,215.8340556728815,216.48044298783813,222.9061769132814,212.77249248353482,,,213.81337077232783,211.06939411059687,196.35345129470673,199.99554222029346,195.92554284266055,176.06612798852905
7,1986-04-16 00:40:26+00:00,209.9971611043073,203.28794881464037,210.88772829675648,210.9566206070332,213.12270614605444,215.21958288320326,233.21311210508725,254.5208101472209,253.93758777668089,267.0916910081822,277.5060178269577,294.8404035500545,301.1294855304131,298.8362898030011,297.9224505162108,287.3340567369072,292.96938049523294,277.8187733201915,269.9007240264115,259.8663284731909,211.16335171585703,246.06905627774213,267.7838298881893,250.18609000577152,244.74102053543345,237.81207315771448,237.12252131444956,225.11997508829694,228.50773858255545,235.89564421601403,227.4375784168271,236.32094938381988,239.01928688873647,230.9307095823898,238.34689824899309,238.9122586291113,243.11187116279223,245.31561324549435,243.53516885754493,246.33732873962737,240.25638252856052,236.66174794949671,238.29005257098632,239.81190715624146,242.70995243009685,236.76847719849087,235.39249477054702,232.96100455519513,230.95020537587246,226.7831952557642,220.63877845239375,220.8819899777735,223.7289025909016,218.8585759886449,214.10537447738767,218.12181884491002,215.0008931779341,215.24679454736523,207.82509412967994,200.97647889944537,199.8359385592868,198.06543152855397,192.37946370582497,193.9763048400909,194.90064421795307,192.75177718889051,199.07892130779996,176.70953943341598,162.97984767777544
8,1986-09-23 00:35:20+00:00,203.75527584399788,198.897707497129,199.80749444817516,182.3386777416795,186.1654533684063,209.43082568383406,218.86069971378302,224.90095334705006,240.24344228694682,250.97891656995233,265.08934202350787,271.8974357056349,276.88407606698485,278.90208449189197,274.2705489444547,266.3531954745354,248.3878008706716,245.71954115928062,,220.4389907217377,165.54579177695487,247.25455777128397,242.19687650220567,233.69391954581948,234.82283952671227,229.97510044395685,239.90482772962423,235.68373068420152,244.6296151085994,236.9322219237237,232.01373273771705,230.63946577256254,239.74154268827024,231.40117687143479,227.21701215209416,232.51365371043462,242.8123693502636,243.5131297202675,240.7412053008823,239.832268825952,236.32420186924244,240.70461813786812,237.498556319435,232.49427176388647,230.40792593614808,236.70268171661934,233.10997731180387,229.41769103371885,229.59748501724792,230.53473089818732,231.1757026485372,226.41262742955982,223.85543674701367,224.6214881646766,219.40122305207515,217.26781896082315,215.28441664801278,203.0323615877747,197.52465414551708,200.34900628120826,190.97138672458283,191.04108967378028,193.87892721589708,190.61550170093878,189.11648661154283,188.99952757368575,186.94122852203475,187.41261254244964,165.7465945886576
9,1986-10-09 00:34:50+00:00,183.4327841549067,172.36071187452444,172.91058915193182,161.8623308709164,,189.8377998507324,199.03390006677157,205.30494358510467,235.79509518452952,239.92121693674102,245.45138221632774,254.59315577368162,262.6547934353855,268.5449153565529,262.38981068449965,258.76707125820235,244.0124804814454,232.8279315763943,,196.26156199273265,167.04792380538586,223.24036463902553,219.28949274927638,208.9717900750174,203.79120800620947,203.17687500123625,211.84634370964054,211.6660325937564,216.56840761993357,210.96263899692036,210.17080621845074,215.55632454672028,210.77547625109347,211.23770278613063,208.7563729882795,219.7359745553748,215.10742622706803,214.59975921757012,216.06417875616242,219.92065202725212,216.56012457068869,214.08466368152742,213.92228532307365,219.17071307688533,219.80969278767947,220.26055613122406,214.89150715474997,216.06370792372522,216.4346683374555,210.47067583976659,204.40855541414777,199.4900404288878,201.45354059568976,196.382688558416,196.17798201885967,187.31557801291285,188.57579276301132,191.57251481069264,188.0007445105575,178.11863823808937,173.00506725504428,177.92758844406762,178.06822229179636,176.60435386791235,173.71250633689715,170.62673142266772,166.86266128177564,155.98443421648602,139.928551816416
10,1986-11-26 00:33:16+00:00,201.33659334198012,196.72383941367553,194.71675442707289,187.31783895974291,,,243.39740241856592,,,,,,,,,293.71335661822604,265.78041663065125,262.0322406534728,263.9402669052805,249.5079958942443,172.01948030767147,254.1981421542284,262.8309972315414,243.91376612116795,232.60905790767924,222.34798567527832,226.12514522950326,232.58533718224518,235.21092280105034,231.44220893964442,223.4773135808173,230.17521535087593,228.71159698938726,227.6941956898791,231.13270195087762,242.76686638975414,243.1622636185411,246.48265643207213,238.26200602278834,238.81055218491272,241.2906125228062,248.404501949753,243.18360524589656,250.47709941429667,240.5520037475695,250.62574657066259,237.37339750384334,223.75451870350872,211.6760905871254,228.11207099370782,225.5712671960183,221.4360550007175,216.41686736556423,214.06235108618807,212.67134738666334,205.0268837768887,199.29391724457673,204.59321769703627,205.32659406461235,202.06851867808757,204.9887286020621,201.9229073497938,189.4076085284542,184.3332411540084,200.4947272078532,195.23236302208917,201.40490877325493,187.5950773152329,162.30113639923735
11,1986-12-12 00:33:43+00:00,205.87696987662676,200.34204973381324,196.51254138318347,202.64869279226104,204.50933808860856,212.2814404495819,227.14092929368363,229.8433237735363,256.5515966876886,255.69272346549525,271.4510232350147,275.93159693988423,271.3417410546276,278.68644148908703,282.9616552920431,284.6696702962703,279.8649407736216,271.471648220881,267.4399034211035,260.49731218116835,,269.8200666250957,262.78147127985,263.2640390422604,249.63866799137034,245.14259001594345,242.7880642805478,246.24836847500788,247.1425285533272,252.84208476667365,245.6109249960417,255.2253542842318,251.66362375391796,250.77863272359636,250.06330232399054,255.3762960746238,250.2981290330499,255.191018259125,251.67040544151195,253.29943472594104,256.18102411563245,250.6839949160373,250.90381616023083,249.5519848459352,254.61544081991838,254.5185381779818,246.71672492147982,246.80840513838612,243.71607808697115,237.65970429772028,233.01219913469114,233.25280821351114,233.7704741666687,229.9311105739787,223.5113360269265,217.0123458335538,217.01937291659752,221.2034877621579,216.32690611399343,207.4511614909196,206.9195281630374,207.85239514048166,207.85614749495846,204.67957484808068,206.71707046331215,200.44251286183672,201.0541310303222,186.8448451883821,161.1846897640996
12,1987-03-02 00:36:24+00:00,,180.6149793807099,,188.89636158837857,199.7298693113224,207.87440134770148,224.00915914540042,230.22704897538057,244.9914307543737,256.34811447645,267.97837066932885,277.6134569886312,285.6464858873884,293.28113588743514,295.4914889820464,290.7522374146207,271.0836928178789,,242.11943182031274,251.5822832245013,,223.4632251907512,250.45006094405733,254.76897368816424,247.0816011882126,244.08036171535002,245.08075379459314,239.39432305481154,245.3856816505127,241.98419495918972,246.40526304797348,246.0520129556661,241.88723734645308,243.19712285178204,245.5989104428258,252.47292664723363,247.43126124207782,246.3446416445613,245.6968177022758,244.53083998925644,238.64337338508318,243.92038826386673,245.9869567013401,244.59716776197905,245.50019037605503,239.9920224591726,246.42697699435834,245.49473912021622,246.14398444717932,239.48292334091371,232.86290438821425,229.33108736597396,222.47418288696443,220.2598296162783,217.02316555973948,220.5868444828239,213.29035647043466,213.67102550391405,214.14641603817327,209.36406052488002,214.34181270886288,208.41623546853677,203.95760416003472,197.2930756742409,193.0135668025178,189.052786726473,192.86864632302738,172.67654139844018,158.70473318782726
13,1987-04-03 00:37:33+00:00,191.38082401402283,175.500020964619,175.89298885935006,180.73737733957734,182.74239292744323,193.36248791987873,212.57077085065936,219.564856856233,232.6369580204018,244.9654419833694,259.6204273353931,268.5023210094457,272.8495041468615,273.4609649217849,276.18206023593615,277.7894966974759,261.86507150426934,246.74102751980584,249.38643452973363,241.07349238405467,138.51956341563636,200.7287355703305,236.7105233647077,239.80016035707868,231.37023927973138,223.941492221878,219.27664712073917,218.19912287230753,217.46578014447834,226.0974650627382,216.98662867406853,232.1453090831402,226.7421503519585,228.2273440787623,230.93771733605965,233.29595978921952,230.03340563916157,229.26497694490618,228.82603669992972,224.23678740071244,224.59265308281607,221.9152838513719,229.76684638956405,223.21881706148122,222.43906906571343,227.2265726395569,226.85103317517428,223.74648805075378,223.79598407484906,217.7458496717473,220.40007464184765,215.7224816439432,216.65689968357145,205.15952605029585,203.3228445574289,199.26106318662994,197.6360831811566,195.2956529441564,195.80279423900254,191.89590621213108,194.39791597176074,187.44428342466486,181.44838568224807,187.11753190713785,,,,,
