,dates,usa_HI_0021-0000,usa_HI_0021-0001,usa_HI_0021-0002,usa_HI_0021-0003,usa_HI_0021-0004,usa_HI_0021-0005,usa_HI_0021-0006,usa_HI_0021-0007,usa_HI_0021-0008,usa_HI_0021-0009,usa_HI_0021-0010
0,1991-10-09 20:18:07+00:00,208.80733715349294,205.96296497690656,194.26976335672498,187.28517643179555,193.58282385222037,203.87942822930555,198.05201931096397,206.95877408213553,216.7695876476092,214.57769830359075,229.13005100723848
1,1991-12-12 20:18:31+00:00,195.27283857708755,206.42747059581856,197.77166131034048,192.0261612832181,195.20085748090432,205.71414750217866,200.47991435236676,211.79886867983308,221.42733340470502,219.75743397261976,239.83754442482407
2,1999-07-03 20:46:48+00:00,,,,,,,,,,,
3,1999-07-26 20:53:05+00:00,,,,,,,,,,,
4,1999-08-20 20:46:55+00:00,,,,,,,,,,,
5,1999-09-05 20:46:59+00:00,218.5805102323673,212.08361053640627,202.95193532589795,195.8962804492214,203.4405619135863,213.85590512372693,208.12236815432334,213.8880612906209,222.40784334748676,217.50496372453608,233.55862382131124
6,1999-09-12 20:53:05+00:00,,207.5434897168018,190.1275761713473,188.82141312542285,194.28457762254618,207.22267902446077,201.16576933220432,211.3472709348335,219.03864177527925,215.62351756737374,250.56202458491876
7,1999-09-21 20:46:59+00:00,206.99432742833798,205.76119347402496,197.86619719693024,188.07967301885495,194.48936427398183,212.58603324289913,209.21784985538784,213.35708763329384,222.20958975577287,214.1463255864654,254.76845700611693
8,1999-12-17 20:53:11+00:00,205.65386493599914,213.76446819867718,202.0053055571794,199.08499804667332,195.99696056023453,208.8243027796942,203.42721265536753,215.7918783503051,223.42710776659183,217.46689282367828,232.7495260708666
9,1999-12-26 20:46:52+00:00,,,,,,,,,,,
10,2000-02-12 20:46:47+00:00,,,203.03677154786834,203.9710144694642,200.24403419841994,214.9846564389336,205.76804309507858,216.62678667635058,220.39450332591093,216.57088192335007,233.5912338182267
11,2000-02-19 20:52:54+00:00,205.5598658672433,211.511784469817,195.84782922879631,195.62332577995622,193.30660426987336,207.40990022297464,203.25847745883692,212.47093070409758,220.45617261842187,217.12491859124782,209.6147025472023
12,2000-02-28 20:46:42+00:00,,,,,,203.16134153897522,201.27981587801256,205.1401123777747,210.82816000879993,210.88158894961276,225.03944973029502
13,2000-03-15 20:46:37+00:00,,,193.27746626878474,199.0767125616574,190.05409395081935,199.64636246443487,195.59385473419167,205.32025366661793,209.7146684284238,210.93694799921926,220.99954983643124
14,2000-04-23 20:52:33+00:00,,,,,,,,,,,
15,2000-06-03 20:45:56+00:00,215.3030016971251,212.95687653963057,215.4089805413979,196.65545025737273,206.00668734392787,226.65572767286469,213.58510324573174,223.66382157211729,232.19675867335658,216.33255158935145,249.00963880292605
16,2000-06-26 20:51:56+00:00,,,,,,,,,,,
17,2000-07-05 20:45:39+00:00,214.68298763951876,210.98706621914044,212.12041911974399,195.47286094204205,207.25631233556302,223.72183180712375,213.7555816262386,218.39475510865017,222.68836461571686,216.39522343507025,224.7890930565018
18,2000-07-21 20:45:23+00:00,195.50902748180394,206.88877038976898,194.66932051090987,198.95384256010635,,211.67232883097606,203.2754168563666,208.2483900604353,226.20130983973232,220.60647735386036,236.74840857223447
19,2000-08-06 20:45:09+00:00,,,,,,,,,,,
20,2000-09-30 20:50:41+00:00,209.33385024503238,212.69364912066715,211.62220922090196,198.92199443472438,197.59605546289416,208.45029396698408,195.99134402554353,210.07164794252697,218.36774304228666,215.24985338019428,237.33113202166055
