,dates,usa_CA_0062-0000,usa_CA_0062-0001,usa_CA_0062-0002,usa_CA_0062-0003,usa_CA_0062-0004,usa_CA_0062-0005,usa_CA_0062-0006,usa_CA_0062-0007,usa_CA_0062-0008,usa_CA_0062-0009,usa_CA_0062-0010,usa_CA_0062-0011,usa_CA_0062-0012,usa_CA_0062-0013,usa_CA_0062-0014,usa_CA_0062-0015,usa_CA_0062-0016,usa_CA_0062-0017,usa_CA_0062-0018,usa_CA_0062-0019,usa_CA_0062-0020
0,1984-04-27 17:55:28+00:00,227.05414825136228,234.87731349246008,232.9285553766994,236.41261446713276,230.1397616866803,228.53161732771878,239.7740356860192,237.46407173162234,233.8061051703279,226.639453230186,234.5142258477295,228.40297193712502,223.81956485218015,221.416939112422,217.19249254918356,218.28330128878835,213.86826938999585,216.87457126587128,212.0655916838062,210.90456846828715,218.84830904562463
1,1984-05-29 17:56:19+00:00,216.46134461236892,233.72821523972925,217.44005697927915,225.1514476601948,214.6055737337242,217.19153823594223,227.08295656975653,225.27785624799404,229.79914341591794,226.56411635404027,230.83037646010322,228.98067192811956,227.25707042380594,223.78258871255085,218.2873442423815,213.29635887875378,207.42513098433338,212.75088694152274,204.86944249835543,204.93977905752905,209.21016618515017
2,1984-06-14 17:56:37+00:00,211.6078079861598,223.2636719101778,224.83923490181937,230.3656152191757,222.4917800790924,222.13250646452462,227.21258683821966,226.2111924948028,230.10893781062674,224.77195826529456,232.246225946574,229.5139209282757,224.36127649553413,217.76433642780552,217.90632650239914,218.3735696643175,210.88479784320543,211.90166605083797,209.19520577026472,207.41058000262285,211.73829134324734
3,1984-11-21 17:58:36+00:00,,,,,,,,,,,,,,,,,,,,,
4,1985-01-08 17:58:37+00:00,204.98584018742437,212.4468237376215,221.84683624222006,215.17166251106937,212.86591247686673,208.83165702689027,224.01488898483942,224.77904324221333,213.56897552283903,218.6444938954315,218.11572935387048,207.0958486831776,198.59448547835962,206.0848635507714,212.60176866329698,207.43183418964665,202.29684818408523,204.67764346536717,203.13976883056444,198.39775889645196,203.36390655528106
5,1985-03-29 17:58:42+00:00,,,,,,,,,,,,,,,,217.73472011277687,218.35774577403262,211.2486057231237,206.43211021915513,205.38804166890037,217.56129864709106
6,1985-06-17 17:58:24+00:00,217.33962156527667,224.97860650508918,225.07397803247812,226.12569061324334,225.86934491533538,222.51413703659262,229.5019604684879,224.8352559995696,217.49036984969413,215.63983636914838,217.30828980592761,218.48764724636277,216.80271377073308,217.35727881446456,214.16461521470833,212.19068992030014,210.84776603852006,209.00648878198393,206.93378665106883,209.27428209598577,215.23603742784826
7,1985-09-21 17:57:31+00:00,214.45732634227988,224.96595339033956,226.64581091230855,223.2709928333595,223.43119810096684,220.62228922916,231.79568280416396,227.18731542343735,230.03389465487328,222.7212372327187,219.3085340697885,225.5782676020471,224.99270380517981,226.15455434815473,221.79233652521847,223.2481296433826,219.53015618608066,221.32129944362393,218.58943892146033,220.24606935698793,224.41907088603224
8,1985-10-07 17:57:46+00:00,,,,,,,,,,,,,,,219.218635614383,207.76144099764755,199.83988037357378,,221.22838089232013,207.04808263613555,205.696238813414
9,1986-01-27 17:55:26+00:00,220.3485433803546,231.29982048595448,234.98347202269562,237.01626940432405,242.53876233423955,230.92270477372588,239.21524600065106,244.24645479897478,241.73771540045055,245.73606793460613,233.72698788335313,235.03222022716005,230.16843544713666,224.77502141421186,227.81606071611128,226.8376775899559,222.16504779993537,227.68242608959795,223.26245551047595,222.52477063331625,223.79020463355405
