,dates,usa_CA_0255-0000,usa_CA_0255-0001,usa_CA_0255-0002,usa_CA_0255-0003,usa_CA_0255-0004,usa_CA_0255-0005,usa_CA_0255-0006,usa_CA_0255-0007,usa_CA_0255-0008,usa_CA_0255-0009,usa_CA_0255-0010,usa_CA_0255-0011,usa_CA_0255-0012,usa_CA_0255-0013,usa_CA_0255-0014,usa_CA_0255-0015,usa_CA_0255-0016,usa_CA_0255-0017,usa_CA_0255-0018,usa_CA_0255-0019,usa_CA_0255-0020,usa_CA_0255-0021,usa_CA_0255-0022,usa_CA_0255-0023,usa_CA_0255-0024,usa_CA_0255-0025,usa_CA_0255-0026,usa_CA_0255-0027,usa_CA_0255-0028,usa_CA_0255-0029,usa_CA_0255-0030,usa_CA_0255-0031,usa_CA_0255-0032,usa_CA_0255-0033,usa_CA_0255-0034,usa_CA_0255-0035,usa_CA_0255-0036,usa_CA_0255-0037,usa_CA_0255-0038,usa_CA_0255-0039,usa_CA_0255-0040,usa_CA_0255-0041,usa_CA_0255-0042,usa_CA_0255-0043,usa_CA_0255-0044,usa_CA_0255-0045,usa_CA_0255-0046,usa_CA_0255-0047,usa_CA_0255-0048,usa_CA_0255-0049,usa_CA_0255-0050,usa_CA_0255-0051,usa_CA_0255-0052,usa_CA_0255-0053,usa_CA_0255-0054,usa_CA_0255-0055,usa_CA_0255-0056,usa_CA_0255-0057,usa_CA_0255-0058,usa_CA_0255-0059,usa_CA_0255-0060,usa_CA_0255-0061,usa_CA_0255-0062,usa_CA_0255-0063,usa_CA_0255-0064,usa_CA_0255-0065,usa_CA_0255-0066,usa_CA_0255-0067,usa_CA_0255-0068,usa_CA_0255-0069,usa_CA_0255-0070,usa_CA_0255-0071,usa_CA_0255-0072,usa_CA_0255-0073,usa_CA_0255-0074,usa_CA_0255-0075,usa_CA_0255-0076,usa_CA_0255-0077,usa_CA_0255-0078,usa_CA_0255-0079,usa_CA_0255-0080,usa_CA_0255-0081,usa_CA_0255-0082,usa_CA_0255-0083,usa_CA_0255-0084,usa_CA_0255-0085
0,1984-04-14 18:25:13+00:00,193.7881351593671,166.27119707634233,171.56998007394708,187.31410364509392,189.18130326353676,176.94765285233547,171.8618460647447,175.25489447134086,195.85419067170875,191.85927156882508,193.8449564686284,199.29383367354316,207.93191866297403,209.81369954904525,222.99070743073528,209.40770409510424,215.60205514798176,244.0638750863965,239.9839167720347,218.95298804568725,229.11466099826373,234.31622309363365,240.20505958108396,227.77121034160848,220.35741323482682,223.17159163493076,225.51352002374833,204.75388231528845,,195.679777882281,194.58683817347173,199.91116954740284,205.46593016616131,201.81430074623853,206.36043477553204,209.2672288969362,214.22300226254868,216.43737117498378,214.57181645913457,209.2146390400522,211.74931180196023,226.76957126360037,229.98691989508208,237.85080237307267,249.07507732232395,237.36863874744503,223.24133373534647,216.6179381951327,207.8223590089327,201.11913087030862,228.54228931016863,223.0018062452373,202.92445116671772,197.09331930421015,221.68675344986238,216.1920031154916,213.18671643024663,206.86658716815484,210.9410823916584,198.2972811204498,201.95979318408584,194.03126963580476,195.4635201320959,205.32994051831187,215.64693437016092,200.92905215120163,195.47156383301922,206.6873951448822,210.7746904911833,184.1360559115089,189.24947191905912,212.72178378671003,,,230.0424078501492,220.22812112567883,218.80391105127075,220.30532088468328,219.90318461424317,244.44644725870677,250.00766540486933,235.23616651148535,229.7000334274821,227.97192295004533,223.66879972859684,209.63168961118785
1,1984-06-10 18:20:05+00:00,185.66722474216144,162.6641281870415,167.9429731755924,186.68944478570134,185.65360365237245,178.36193067992542,186.5478802603334,192.99437999476714,189.7766314378861,182.48934466494802,184.783670333244,195.73609563147875,194.53545831960588,214.88397397414556,223.18306491807684,210.60612855143825,212.20962924832,227.00423727097768,238.2390542781535,236.24732517559988,226.7385247314973,234.35052233597844,223.7628620733814,216.9966553127096,229.03345437055702,224.87193468255865,200.61847720731853,214.90825438879128,,196.24244303972432,197.0838905209917,215.79374563841952,227.80774342451718,225.2217225767707,212.38928862027603,200.9137190256575,207.6407760165061,219.11493193301808,227.13178312951834,215.83044033608604,202.88200873294826,211.04743881801386,224.01514019965435,220.79152674148236,241.57821602404917,237.99903442142207,230.9078426929036,226.01597281372258,204.66919490398482,197.85580973684813,203.88138596414692,220.14044275971477,224.43535727468233,224.69610620376298,217.58992204893428,216.97179015796638,207.83948308491173,225.48301141044115,208.53774740937286,187.24383876886608,192.73037201558293,219.7318512450858,199.4895584021109,193.76435160554223,215.02418627483968,220.5029276767639,203.57988643221995,204.06055014311193,217.0253959379866,209.41598526672078,193.5961025125733,201.29310712739684,250.46062431219028,253.22790322085132,229.90546042836073,213.47379830308898,217.65861894435028,232.90786647010367,234.55050947864984,256.5724854044277,267.2008989265604,256.1475069263049,224.50771963957496,213.4685705659352,218.46581555959077,230.47376579560628
2,1984-06-26 18:20:19+00:00,208.91262507828824,180.59521643774332,183.07246778855676,194.39858778580782,192.82814868015308,186.87172656580566,202.00775041492196,208.89374515494225,209.908678950975,202.46850971224,198.20094638203443,191.8452000738629,211.51105932679755,224.07026756719856,216.85390502325586,205.82323952539363,221.38961260025607,240.0110153054034,258.80103511872903,249.94835624822426,237.38529081956287,229.55060847088143,224.27678391344037,226.51802171593602,230.43845531001116,230.69230352511906,223.31665525346196,229.53330027383552,,214.6044539345557,214.81749477259692,227.01801717900767,233.23847528885085,226.8492099453978,206.40409068368174,208.05784315693737,206.40851700799854,228.40524097035657,233.79085045242016,226.1616575572879,223.72140465209,226.89062819172105,223.50752789424885,229.86440297862455,245.90365499710137,242.3837314072521,263.21710981018475,243.3124907132323,218.977623113183,211.18448781332776,221.21435102240835,208.88328553421493,212.55993471461144,234.2993265440867,216.80858685217544,207.5233916000883,230.44592078589122,232.1671883792477,206.78012169165387,202.6924642578186,208.0291200739372,205.87456441397492,199.59652358657922,213.90097507446092,207.89532247434377,206.7234042638618,198.83989931853066,220.36492059612274,229.72703579827834,212.4386722967181,194.02556514580138,215.9502312468253,256.58010094587405,256.95793813816493,237.48142699016412,223.99916932725267,229.03459374684635,241.02207100061966,241.12518442394713,264.8108402197576,274.08830577337574,251.89411429109188,219.35690428144366,211.75189835834686,218.70752090633752,229.69322397667446
3,1984-12-19 18:21:59+00:00,,146.28462074753674,,169.68502295282576,173.14744451690416,155.6804423053538,,,178.35900670193843,171.35875300660422,167.50366439840542,192.83068106335102,209.0002546559894,193.70820586545113,,172.01283656731653,189.1834031484742,204.9088578811882,,208.9943577106067,205.35366720931626,206.08247027318177,198.42078206157936,,,184.38872112654494,191.45161415314075,,,,,,,,180.11326618369233,190.0003648009485,181.48785479728758,188.80650866728053,,,,,192.29482666953555,199.9849771365334,,,189.57446137620406,,191.5835161477666,,,176.53498358953524,177.01522516743063,,179.94897071085276,193.0716941063069,,,187.99352526315477,167.45043816880954,173.0524859286575,173.5782432462395,,,184.04735855243888,,167.07619766577233,184.9326446262232,201.5797873369638,187.97641346215127,,,,,,,,,,,,,190.05043480464204,194.03599012919204,184.32434234858022,
4,1985-05-12 18:21:57+00:00,197.50179864332597,174.76832584553733,181.93958559698788,199.8297776021606,199.1202163332769,195.57280700571,196.57865297593932,201.95132083501545,213.03571941859178,203.021451118128,183.60385662989194,216.53066144402007,212.3759151362316,222.20592102818438,217.79839788573773,223.6171966580171,224.26262523568968,226.10604401487387,230.57199480060174,218.9111783762778,216.70517134740854,208.1467113167579,213.15006117940933,210.30940820330363,206.00802067524134,191.47699062965015,196.39776651265592,203.88289364303682,219.65323275238464,201.37379909983548,209.85977217559335,211.15497121614416,210.57771870486988,201.25607738332081,189.7966221400219,191.04411310591564,199.8064143606669,203.2406107297367,208.83854538484763,201.12721245458513,207.62446553013575,222.310837021901,219.88957417315913,212.19428884710175,242.0608740972106,220.96367386079984,206.50377431691706,218.44180561980926,229.13839152614227,215.3191117657832,218.93820352848044,217.96424757145425,217.3564193775641,201.2993301333187,206.48585703862713,225.44103750892887,225.938314309043,237.4159808503968,,230.62124674649075,225.42205334017797,,199.435563962285,192.02416574978747,214.02034539810862,223.04872916885242,,,219.7575648759353,221.6399954384648,218.02082833390634,206.74365798966735,222.5044531717011,222.49181724984336,230.65675987396085,229.85603152543197,237.75677756823174,237.3473785937767,241.23470911222714,241.01396587654625,243.69818878334675,224.7981870362896,220.38003215952475,219.40500973341122,,220.59663297427704
5,1985-06-29 18:21:53+00:00,211.14113491325494,187.50537346949216,188.69231244647625,220.3700292531426,206.309768087472,205.08622589821567,210.69153527437348,210.0816587197071,212.0711540111133,203.8713255023061,212.12266894604906,217.51472861504539,229.83001366317077,224.99218741711348,223.89623138603548,222.7609609767233,226.5971955339253,235.13227343611567,224.8369901279709,218.9742926248844,213.15206784157763,215.60502863317305,219.41295024002173,228.02250645492083,208.76868418247324,208.3933961930257,212.43306968205366,218.78026350907803,202.26833137670167,206.55891733370794,229.5843051484241,214.2674996369438,218.1826742724189,220.11138451471777,222.28842501699637,224.00404619257864,215.21946170504498,207.3438005486251,200.53248620345468,206.28246086362665,210.71279233123312,208.68905255647252,217.0246860044158,229.9158624750793,222.37917401021338,245.77791109554292,233.47756477294982,232.51293474793178,213.2482203475178,199.66786446714565,203.3089035359077,205.48733214868938,219.88081869702185,220.95970882768628,218.92465868158928,230.07174013520944,230.34440785572446,234.48199825541576,,216.43835822899032,211.93207912420738,,205.19182479645366,208.67650596191243,211.22578421137297,225.4335120403345,,,224.09748409588977,232.94474167784153,226.42953556347695,215.3731590602163,237.7737943743788,237.62664591415012,226.94034225468317,238.52609531760336,240.4535019365591,238.21321706752718,230.3875886635203,238.23885996374304,247.34362605875697,233.5060607171336,232.20721259763718,235.15478722539402,,218.4396871505933
6,1985-10-03 18:20:56+00:00,215.48300415289023,193.80904509718428,203.77253401614408,232.03420106913765,220.0380341823046,213.10527033183652,201.27610175231777,216.79903061577593,211.1491881192065,217.84541638279867,218.30744014398996,227.34714993411552,235.34448533700933,241.04576891645308,235.3150344433565,231.04757990196126,229.2470008283369,213.98263459024332,214.6736257094368,214.57410573567358,211.04162106931358,214.38231220581272,216.14463519567937,226.11181073273812,216.3849705271888,204.34520275324147,203.8847729617363,200.95990721337634,207.9799761026442,215.56450241093714,215.4019423364008,206.08839879323733,219.800572479205,217.99081995997815,215.80068545791863,206.04550692676335,213.41918438079315,217.27838169623368,206.60575290513157,205.5938305657568,206.01457266051364,207.43555468654137,217.30680265958534,228.80220836199317,230.78504514427365,229.3315977651309,226.08128096724502,220.57542085097694,210.67171906963372,205.8112261535822,203.08851543598414,206.35616055260357,215.31032133746353,216.51809907496863,213.39672484580686,218.77559910884094,212.14359792048992,204.8542793731292,211.49237875526427,208.73181840823182,206.28080026079866,209.5933554659025,217.3354050919865,222.53238280625928,231.12839554345229,227.66323260779953,,,222.35152856894157,228.72168185491353,231.9771977253569,223.95618267909478,225.41188379518692,240.16020536577474,240.39884365879635,220.29128827528777,227.89704222612727,247.75039420503194,248.53755650261553,239.0156202058292,238.47035843674388,231.4642243543331,222.379235572803,228.47933927875263,,217.0066613269296
7,1986-01-07 18:19:23+00:00,179.95578370691916,159.45164729417309,148.79125901767654,179.91175480619893,187.77457139895012,169.67559904930937,161.02986181454443,160.42528427955006,173.11928390890864,189.43556937779013,191.03351491672032,197.7585248313136,183.780991635926,189.31623559599407,183.62061969395387,171.71118607247328,188.4072906063628,197.8389267878486,204.17938036945674,198.59327398897145,188.3332204375232,189.3911973164525,183.70270049413844,179.05828402146562,177.42167895178395,184.1853977341314,172.7954553904408,170.12290037851338,174.5954795514607,175.16195174218626,178.409508780837,194.20309922674025,190.79759091453232,174.76013424889035,172.22937608716126,161.64560667479776,173.44736812389377,166.42503729156968,173.51923283739924,173.17472789851402,187.46932530632748,181.54129448390572,200.23244413171136,184.04112470833115,191.81798370279355,195.6973751461599,196.69057345119995,,182.3336456100928,187.72575285619533,185.77970883892434,188.09725398193822,167.3702704456418,173.02437884730924,189.7883684294872,190.60742400088466,182.9934145622566,170.22943661237568,148.6453702346925,172.97721427362367,,,,,,,,,190.39020601591676,,,,,,,,,,,,,,197.3433735536038,,,
8,1986-02-08 18:18:42+00:00,176.20603739546036,165.96007938941267,166.06805742194658,177.11301505816004,192.7356278660667,179.42536031893016,178.61295690567255,187.8690645176958,182.1753739095824,181.3261695102314,181.59734963608037,179.9370592263597,202.25409541926837,203.75347616671075,186.12643735179037,185.64917907873826,200.71510487068298,218.79432000880368,227.3367473638134,219.1883641652449,217.32748356348637,217.6778492502933,203.66750781626934,199.17520055599573,198.70740719734334,196.19536016466407,194.23333482225956,195.97469318018707,,,,199.25776501250473,192.66249315115266,197.8353133293897,195.48834071482852,192.17703096969746,181.91379360876968,190.98868828925086,194.63941919128575,191.76852122175117,200.1920160493937,199.80394920321947,197.70477087350758,204.48046152831114,206.09496708442862,202.90980600073772,,,189.1126425636345,,,193.77472689294885,185.15013668516622,180.78136269725596,173.77420012151163,180.2827361094092,176.18776696076284,185.49578316323263,178.48847683091017,180.96014652021518,164.69859757454725,,,,,,,,,,,,,,,,187.5346244108365,,,,,,197.00053571130454,,175.92677455684185,
9,1986-03-12 18:17:59+00:00,,181.56351579985125,174.86652253498642,183.81440029882936,185.20041709290655,177.2502661411787,174.21396562401657,177.41316206858392,165.93388233414134,148.87085422961246,,,,167.46288563119865,180.6867277634027,176.94532741409097,183.63113141089656,189.8486425407708,182.56968742104277,186.76653448788576,191.95997649464093,198.9967433720898,214.89334892294113,213.96640924200472,200.14002311988315,192.45350647455842,193.71878025193345,201.3511205210995,,,,,177.3358843641671,185.21612269323865,176.7082301708217,172.02279502428206,179.369816411268,175.91134623261894,160.83338237410914,156.6012555201449,160.06501931872654,163.96193627457012,180.91607554174158,198.25275864062507,216.41943807750613,212.66148065163023,,,186.00622324011547,,,173.2799196197641,182.66942267861458,188.00487195529902,191.8196328017178,198.47846829583986,195.85521210795656,187.8537793346433,176.59454322430565,166.89333953015603,168.80844405000659,,,,,,185.1795992632376,205.80300088656134,195.13609463744135,,172.71909275264574,,188.8311084881753,,,207.5851461670001,208.8745529761065,213.4954776332023,217.24787696558957,199.5844880157162,,,194.9048381610137,215.83216581904543,217.83977777344413,193.80646986575863
