,dates,jap0032-0000,jap0032-0001,jap0032-0002,jap0032-0003,jap0032-0004,jap0032-0005,jap0032-0006,jap0032-0007,jap0032-0008,jap0032-0009,jap0032-0010,jap0032-0011,jap0032-0012,jap0032-0013,jap0032-0014,jap0032-0015,jap0032-0016,jap0032-0017,jap0032-0018,jap0032-0019,jap0032-0020,jap0032-0021,jap0032-0022,jap0032-0023,jap0032-0024,jap0032-0025,jap0032-0026,jap0032-0027,jap0032-0028,jap0032-0029,jap0032-0030,jap0032-0031,jap0032-0032,jap0032-0033,jap0032-0034,jap0032-0035,jap0032-0036,jap0032-0037,jap0032-0038,jap0032-0039,jap0032-0040,jap0032-0041,jap0032-0042,jap0032-0043,jap0032-0044,jap0032-0045,jap0032-0046,jap0032-0047,jap0032-0048,jap0032-0049,jap0032-0050,jap0032-0051,jap0032-0052,jap0032-0053,jap0032-0054,jap0032-0055,jap0032-0056,jap0032-0057,jap0032-0058,jap0032-0059,jap0032-0060,jap0032-0061,jap0032-0062,jap0032-0063,jap0032-0064,jap0032-0065,jap0032-0066,jap0032-0067,jap0032-0068,jap0032-0069,jap0032-0070,jap0032-0071,jap0032-0072,jap0032-0073,jap0032-0074,jap0032-0075,jap0032-0076,jap0032-0077,jap0032-0078,jap0032-0079,jap0032-0080,jap0032-0081,jap0032-0082,jap0032-0083,jap0032-0084,jap0032-0085,jap0032-0087,jap0032-0088,jap0032-0089,jap0032-0090,jap0032-0091,jap0032-0092,jap0032-0093,jap0032-0094,jap0032-0095,jap0032-0096,jap0032-0097,jap0032-0098,jap0032-0099,jap0032-0100,jap0032-0101,jap0032-0102,jap0032-0103,jap0032-0104,jap0032-0105,jap0032-0106,jap0032-0107,jap0032-0108,jap0032-0109,jap0032-0110,jap0032-0111,jap0032-0112,jap0032-0113,jap0032-0114,jap0032-0115,jap0032-0116,jap0032-0117,jap0032-0118,jap0032-0119,jap0032-0120,jap0032-0121,jap0032-0122,jap0032-0123,jap0032-0124,jap0032-0125,jap0032-0126,jap0032-0127,jap0032-0128,jap0032-0129,jap0032-0130,jap0032-0131,jap0032-0132,jap0032-0133,jap0032-0134,jap0032-0135,jap0032-0136,jap0032-0137,jap0032-0138,jap0032-0139,jap0032-0140,jap0032-0141,jap0032-0142,jap0032-0143,jap0032-0144,jap0032-0145
0,1984-10-05 00:31:35+00:00,,,148.81965921146715,148.74938086637135,154.06299669532655,156.94559169700196,160.01377798242365,154.17016894291953,141.21580366300796,134.09678554199212,132.22747115571272,135.99836145585274,141.14725843259887,146.93026380780609,134.12548085164946,128.7287893312837,121.40068470266061,122.30730491174538,120.1458860066068,127.80606383824757,126.29300653434547,121.92313208798207,117.56547436242917,119.65305964905349,130.68453782490695,146.67252632018474,148.33132960497355,158.8278209514143,160.25569526873022,162.59081669863244,164.33046628979895,,166.39481433013398,,156.18278437762444,161.54963932522168,,163.47307228183496,152.3187209287799,,,154.38895605145,,172.97394795747945,182.67848310335782,183.28844674352922,184.0001555700573,,182.42836318782366,,,175.34855614954705,174.07656372502174,172.51841303196107,,,,,175.87781565642007,171.79455391123656,186.13013040368762,,,,,,160.37955520391637,157.8965295950046,160.38567104898246,,,178.8579010196155,,184.29925021075132,184.89325638944533,191.34481657659967,,200.7831059035112,202.37840133695136,206.54148114033242,198.73326330335084,186.27092824279305,186.09038341008508,,173.27367501588802,171.91979454731646,150.28064005988696,166.14570218087027,166.73925904416518,153.02509199488247,157.2789836642859,,169.32950203805763,163.29274140581023,165.47963284822612,,,,,180.5707310603829,173.74636394967774,175.9612167281874,181.3011320981841,170.9236608774159,,,,180.47667835720685,187.47243254614722,,,192.52576863651157,195.21870710893674,188.82326768645373,,,,159.53241006646994,165.2929325530631,,175.43813612865947,182.05655860559574,194.77026002971084,,183.28089045898182,182.23895131084828,166.396653551376,,182.6654280759752,,,159.5021357539394,162.05020093573282,,,,186.22442271747303,174.71006950177411,171.25192719382034,,,168.79219705024136,190.4866336832155,205.51745971538443,205.86786035528738
1,1984-11-22 00:31:21+00:00,,166.38494493357538,155.44852829312717,149.16614457327535,150.61586151512842,156.83029440297761,158.00787400787863,148.12122820330774,140.19264203744802,128.06535280843715,130.96252728643248,129.09447899610052,130.33806402097156,135.92074075728,126.36679163333757,119.17773769669958,120.1767422803945,117.08276721267265,119.4510028851902,125.45811900019858,125.89974137684058,124.54497513530168,119.02095485399714,125.3462543037335,126.32710960006229,136.93451833429663,143.77336203091807,146.10567658650194,146.48349860252023,,154.88327724239332,166.4549868787626,,161.16335970636464,158.5130844525964,,157.52762518622643,156.60059330995975,148.5729604817421,148.3602435100972,,155.89851409013593,154.58617237970572,168.98188007921712,176.28249386853022,181.76612857327584,185.59540189175522,183.77637647773824,,,,177.9949608219198,177.60376680676225,170.81409198811707,,,176.47560855049827,177.26797729509818,183.84537656850821,175.86021488672586,197.28058018822665,186.5901912198708,185.3265279328095,,,158.26323345043184,146.42122383759724,147.698881840189,138.74162888258422,154.1273247166087,,180.52999774071927,,,186.26210523402432,188.9721527408181,195.4439880601698,203.58138357429345,203.7045579147969,208.6530737764056,198.36611554214258,188.62085001724284,195.1624415483601,199.99233688335937,185.48057380996704,186.28815925128674,,171.81424942997836,167.57450665723226,148.7444182327571,154.47600177049466,,164.52700527215342,164.86955194119145,155.88979028094377,,,,,161.51264641391944,167.8662970350553,163.65673036043626,163.17218891899043,,169.25662843648132,,173.19468475400274,174.55122584257887,178.7753489386656,178.88826668786174,183.41075085129637,,,191.50978619298513,,,167.8722917196335,158.19363591339936,152.07269598930225,156.20922860355867,160.27599465074394,181.7447476450815,203.38327571722445,,187.03412576658025,191.90298409987665,165.27517726893262,159.82849746751887,,,,,169.91551761400632,,,193.16432035483533,185.67344493993642,180.78559082359948,164.3278694811152,,152.954400823648,151.04336009792866,169.4099551985426,183.75988598790744,189.72195523709036
2,1984-12-08 00:31:29+00:00,,172.83241638587214,160.70882751898407,154.420285187683,150.9199654533507,157.801696024265,164.13506005612163,158.37192020008789,146.99601006588517,138.4709356940955,134.65758081706,135.2106269494946,139.5130462383875,148.43075697139687,135.53327282226147,132.38834172447773,128.04399525690937,125.59682973603717,132.63404031516757,133.6564547304215,129.22035076214365,129.60517189330125,132.14780651283098,,140.97127353860026,150.06652753705185,148.78213848168585,151.808490103285,153.05134317640935,161.7823132696892,165.43333299430003,,166.7128855058542,164.03406519484403,166.36711044466588,165.7985331143296,,167.76393544312057,160.51148770299002,,,155.1665200516171,,170.41993888449085,183.7404871017424,183.84431848527782,193.2319319912919,,,,,185.81396274118353,185.68853310625244,184.22526412641895,,,,,188.66933544957374,189.61679155836205,199.82469738150127,197.63516276377922,188.70019734231545,,,,149.5280602735278,146.31866702363573,149.88855099801305,157.9420913897637,,184.6754426334668,,,183.4856226929719,189.91339819675284,195.3362304068121,202.09348455072782,201.84845462739477,207.64459488180466,201.51650001642514,193.98531699200728,194.64344569896087,202.00726143994268,189.26274412445423,195.42504738638328,,174.4796648279891,176.98862205361945,155.7944910861865,165.08846037066382,,170.22409580615286,166.1092187354189,160.01982192178158,,,,,160.80185742306796,164.99892522221253,164.3035444520318,167.6228810054199,,169.2431271478461,,,178.63945178756416,178.88941677609938,182.7484845459214,,194.84257810251563,,191.32139704107541,191.1446948214308,,,163.80334463517536,156.29485305732553,,,186.3251592484735,209.53000376060461,,,194.11072156816292,163.9940575381036,,,,169.07061854519492,169.92959142983736,175.30155835765223,,,,201.55952583600663,189.74874975603282,186.2412418789077,176.46034634331468,153.86343467508635,,171.37707702111763,186.22122132478833,197.65747456005914
3,1985-01-09 00:31:46+00:00,,,,,,,,,,,,,,,,,,,,102.6413215396285,103.39271367439619,104.74863208650679,101.42266914892589,104.71221486791342,108.28875829649573,117.31469992461147,124.38459960050744,117.40309609682902,125.23526377062981,130.19286325432887,138.76466067067085,141.68768923119103,137.42099378875122,142.10070946047634,144.12609556924906,139.0783977903097,136.7162843259038,,,132.00500171628357,,134.69157776342192,137.87119971597969,142.37292673585864,,,,152.63616064808474,156.25668674741416,156.34678996612251,167.3957376189517,154.82603603268421,149.70319223484867,148.61264058680612,146.01682175645678,144.36418764801394,154.70854187898397,158.24545971701082,162.00949240735108,165.20012321516938,181.00494198582186,168.4763745185125,160.29022267809685,155.71697963710415,146.42022676617663,,,,,,,148.5488562852968,164.24628479609044,161.15096708628604,151.75082382769057,,,163.9517251815341,168.90677172368748,186.0122733794789,187.48508363573558,171.28271917215542,179.4647885815312,184.94079108532384,170.48302450552796,,,,,,,,,127.0023892257914,,,,,,,,,,,,,,,,,,,,152.64984995306003,152.84230207817347,162.5181383637142,147.4982062664925,,,,,165.94274868213373,181.39787186887912,176.73993120741002,153.75055663256182,,,,,,,,148.66035392830702,171.39628246105534,172.25937898381702,172.98967421338992,166.12613068883235,151.8073364621814,147.02532387301278,148.51454266403857,,,,,
4,1985-05-17 00:31:35+00:00,199.43991467153157,177.7046760042448,158.16854383784084,163.66128559161024,162.66404038637538,167.51370337543023,174.3670901093295,171.5235303251323,164.69624799487258,153.78001208658065,149.32146936392965,149.19705935610796,156.75722566559136,161.32422562456534,151.87239126352958,146.23986274938304,142.13365552841398,136.85316357758268,141.68595557344116,147.4788704987175,143.46412154073587,144.24174623312064,139.87886253948363,131.6587421900227,142.57024834940466,155.82322833628473,154.20139365906292,154.93881712698956,164.8531281100967,170.0982241234911,174.09576252364423,173.3650224478798,166.60355695202597,167.61731685554565,164.6886951806785,164.89302521769696,172.94952289893934,174.3164619472726,154.91351785579747,,,,,169.0649671999479,182.6696100761287,188.20240282978298,193.4543395728782,,,,190.83584902809721,180.32969349283232,184.38816567114444,189.50651877866906,,,,,181.86716148743594,181.50323615758995,191.3987221687949,186.71771760813928,,,,,159.71170910386397,168.66042812754847,173.63479740067268,,,,191.7689230538687,194.4776756360877,191.32456207296374,190.35013730277268,192.59878958189506,,219.94428879205046,227.73608205255965,,,,186.62050674962953,183.66949117747302,190.15454995394535,,179.98174551590748,,185.1764669446843,190.37979260076193,,190.8927930332811,180.02188652716188,185.7458326633744,,191.28761846813225,,,,175.4681331676047,182.7412085930326,182.00656773974453,,184.30859999099934,,187.72092500720242,187.84389476898343,184.7873864624745,,186.26138727556713,,197.987009125233,199.03783396340606,,,,168.85941204121258,163.6811023302156,171.18822858260063,,180.05681178998836,198.33192334805574,196.05358835610187,196.75794564131596,200.4927049045321,173.5716529682803,,180.97397906442407,180.60108376411367,179.98693349456659,174.50499353117488,178.10631877659944,193.97015605430988,,,190.33024221049007,179.754113735488,174.02919040740326,,168.89849207266442,166.8920195113201,184.05865723590912,203.24564695999211,206.10506897947144
5,1985-11-25 00:29:49+00:00,166.53267435937812,172.61091541329438,157.39132284442223,152.29062659515242,152.40674901290188,155.26595394509428,161.4829359496207,154.293932567157,145.87680997619654,138.2268363728622,139.1062709623735,140.08653824927376,144.38840709201725,151.92739523338753,140.23687376791807,134.08172742796174,124.92600408174177,122.70033075302823,128.76494141764456,132.9418131602921,133.40078079835394,128.30110662928308,134.09526783416192,131.86921111955377,140.4109980165079,143.81492582157284,154.80847762944913,154.6355839390809,161.63746649987593,159.04338819904962,169.39911909100712,173.0108216230909,170.89596981937106,164.4361513592818,165.2236572732708,,171.62491379955813,168.4298055728032,167.35738001168608,167.53674677757596,164.023053930798,,166.79258048991525,179.01996059013484,194.0019511462116,192.7734391170445,195.52810475447652,,,,,189.92876952359924,188.6183633265672,190.84306247425766,,,,,186.772662325821,185.2180122717835,195.5390813851131,192.17698519694974,,,,,151.40034508042433,154.53320422278895,150.99692462046022,,,,,188.48154147619184,192.1732597361591,196.72722013327703,196.83515889834206,207.397722163657,214.95867049267193,218.78754195700608,205.66235986981914,,,205.86218800173128,188.44240371545632,187.59606140345528,,172.18759764415668,172.26606807351652,,,,179.82037745765206,176.9223667853851,175.62003318822576,,,,,,194.60342990939077,187.10783374318572,184.01770266131552,,,,201.66232884720765,192.7178066365662,194.31429774479605,,,,,191.2941092857614,,,167.01403639138678,162.63936867085084,159.95031140777465,,,188.52669941770517,205.36524692369176,200.57058093787188,201.45064894179666,201.5468585346802,176.68511337331185,,,,,170.47844836770454,180.35482903691585,,,189.71273151493983,196.48716981908092,192.0373053855536,185.63072589281686,,173.3449071201784,169.72313806539472,,202.51954553131046,203.13299993574014
6,1985-12-11 00:29:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-11-12 00:20:03+00:00,155.42987098234363,,147.58406655907493,145.98777447824227,144.3747351815994,147.05415773319024,158.11066298653654,154.9391165744422,141.86359070831693,136.56422407603267,135.44056634248108,137.37247295279585,145.8915956727888,151.14263739362647,142.9601711924811,130.12697973298438,127.82880450667122,126.37396098828505,125.87367046865802,134.61119094497928,130.73360460809576,129.9478912698998,122.93016505991368,129.2572400623537,132.2496156729757,141.16738850115496,149.1709974508718,153.81263053927324,155.27320728438258,156.27560031338803,162.56332321609003,,,,163.0114366904547,167.95370604044012,,174.0670302817587,162.84711165042847,,157.30689807768607,,168.30569430093064,184.8617901912061,191.9903680082325,190.02089263110852,194.76971822172501,,,188.87010469505572,,182.8079153911159,179.3723744794398,186.47743838492207,,,,,185.88338653632738,183.52558000035555,193.4408634976559,189.948272700778,,,,157.62589806957942,148.73582418953256,149.28554461726563,149.13683468302682,150.84911143919587,165.15587681325363,,176.16158388271316,,183.43846583108675,187.44193417775898,196.8973024402087,204.75186637139686,204.54183613173564,208.7143069481171,198.79103147137823,185.43021965906843,192.8594757547796,193.8003269650978,184.9843411153989,181.10376474087133,,167.31795196237655,166.52596159948624,,,182.43365500232528,170.74285179545734,170.99791081404211,181.31587703603282,,,,,185.24631037225913,195.67253095997455,200.3534934032625,,193.98177609816085,,,189.71978084114943,189.0681617100237,193.66326130557238,197.08535931455518,,,196.96560126321964,189.74803137512953,,,165.30139318612729,164.63982488100734,166.51742633929734,171.70236531262515,177.49822879880278,188.8992246831879,,,187.3446311251077,187.33912152191303,165.13828580898067,158.73615913756916,,168.40710186351757,,,164.7198699067458,178.62105295201,,194.20924421134956,196.85529841024783,185.91898712777925,175.13213557632707,174.9835265308081,,172.62598416326918,189.36131641073715,205.5869165553693,202.96970880283087
8,1986-11-28 00:19:46+00:00,,,148.0230999322566,147.0249473746915,149.44007179052923,153.25086766313964,160.99284802622006,157.48114305729624,144.70048804266077,136.8799204379295,135.71568587833713,135.462439032325,140.50791953207232,149.1618558290001,141.14653002160344,131.91989715189024,127.4314315362685,127.93683279980488,127.12754245692545,131.56306801590245,132.8484508759599,124.572625453994,129.5865109997706,128.76224445705205,139.19573025299707,143.80418544115264,149.37622071219877,149.26852739117172,158.20328851837525,158.31611088978406,165.57149300374712,179.96170854725656,173.64738797756502,,167.41938631740038,172.40457436257262,174.2227841584017,173.01394596457214,164.45671668964536,,161.83588807337446,,173.18736489121068,178.6296814359522,187.4183468078985,188.66364960820954,190.56650548112881,,,,,180.54516487222995,179.70735395036866,183.2719920094339,,,,,189.38552346005417,183.60305759468548,196.64840391965063,191.48164345827783,185.73896679652051,,,,153.41934118702457,151.76650852343687,153.61208083136967,157.92812688062887,,,193.34436133753795,192.06771503997427,196.83967419760114,194.95382207453758,197.3807704366368,203.1138934397278,203.76850002299776,210.44810616495263,197.66785286209137,,193.61049142128317,197.86057571027504,187.2415840175417,179.0881707980871,165.14526343889227,168.07633549999264,168.90599034384493,,,,178.06893209612517,178.89300779776508,181.24452078056024,,,,,187.85817745604754,191.32488134221686,188.51734784653007,181.93235588036757,,,,191.4489699207603,192.83853091540283,194.93477590576603,,186.85520753366004,193.34249062221454,,190.62325310784098,,,166.13627795125382,162.83619421364068,162.80140152074782,,,185.73663810115414,197.07111402227,,,189.69708243391952,175.33408180872647,160.5056548384617,,169.9361081763834,,163.72559649658703,169.18979587232832,,,,198.59700795178932,190.34602858405253,177.82266450912834,,,172.307532934022,,199.03840820200804,202.97478261560158
9,1987-03-04 00:22:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1987-05-07 00:25:04+00:00,184.60052000993656,173.59455276518182,154.78827162580728,153.62626868114313,156.94924235285768,161.47302636355266,166.91248191891248,162.55421852350423,149.24957788045106,136.60313152779713,141.82350245791554,142.83086196885793,145.2318505703855,153.86869042489087,143.9447043872098,136.01650787548047,132.13118254402352,130.25977313199576,131.34212788286476,137.9273576324298,137.9600238532541,126.81618343872893,131.97705236060273,139.37369586278504,138.97135047276217,140.18142272291863,153.3263968246424,148.33785585505734,153.86121938376053,156.95919293948376,163.17087687463254,171.7423343671703,169.1971529967641,159.72915123596312,159.54389824589322,163.6674621258375,,163.68027169219172,152.15486232202886,148.19745509691847,,,154.36161579223477,168.24440580848795,178.68229116629206,176.97007351668742,,,,,,175.2524532125755,174.08098238959974,180.89484851865782,,,,,174.25869302139378,170.02029849261635,182.7009237006846,,,,,,147.04951855090448,146.29159426343344,142.0437091046763,147.79954723727758,164.6106323134586,,,,180.1897817473585,185.95243088819984,,,,200.0830953578709,195.51915527962214,181.24596917843556,186.22929587796924,,174.98580225715168,184.29804410852006,,170.4414095867305,174.0298341175818,,,,181.83759379281986,182.24970723265002,185.4490495859982,172.3958894758103,195.4902894360116,,,183.3806472300694,198.06546943372805,184.61035070378887,179.64480384168016,,,181.94767375437337,,179.8004062281681,181.55652218788225,180.94122115691903,,175.36525621156792,184.67717202799292,180.25610415740655,179.64527781413764,172.10044609487863,,,155.01955796959535,158.0977165869917,166.7217046220138,181.31214850770704,189.87888359118386,,186.98356602102393,188.03598236918089,166.97764801718452,160.45716266046233,,,,164.91834754858007,160.49122416524298,,,,180.17773308246893,171.8133584408744,163.1857294779987,,,171.19347482445366,,184.56964620522044,184.68931419489894
