dates,satname,nzd0211-0000,nzd0211-0001,nzd0211-0002,nzd0211-0003,nzd0211-0004,nzd0211-0005,nzd0211-0006,nzd0211-0007,nzd0211-0008,nzd0211-0009,nzd0211-0010,nzd0211-0011,nzd0211-0012,nzd0211-0013,nzd0211-0014,nzd0211-0015,nzd0211-0016,nzd0211-0017,nzd0211-0018,nzd0211-0019,nzd0211-0020,nzd0211-0021,nzd0211-0022,nzd0211-0023,nzd0211-0024,nzd0211-0025,nzd0211-0026,nzd0211-0027,nzd0211-0028,nzd0211-0029,nzd0211-0030,nzd0211-0031,nzd0211-0032,nzd0211-0033,nzd0211-0034,nzd0211-0035,nzd0211-0036,nzd0211-0037,nzd0211-0038,nzd0211-0039,nzd0211-0040,nzd0211-0041,nzd0211-0042,nzd0211-0043,nzd0211-0044,nzd0211-0045,nzd0211-0046,nzd0211-0047,nzd0211-0048,nzd0211-0049,nzd0211-0050,nzd0211-0051,nzd0211-0052,nzd0211-0053,nzd0211-0054,nzd0211-0055,nzd0211-0056,nzd0211-0057,nzd0211-0058,nzd0211-0059,nzd0211-0060,nzd0211-0061,nzd0211-0062,nzd0211-0063,nzd0211-0064,nzd0211-0065,nzd0211-0066,nzd0211-0067,nzd0211-0068,nzd0211-0069,nzd0211-0070,nzd0211-0071,nzd0211-0072,nzd0211-0073,nzd0211-0074,nzd0211-0075,nzd0211-0076,nzd0211-0077,nzd0211-0078
2004-09-03 21:42:23+00:00,L7,338.17,325.54,318.37,315.34,309.40,309.87,309.17,307.79,311.60,320.33,322.92,320.96,319.14,322.86,327.46,327.54,324.90,328.33,325.07,316.41,312.43,313.15,313.48,318.55,315.55,310.94,317.25,320.75,327.91,329.22,333.28,328.33,329.94,331.41,333.48,327.82,313.67,335.94,357.89,338.87,331.17,336.55,334.66,334.08,331.06,331.45,324.39,334.19,337.39,339.38,339.84,344.21,344.97,351.07,351.10,355.11,354.50,354.01,358.94,358.90,367.68,363.89,369.94,362.27,358.93,357.98,357.91,361.25,356.56,351.43,352.77,347.79,356.98,,,,,,
2004-09-19 21:42:17+00:00,L7,344.02,337.23,331.23,329.18,323.69,323.76,322.76,327.87,329.08,333.98,332.76,331.71,334.74,335.35,335.18,336.53,337.41,342.30,339.54,338.41,335.48,334.70,333.11,333.14,334.68,331.39,338.99,339.36,341.10,342.77,345.89,342.12,339.65,341.61,344.80,345.52,344.12,340.26,353.79,352.98,350.04,346.16,342.83,343.45,343.98,342.92,344.53,347.07,351.11,352.89,354.43,354.49,357.87,357.00,367.24,370.28,364.81,368.39,370.17,376.72,376.04,380.53,372.29,370.01,366.90,368.23,369.26,367.56,363.03,361.11,357.20,365.94,360.58,368.39,368.93,386.63,406.92,406.71,404.84
2004-10-13 21:38:08+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.00,367.56,368.56,367.32,365.66,366.63,368.95,375.39,375.98,379.23,401.71,389.73,393.44
2004-11-22 21:42:42+00:00,L7,384.10,370.77,353.77,343.58,335.88,332.36,333.48,333.33,338.86,344.38,343.04,342.68,342.86,341.70,342.20,344.83,349.11,349.85,354.54,346.52,339.79,339.25,335.81,337.26,336.79,336.05,334.37,335.00,338.85,340.88,348.44,345.42,346.39,342.99,345.10,343.10,343.60,332.24,359.92,358.55,354.07,348.25,346.24,347.87,343.09,349.20,350.71,353.58,349.20,355.14,354.28,355.12,354.78,358.03,359.57,360.71,364.20,371.76,375.24,378.02,381.88,382.77,375.39,370.29,361.98,365.17,372.24,373.35,371.99,374.86,372.32,374.30,376.46,379.38,384.50,386.88,404.65,397.61,408.58
2004-12-08 21:42:50+00:00,L7,373.18,356.78,347.35,341.71,333.35,330.81,326.68,326.49,327.56,331.26,330.86,335.97,333.21,333.98,335.63,337.86,338.83,340.91,336.72,332.46,331.40,330.40,336.60,328.11,326.38,326.77,327.43,327.98,327.75,334.35,338.74,334.16,333.48,335.86,340.37,333.25,257.32,305.17,333.33,340.10,342.47,340.38,333.22,333.27,330.01,333.23,332.16,340.16,340.99,339.89,339.20,345.19,347.09,348.37,353.13,360.63,356.94,364.03,366.40,372.03,369.55,371.01,367.82,359.67,357.45,360.69,362.75,365.09,366.95,368.80,370.76,370.56,366.73,373.66,379.97,380.93,401.07,387.98,392.14
2004-12-16 21:39:23+00:00,L5,348.76,333.92,327.71,322.56,305.87,310.87,309.42,311.74,313.20,318.48,323.40,323.66,322.17,322.94,332.29,334.65,343.53,339.30,339.62,337.22,332.82,325.84,322.68,321.84,320.14,315.34,319.53,327.05,326.11,330.10,327.09,327.38,330.40,325.02,327.46,319.40,304.20,328.39,347.77,349.75,351.83,348.44,344.65,341.88,341.68,340.60,342.42,339.64,337.22,347.18,352.83,348.31,346.36,345.71,353.39,353.11,357.53,358.25,364.82,366.70,361.62,361.61,360.03,356.72,360.48,355.51,360.90,357.44,356.92,360.27,365.01,367.71,368.41,376.19,382.61,381.06,398.60,386.78,382.11
2005-02-10 21:43:14+00:00,L7,,,,,,,,307.19,313.71,,,,,,,,,,,,,,,,,308.39,314.15,305.01,,,,,,,,,,,,327.40,327.78,326.93,,,,,,,,,,,,,,,347.55,350.98,356.20,356.85,363.66,360.42,355.68,354.71,356.16,358.15,356.92,,,,,,,,,,,,
2005-02-26 21:43:20+00:00,L7,324.49,318.20,311.58,304.39,309.07,306.22,310.49,315.25,320.42,317.52,319.93,319.88,318.66,319.80,320.62,320.83,328.36,331.45,326.26,321.87,320.42,318.73,312.32,312.02,312.55,321.72,324.71,327.54,332.50,329.51,332.19,333.11,334.16,331.88,325.49,205.18,320.37,330.06,329.18,333.10,334.37,332.15,330.13,330.69,327.99,329.98,332.60,339.17,340.52,343.28,344.15,342.73,356.94,350.21,350.13,354.89,359.35,362.95,364.55,364.16,375.02,370.85,368.77,364.45,362.65,358.31,363.45,359.09,356.04,351.22,355.18,355.19,356.90,355.03,359.35,366.49,385.75,363.86,365.60
2005-03-30 21:43:20+00:00,L7,343.32,328.57,317.69,321.06,326.80,330.51,329.75,330.52,333.15,336.84,333.56,333.98,335.18,336.40,334.64,338.53,339.17,338.00,336.08,329.40,328.70,328.48,329.38,325.88,328.54,328.75,330.60,333.63,335.02,338.50,337.40,340.40,337.92,343.06,338.26,323.89,342.68,339.50,340.37,340.11,344.08,342.00,342.00,343.95,344.20,343.70,345.09,348.58,348.92,360.87,364.86,356.78,359.53,357.73,362.01,362.19,365.44,368.05,372.18,375.86,381.62,379.37,373.78,373.19,370.48,372.75,375.06,372.37,367.59,361.78,366.90,364.20,364.36,372.32,377.22,371.83,391.43,373.39,376.74
2005-04-15 21:43:13+00:00,L7,328.72,312.18,309.45,315.25,317.38,315.38,309.26,308.07,320.51,322.64,322.75,321.76,322.50,319.14,316.20,321.65,325.29,327.79,325.37,319.14,314.87,309.83,307.98,313.45,316.04,315.72,313.74,313.31,323.47,321.60,328.98,329.32,334.87,328.61,332.24,226.39,325.20,330.14,335.19,337.47,337.75,335.09,338.09,336.41,339.72,340.00,337.85,342.23,343.67,348.73,349.59,353.88,352.15,353.33,356.26,355.23,361.14,360.50,364.91,361.34,372.59,368.09,374.21,372.21,371.20,369.37,372.08,371.30,361.15,356.85,362.14,367.85,363.74,366.52,371.43,372.78,393.62,374.77,381.45
2005-05-09 21:40:56+00:00,L5,340.36,335.33,325.90,327.06,330.27,332.51,326.24,325.44,326.99,329.86,334.66,332.49,336.68,338.54,334.01,337.59,338.43,342.52,341.35,336.18,335.76,,,,,,,,,,,,,,,,,,,,,,,,339.41,346.81,348.48,355.08,353.66,363.56,365.48,365.97,363.73,361.18,368.37,368.70,370.51,370.34,370.86,376.65,382.15,382.36,384.21,378.22,372.26,371.31,375.05,371.66,370.83,365.30,368.10,368.91,368.45,371.54,,,,,
2005-06-02 21:43:12+00:00,L7,,,,,,,81.60,,,257.47,,348.16,341.73,345.50,348.29,352.53,358.02,359.34,351.02,345.43,347.45,345.99,344.24,339.16,342.19,339.17,336.60,341.23,348.05,,,,,,,,,,,,,,353.67,353.26,357.68,362.61,363.60,365.75,369.15,372.64,363.32,343.24,339.74,,,,,379.20,381.55,388.01,394.94,396.96,393.95,389.50,390.03,388.42,393.44,389.61,385.48,376.01,374.50,375.95,370.12,374.68,,,,,
2005-06-10 21:41:12+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.03,349.19,354.07,353.07,359.08,360.89,363.46,364.10,369.29,365.63,366.68,366.26,369.67,370.54,374.58,372.77,381.62,384.85,392.09,391.47,389.99,388.19,387.44,384.55,389.06,382.72,380.45,372.57,372.60,374.46,378.59,,,,,,
2005-06-26 21:41:16+00:00,L5,,,,,325.58,322.51,318.74,324.91,331.07,330.71,331.66,331.69,325.57,329.96,330.33,332.14,,,,,,,,,,,,,,,,,,,,,,,,,,,345.19,349.94,345.56,352.34,355.41,359.92,359.48,366.22,363.77,365.43,365.08,369.57,366.75,368.10,369.79,377.16,378.89,383.14,387.56,390.23,385.01,380.70,379.69,378.41,381.92,374.64,371.15,369.09,366.59,367.26,368.44,373.09,376.41,375.36,394.87,381.71,381.63
2005-07-12 21:41:23+00:00,L5,,,,,317.85,320.71,323.23,326.65,333.25,340.44,337.19,335.63,334.22,332.41,337.69,337.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.75,340.87,344.24,351.12,355.01,353.78,357.69,361.37,359.30,356.33,359.76,361.17,370.08,374.04,372.07,382.61,388.51,386.86,375.24,379.88,373.40,374.19,372.86,373.36,360.27,362.88,364.63,362.74,356.81,359.02,363.37,370.37,387.26,380.67,380.21
2005-08-29 21:41:46+00:00,L5,356.84,352.31,351.64,349.11,351.92,351.79,362.54,366.30,359.78,350.65,348.32,349.93,350.61,341.14,339.96,342.13,343.17,347.73,347.51,343.61,343.60,338.80,336.43,340.93,343.15,347.21,345.86,349.95,350.88,351.74,349.05,351.48,354.03,355.51,349.07,351.25,355.65,354.85,352.32,351.73,347.78,349.03,345.67,345.78,348.34,350.57,354.34,357.76,366.96,367.53,369.52,367.03,370.32,379.55,380.44,384.71,383.40,384.55,388.03,392.07,392.30,393.62,385.44,381.92,374.57,375.78,375.43,379.23,372.15,371.66,367.54,362.35,360.20,,,,,,
2005-10-08 21:42:41+00:00,L7,324.06,317.14,313.70,309.75,306.82,302.39,308.08,309.52,313.48,314.50,320.16,318.13,316.58,322.12,318.15,320.47,324.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.88,341.00,347.31,350.62,350.43,351.20,353.00,354.27,355.73,364.01,364.79,361.55,358.64,355.37,355.76,356.96,356.11,349.43,348.86,348.88,347.29,345.26,345.63,350.46,359.05,370.02,356.59,352.20
2005-11-01 21:41:44+00:00,L5,342.17,343.93,342.85,339.55,331.75,331.93,340.66,337.98,335.77,348.05,336.34,326.69,326.90,325.81,329.64,324.15,325.38,330.13,325.94,324.85,329.54,337.36,332.65,333.46,338.69,336.09,337.93,338.66,,,,,,,,331.19,341.67,341.16,335.83,338.15,336.08,330.63,325.18,326.40,334.17,338.58,349.06,352.43,354.72,359.12,363.52,366.30,367.04,366.80,369.06,368.60,364.92,367.45,365.34,371.76,379.51,379.30,376.54,368.84,369.30,371.95,368.06,367.52,362.04,366.34,362.64,359.97,356.11,360.01,364.30,379.91,397.19,372.34,369.81
2005-11-09 21:43:06+00:00,L7,350.59,341.57,337.97,335.31,332.67,335.76,341.46,339.55,340.40,350.71,341.63,338.41,338.25,332.71,336.49,342.47,337.24,340.11,334.18,335.77,333.12,330.66,324.82,326.67,335.64,336.55,349.40,353.46,350.89,353.22,357.75,348.38,343.03,345.19,348.29,341.28,349.06,347.10,337.40,349.19,341.79,339.68,337.71,338.67,336.94,341.12,345.22,351.42,355.13,361.21,366.69,362.14,363.56,361.17,365.68,366.30,364.61,365.20,364.63,372.02,376.69,374.90,373.58,370.28,373.66,371.28,374.62,367.87,366.01,362.72,367.11,362.60,356.47,353.14,356.62,364.79,392.33,379.04,373.79
2006-01-20 21:43:37+00:00,L5,336.51,326.38,316.87,310.44,318.64,325.06,327.93,331.71,339.28,337.83,331.51,326.54,323.57,325.99,331.19,335.47,331.90,336.41,331.88,325.69,326.95,323.01,324.71,325.28,327.48,324.37,327.50,327.47,338.51,338.75,345.84,341.98,338.74,339.99,331.07,336.96,339.82,342.06,335.25,335.60,338.50,334.47,328.41,328.85,326.27,333.48,341.90,345.57,339.70,349.40,354.70,351.42,354.67,353.53,358.28,361.61,357.16,357.58,356.84,369.18,356.79,352.20,349.29,345.50,345.83,349.50,361.36,,,,,,,,,,,,
2006-02-05 21:44:00+00:00,L5,336.27,326.08,322.06,320.19,327.80,334.31,338.34,339.13,337.62,335.99,332.93,330.17,331.34,327.09,329.43,328.51,331.54,333.52,331.71,329.09,330.24,325.80,326.12,325.07,330.36,333.48,334.57,335.00,333.95,337.56,345.04,348.47,350.45,347.16,347.67,336.48,340.70,348.05,355.23,346.48,344.01,338.95,330.74,332.37,334.14,339.31,337.78,344.34,346.64,353.78,350.61,356.67,348.46,356.14,358.35,365.76,364.21,362.93,363.06,373.29,373.27,373.54,371.84,365.49,362.30,360.89,368.54,364.51,364.94,358.98,356.74,361.58,354.51,362.88,361.56,365.22,387.32,382.30,434.59
2006-04-18 21:43:39+00:00,L7,342.44,320.92,328.59,331.40,331.19,328.28,328.46,329.38,334.92,335.90,334.28,332.00,328.00,328.60,329.80,332.04,339.41,338.54,331.65,327.68,328.95,328.63,327.51,326.65,328.71,328.58,336.10,342.42,340.46,336.10,337.62,334.86,340.05,343.97,339.54,238.37,297.81,316.21,329.75,343.68,354.44,343.32,340.09,341.90,339.91,347.13,342.33,349.20,351.77,353.05,357.14,356.48,359.69,355.31,358.08,363.96,372.15,366.61,372.87,372.35,378.52,374.16,373.45,366.75,365.13,364.71,366.89,366.20,360.56,352.42,353.80,348.68,354.40,353.71,360.01,364.62,,382.90,405.04
2006-05-12 21:45:46+00:00,L5,359.86,350.53,349.87,348.35,343.98,348.27,338.90,342.96,345.77,352.00,348.56,352.76,346.94,343.65,352.20,353.55,351.82,347.39,343.00,345.11,347.58,341.71,338.14,340.13,342.13,342.91,345.72,347.72,345.87,,,,,,,,,,,358.30,355.35,353.27,351.44,352.55,351.84,353.77,360.21,358.27,361.04,361.92,370.47,366.56,366.85,371.03,373.85,374.67,375.14,377.31,381.35,381.90,384.84,386.22,384.80,379.50,382.39,379.53,381.61,376.30,370.65,362.54,363.95,363.65,353.60,,,,,,
2006-06-05 21:43:42+00:00,L7,,,,,,349.07,352.83,349.89,351.03,356.58,358.19,356.19,348.33,347.88,350.42,349.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.03,359.17,360.80,362.81,360.94,367.83,369.73,373.79,370.16,371.97,377.36,380.44,384.05,386.61,389.02,387.10,393.30,393.14,396.60,389.66,390.91,386.72,380.71,383.69,377.69,369.78,366.08,363.05,362.03,359.39,371.11,,,,,
2006-06-13 21:46:13+00:00,L5,344.20,334.62,330.55,321.26,325.52,327.44,324.78,326.11,328.54,333.22,338.46,338.91,332.55,330.23,333.38,334.76,,,,,,,,,,,,,,,,,,,,,,,,,,,350.51,351.67,349.70,346.64,350.64,351.69,352.97,353.06,357.22,354.08,352.36,359.24,363.59,369.45,367.85,372.70,376.75,381.08,385.44,386.45,379.21,375.91,375.47,374.80,374.88,371.12,366.59,356.78,357.22,359.62,,,,,,,
2006-07-07 21:43:31+00:00,L7,375.96,364.89,352.99,346.73,347.80,350.59,350.66,354.97,357.46,360.14,360.80,356.23,356.40,356.80,353.13,355.29,359.59,,,,,,,,,,,,,,,,,,,,,,,,376.89,374.82,370.26,364.82,360.87,364.15,364.88,365.98,371.97,377.91,377.58,377.91,375.57,380.83,380.74,386.11,383.18,387.00,389.90,388.70,391.42,391.75,389.57,386.16,382.75,377.03,375.55,374.27,364.92,363.09,364.95,357.58,,,,,,,
2006-07-23 21:43:23+00:00,L7,387.15,368.22,359.83,354.52,351.93,353.06,350.35,353.80,356.48,360.83,357.95,355.26,359.58,356.63,355.89,353.88,353.86,356.96,353.63,,,,,,,,,,,,,,,,,,,,,,,,,363.86,364.45,366.47,372.36,378.41,378.52,379.96,384.20,384.87,382.67,385.49,387.98,385.94,386.34,386.09,387.09,389.74,393.54,395.25,392.03,386.39,388.18,391.10,389.85,388.30,370.45,367.62,360.05,364.63,359.79,371.15,,,,,
2006-09-01 21:47:19+00:00,L5,379.99,368.01,357.08,349.98,341.05,333.30,333.47,337.89,340.92,347.92,346.66,346.58,340.29,339.84,339.29,338.53,342.29,342.35,340.26,341.35,334.77,332.66,332.54,339.18,340.45,336.31,339.49,333.01,335.67,333.00,339.00,337.10,333.69,332.34,336.18,338.93,347.56,356.57,360.47,355.77,358.03,353.12,351.06,351.36,352.05,359.24,357.28,357.58,364.99,372.48,365.02,362.90,366.62,369.05,366.41,364.99,361.77,367.76,372.83,375.69,380.96,378.42,370.67,367.91,368.88,366.32,370.08,365.05,361.71,353.68,355.83,360.04,362.05,370.15,379.33,394.33,418.36,405.07,400.47
2006-09-17 21:47:31+00:00,L5,398.30,383.15,369.18,364.57,359.20,357.71,356.25,351.36,354.41,360.41,362.51,354.29,350.58,349.02,346.04,345.13,352.25,358.67,355.15,350.85,351.92,349.80,350.85,360.42,363.33,365.60,360.06,359.86,359.66,354.79,359.11,361.24,357.27,359.39,359.84,357.29,369.85,381.25,376.01,371.49,367.16,371.48,368.96,365.99,368.33,366.25,371.92,371.48,377.52,378.33,384.29,381.66,385.98,383.68,386.06,381.45,379.48,379.86,383.92,388.23,393.22,393.11,387.38,386.96,383.89,382.12,384.51,381.99,376.41,374.68,371.26,370.78,367.05,377.92,388.49,398.40,423.91,409.93,410.54
2006-09-25 21:43:08+00:00,L7,359.11,344.07,347.47,339.25,335.54,338.13,335.16,337.49,337.92,343.09,347.68,340.42,334.67,334.92,332.23,334.06,335.49,333.79,334.47,328.85,328.72,332.67,334.25,335.54,334.19,335.22,337.14,336.96,337.14,334.98,335.17,328.22,342.00,347.37,337.12,340.86,351.73,348.79,364.55,352.53,356.69,350.21,349.00,341.15,346.75,350.26,350.85,356.48,358.20,364.36,366.13,365.91,365.99,364.65,367.17,364.45,362.39,361.62,365.28,364.82,374.81,370.70,368.03,364.58,361.10,366.78,378.82,372.48,359.21,358.35,357.27,352.09,355.95,362.66,378.05,389.12,406.02,389.58,388.43
2006-10-03 21:47:41+00:00,L5,374.20,361.35,347.28,339.66,339.73,344.40,343.74,345.55,343.80,351.19,351.53,346.87,344.88,344.90,340.10,337.11,338.80,341.82,341.14,336.91,332.35,326.92,325.60,325.97,332.93,341.09,345.06,345.68,344.55,342.12,341.16,338.02,334.33,342.60,343.02,342.58,349.36,361.65,360.89,358.13,357.16,350.64,347.39,347.82,350.26,345.66,348.13,351.68,347.35,359.42,360.68,363.31,358.31,358.59,358.00,355.02,356.58,357.81,363.59,368.62,371.78,367.74,368.87,360.88,360.30,364.08,369.51,363.48,361.46,359.94,354.41,350.37,351.35,351.74,368.29,381.72,405.58,391.67,393.11
2006-10-27 21:43:21+00:00,L7,346.32,340.71,329.81,320.75,320.62,315.74,316.90,318.91,324.50,329.34,331.17,324.95,320.97,320.62,316.86,321.32,326.57,329.20,325.88,321.95,315.49,319.86,319.82,322.38,323.10,324.46,323.15,323.85,320.27,325.90,328.16,323.95,321.12,330.25,327.99,330.82,344.91,334.32,348.09,342.98,338.63,341.39,336.37,338.47,337.68,339.03,337.24,346.11,343.72,351.61,352.14,351.59,349.96,352.37,352.31,354.73,348.52,352.87,357.06,360.23,365.15,362.94,360.23,356.94,352.39,,,,,,,,,,,,,378.74,376.12
2006-11-12 21:43:34+00:00,L7,364.19,352.56,344.55,329.28,324.43,324.40,323.18,328.36,332.89,335.21,331.62,332.83,328.17,327.46,327.91,326.17,328.41,332.06,330.32,327.96,324.27,319.05,325.30,322.07,321.92,321.50,326.68,325.02,329.21,330.03,320.71,323.09,321.89,326.26,326.27,328.92,339.80,341.75,352.74,344.59,345.76,342.78,341.25,339.02,337.84,338.64,,,,354.71,352.00,355.64,353.05,355.26,352.53,355.66,352.03,353.65,346.03,353.28,363.48,363.79,361.69,358.34,350.70,358.48,359.33,355.30,350.63,349.05,350.48,351.80,351.74,361.07,367.24,374.70,400.65,385.15,377.05
2006-11-28 21:43:44+00:00,L7,362.51,349.35,337.14,326.25,326.00,328.00,326.45,330.73,336.98,345.24,341.99,337.09,337.08,334.94,336.14,333.98,335.51,343.46,334.09,329.46,329.90,325.36,324.60,324.28,325.94,326.63,331.32,328.22,331.68,337.34,338.00,332.72,331.64,331.67,336.29,339.56,348.14,343.92,347.89,354.15,347.16,,,,341.38,344.02,337.62,340.11,344.74,355.18,352.43,347.66,350.00,354.72,358.91,360.36,357.31,356.07,358.81,364.84,363.73,361.11,358.28,362.81,361.18,360.05,362.89,361.00,357.09,355.18,354.69,352.38,352.00,361.16,373.23,376.55,395.03,378.50,374.34
2006-12-06 21:48:41+00:00,L5,285.24,272.93,267.67,265.43,260.51,261.78,264.67,273.37,274.30,278.21,274.15,274.86,273.06,281.29,285.60,284.56,286.13,287.25,282.94,279.78,277.46,277.70,280.87,278.22,273.49,282.28,288.77,282.64,284.93,286.36,286.82,282.88,285.13,288.25,289.50,298.00,287.52,307.86,308.28,321.35,314.58,312.91,311.80,308.95,314.50,309.87,311.69,313.76,320.21,325.35,323.50,322.39,327.68,329.55,333.07,333.67,326.90,341.97,347.22,350.08,346.96,349.44,343.29,345.62,342.83,347.89,350.79,350.21,344.18,344.97,349.47,359.93,367.39,379.93,395.69,422.22,447.52,439.51,437.62
2007-01-23 21:48:36+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,321.22,326.47,320.29,330.26,327.73,325.11,327.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-31 21:44:00+00:00,L7,370.50,359.03,351.31,343.23,339.64,340.12,344.65,346.10,343.30,346.96,341.63,339.59,334.84,335.59,334.55,329.72,330.54,334.65,337.04,336.85,333.47,333.53,333.49,337.03,335.61,338.42,338.66,340.26,338.44,338.62,348.72,349.95,339.84,341.63,340.29,342.92,348.30,301.59,340.10,352.16,350.02,344.20,346.28,347.59,349.89,349.16,351.48,351.94,354.70,360.31,363.76,359.74,360.43,359.64,361.66,365.93,361.43,363.52,365.92,369.36,364.44,366.58,378.21,372.91,369.27,366.24,366.23,363.29,365.34,361.42,368.48,368.43,371.74,375.02,377.68,380.46,405.11,390.33,374.73
2007-02-16 21:44:06+00:00,L7,350.92,340.40,335.17,333.15,334.22,333.22,335.42,339.11,342.77,344.74,338.09,336.10,335.47,333.56,328.84,327.59,332.58,333.15,337.48,328.68,323.59,323.93,322.13,327.99,326.93,327.25,330.60,331.97,335.72,339.76,341.97,339.81,343.87,346.33,343.88,344.30,346.63,338.57,344.15,351.63,353.31,346.98,344.57,353.42,353.74,345.49,347.36,347.31,353.56,362.63,362.26,361.37,359.96,359.26,361.54,365.06,362.58,364.43,365.48,370.78,370.25,375.69,372.74,370.06,369.42,369.33,369.51,372.08,371.31,373.60,370.89,369.24,363.29,366.72,369.12,371.82,394.08,379.79,376.19
2007-04-21 21:44:09+00:00,L7,348.09,330.78,331.26,328.64,332.33,338.57,339.30,339.81,344.71,345.48,342.31,339.51,337.09,334.66,332.47,334.40,337.72,339.43,339.54,333.93,332.69,328.57,331.70,332.48,331.97,333.71,339.24,341.07,341.95,345.99,353.55,352.79,351.46,351.70,346.50,352.18,348.61,351.82,356.00,360.63,358.66,352.68,346.99,348.34,345.45,347.26,349.37,352.71,351.95,360.86,363.75,364.51,368.01,373.41,373.11,373.99,371.74,368.36,371.58,376.00,380.60,381.89,377.37,372.21,373.73,375.09,378.50,373.52,371.87,370.19,371.39,366.46,362.83,367.65,368.94,369.15,392.44,378.29,378.64
2007-05-07 21:44:05+00:00,L7,359.46,342.49,333.67,330.34,332.96,334.19,338.18,337.77,339.02,342.47,340.68,337.34,334.15,333.07,330.51,331.93,332.88,333.82,332.89,328.01,327.83,326.00,323.23,327.66,328.73,328.14,329.85,335.26,335.80,338.56,342.82,344.38,345.61,347.72,348.85,349.78,351.30,304.64,348.58,355.05,350.70,347.67,346.22,343.24,345.71,347.80,348.18,349.99,353.83,357.54,362.56,355.17,359.31,362.49,368.46,371.59,369.47,368.71,370.51,374.12,380.30,380.94,377.44,371.33,372.52,373.94,376.96,370.83,368.37,364.98,361.25,365.18,360.99,366.22,368.63,373.63,395.24,380.58,374.36
2007-06-08 21:43:56+00:00,L7,386.29,375.63,367.53,363.95,364.20,361.28,359.45,364.69,364.85,359.96,356.25,354.03,349.59,350.41,350.63,353.59,355.26,355.66,352.23,353.90,351.85,351.88,347.01,348.59,351.95,351.29,351.97,351.80,350.14,354.62,356.20,354.54,356.92,356.17,356.44,353.06,361.03,349.10,353.46,358.50,359.20,356.95,354.95,357.01,359.93,370.01,364.52,365.45,368.99,376.84,382.29,380.64,381.12,383.14,380.44,379.25,378.81,376.56,381.51,382.76,386.85,389.50,387.71,386.21,383.55,378.22,380.81,375.72,372.90,372.22,369.23,367.50,366.62,371.20,376.65,374.87,399.13,384.42,377.86
2007-07-26 21:43:49+00:00,L7,403.46,375.07,369.34,365.35,371.33,368.47,360.09,357.58,361.75,363.40,356.16,354.88,354.86,355.74,354.83,349.56,351.08,356.11,355.62,355.16,354.78,353.89,354.01,351.27,353.09,355.56,357.51,362.08,,,,,,,,,,,,,,,,,368.39,368.77,373.40,377.76,380.89,385.98,392.74,392.60,392.53,390.24,389.83,387.61,386.99,383.49,390.72,389.67,402.40,397.41,393.64,391.09,388.43,388.04,386.23,389.21,381.46,383.52,378.94,376.80,370.70,,,,,,
2007-10-30 21:43:38+00:00,L7,350.56,341.17,329.90,323.37,319.15,318.89,325.37,326.21,325.37,329.83,328.72,325.07,323.27,322.48,323.16,321.79,324.98,338.12,330.75,325.34,321.96,319.93,313.32,313.93,314.89,319.31,322.57,324.78,335.36,334.02,337.17,339.14,341.88,344.01,344.16,340.64,345.55,336.12,314.90,315.85,332.01,342.20,343.24,339.84,341.30,339.98,341.82,347.81,346.69,354.42,356.15,360.36,356.18,362.52,362.91,360.12,359.48,370.95,363.79,366.64,368.09,366.89,363.51,359.81,354.20,356.30,352.20,359.02,359.20,356.00,354.61,356.43,350.70,350.61,357.04,361.72,382.37,362.59,356.38
2008-02-03 21:43:59+00:00,L7,364.83,352.97,343.81,338.17,340.24,338.29,335.24,332.77,335.52,345.89,340.37,333.67,333.09,338.51,344.05,338.61,343.09,343.27,341.37,336.54,334.25,329.56,329.16,327.25,324.48,331.75,329.48,335.44,336.82,338.19,338.78,341.27,337.26,337.24,338.66,342.04,346.95,344.60,,345.55,345.81,344.21,348.94,346.55,345.73,346.26,348.25,345.13,347.53,350.34,342.90,362.23,357.84,351.28,359.19,359.91,361.42,359.52,360.82,361.87,366.13,364.66,362.10,358.98,356.41,355.54,358.42,358.09,353.05,351.56,354.17,352.12,344.77,341.38,341.77,346.67,375.78,371.06,365.88
2008-03-22 21:43:49+00:00,L7,342.19,332.71,328.03,326.99,323.31,325.47,326.07,328.73,328.23,330.79,326.88,324.59,323.14,327.07,328.72,328.57,331.43,334.16,328.74,324.45,322.07,320.89,320.63,322.84,325.22,322.36,328.34,330.38,333.00,335.80,338.30,338.10,337.82,337.60,336.00,339.15,324.19,338.72,335.83,344.60,344.37,343.45,344.43,342.69,344.43,345.53,349.24,352.51,351.56,357.40,366.40,366.01,365.95,360.80,363.64,368.92,367.27,367.50,371.56,370.44,370.94,372.37,367.12,361.64,359.75,363.28,364.58,359.81,357.96,358.67,355.63,356.01,352.02,346.13,348.77,351.49,372.20,361.71,351.60
