dates,nzd0211-0000,nzd0211-0001,nzd0211-0002,nzd0211-0003,nzd0211-0004,nzd0211-0005,nzd0211-0006,nzd0211-0007,nzd0211-0008,nzd0211-0009,nzd0211-0010,nzd0211-0011,nzd0211-0012,nzd0211-0013,nzd0211-0014,nzd0211-0015,nzd0211-0016,nzd0211-0017,nzd0211-0018,nzd0211-0019,nzd0211-0020,nzd0211-0021,nzd0211-0022,nzd0211-0023,nzd0211-0024,nzd0211-0025,nzd0211-0026,nzd0211-0027,nzd0211-0028,nzd0211-0029,nzd0211-0030,nzd0211-0031,nzd0211-0032,nzd0211-0033,nzd0211-0034,nzd0211-0035,nzd0211-0036,nzd0211-0037,nzd0211-0038,nzd0211-0039,nzd0211-0040,nzd0211-0041,nzd0211-0042,nzd0211-0043,nzd0211-0044,nzd0211-0045,nzd0211-0046,nzd0211-0047,nzd0211-0048,nzd0211-0049,nzd0211-0050,nzd0211-0051,nzd0211-0052,nzd0211-0053,nzd0211-0054,nzd0211-0055,nzd0211-0056,nzd0211-0057,nzd0211-0058,nzd0211-0059,nzd0211-0060,nzd0211-0061,nzd0211-0062,nzd0211-0063,nzd0211-0064,nzd0211-0065,nzd0211-0066,nzd0211-0067,nzd0211-0068,nzd0211-0069,nzd0211-0070,nzd0211-0071,nzd0211-0072,nzd0211-0073,nzd0211-0074,nzd0211-0075,nzd0211-0076,nzd0211-0077,nzd0211-0078,satname
1999-08-05 21:46:35+00:00,337.74,321.84,319.47,318.85714285714283,323.60714285714283,322.67,321.57,318.95,319.9,324.73,328.7,326.85,327.29,326.84,331.29,329.5,334.57,339.45,340.27,335.54999999999995,334.77,,,,,,,,,,,,,,,,,,,,,336.05,335.46,334.6223529411765,336.6723529411765,337.02235294117645,342.88,341.24,349.5057142857143,354.14526315789476,354.86,356.36526315789473,356.67,357.36526315789473,361.04526315789474,360.6952631578947,359.7,367.18,370.4923529411765,372.9923529411765,380.78,382.87,377.96,380.68,380.20235294117646,386.6,385.38235294117646,381.8623529411765,370.86571428571426,367.24571428571426,362.05,360.77526315789476,358.59,,,,,,,L7
1999-08-21 21:46:33+00:00,327.75,320.2033333333333,314.7333333333333,306.78142857142853,306.25142857142856,306.27,305.77,308.43,312.67,316.5155555555555,313.12555555555554,314.00555555555553,312.02555555555557,316.01,318.69,321.04555555555555,322.04555555555555,326.5755555555555,327.23,323.82000000000005,324.17,,,,,,,,,,,,,,,,,,,,,325.385,324.825,327.5605882352941,327.07058823529417,333.72058823529414,335.0777777777778,340.4577777777778,342.6538095238095,344.68263157894734,346.74,348.72263157894736,346.95,352.56263157894733,351.03263157894736,355.0826315789473,359.3,356.75,356.33058823529416,364.10058823529414,370.675,367.905,372.05777777777774,360.8877777777778,372.54058823529414,368.28777777777776,375.5605882352941,366.89058823529416,363.81380952380954,356.7338095238095,353.59777777777776,355.80263157894734,351.8833333333333,352.415,361.82727272727277,358.9089189189189,379.59333333333336,361.23571428571427,355.03923076923076,L7
1999-09-22 21:46:36+00:00,355.01,345.8233333333333,331.2033333333333,321.3128571428572,316.2428571428572,313.76,313.52,318.97,324.66,329.9688888888889,327.7088888888889,328.61888888888893,327.60888888888894,328.26,329.91,332.2088888888889,337.17888888888893,339.9688888888889,338.47999999999996,336.75,334.64,335.68,333.35272727272724,331.48272727272723,334.25272727272727,336.9927272727273,339.20272727272726,342.7866666666667,347.15272727272725,349.59272727272725,354.76272727272726,356.45272727272726,362.6330769230769,358.0630769230769,353.8130769230769,355.2966666666667,362.8230769230769,364.5933333333333,353.6114285714286,349.16142857142853,343.905,343.635,342.025,339.56882352941176,342.70882352941175,340.51882352941175,341.88444444444445,349.03444444444443,357.9909523809524,358.4294736842105,357.63,359.0994736842105,363.57000000000005,363.33947368421053,366.45947368421054,369.01947368421054,370.45000000000005,373.5,375.51882352941175,383.4288235294118,385.095,385.345,383.57444444444445,387.95444444444445,385.4888235294118,387.87444444444446,383.94882352941175,384.2888235294118,382.5109523809524,383.8709523809524,375.63444444444445,371.45947368421054,374.6633333333333,373.185,379.2763636363636,379.91162162162163,390.42333333333335,371.90142857142854,365.3730769230769,L7
2000-03-16 21:46:15+00:00,327.93,318.4233333333333,310.7733333333333,307.98857142857145,306.6385714285714,307.82,307.14,309.19,310.52,317.00555555555553,315.93555555555554,317.29555555555555,315.54555555555555,316.32,315.97,319.09555555555556,322.55555555555554,328.91555555555556,330.16,327.33,323.9,325.27,325.45181818181817,327.2518181818182,329.1618181818182,333.4018181818182,336.26181818181817,341.9766666666667,340.6118181818182,340.9918181818182,348.1718181818182,345.5718181818182,349.96,339.75,349.94,344.6366666666667,344.32,346.3933333333333,343.13428571428574,342.4042857142857,338.905,340.675,337.135,336.9729411764706,336.9429411764706,336.4829411764706,339.2577777777778,338.8777777777778,343.5495238095238,349.6678947368421,354.94,354.7178947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-04-01 21:46:10+00:00,341.82,328.3433333333333,322.7833333333333,318.56142857142856,314.12142857142857,311.39,310.89,314.62,317.09,317.10555555555555,320.47555555555556,321.48555555555555,321.44555555555553,318.13,321.9,328.79555555555555,328.1455555555555,328.61555555555555,329.95000000000005,326.08000000000004,326.61,328.02000000000004,328.20454545454544,328.99454545454546,329.9045454545454,333.5345454545454,340.8445454545454,342.12666666666667,340.2945454545454,340.63454545454545,347.4745454545454,347.31454545454545,348.60923076923075,348.3792307692308,351.3692307692308,343.68666666666667,348.96923076923076,349.47333333333336,345.86571428571426,337.99571428571426,335.545,336.075,335.585,339.1205882352941,336.02058823529416,338.91058823529414,338.8777777777778,344.09777777777776,346.13380952380953,355.22263157894736,357.18,355.74263157894734,360.1,357.31263157894733,362.36263157894734,365.30263157894734,363.52000000000004,367.78000000000003,373.1905882352942,375.96058823529415,383.755,384.775,382.6877777777778,380.5877777777778,380.27058823529416,382.04777777777775,383.96058823529415,379.52058823529416,377.0338095238095,372.5438095238095,367.78777777777776,363.75263157894733,367.12333333333333,366.225,369.1372727272728,369.9889189189189,378.11333333333334,359.3857142857143,353.3292307692308,L7
2000-05-19 21:45:43+00:00,360.33000000000004,341.56666666666666,342.8266666666667,333.4657142857143,333.54571428571427,330.44,331.84,335.23,336.53,340.59444444444443,336.51444444444445,336.2344444444445,340.21444444444444,340.48,343.92,346.03444444444443,348.6144444444445,351.83444444444444,347.69,347.18,347.22,345.96000000000004,344.08272727272725,343.88272727272727,346.38272727272727,,,,,,,,,,,,,,,,,352.205,354.915,351.7717647058824,355.05176470588236,351.9717647058824,355.63222222222225,356.2422222222222,358.34190476190474,362.11263157894734,363.62,362.66263157894736,366.09,369.02263157894737,370.49263157894734,379.37263157894733,379.66999999999996,383.96999999999997,382.1617647058824,387.31176470588235,393.265,396.215,395.33222222222224,395.5522222222222,397.2017647058824,395.95222222222225,394.7817647058824,394.0917647058824,386.22190476190474,383.1119047619048,380.22222222222223,380.0726315789473,371.1766666666667,377.665,371.48636363636365,378.13513513513516,388.89666666666665,366.67285714285714,356.7415384615384,L7
2000-06-04 21:45:32+00:00,350.58,339.0766666666667,332.12666666666667,328.2442857142857,324.5342857142857,323.76,325.21,326.51,331.44,327.8777777777778,327.10777777777776,328.6477777777778,328.84777777777776,335.17,336.71,338.5177777777778,343.55777777777774,344.9477777777778,340.34,339.01,,,,,,,,,,,,,,,,,,352.65666666666664,354.90714285714284,351.9471428571428,347.16,342.6,343.0,344.96411764705886,341.5741176470588,348.55411764705883,345.6588888888889,350.7688888888889,349.1847619047619,356.3063157894737,354.93,356.1463157894737,359.68,362.7263157894737,368.6963157894737,373.6263157894737,372.21999999999997,372.68,378.0741176470588,378.23411764705884,385.38,385.44,383.29888888888894,375.6388888888889,363.71411764705886,375.10888888888894,385.53411764705885,377.05411764705883,375.13476190476194,367.0447619047619,,,,,,,,,,L7
2000-08-07 21:44:45+00:00,344.36,332.1033333333333,313.25333333333333,305.2528571428572,309.42285714285714,317.15,321.22,325.19,326.48,324.59222222222223,326.4222222222222,326.4922222222222,324.6022222222222,326.43,331.73,334.0422222222222,336.7922222222222,335.3722222222222,335.09000000000003,329.17,333.33000000000004,,,,,,,,,,,,,,,,,,,,,,335.225,337.28,334.06,344.34,347.1211111111111,348.4011111111111,348.8809523809524,359.0905263157895,359.79,354.10052631578947,359.43,362.4505263157895,369.3105263157895,371.6505263157895,372.08,369.85,376.94,384.0,388.045,388.875,386.1711111111111,380.57111111111107,380.01,378.5611111111111,382.05,374.2,370.9609523809524,356.5809523809524,363.5211111111111,359.05052631578945,345.3633333333333,,,,,,,L7
2000-09-24 21:44:07+00:00,333.68,323.51,311.68,313.75428571428574,309.7442857142857,310.77,314.73,321.75,320.61,321.8866666666667,320.5766666666667,320.9866666666667,322.8866666666667,323.13,325.47,325.6566666666667,327.6766666666667,336.18666666666667,338.06,335.71,334.65999999999997,333.60999999999996,337.4081818181818,339.0681818181818,342.23818181818183,339.0881818181818,342.4381818181818,341.39,340.9581818181818,339.7681818181818,355.0581818181818,358.2581818181818,356.85,353.8,351.64,352.35,352.04,354.76000000000005,344.8671428571428,343.95714285714286,347.25,344.13,341.99,345.2935294117647,345.0535294117647,345.6935294117647,349.0233333333333,351.25333333333333,357.49142857142857,360.4094736842105,362.31,361.0694736842105,363.63,368.13947368421054,366.94947368421055,367.3194736842105,369.31,371.32,375.16352941176467,377.5735294117647,383.25,386.38,384.1433333333333,382.1933333333333,378.4635294117647,382.5733333333333,377.3835294117647,378.6435294117647,373.1114285714286,367.81142857142856,360.6333333333333,358.7294736842105,357.02,351.79,354.8590909090909,357.73756756756757,378.84000000000003,364.28714285714284,358.56,L7
2001-01-14 21:44:09+00:00,355.51,342.0966666666667,335.19666666666666,328.1871428571428,325.21714285714285,326.49,329.91,331.13,337.44,335.47777777777776,334.54777777777775,335.8377777777778,335.27777777777777,339.07,343.27,345.1977777777778,341.5677777777778,351.60777777777776,348.05,346.78,345.7,345.93,347.6554545454546,346.63545454545454,350.03545454545457,345.88545454545454,350.25545454545454,346.81333333333333,352.31545454545454,,351.4654545454546,357.1554545454546,353.40769230769234,357.35769230769233,356.53769230769234,356.5833333333333,354.79769230769233,353.68666666666667,354.99857142857144,350.62857142857143,347.45,344.98,343.9,342.3217647058824,343.00176470588235,340.68176470588236,344.6288888888889,345.98888888888894,347.8690476190476,352.20105263157893,354.06,356.961052631579,358.54,365.37105263157895,368.41105263157897,372.48105263157896,368.29,374.05,379.0317647058824,381.7617647058824,389.6,392.17,385.7788888888889,389.2288888888889,385.5117647058824,388.2588888888889,383.55176470588236,380.5717647058824,370.3890476190476,364.3590476190476,360.8188888888889,361.521052631579,356.3266666666667,361.32,364.65272727272725,366.65864864864864,381.8966666666667,366.80857142857144,359.72769230769234,L7
