,dates,usa_CA_0016-0000,usa_CA_0016-0001,usa_CA_0016-0002,usa_CA_0016-0003,usa_CA_0016-0004,usa_CA_0016-0005,usa_CA_0016-0006,usa_CA_0016-0007
0,1984-03-23 17:50:13+00:00,203.30183101215044,201.98132373942616,204.48182988508734,201.94119628307902,199.9059247946874,201.1790741114866,186.07823033338164,176.29887768506393
1,1984-05-06 17:49:52+00:00,196.84036781612215,193.77067628344733,181.6805601532639,177.31516638198116,177.94542675301247,173.49809127686495,174.20573160447523,168.71238968409767
2,1984-06-23 17:50:58+00:00,203.0933194373413,206.44247636182968,203.2237357125163,191.8325047600809,185.16153192393918,173.29318828939847,176.9267645593958,175.08257073464785
3,1984-10-13 17:52:38+00:00,180.68538140406724,179.983791360194,184.90696338189971,180.58465131661967,171.55586208053938,166.64773325865235,170.20883323176352,168.03087693306668
4,1985-04-23 17:52:47+00:00,185.0740133900835,186.424454890747,172.81843270959183,171.60864758873456,169.38622343196604,170.52017673247855,171.2539802240379,164.91187520002177
5,1985-07-28 17:52:22+00:00,183.68694854381994,190.9952501886188,185.28414006743532,179.7727986553452,168.7610019127052,167.8929615736253,172.13812198012587,168.28715659607033
6,1985-09-14 17:51:50+00:00,180.47675866960978,183.8365649742132,190.10040757703055,173.95591696095767,166.39411470034764,169.94418942162793,173.8912833120299,170.91936265383137
7,1985-11-01 17:51:17+00:00,184.26233959093716,172.9519066883605,167.55374638068486,163.544478343057,155.98378842590841,157.36586967783285,165.61923377195743,165.11312733336524
8,1986-01-04 17:50:08+00:00,183.31756848445448,203.41794440557726,212.5235702988249,212.49816460313593,212.90121640073676,209.57669843506108,211.09755028686132,201.95359699995055
9,1986-02-05 17:49:27+00:00,182.30805070328898,184.07371986964554,184.8290952829067,193.57663420489348,195.95153892870053,199.1870123515982,200.50201373813707,184.3788028706632
10,1986-02-21 17:49:05+00:00,161.13655386065074,166.79159428214058,165.76180173390668,173.2897213728415,181.3916474609704,181.90565460269943,185.54358383464205,177.53254897389948
11,1986-03-25 17:48:25+00:00,162.6752786986084,160.52767222158968,163.173620404524,167.55811904905804,173.72228884876813,178.02889684259827,183.1919021691405,163.65493546886137
12,1986-05-12 17:47:17+00:00,194.87660818284849,192.6756407405861,196.6834793304659,195.70197499776742,193.0254756615389,188.01680346987456,182.02260826951647,173.78170449312876
