,dates,chi0485-0000,chi0485-0001,chi0485-0002,chi0485-0003,chi0485-0004,chi0485-0005,chi0485-0006,chi0485-0007,chi0485-0008,chi0485-0009,chi0485-0010,chi0485-0011,chi0485-0012,chi0485-0013,chi0485-0014,chi0485-0015
0,1985-01-25 14:05:39+00:00,,195.8452047647661,185.2396052075161,191.35185357987174,197.7783799555561,195.08619095888162,192.5838499324048,183.26113972687548,201.78198079827868,213.34152966457006,208.05954387557716,197.76066140924246,207.53273697798704,210.23856818576994,185.04077462434597,187.3308038344116
1,1986-02-04 14:08:23+00:00,230.17000158386512,210.11320294140816,207.24096255242523,210.4857298962271,226.7157729805468,232.30931353886587,218.35515610022952,207.8317248813022,221.35915833042029,213.04945112296494,195.47294684860626,191.11529417350025,204.57031169006626,220.50345141718267,197.05772570811885,193.7978861692121
2,1986-08-15 14:03:05+00:00,230.41538023559733,226.84847351523854,179.25872979094945,187.4397148418942,202.79872250882147,225.03194213968385,248.7487327040229,223.54740782427356,219.98233236135098,206.57459330441603,205.51263140037804,211.3330162843296,227.2805878900843,220.21909127423825,178.68778603382106,154.37331399966294
3,1986-09-16 14:01:57+00:00,216.27973265967506,217.14357905395426,200.492859103946,214.4145628587193,231.97956091064077,240.0037058892095,238.82525650361924,234.84223614396734,211.88452110009405,208.436125676133,219.82714716393394,222.3354338081897,225.78897232857892,220.4062485674119,200.07391478378375,196.17697283940933
4,1986-09-25 13:55:30+00:00,226.95780999643011,209.2306925586641,207.64577194576978,215.11444704130582,216.87099854625026,231.72987906979193,239.7147390276646,229.36526578772956,208.73548121085392,194.80565820802533,217.08591598757775,225.32871781140537,228.7788211075587,221.9272898747307,207.08593675055576,203.0992414536271
5,1986-10-02 14:01:27+00:00,,,,199.74200471310016,210.06956434980748,,,,,,,,,190.34192667105185,,
6,1986-10-18 14:00:56+00:00,214.2121282217237,210.36831385254817,204.8867358830959,220.69956193951094,219.91756463782335,223.72711476564237,240.35000592206853,224.16858022969453,189.33036172554242,197.7739291348797,206.21987348688214,211.75497101957527,216.6790088523528,216.48286871865017,201.03242270875242,200.4277646893232
7,1986-11-12 13:54:14+00:00,173.4683218180638,186.41097125784867,176.2772750511784,,,,,,,,,176.05894513720725,200.33894545056984,199.66315224533074,184.32025111670274,185.95039756463572
8,1986-12-21 14:00:25+00:00,236.70871926832257,214.7182861416272,192.96881919169923,206.25413229283953,204.13728464152237,210.45487503773015,237.91743248919428,232.74917772773873,200.9214857690107,205.8766074479962,207.60011277175252,205.52970738085529,207.98517987064346,211.56046822326587,201.4740605315702,201.72412711152427
9,1987-01-06 14:00:54+00:00,240.79496150371912,229.36685791390127,196.36735922106342,185.45487414302565,200.65302798581072,223.16912511669645,242.19293707583674,233.05267314234055,187.36498624785295,184.10240394025482,199.5235058761443,206.66216772172697,214.9907809061862,212.70296062362473,192.86296066990755,194.85211788468013
10,1987-01-15 13:54:59+00:00,231.26399621984373,240.24846379239838,194.03160847956767,180.0776336478207,195.97548207692137,232.9747520803874,252.55642673114045,234.1227752020368,194.44435445987898,181.93832629932163,180.66534809071234,198.42286370625666,227.5640826813561,229.2323412152422,206.6550448561703,204.92700923765992
