,dates,nzd0363-0000,nzd0363-0001,nzd0363-0002,nzd0363-0003,nzd0363-0004,nzd0363-0005,nzd0363-0006,nzd0363-0007,nzd0363-0008,nzd0363-0009,nzd0363-0010,nzd0363-0011,nzd0363-0012,nzd0363-0013,nzd0363-0014,nzd0363-0015,nzd0363-0016,nzd0363-0017,nzd0363-0018,nzd0363-0019,nzd0363-0020,nzd0363-0021,nzd0363-0022,nzd0363-0023,nzd0363-0024,nzd0363-0025,nzd0363-0026,nzd0363-0027,nzd0363-0028,nzd0363-0029,nzd0363-0030,nzd0363-0031,nzd0363-0032,nzd0363-0033,nzd0363-0034,nzd0363-0035,nzd0363-0036,nzd0363-0037,nzd0363-0038,nzd0363-0039
0,1999-08-17 22:12:26+00:00,,,203.94205864801125,189.1444871783069,176.11452516670357,174.38067326737558,193.25560435526825,,179.0979436169803,175.27798559898073,166.29944450015333,168.97960777308057,,,152.65971041701047,151.5749582415556,152.22381363411407,138.97864510731196,137.14147146707975,137.7861988943491,140.2825886051633,142.6756550628884,153.50703552385698,158.40175838537093,161.53046003276916,163.94536216807225,151.65467075646976,152.19414052107282,158.0063071665198,168.5389209997619,,156.80185883115084,154.63697435436612,156.63367967826548,148.30468055721929,145.33347711668927,,,,
1,1999-08-26 22:06:20+00:00,217.16151972357045,225.11306890402165,219.56774042543162,208.08709767589858,201.62531412404184,197.83724943336176,197.80390148205765,197.02366630035112,192.83110434742957,183.30554078795035,186.44559031909517,179.933027047438,178.06146067090648,176.61538545709558,169.8526931690907,168.33042584264567,163.03801174672535,162.48411452558258,160.8752790857878,155.34636969439603,157.6308131756486,154.43844287107632,155.86843756758194,157.92622602857972,169.51042325372055,174.11058924015606,177.34426229380813,172.18914272039638,175.7432147770058,167.3765425704904,167.4681883427157,173.32991641583135,169.69718362674962,170.76428996563294,166.6719469645144,161.41316434548742,,146.65825299268502,138.35591758301143,
2,1999-10-13 22:06:24+00:00,217.75259288047232,218.5212032271047,210.27660894250775,198.19381143613154,191.20697859723813,187.82321453844037,194.7086185652521,192.95520686209383,185.92920510456554,175.52120531048016,184.1885435458749,184.68260281069087,171.81660369525378,168.7776586511652,159.13779411495045,160.50236525788264,159.573714674313,158.42257961383595,149.68003121261432,148.90456323322678,145.79107175943403,143.6759552357534,145.84742274358527,150.4381661843192,154.93819799147528,156.40190261979185,166.08902518460118,165.7062926501298,162.9864152273092,159.09773693310007,152.74133054857307,155.27312046798622,160.0674195224249,163.1005414633073,164.5095642819332,170.0591199436154,,148.88661113135038,93.37134208058359,72.07711059032047
3,1999-11-21 22:12:24+00:00,201.17187166739555,213.58567711137746,218.99768895998432,207.74991621484867,204.08594256606898,196.45144714059475,193.39805337861026,191.58447504694163,187.45029361831578,181.35208151915072,179.11006715170163,172.11558948218448,170.52233260721925,160.5791976693578,161.0184368818175,162.9433016272835,156.77110546568719,158.5809953131456,158.94670628669073,156.04529818431058,157.84232028791453,153.89544845780415,149.23367055138604,152.62556925999777,160.39128518527002,160.3363993018278,161.4351286750542,161.90658583522497,169.16085288206767,168.77742513598713,169.8775313999097,167.09481119782652,165.85785506429926,162.88319242609276,162.80630558927558,155.0819869829592,,,,115.62234462063167
4,2000-01-17 22:06:11+00:00,,,,221.30009641679626,212.2270588240073,210.20734876567403,201.50569525667353,200.79276770133552,193.41270989731115,186.45199783824603,190.46184648500622,191.6563967071209,183.83464577237413,172.57005445348372,166.39511637494687,165.69084705260298,159.09741959760657,162.78161858641926,168.14348198955463,179.59583661324993,168.99933279040997,158.954854957179,156.9051632348243,167.82952465730241,171.2935924262616,166.81644586245497,168.98205865488663,166.17686153916736,161.40096977994713,166.34500154524122,178.2873845593057,179.6612445160484,175.56146132581387,171.82740679611837,168.70264541941506,171.51066809738685,,,73.15955292262244,
5,2000-01-24 22:12:23+00:00,,243.62080088558952,256.5963418017791,,225.61379871630066,214.4213181331956,179.93371710971445,182.69421513438706,,,,,,,,,,,148.00953534828827,170.18134301660916,165.61791499773122,126.94628492118248,124.97126114764967,127.26494858902592,141.508821385239,134.91261788797516,127.72935750315965,127.45946863043255,125.8809285095518,139.64799159762478,148.25726303004012,151.25756206741138,145.95985102997994,141.02768726349362,,,,,,
6,2000-02-09 22:12:19+00:00,200.48366149683105,240.48229734423634,230.6764010544048,231.55678438083237,226.40739054704557,208.73571504518634,211.8735603837299,213.13082270594407,197.40825773589472,186.88893403596552,185.39832496704418,190.8885657398305,191.45292520565522,180.6061508814396,172.43518532778535,167.55715362073255,162.3048919925179,161.95597700725233,165.30827747729546,170.8794861796995,174.00890935820144,,,,169.9259107406155,169.10767626306796,170.09508434139508,168.855788638254,167.1342886245241,172.36974850746356,182.1448752280372,184.86993124141867,189.04915351996104,177.59580170512157,178.11736944227368,189.6994928903667,,,,
7,2000-03-12 22:12:09+00:00,201.41929547616297,204.74446189259191,219.95581530514036,231.89689996728822,,,204.28348318195282,194.31990165444466,185.49553751490907,184.2370401378405,173.77164125328116,201.76806337633425,,,159.14355256001394,164.62422750388103,156.85042913564598,152.45246738100704,144.18752048237204,150.77509759616294,149.74787068934617,,,,160.23687449643225,150.04407588984589,146.68912367187818,150.33602064854088,144.17625902681272,153.06169874658963,158.25603954990626,158.51051027535948,162.5872623639519,155.7980421773683,173.12839257768496,186.5712033349622,,140.4166185187978,,
8,2000-03-21 22:06:01+00:00,,206.81563633121118,,204.0283351125746,200.9115149847088,205.0596479522625,,195.66491424845836,186.59117135028035,183.11024064133727,178.72720569425547,,171.4974913240518,171.30588062279506,167.9740558817248,163.49452307681733,160.26884191809853,161.90358987535836,158.1869479945009,157.41694969285933,160.0015177328095,152.9595331380675,158.6904843606163,165.99827602077724,166.97223895981588,164.07684434251814,162.95724645311893,160.6865328620851,161.407745816907,155.46019864902416,155.3059400052656,160.3625713557223,162.4764728992828,161.94101589610722,154.17276265217737,,,,105.15650547692218,102.78176524566663
9,2000-04-13 22:11:54+00:00,224.8131317599929,,229.02805228649066,213.67956819783038,215.83891511012442,223.9713830463136,222.36798696944334,225.24735638754413,,,200.3946292823926,191.7022003857003,192.89529703865506,,,,,186.02894683924455,176.20110332326524,168.79830618603492,167.08561991043825,167.60898414855907,169.91409978425256,172.67441482298437,176.99657716263857,186.19021126403425,,184.48514820272158,177.91379028087692,174.86903185938795,175.2441592257758,177.3225456000176,177.37849361556175,177.62319538345534,176.3587946130989,176.01422237840484,165.12987375592346,157.4515263248686,,
