dates,nzd0365-0000,nzd0365-0001,nzd0365-0002,nzd0365-0003,nzd0365-0004,nzd0365-0005,nzd0365-0006,nzd0365-0007,nzd0365-0008,nzd0365-0009,nzd0365-0010,nzd0365-0011,nzd0365-0012,nzd0365-0013,nzd0365-0014,nzd0365-0015,nzd0365-0016,nzd0365-0017,nzd0365-0018,nzd0365-0019,nzd0365-0020,nzd0365-0021,nzd0365-0022,nzd0365-0023,nzd0365-0024,nzd0365-0025,satname
1999-09-04 22:00:09+00:00,360.91,362.43,362.46,358.70,350.58,348.00,354.24,357.85,360.36,369.26,372.34,366.36,362.72,356.04,356.77,362.72,370.87,371.90,369.74,375.14,373.60,371.77,370.36,376.20,371.27,378.21,L7
1999-09-20 22:00:08+00:00,359.97,364.83,360.89,358.74,352.02,350.64,356.05,362.56,363.27,374.18,375.73,372.93,365.09,360.08,355.52,361.49,371.25,373.50,375.18,378.47,379.53,375.47,374.92,375.43,375.43,368.80,L7
1999-12-09 22:00:09+00:00,354.99,358.22,356.34,351.87,346.66,345.67,349.94,355.24,357.06,368.51,366.22,366.10,359.46,361.24,357.23,363.13,365.49,370.00,368.79,,,,,,,,L7
1999-12-25 22:00:04+00:00,369.65,368.06,362.93,360.36,360.24,360.36,367.33,373.08,372.31,381.70,378.34,379.62,371.30,367.51,368.34,375.19,383.69,383.49,384.04,390.34,389.54,384.36,388.97,390.98,381.03,376.83,L7
2000-01-26 22:00:02+00:00,376.58,379.29,376.42,366.39,362.43,368.36,374.50,380.46,380.23,386.29,382.75,381.70,376.98,375.89,379.23,381.39,392.93,387.07,377.46,392.72,397.25,394.42,395.18,405.74,397.63,381.16,L7
2000-02-11 21:59:57+00:00,366.23,368.07,365.37,360.09,355.23,356.63,361.91,365.38,365.76,374.84,374.02,372.01,367.11,366.84,367.80,373.34,376.73,379.48,378.47,384.64,383.23,381.36,387.62,392.60,380.40,374.76,L7
2000-02-27 21:59:52+00:00,367.73,371.54,369.54,363.62,358.60,358.07,364.00,370.30,375.21,378.62,379.53,373.81,374.63,368.31,370.35,372.30,382.25,379.95,381.46,388.41,391.57,386.85,390.58,398.51,394.54,381.84,L7
2000-03-14 21:59:47+00:00,358.79,359.04,358.39,352.37,349.93,348.90,355.67,360.54,368.43,372.69,371.69,367.52,366.10,360.11,359.11,363.62,370.52,372.63,372.27,376.98,377.89,375.65,376.06,376.47,369.60,370.53,L7
2000-03-30 21:59:45+00:00,358.59,361.23,363.18,356.40,354.88,354.98,361.15,369.14,371.36,374.82,377.59,374.45,370.30,367.37,363.58,369.17,376.32,376.87,378.89,381.74,378.38,376.98,376.27,384.08,376.61,375.81,L7
2000-04-15 21:59:31+00:00,346.95,345.28,353.21,343.87,344.37,345.58,355.96,357.90,359.93,361.02,367.07,361.61,356.55,348.49,347.69,349.44,357.40,356.88,359.52,361.69,364.92,362.30,366.09,368.25,366.02,385.32,L7
2000-05-01 21:59:30+00:00,356.23,351.37,357.38,348.21,343.96,348.21,355.34,363.36,366.07,368.95,372.95,371.57,363.30,356.57,352.96,356.29,365.30,368.34,371.35,372.63,375.06,374.11,374.14,372.94,373.08,381.58,L7
2000-05-17 21:59:19+00:00,354.61,351.52,350.77,347.77,345.24,348.08,355.69,359.17,360.49,370.15,369.52,370.85,365.85,359.55,354.38,361.61,368.90,366.39,366.55,372.38,373.70,373.49,371.84,370.32,375.33,373.93,L7
2000-06-18 21:59:03+00:00,354.71,355.45,356.31,351.07,348.70,348.69,355.25,359.12,359.85,367.24,370.54,364.97,358.83,356.75,354.93,364.70,367.98,367.32,368.41,372.10,372.73,369.99,375.32,379.62,374.13,372.90,L7
2000-08-05 21:58:20+00:00,372.35,373.11,371.36,363.18,357.02,359.19,367.54,370.38,369.26,372.25,374.61,371.59,368.73,361.74,365.70,365.83,376.05,378.83,380.53,381.37,382.46,382.56,381.47,384.80,381.68,384.20,L7
2000-09-22 21:57:41+00:00,361.33,363.31,363.74,351.96,347.27,348.48,356.20,359.58,359.42,365.72,365.01,362.73,357.24,353.47,354.73,359.75,365.60,370.56,369.46,371.96,375.69,366.67,371.79,371.42,367.16,365.65,L7
2000-10-24 21:57:29+00:00,360.53,358.07,362.02,353.70,356.54,359.15,366.30,365.38,367.75,368.66,375.41,374.57,369.33,363.88,361.37,367.58,374.74,372.82,377.08,375.97,378.64,375.71,375.81,378.47,379.78,,L7
2000-11-25 21:57:34+00:00,364.17,360.51,360.81,351.66,351.11,355.41,357.41,362.56,366.33,372.06,373.76,371.09,365.95,361.90,360.17,367.49,376.99,376.29,377.59,377.62,380.20,376.55,377.29,380.10,380.56,388.35,L7
2000-12-11 21:57:36+00:00,363.39,359.42,359.60,353.00,352.51,357.16,360.32,365.00,362.57,370.46,372.66,370.02,364.75,363.84,358.22,364.92,374.09,375.70,374.93,376.98,379.97,377.64,375.33,383.61,380.82,376.56,L7
2001-02-13 21:57:39+00:00,371.14,371.73,366.24,361.92,359.20,362.82,366.89,375.34,379.15,382.78,380.58,381.90,380.07,370.68,372.08,375.45,377.79,382.90,381.19,385.74,383.71,383.88,385.86,391.72,381.80,381.64,L7
2001-04-02 21:57:18+00:00,357.91,357.29,359.40,356.30,353.03,355.88,360.51,361.19,364.58,366.92,368.17,366.42,359.95,358.09,363.87,368.35,376.06,379.44,380.09,380.13,380.85,378.37,379.00,380.56,370.32,367.79,L7
2001-05-20 21:57:04+00:00,354.02,350.76,351.92,348.14,344.48,347.66,354.79,356.87,355.92,362.34,366.56,369.81,365.48,365.46,360.48,365.33,371.67,372.43,371.62,370.60,370.68,369.88,370.74,372.33,369.45,369.37,L7
2001-06-05 21:56:52+00:00,359.03,356.20,358.60,352.39,353.21,358.83,362.32,362.45,363.42,367.48,372.86,373.59,369.62,365.56,361.35,369.49,375.05,378.07,378.91,377.69,378.73,374.70,378.56,382.63,382.39,388.20,L7
2001-07-07 21:56:36+00:00,366.58,361.05,359.58,354.02,351.79,352.09,359.10,360.99,366.53,370.13,373.84,371.22,367.83,362.66,366.93,372.40,377.60,376.31,377.35,380.11,380.95,380.23,380.70,383.91,378.92,378.74,L7
2001-08-08 21:56:12+00:00,370.66,370.79,367.88,360.26,357.89,358.55,363.68,365.54,367.96,372.83,374.37,371.87,368.95,364.11,367.29,371.74,379.21,383.70,383.66,384.91,385.64,388.10,389.16,394.00,391.78,386.45,L7
2001-08-24 21:56:00+00:00,370.72,369.28,362.91,361.37,357.30,351.91,358.37,365.83,366.17,367.27,368.36,368.04,364.76,357.14,360.05,363.16,370.92,371.12,373.97,372.58,376.14,372.40,375.43,384.17,377.50,378.74,L7
2001-09-25 21:55:40+00:00,368.96,366.19,362.57,356.17,352.47,350.58,358.72,359.91,364.34,370.43,373.99,372.23,367.76,360.34,360.38,363.79,369.26,371.39,375.93,376.07,376.71,376.34,373.36,375.05,373.85,378.31,L7
2001-10-11 21:55:21+00:00,370.38,367.48,364.58,360.05,357.49,359.42,364.01,369.31,370.86,374.83,375.40,377.41,372.10,364.73,362.56,369.47,374.75,380.37,382.99,383.48,384.77,382.62,379.57,381.25,375.43,360.91,L7
2001-12-14 21:55:53+00:00,358.78,353.14,351.27,346.75,347.77,345.70,351.35,352.94,355.94,360.30,364.89,360.23,358.07,351.23,350.42,355.55,362.37,365.11,364.06,368.94,369.73,368.62,365.90,372.15,367.85,364.29,L7
2001-12-30 21:55:49+00:00,363.76,359.82,359.27,355.92,351.48,355.58,358.37,363.08,359.95,368.30,372.92,369.34,365.13,360.73,357.39,363.96,369.46,372.00,372.78,374.58,377.13,374.80,372.02,377.11,378.33,379.30,L7
2002-01-15 21:55:59+00:00,373.26,377.37,371.81,368.13,362.57,364.32,366.20,370.79,371.09,372.38,376.57,373.25,370.34,365.61,365.67,371.25,379.54,381.24,381.93,379.90,382.65,381.04,378.23,378.95,374.83,363.86,L7
2002-05-07 21:56:03+00:00,355.22,351.72,352.72,346.65,343.84,345.66,354.68,355.92,358.38,363.64,371.96,368.27,365.25,360.68,357.88,361.37,368.07,368.19,367.36,369.78,373.01,371.42,372.62,370.11,369.02,374.38,L7
2002-06-24 21:55:40+00:00,354.75,350.97,349.85,348.75,347.14,347.17,351.22,357.39,354.80,352.99,364.47,366.34,363.97,356.04,357.17,364.09,368.00,370.73,366.96,370.69,370.22,373.56,372.75,374.21,375.51,377.29,L7
2002-08-27 21:55:12+00:00,366.93,369.81,362.69,353.39,350.10,352.30,356.63,359.32,359.19,360.95,371.56,371.04,368.49,358.63,357.62,363.73,368.89,375.35,373.10,375.76,380.11,377.11,375.09,381.11,377.62,372.13,L7
2002-09-12 21:55:07+00:00,374.37,377.32,371.36,367.09,364.59,363.80,376.10,377.65,372.93,381.05,380.75,381.37,374.91,371.92,369.82,377.08,381.70,387.38,385.49,384.54,389.04,384.58,384.59,388.73,383.14,385.42,L7
2002-10-14 21:54:55+00:00,368.97,365.83,365.87,361.16,357.04,352.10,363.03,364.91,370.17,371.79,376.56,371.53,370.57,367.28,367.04,370.26,374.66,376.10,375.68,376.40,378.52,378.64,376.26,378.69,374.69,375.16,L7
2002-10-23 21:48:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,377.38,383.43,L7
2002-10-30 21:55:01+00:00,367.37,365.13,361.06,358.15,354.06,352.55,360.81,362.94,364.41,366.51,371.80,369.49,366.74,364.57,365.71,371.02,375.85,375.03,373.22,377.20,377.04,379.27,379.83,382.60,373.62,378.10,L7
2003-01-02 21:55:34+00:00,354.03,350.69,349.93,346.21,345.20,347.37,352.13,356.07,352.87,358.03,363.61,365.45,359.60,360.11,355.95,366.57,371.91,369.48,373.08,375.08,376.32,374.00,379.98,384.22,379.34,376.16,L7
2003-01-18 21:55:42+00:00,360.82,356.14,354.92,349.53,348.10,350.76,355.30,360.17,357.99,362.18,367.08,367.45,362.36,361.95,359.73,366.43,371.92,368.87,370.62,373.85,377.69,374.79,376.74,382.07,380.47,371.99,L7
2003-02-19 21:55:54+00:00,371.36,369.03,363.17,363.05,357.09,360.51,364.94,370.47,369.57,372.43,378.03,374.25,372.51,370.48,371.67,376.20,380.85,377.31,379.73,379.72,381.96,382.62,381.97,386.13,383.77,382.72,L7
2003-03-07 21:55:58+00:00,,379.74,374.14,371.45,366.31,367.67,374.12,376.18,379.74,382.59,384.61,382.01,384.05,382.61,382.27,384.69,390.17,386.49,389.68,397.04,395.80,390.04,392.17,399.47,387.50,376.59,L7
