dates,nzd0365-0000,nzd0365-0001,nzd0365-0002,nzd0365-0003,nzd0365-0004,nzd0365-0005,nzd0365-0006,nzd0365-0007,nzd0365-0008,nzd0365-0009,nzd0365-0010,nzd0365-0011,nzd0365-0012,nzd0365-0013,nzd0365-0014,nzd0365-0015,nzd0365-0016,nzd0365-0017,nzd0365-0018,nzd0365-0019,nzd0365-0020,nzd0365-0021,nzd0365-0022,nzd0365-0023,nzd0365-0024,nzd0365-0025,satname
1999-09-04 22:00:09+00:00,360.91,362.43,362.46,358.70,350.58,348.00,354.24,357.85,360.36,369.26,372.34,366.36,362.72,356.04,356.77,362.72,370.87,371.90,369.74,375.14,373.60,371.77,370.36,376.20,371.27,378.21,L7
1999-09-20 22:00:08+00:00,360.44,363.63,361.67,358.72,351.30,349.32,355.14,360.21,361.81,371.72,374.03,369.64,363.90,358.06,356.14,362.11,371.06,372.70,372.46,376.81,376.56,373.62,372.64,375.81,373.35,373.50,L7
1999-12-09 22:00:09+00:00,358.62,361.83,359.90,356.44,349.75,348.10,353.41,358.55,360.23,370.65,371.43,368.46,362.42,359.12,356.51,362.45,369.20,371.80,371.24,376.81,376.56,373.62,372.64,375.81,373.35,373.50,L7
1999-12-25 22:00:04+00:00,361.38,363.38,360.65,357.42,352.38,351.17,356.89,362.18,363.25,373.41,373.16,371.25,364.64,361.22,359.46,365.63,372.82,374.72,374.44,381.32,380.89,377.20,378.08,380.87,375.91,374.61,L7
2000-01-26 22:00:02+00:00,364.42,366.57,363.81,359.21,354.39,354.61,360.41,365.84,366.65,375.99,375.08,373.34,367.11,364.15,363.42,368.78,376.85,377.19,375.04,384.17,384.98,381.50,382.36,387.09,381.34,376.25,L7
2000-02-11 21:59:57+00:00,364.72,366.82,364.07,359.36,354.53,354.94,360.66,365.76,366.50,375.80,374.90,373.12,367.11,364.60,364.15,369.54,376.83,377.57,375.61,384.26,384.63,381.48,383.41,388.19,381.15,375.95,L7
2000-02-27 21:59:52+00:00,365.15,367.49,364.85,359.97,355.11,355.39,361.14,366.41,367.74,376.20,375.56,373.22,368.18,365.13,365.03,369.94,377.60,377.91,376.45,384.95,385.79,382.37,384.61,389.91,383.38,376.93,L7
2000-03-14 21:59:47+00:00,364.85,367.01,364.27,359.06,355.02,355.52,361.34,366.79,368.90,376.69,375.47,373.38,368.67,365.71,365.37,370.07,377.55,378.02,376.81,385.26,386.50,383.02,385.56,389.95,383.11,375.65,L7
2000-03-30 21:59:45+00:00,364.65,366.49,364.60,358.73,355.42,356.14,362.07,367.73,370.05,376.78,375.73,373.60,369.41,366.75,366.52,371.16,378.28,378.50,377.34,385.81,386.31,383.27,385.78,391.40,383.30,376.82,L7
2000-04-15 21:59:31+00:00,362.44,363.84,363.17,356.87,354.04,354.82,361.31,366.50,368.79,374.81,374.65,372.10,367.80,364.47,364.17,368.45,375.67,375.80,375.11,382.36,383.25,380.27,382.97,388.09,380.83,378.04,L7
2000-05-01 21:59:30+00:00,361.75,362.46,362.53,355.91,352.92,354.08,360.64,366.16,368.48,374.16,374.46,372.04,367.30,363.59,362.92,367.10,374.51,374.97,374.69,381.14,382.23,379.50,381.86,386.20,379.86,378.48,L7
2000-05-17 21:59:19+00:00,361.03,361.36,361.35,355.09,352.15,353.48,360.15,365.46,367.69,373.76,373.97,371.92,367.16,363.19,362.07,366.55,373.95,374.11,373.88,380.17,381.28,378.84,380.75,384.43,379.36,377.97,L7
2000-06-18 21:59:03+00:00,361.01,361.08,361.35,355.01,352.36,353.79,360.68,365.84,367.96,373.63,374.40,371.81,367.10,362.74,361.84,366.70,374.20,373.84,373.84,379.36,380.43,377.95,380.21,383.95,378.84,377.47,L7
2000-08-05 21:58:20+00:00,359.58,359.62,360.61,354.06,350.88,352.04,359.17,363.92,366.26,371.18,373.06,369.82,365.71,360.64,359.61,364.03,371.27,371.85,373.05,376.88,377.77,375.92,377.71,380.84,376.82,377.87,L7
2000-09-22 21:57:41+00:00,357.82,357.32,359.42,351.78,348.78,350.46,358.16,362.66,363.77,368.59,371.04,368.25,362.97,357.71,356.28,360.97,368.22,369.31,370.67,373.41,374.71,372.30,373.85,375.92,373.43,377.06,L7
2000-10-24 21:57:29+00:00,359.96,358.81,360.26,352.65,349.79,351.97,359.39,362.83,363.81,368.83,371.34,369.38,363.88,358.66,357.35,362.63,369.76,370.71,372.23,374.40,376.38,373.76,375.06,376.26,375.19,375.65,L7
2000-11-25 21:57:34+00:00,362.62,362.09,362.85,354.31,352.13,354.18,360.54,363.40,364.52,369.19,371.87,368.99,364.02,359.55,359.38,365.07,372.27,373.16,374.61,375.80,377.94,374.30,376.34,378.88,376.66,377.77,L7
2000-12-11 21:57:36+00:00,362.75,361.64,362.31,354.10,352.19,354.68,360.50,363.67,364.20,369.40,372.00,369.16,364.14,360.26,359.19,365.05,372.58,373.59,374.67,376.00,378.28,374.85,376.17,379.67,377.36,377.53,L7
2001-02-13 21:57:39+00:00,364.11,362.61,362.48,354.45,353.33,356.60,361.42,365.57,367.04,371.94,373.48,372.06,367.47,362.75,361.31,367.04,373.84,375.65,376.05,377.65,379.64,376.09,377.22,381.06,378.02,378.05,L7
2001-04-02 21:57:18+00:00,363.43,361.40,361.61,355.32,354.48,358.08,362.29,365.89,368.08,372.18,374.12,372.80,368.01,363.68,363.14,368.76,375.93,377.43,378.18,379.29,380.67,378.43,378.66,382.89,378.66,378.59,L7
2001-05-20 21:57:04+00:00,362.13,359.94,359.59,354.20,352.07,355.79,359.98,364.19,365.71,370.91,372.35,371.85,367.24,363.99,362.96,368.31,375.32,377.35,377.08,378.21,379.08,377.26,377.64,381.66,376.59,376.74,L7
2001-06-05 21:56:52+00:00,361.10,359.08,359.15,354.35,352.49,356.47,360.97,364.17,365.13,370.00,372.17,372.35,367.97,364.73,363.20,368.71,374.93,377.71,377.35,378.23,378.79,376.89,377.90,382.17,376.96,376.71,L7
2001-07-07 21:56:36+00:00,361.74,359.41,359.15,354.55,352.34,355.46,360.72,363.37,365.92,369.93,372.40,372.59,368.59,364.49,364.94,370.20,375.63,377.83,377.83,378.85,378.98,377.41,378.97,382.23,376.58,377.15,L7
2001-08-08 21:56:12+00:00,363.22,361.30,360.60,355.51,353.27,355.97,361.21,363.73,366.26,370.41,372.73,372.47,368.65,364.43,365.33,370.46,376.23,378.81,378.80,379.86,380.09,379.19,380.67,384.19,379.11,378.70,L7
2001-08-24 21:56:00+00:00,363.15,360.89,360.05,355.41,352.95,354.15,359.80,362.14,364.10,367.83,370.69,370.16,366.10,362.17,363.33,368.41,375.09,376.85,377.60,377.67,378.83,377.28,378.93,382.93,378.39,378.21,L7
2001-09-25 21:55:40+00:00,363.98,361.65,360.41,355.52,352.88,353.64,359.64,361.83,364.13,368.20,371.16,370.45,366.34,361.91,362.91,367.75,374.25,376.07,377.36,377.44,378.53,377.15,378.14,381.81,377.74,378.23,L7
