,dates,usa_CA_0307-0000,usa_CA_0307-0001,usa_CA_0307-0002,usa_CA_0307-0003,usa_CA_0307-0004,usa_CA_0307-0005,usa_CA_0307-0006,usa_CA_0307-0007,usa_CA_0307-0008,usa_CA_0307-0009,usa_CA_0307-0010,usa_CA_0307-0011,usa_CA_0307-0012,usa_CA_0307-0013,usa_CA_0307-0014,usa_CA_0307-0015,usa_CA_0307-0016,usa_CA_0307-0017,usa_CA_0307-0018,usa_CA_0307-0019,usa_CA_0307-0020,usa_CA_0307-0021,usa_CA_0307-0022,usa_CA_0307-0023,usa_CA_0307-0024,usa_CA_0307-0025,usa_CA_0307-0026,usa_CA_0307-0027,usa_CA_0307-0028,usa_CA_0307-0029,usa_CA_0307-0030,usa_CA_0307-0031,usa_CA_0307-0032,usa_CA_0307-0033,usa_CA_0307-0034,usa_CA_0307-0035
0,1984-04-14 18:24:25+00:00,186.14347762758928,158.85456934798694,162.83916399529326,174.22461286424624,168.9946435503862,170.95197769355045,181.33179415045583,186.81532584836773,197.86221161672066,206.58347882570374,210.72134928982922,212.44177211253188,200.69102085711702,205.17287959207667,211.57414037275436,211.65160743712062,227.59482838673398,233.67118055760017,227.35145665330586,222.072487420021,211.56496497041041,207.04758239312721,208.6070947985731,202.69349139146007,194.33567544206338,194.14712430005088,198.11214446219208,209.25597613022038,205.7394408400663,,197.38960221803313,204.69242827604583,208.55555907385664,217.71170600895076,230.07973462543433,227.2173010773354
1,1984-05-16 18:24:53+00:00,,159.78080172956965,163.70284745888517,182.0293278198869,188.02322486767702,185.11189168753452,192.42680997347753,193.15217004986033,192.55161783732393,208.75214177038146,214.46548657919084,214.84399379810023,212.83015931913621,201.22930039549107,213.35934602344378,221.25714311838732,240.5352856981907,241.7287120835203,226.08953482968855,217.60494324217058,210.17656847488135,209.64638429209154,199.94336501324494,206.5908236094871,202.09140523637873,202.71695477552973,207.89819894342224,205.62365527820697,206.9315441168905,206.22531946292517,203.06342095338962,205.09656488794624,206.56450270643842,223.20449549467645,233.05035262645205,228.94742970930022
2,1984-06-17 18:25:35+00:00,,154.52714659542627,159.30354532783875,173.98888405538202,177.63055269718154,196.67061021233215,177.79092829115723,179.15817358895882,201.0654578196518,208.10577062454016,203.03333756428395,201.21738398171468,204.03363990095656,196.1056810542378,195.9033941916221,219.01774876143,240.99418696646217,235.11723088624848,223.21662621651856,207.3971046650382,195.49901182587607,207.61677672268516,201.63155525720373,187.18916312179962,188.90505758238814,199.58204677777152,198.86261936174483,196.25909802776204,200.00352969503916,200.03271379659344,194.8581390154055,187.0724133439646,201.66603664250025,221.76009850090443,225.79973417670342,225.58059026226758
3,1984-07-03 18:25:46+00:00,,157.71789413793167,164.76568466034385,174.38623481500863,184.19327778038826,191.76688060894696,184.0805678880033,187.6831881009805,184.12414774735922,198.57993622494834,204.02176038675142,200.93640861072163,200.51355399258608,199.49608749080622,203.75283319102294,221.2646657220633,244.51228071661131,233.22220965234752,224.25678269793326,203.99681945866794,186.3602566090689,208.57719933665953,202.17580488863794,193.301267848391,190.12757867594786,203.98738649748606,213.8737198920342,195.8390846243538,193.31927144159695,191.49182691793735,186.92857684832197,188.63788265068337,214.07619352345117,224.24063030437372,229.60419761336598,226.3297682283237
4,1984-07-19 18:26:06+00:00,177.38128381293424,158.2687093234731,161.44662085835168,177.92820122777374,203.809260788745,196.030505396043,182.50553054681723,170.08220952129108,180.10422900134566,199.98057037594265,210.6430665917317,204.8045919697409,193.67723860308553,198.5400657006473,196.66112549171774,206.94539592494573,233.03963183674495,230.43644671523353,216.18430294210668,199.4991197236506,189.4766003011013,205.79853566086155,198.49105308837738,189.58926505670308,186.6978861117874,202.2669670879589,204.6422518264925,195.11648488719848,193.29878210606898,190.7535018125863,190.2223742516799,188.37257034111042,203.93527906834044,217.3666167250914,225.24387593014347,225.97625691369797
5,1984-09-21 18:27:21+00:00,180.21669554802986,169.50190687391054,170.354630406417,196.3247861798575,217.4132879968991,222.06708986167357,211.66753946796769,200.81396459988906,205.57125391032525,203.90488453861536,218.22848573030217,224.96944521341243,219.06828890961611,220.08410224660355,221.21632335811825,224.43266273306472,232.73279261706716,232.71513625255923,231.71641455452965,227.65452304504467,218.85550196091057,212.82282265664244,216.59203248276398,206.71568094800688,206.66663151775083,211.93892703341476,212.9737403402495,198.92432454062586,195.88509456373225,193.92836558407828,199.52632143964016,196.30309525464642,212.98269958861067,223.69208711843459,234.98594946284726,234.14079849946827
6,1984-10-23 18:27:16+00:00,181.511158418758,173.17433654052962,179.59254987367154,195.0273171747143,202.5781699958512,210.66761787111022,216.13923105690552,217.83259295320818,218.88861421331853,218.03975321120728,205.17560996908355,214.80302293524448,217.13989988418638,222.11416994171194,224.07928294772543,231.05338610512493,239.4438881966247,238.59687682612383,233.3056075681316,218.29590518741065,212.93299301173434,214.2955333639485,205.7473419103492,200.02395510933655,206.11496615771586,222.8208983089302,213.3414781652599,208.72692092676633,211.8505085987376,200.73345686192317,204.2538739178108,203.38245912774124,215.411551382092,220.74731770108428,235.73930266437395,241.98224032987684
7,1985-02-28 18:27:41+00:00,182.89063292009874,165.36712898951208,171.13557187863663,180.47835149945936,200.61548417674456,200.75114371963045,196.86636421356843,199.2628829596242,197.79250076239148,196.82375931570402,206.83670183830904,202.4998110446276,200.40907928128658,209.78496654026017,224.55812241517563,232.21490966079423,223.71004732699714,225.9025177521551,214.23108305431097,199.71696524898817,218.3919922385788,204.67782818495562,186.82195634888438,181.08965138010942,200.77809164355486,205.56602374948486,201.3519286262069,202.13743101709906,193.50026249269916,195.73773237918087,194.07412815416785,191.4040409630406,207.46015584713388,224.43675550094375,226.54688613679076,226.20753656795068
8,1985-04-17 18:27:31+00:00,177.29472243811344,173.64271280939693,181.3864941527745,193.86690722660606,192.20021110135158,200.29849191098245,209.09909321516326,199.89484455762246,196.12942950919214,198.03222615266463,197.41996615964035,205.82763443411764,208.641517282595,205.8587556231178,216.33968747177485,209.70925604707173,216.457375777376,207.46092498096053,199.37527424033195,199.87851780379796,207.8143400279101,197.81645840666496,198.33835841129573,191.86422293781982,196.55571951398338,195.84171868605353,191.40178779394552,181.24924232125383,189.82952349617253,184.4021527484305,198.70550984347958,200.4984471573727,208.07862270940885,216.28298328401524,226.71778754714194,220.32149326913878
9,1985-08-07 18:26:58+00:00,203.40798115092738,186.88010604953539,202.0789921937712,201.40074516669537,200.1093257822543,222.05114546659718,224.75929883985611,212.41763792793353,208.44843564344936,208.00857172370317,206.2113133499499,215.1661567460135,218.22095835502589,221.84311861267574,224.79816750530856,223.8014967943211,229.94476639404974,220.88120217203112,216.23819009271529,213.59569399421667,205.53305364093328,203.30981744186732,198.81635387800108,192.94313293699938,199.5203079951026,208.23560400590142,199.48759207198393,189.75102406075476,196.70711056826647,210.20057599313344,202.28183450395167,196.53359332853483,199.83309437283467,217.61689397786128,225.50458703732124,239.35980014208062
