dates,nzd0537-0000,nzd0537-0001,nzd0537-0002,nzd0537-0003,nzd0537-0004,nzd0537-0005,nzd0537-0006,nzd0537-0007,nzd0537-0008,nzd0537-0009,nzd0537-0010,nzd0537-0011,nzd0537-0012,nzd0537-0013,nzd0537-0014,nzd0537-0015,nzd0537-0016,nzd0537-0017,nzd0537-0018,nzd0537-0019,nzd0537-0020,nzd0537-0021,nzd0537-0022,nzd0537-0023,nzd0537-0024,nzd0537-0025,nzd0537-0026,nzd0537-0027,nzd0537-0028,nzd0537-0029,nzd0537-0030,nzd0537-0031,nzd0537-0032,nzd0537-0033,nzd0537-0034,nzd0537-0035,nzd0537-0036,nzd0537-0037,nzd0537-0038,nzd0537-0039,nzd0537-0040,nzd0537-0041,nzd0537-0042,nzd0537-0043,nzd0537-0044,nzd0537-0045,nzd0537-0046,nzd0537-0047,nzd0537-0048,nzd0537-0049,nzd0537-0050,nzd0537-0051,nzd0537-0052,nzd0537-0053,nzd0537-0054,nzd0537-0055,nzd0537-0056,nzd0537-0057,nzd0537-0058,nzd0537-0059,nzd0537-0060,nzd0537-0061,nzd0537-0062,nzd0537-0063,nzd0537-0064,nzd0537-0065,nzd0537-0066,nzd0537-0067,nzd0537-0068,nzd0537-0069,nzd0537-0070,nzd0537-0071,nzd0537-0072,nzd0537-0073,nzd0537-0074,nzd0537-0075,nzd0537-0076,nzd0537-0077,nzd0537-0078,nzd0537-0079,nzd0537-0080,nzd0537-0081,nzd0537-0082,nzd0537-0083,nzd0537-0084,nzd0537-0085,nzd0537-0086,nzd0537-0087,nzd0537-0088,nzd0537-0089,nzd0537-0090,nzd0537-0091,nzd0537-0092,nzd0537-0093,nzd0537-0094,nzd0537-0095,nzd0537-0096,nzd0537-0097,nzd0537-0098,nzd0537-0099,nzd0537-0100,nzd0537-0101,nzd0537-0102,nzd0537-0103,nzd0537-0104,nzd0537-0105,nzd0537-0106,nzd0537-0107,nzd0537-0108,nzd0537-0109,nzd0537-0110,nzd0537-0111,nzd0537-0112,nzd0537-0113,nzd0537-0114,nzd0537-0115,nzd0537-0116,nzd0537-0117,nzd0537-0118,nzd0537-0119,nzd0537-0120,nzd0537-0121,nzd0537-0122,nzd0537-0123,nzd0537-0124,nzd0537-0125,nzd0537-0126,nzd0537-0127,nzd0537-0128,nzd0537-0129,nzd0537-0130,nzd0537-0131,nzd0537-0132,nzd0537-0133,nzd0537-0134,nzd0537-0135,nzd0537-0136,nzd0537-0137,nzd0537-0138,satname
1999-07-16 22:13:35+00:00,,,,,349.76,,,330.29,386.08,367.05,,,,,,379.85,,,,,,,,,,,,,,,,,,,,344.87,,,,,,,,,,,286.06,,,,345.91,,,308.30,,,,,,,,,,,,,,,,,,,,,,,,,,,333.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-08-08 22:19:52+00:00,,,,,349.76,,,330.29,386.08,367.05,,,,387.62,386.56,384.00,385.18,385.51,383.68,382.79,374.58,375.11,368.30,365.08,360.00,354.23,346.49,343.96,338.53,336.24,342.17,350.51,357.46,365.23,378.79,363.39,384.78,370.47,353.99,335.56,320.37,298.72,296.29,293.12,287.39,285.84,289.70,314.80,325.94,344.93,348.50,353.71,340.36,325.24,336.02,341.13,342.24,344.94,353.69,342.37,334.25,325.21,332.37,327.75,350.50,356.08,363.39,368.67,371.73,369.47,366.40,359.81,351.79,344.19,340.74,338.83,343.11,348.54,351.32,349.71,341.17,341.39,338.39,330.85,322.89,319.61,319.87,323.29,337.29,350.45,363.77,395.71,401.84,,,,,,,,,,,,,,,,,402.25,405.97,428.66,431.02,429.33,441.13,436.99,424.97,429.35,428.67,424.86,407.60,402.31,403.81,390.43,377.05,377.42,,352.35,333.17,311.81,,,,,,314.88,325.74,326.67,315.72,L7
1999-10-04 22:13:49+00:00,350.14,355.90,357.77,358.08,354.31,365.14,367.33,343.92,372.54,369.34,368.99,372.25,372.98,376.61,375.19,379.13,374.74,376.59,375.36,374.90,365.08,367.91,361.41,356.96,351.26,345.51,338.21,334.26,332.09,330.35,333.89,340.38,349.26,356.76,368.75,362.43,370.04,358.63,345.65,329.15,312.96,291.26,291.09,288.22,281.86,280.78,289.41,305.77,319.94,337.53,345.01,348.39,334.74,324.67,327.42,330.25,330.20,334.11,343.94,337.02,328.14,321.15,326.32,321.61,343.65,347.47,354.12,359.19,361.55,357.83,356.38,352.04,345.44,339.62,337.82,336.91,338.69,342.48,345.59,345.67,338.26,332.88,327.51,319.51,311.51,309.76,313.13,318.49,331.75,343.96,353.37,383.47,395.65,397.37,380.78,373.45,365.29,370.06,364.22,372.71,368.24,363.70,385.63,384.32,410.86,,,382.47,386.34,394.89,396.33,420.21,425.57,433.99,438.04,432.32,418.56,425.85,427.41,416.20,399.11,395.39,398.25,386.98,374.02,370.87,,352.35,330.09,306.01,,,,,,303.98,311.24,316.53,313.01,L7
1999-11-05 22:13:40+00:00,358.56,360.86,363.60,366.56,362.61,374.70,379.35,356.75,376.21,377.97,383.46,386.00,386.29,383.16,381.78,382.54,380.31,381.78,380.01,379.33,369.92,372.55,367.44,363.30,355.82,349.63,342.41,338.45,336.31,334.75,338.00,344.78,354.84,362.96,372.79,367.88,374.45,362.44,347.99,330.92,314.66,295.43,294.84,291.52,283.49,284.27,292.63,307.45,322.27,338.14,346.47,350.12,339.12,329.94,330.73,333.50,332.65,336.83,344.78,339.91,331.68,324.49,331.05,329.20,351.32,353.54,359.25,364.59,364.08,361.88,360.69,356.12,349.78,346.06,344.77,343.30,344.92,347.03,349.29,348.81,341.49,336.16,330.82,323.74,315.70,312.95,317.60,322.99,333.71,347.27,359.39,388.59,399.48,405.68,392.48,388.81,384.26,384.46,381.31,385.25,381.04,377.98,395.92,388.43,406.87,406.02,395.02,390.38,394.10,398.30,399.01,421.84,426.57,434.72,438.00,436.78,424.93,431.87,433.36,421.24,403.27,398.30,400.78,389.87,377.60,372.31,362.11,353.42,332.20,311.25,,,,,,309.23,315.08,318.89,317.09,L7
1999-12-07 22:13:41+00:00,356.29,358.86,363.11,366.73,364.40,375.93,380.50,363.23,378.14,380.20,384.73,386.24,386.83,384.64,382.84,382.48,379.72,380.49,379.42,378.27,370.12,372.36,367.49,363.49,355.18,348.91,340.93,336.70,335.11,334.12,336.88,343.94,353.65,362.13,372.86,370.32,374.06,362.09,348.47,332.14,316.28,298.27,293.47,289.76,283.05,284.67,293.37,307.01,320.55,335.49,344.78,348.41,339.30,330.91,330.77,333.00,333.36,337.68,344.06,339.91,332.26,326.49,333.02,333.66,351.68,354.78,358.97,362.72,363.26,361.19,359.49,354.96,350.32,347.49,346.45,345.42,346.16,347.80,349.35,348.58,342.46,336.87,329.78,323.43,315.72,312.98,318.11,323.44,334.83,346.81,357.50,382.51,394.70,399.04,389.87,388.35,384.01,384.08,382.34,384.63,381.65,378.26,390.86,385.32,397.68,393.00,389.93,389.29,393.22,397.04,397.94,415.88,419.02,425.66,428.74,429.29,422.84,430.44,434.19,421.26,405.73,398.62,398.69,388.19,375.30,367.26,352.65,345.83,328.69,305.97,,188.38,,,285.97,307.36,313.84,315.93,314.57,L7
1999-12-30 22:19:45+00:00,355.97,358.49,362.08,365.31,364.80,375.34,380.17,367.26,379.35,381.44,385.01,386.74,387.05,385.13,383.36,382.35,379.52,379.47,378.48,377.92,370.26,371.34,367.53,363.37,355.39,348.50,340.44,335.97,333.79,334.17,337.36,344.42,354.07,362.98,372.99,371.44,374.98,363.47,349.56,331.29,316.62,299.24,293.51,289.08,282.62,285.01,293.89,307.09,321.50,335.83,344.88,347.81,339.54,332.25,331.12,333.71,333.80,337.60,343.39,339.88,333.81,329.24,336.00,336.58,351.92,354.63,358.88,361.87,363.12,362.17,360.39,355.65,351.03,348.13,346.86,345.50,345.68,347.18,348.86,348.22,343.12,337.15,329.60,323.01,316.36,313.46,317.46,323.84,334.39,346.12,356.75,379.52,391.83,396.56,390.34,388.67,385.76,385.36,384.19,384.94,381.97,380.08,389.70,385.16,395.23,393.16,389.96,389.70,393.87,397.64,399.39,415.11,418.40,424.08,427.28,428.53,423.35,431.27,434.74,423.01,407.27,399.76,398.61,388.46,375.69,366.35,351.96,343.12,327.13,303.99,253.92,203.61,,,285.97,307.83,313.47,315.96,314.19,L7
2000-04-20 22:19:15+00:00,354.55,356.29,361.25,367.30,370.19,377.12,383.26,382.51,382.18,386.11,386.70,388.12,389.06,387.67,386.12,384.55,382.70,380.23,378.40,378.37,372.71,371.61,369.30,365.20,355.79,348.34,340.38,337.28,333.92,335.41,337.81,347.23,356.76,366.93,376.13,381.97,378.61,367.81,351.10,331.68,317.60,302.31,294.03,289.38,285.42,288.60,298.15,308.26,322.77,335.03,343.83,345.83,342.74,338.63,334.63,333.56,334.13,337.45,340.54,337.86,336.02,335.82,344.74,351.04,355.88,357.47,359.76,362.40,364.13,365.95,363.50,357.97,354.45,353.87,354.04,351.45,350.85,350.40,352.46,354.98,353.24,348.85,337.44,326.31,320.37,316.74,317.10,321.91,331.94,345.52,357.93,371.75,382.97,391.29,392.44,392.35,390.47,388.95,388.80,384.76,384.84,384.35,386.34,384.30,386.61,390.64,392.08,394.47,397.34,400.65,400.62,408.77,410.37,417.09,418.70,422.70,426.34,434.65,439.50,426.23,414.80,403.26,396.43,386.64,376.81,363.34,351.96,340.05,325.16,302.64,253.92,203.61,,,285.97,310.40,314.95,315.57,314.97,L7
2000-04-29 22:13:05+00:00,355.07,356.62,361.19,366.16,369.67,375.90,381.98,380.84,381.56,386.47,387.03,388.53,389.67,388.85,387.17,385.32,382.08,379.34,377.59,377.40,370.67,369.17,366.61,363.33,353.91,347.34,339.57,336.98,333.90,335.41,338.46,347.25,357.57,366.58,375.66,380.97,378.31,367.48,351.06,330.83,316.85,300.72,292.94,289.10,284.64,287.98,296.45,306.69,321.70,332.92,341.83,344.72,341.27,339.18,335.18,335.39,335.56,338.48,341.70,338.87,335.79,335.54,344.52,349.40,357.24,358.65,361.81,363.92,365.15,365.98,364.25,358.78,355.06,353.52,351.76,351.24,350.90,350.26,352.09,354.99,352.30,347.05,336.00,325.46,319.22,316.80,316.97,323.51,333.42,346.68,359.40,375.28,386.63,394.91,393.79,393.29,391.53,389.75,389.01,385.70,385.98,383.58,387.98,384.57,388.72,391.85,389.72,391.80,396.79,399.58,400.40,410.53,412.48,418.72,421.11,425.41,426.12,433.93,439.57,427.45,414.34,403.62,396.37,387.21,377.38,363.87,351.96,336.60,325.83,305.90,253.92,203.61,,,285.97,312.32,315.23,316.57,314.24,L7
2000-05-22 22:18:57+00:00,352.09,354.32,359.13,363.94,367.28,373.80,379.64,380.44,381.07,384.28,384.30,385.73,387.19,387.00,385.22,383.46,379.74,376.14,374.66,374.70,368.44,366.00,363.38,360.16,351.16,344.71,336.76,334.53,331.19,333.38,336.52,345.67,355.46,364.38,374.36,380.15,377.07,366.84,350.66,329.93,316.54,299.96,290.59,286.85,284.10,287.16,295.00,305.66,320.39,331.31,339.59,342.51,339.62,337.54,334.63,334.24,335.06,337.54,340.50,337.16,335.06,336.63,345.52,350.66,354.89,356.89,359.89,361.05,364.16,364.98,362.98,357.40,354.21,352.16,350.04,350.03,349.28,348.79,350.95,354.96,352.58,348.13,335.64,323.77,318.00,316.17,314.57,321.39,332.37,344.88,356.39,369.39,381.50,390.14,391.19,390.57,388.61,387.47,386.67,382.69,384.01,381.41,383.43,382.58,385.19,388.30,388.39,390.18,395.53,398.19,399.41,406.89,408.46,414.35,416.91,420.34,423.23,431.44,438.15,426.48,408.08,403.50,394.00,385.10,374.92,360.09,346.88,330.64,322.30,300.62,253.92,203.61,,,285.97,309.85,312.72,314.22,310.57,L7
2000-05-31 22:12:42+00:00,349.00,351.87,355.53,360.90,364.48,371.24,376.84,375.59,376.99,381.46,382.18,383.75,384.99,383.88,380.80,379.94,376.42,372.52,371.94,372.61,367.04,363.41,361.37,357.31,348.43,341.05,334.10,331.51,327.97,329.98,334.66,343.58,352.59,361.49,371.57,376.59,373.20,363.60,346.59,325.68,312.18,295.14,285.67,282.87,278.47,280.88,289.20,301.54,317.12,329.05,338.45,341.47,337.16,334.53,329.44,330.11,330.59,333.23,333.28,331.63,326.50,336.63,345.52,350.66,348.61,351.62,354.43,356.67,360.82,361.15,358.73,353.15,350.34,347.23,344.24,344.91,343.85,341.92,343.04,345.22,344.47,339.30,328.74,319.26,314.33,312.83,310.77,318.78,328.47,341.04,354.59,370.43,381.50,391.27,389.15,390.57,388.61,387.47,386.67,382.69,384.01,381.41,383.43,382.58,385.19,388.30,388.39,390.18,395.53,398.19,399.41,406.89,408.46,414.35,416.91,420.34,423.23,431.44,438.15,426.48,408.08,403.50,394.00,385.10,374.92,360.09,346.88,330.64,318.09,298.23,253.92,203.61,,,285.97,310.00,310.22,307.75,303.85,L7
