dates,sar2487-0000,sar2487-0001,sar2487-0002,sar2487-0003,sar2487-0004,sar2487-0005,satname
1984-04-13 09:26:43+00:00,240.18,202.33,161.23,196.9,244.72,245.59,L5
1984-05-06 09:33:03+00:00,241.34,202.57,162.86,200.82,241.39,263.92,L5
1984-07-18 09:28:22+00:00,247.5,199.3,164.36,200.94,257.01,265.71,L5
1984-08-03 09:29:20+00:00,244.97,204.66,161.24,200.89,244.79,268.05,L5
1984-08-26 09:35:45+00:00,232.74,193.42,161.21,186.46,220.63,,L5
1984-09-04 09:29:37+00:00,249.42,196.17,161.18,197.33,244.66,267.34,L5
1984-09-11 09:35:50+00:00,243.41,179.88,146.08,174.43,228.84,,L5
1984-09-20 09:29:40+00:00,247.5,199.11,161.21,196.16,254.37,263.93,L5
1984-10-13 09:35:49+00:00,242.7,192.03,161.05,195.28,243.22,227.28,L5
1984-10-22 09:30:00+00:00,246.87,207.93,162.57,195.3,247.61,246.04,L5
1985-01-17 09:36:05+00:00,244.52,195.62,161.04,194.24,229.46,228.3,L5
1985-03-15 09:29:58+00:00,234.58,187.93,151.41,177.81,220.33,211.01,L5
1985-04-16 09:29:51+00:00,225.84,179.15,149.03,181.75,220.0,206.9,L5
1985-04-23 09:35:59+00:00,249.51,197.62,161.05,194.5,254.03,264.72,L5
1985-05-02 09:29:43+00:00,246.35,199.33,167.6,196.27,233.13,264.69,L5
1985-05-25 09:35:51+00:00,240.91,189.57,149.46,190.1,245.15,227.35,L5
1985-06-03 09:30:04+00:00,251.17,197.11,161.08,192.47,241.41,266.2,L5
1985-06-10 09:35:50+00:00,236.81,185.61,148.34,179.42,222.92,226.51,L5
1985-06-26 09:35:47+00:00,238.38,193.55,151.74,188.35,232.3,246.12,L5
1985-07-05 09:29:57+00:00,242.38,196.69,161.38,194.29,232.73,247.14,L5
1985-08-13 09:35:25+00:00,246.67,193.78,161.36,196.23,241.26,266.8,L5
1985-08-22 09:29:32+00:00,249.2,204.14,162.44,198.18,242.5,270.5,L5
1985-10-09 09:28:59+00:00,246.86,191.17,149.16,172.74,221.78,226.23,L5
1985-11-10 09:28:33+00:00,242.37,204.79,163.19,198.74,237.84,246.05,L5
1985-12-03 09:33:55+00:00,249.01,199.56,154.0,201.51,241.85,265.27,L5
1986-01-13 09:26:58+00:00,248.72,187.41,146.13,187.25,242.42,228.31,L5
1986-02-21 09:32:17+00:00,252.56,191.35,154.33,200.28,248.94,264.81,L5
1986-03-25 09:31:37+00:00,229.02,187.34,149.89,165.43,215.03,,L5
1986-05-12 09:30:29+00:00,244.8,186.72,150.25,193.66,249.31,264.94,L5
1986-05-21 09:24:03+00:00,245.33,196.39,161.03,196.56,240.47,265.2,L5
1986-06-06 09:23:59+00:00,240.68,194.47,161.23,188.2,236.27,226.36,L5
1986-06-22 09:23:04+00:00,229.53,196.6,161.19,209.56,251.96,229.44,L5
1986-07-08 09:22:57+00:00,236.3,184.64,154.19,195.25,242.01,244.33,L5
1986-07-24 09:22:23+00:00,245.38,188.77,150.24,188.64,241.72,264.03,L5
1986-07-31 09:27:55+00:00,245.63,192.25,161.15,196.41,242.7,246.88,L5
1986-08-16 09:27:20+00:00,249.63,201.66,167.63,194.43,247.69,265.26,L5
1987-02-08 09:26:15+00:00,247.12,195.87,161.03,193.28,234.03,234.09,L5
1987-03-21 09:22:02+00:00,246.58,199.95,161.15,195.86,244.77,266.46,L5
1987-04-29 09:29:06+00:00,248.84,199.53,161.1,199.19,255.0,265.51,L5
1987-05-08 09:23:35+00:00,259.12,206.27,168.0,209.05,249.71,248.18,L5
1987-05-15 09:29:33+00:00,240.34,187.78,151.94,185.04,231.11,225.95,L5
1987-06-09 09:23:59+00:00,236.07,192.02,161.18,193.18,231.67,235.92,L5
1987-06-16 09:30:19+00:00,218.77,184.87,146.31,174.29,217.75,211.2,L5
1987-06-25 09:24:20+00:00,245.52,204.63,161.24,201.4,246.26,266.65,L5
1987-07-02 09:30:39+00:00,241.11,189.67,153.23,193.37,244.78,229.66,L5
1987-07-11 09:25:03+00:00,251.24,205.57,166.81,201.6,254.44,266.4,L5
