,dates,jap0081-0000,jap0081-0001,jap0081-0002,jap0081-0003,jap0081-0004,jap0081-0005,jap0081-0006,jap0081-0007,jap0081-0008,jap0081-0009,jap0081-0010,jap0081-0011,jap0081-0012,jap0081-0013,jap0081-0014,jap0081-0015,jap0081-0016,jap0081-0017,jap0081-0018,jap0081-0019,jap0081-0020,jap0081-0021
0,1984-05-21 00:35:49+00:00,114.0386544897226,106.84476332421893,103.02233870869753,109.10025235814007,117.35254668184317,124.60896305749145,124.94697320880678,118.20632266107918,115.30941690595508,109.83296134280937,103.08541863580095,108.26390750145552,,102.77635424436218,,,118.86711247111153,126.48053243326555,,142.80187521035018,138.64645999026553,132.62885980654062
1,1984-10-12 00:38:08+00:00,130.90719401057322,114.91204283181946,120.56979391796106,126.20848861752356,131.855391313669,127.00256057397897,134.0680907823529,131.8929975358339,135.2361486327205,142.0002637742941,138.35935187158856,139.89740086150795,145.17433442872965,139.39815761982513,141.82507175691646,147.11041026079317,155.25639868372613,158.2650409830766,159.73146979706445,158.3890578551568,148.9442272891817,145.67815887933307
2,1984-12-22 00:44:23+00:00,,,,,,,,,,,,,,,,,,,,,,
3,1985-05-24 00:38:10+00:00,124.34243367115378,108.89708060080821,117.57115526307459,125.51535637968907,132.217391441619,131.96747537824376,126.75588045733949,134.14392476035826,133.02875017277458,131.94694759192222,128.3940214349273,128.6116909765694,119.27593972175724,118.94345682507738,116.835019136578,124.613389002026,136.24305036533275,133.84580564958918,143.06261473077805,157.2384606510866,152.59092014300788,148.5453740960434
4,1985-05-31 00:44:21+00:00,,,,,,,,,,,,,,,,,125.28704377892801,123.69425391238916,,138.72221334783313,141.88747430003832,128.86190582098516
5,1985-06-16 00:44:19+00:00,122.22981577030433,115.51542667663301,115.45991116253003,117.3060509184182,128.16101571359508,132.52375901503345,116.54152074902544,125.80189691848288,126.786601746622,122.32221981900543,127.88248086233104,129.2789091190867,124.69842149896105,120.01096822186274,125.44625260960332,,140.8224637351662,148.97036677043573,,159.72472560333438,158.1931742548246,150.279970395836
6,1985-08-03 00:44:00+00:00,102.14952002711384,79.94220191845773,92.41088539927013,99.72895199919776,113.3221860784887,123.31287585273174,129.98277111577045,125.27645011631985,128.1756770114356,130.2040072386979,131.32789759059898,130.76218441322234,129.64490383202696,133.24075199532996,,,154.71050511715512,158.54550453777387,,164.69324593746228,157.9403548191687,149.8348329206278
7,1985-09-13 00:37:21+00:00,128.7581241372608,112.56085638722928,113.44660546666685,120.87066718546937,133.78554210612884,141.9004254697594,140.40580373916023,137.27784483651465,133.83963452361138,138.8240956229809,141.68853199995013,149.5732688995349,150.5043476581347,149.7788324363755,149.226293557566,152.5871169813372,163.08442875892501,172.5924255394691,167.7141070282128,169.79010230844816,159.01233730676051,152.30287519271428
8,1985-10-15 00:37:01+00:00,138.12270885494138,117.36622286662075,119.89837390809647,121.30624031007306,131.66045236993796,130.64359740173157,137.5829393497464,134.4778295189401,137.95422603678279,137.21795864794336,142.8220678520579,147.5808435553515,147.46629602431054,152.28208367082505,147.2538646832922,151.86815648679024,165.4627806510972,168.96037975709592,168.39982381879133,169.62553118456623,157.60083933370495,148.9551491809254
9,1986-03-15 00:40:19+00:00,130.5604595101151,120.85360101944497,120.03669446901044,,,,,,,,,,,,,,,,,,149.1173685975014,
10,1986-04-16 00:39:38+00:00,108.42406857965875,93.90001389863318,83.78373153653635,95.10014590349809,102.6654005321763,108.22553165865956,101.2895152362271,99.41900687484966,96.57474105001425,93.67776033862442,,,,,,,105.1202153539745,107.64518089673801,,132.9151853080238,124.29625651874015,113.30062054259832
11,1986-06-12 00:31:54+00:00,,,,,,,,,,,,,,,,,139.75029985817142,145.77372795245068,144.34054599438795,156.90472791275658,151.50635086084966,144.13338097445757
12,1986-06-28 00:31:23+00:00,122.55565934678943,107.9676536413338,106.581879031942,115.22913321417658,122.5035903579741,123.64019901646907,117.92202350642404,116.61144892683804,115.62591244980277,110.66527641238672,114.06276647650918,109.81283360607118,111.27088284244925,111.42208794719768,,,139.94572986467512,141.19231626945503,,147.38484454529905,147.7683296919584,141.72720832311182
13,1986-07-30 00:30:17+00:00,,98.71278225803523,96.65830095937244,113.28940005573789,122.93734205304767,128.84208909558154,122.5258590690097,119.2699083447711,125.76004935062555,119.17517319445662,112.3005863702855,114.11186372651501,121.0259319909918,118.80687104987265,120.39675497605316,124.96976940615124,138.32769340100756,144.0994000211673,149.20306912434555,158.65522393712467,153.21066128105514,144.06186228803935
14,1986-09-16 00:28:35+00:00,135.20593113699528,128.0162512074984,120.51125337752222,131.5647993480158,136.7611947204819,140.42290605620985,141.17350876602606,135.06931834581763,130.14283923728965,130.43980312299993,126.95150649582419,128.59581000853865,126.43225223044713,132.7548111044913,133.27814099381433,141.74373298242222,149.29492075314158,158.31503091683047,161.5683043122287,167.73686380254867,159.64302313880975,150.77663460354475
