,dates,nzd0011-0000,nzd0011-0001,nzd0011-0002,nzd0011-0003,nzd0011-0004,nzd0011-0005,nzd0011-0006,nzd0011-0007,nzd0011-0008,nzd0011-0009,nzd0011-0010,nzd0011-0011,nzd0011-0012,nzd0011-0013,nzd0011-0014,nzd0011-0015,nzd0011-0016,nzd0011-0017,nzd0011-0018,nzd0011-0019,nzd0011-0020,nzd0011-0021,nzd0011-0022,nzd0011-0023,nzd0011-0024,nzd0011-0025,nzd0011-0026,nzd0011-0027,nzd0011-0028,nzd0011-0029,nzd0011-0030,nzd0011-0031,nzd0011-0032,nzd0011-0033,nzd0011-0034,nzd0011-0035,nzd0011-0036,nzd0011-0037,nzd0011-0038,nzd0011-0039,nzd0011-0040,nzd0011-0041,nzd0011-0042,nzd0011-0043,nzd0011-0044,nzd0011-0045,nzd0011-0046,nzd0011-0047,nzd0011-0048,nzd0011-0049,nzd0011-0050,nzd0011-0051,nzd0011-0052,nzd0011-0053,nzd0011-0054,nzd0011-0055,nzd0011-0056,nzd0011-0057,nzd0011-0058,nzd0011-0059,nzd0011-0060,nzd0011-0061,nzd0011-0062,nzd0011-0063,nzd0011-0064,nzd0011-0065,nzd0011-0066,nzd0011-0067,nzd0011-0068,nzd0011-0069,nzd0011-0070,nzd0011-0071,nzd0011-0072,nzd0011-0073,nzd0011-0074,nzd0011-0075,nzd0011-0076,nzd0011-0077,nzd0011-0078,nzd0011-0079,nzd0011-0080,nzd0011-0081,nzd0011-0082,nzd0011-0083,nzd0011-0084,nzd0011-0085,nzd0011-0086,nzd0011-0087,nzd0011-0088,nzd0011-0089,nzd0011-0090,nzd0011-0091,nzd0011-0092,nzd0011-0093,nzd0011-0094,nzd0011-0095
0,1999-12-07 22:10:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2000-03-28 22:10:07+00:00,243.22799947567927,,,,,,,,,,,,,,,,,,,,,,,232.8597631861782,225.15894311715573,234.8975726306353,222.2825105189416,223.39522587031786,226.46393512981638,221.91247281743043,212.19551976793164,218.21207755681596,207.08828276157857,215.8012010773721,219.08352171748624,223.1271980614374,212.44890219068617,190.8857204522604,214.62690623405476,,,,,,,,,202.12381357973425,212.70209485179947,186.46869652155277,211.3465752742967,196.04028253481823,199.25486351465202,206.4995049584943,211.16470482426433,214.34059680106225,221.25156097367966,224.90780104353752,206.54651276645632,202.71855318883473,212.52035832290906,219.96677077428615,214.65619204477576,213.0495577428959,219.47188681779522,215.2373750359045,217.25615794873318,223.98114326556822,229.65022490078672,225.025683238856,222.46310373280005,215.75256582245294,213.52376273683018,210.1573474850831,212.0902990349793,212.81071218834626,212.47381406583207,220.69488119429616,222.1503263481691,222.74348141033883,220.91008711425255,,,,,239.0144655950274,236.9498944397601,233.1946731074487,231.00251283206055,230.01308432160636,232.34138592414783,233.5320452887693,199.79976609098796,196.33084396281893,,
2,2000-04-29 22:09:53+00:00,242.95509239025714,239.94356010642323,239.01511744294635,231.31435203021084,254.52480199793143,252.66124655463133,259.5153477425004,258.54937355853707,,,,258.4781856962394,249.87908615396123,236.76187426453419,234.99423072145078,248.27723278578145,249.31930664568162,,,,,,238.84082675788392,239.73263597632914,229.08738086542286,240.5319543424067,230.27650059304023,221.8958536668514,224.09671406638378,221.0465130888806,220.90675184069164,215.31706648074797,222.52022958521354,216.64023259822835,226.58797205437256,219.92830964190262,216.20700462893438,204.06356133275798,205.9860518603873,209.87246787993877,211.28637905025002,,204.66928186153643,,,199.2921440883229,218.59799744148665,218.93486383555316,212.93127078865882,186.96350206856118,220.23815437060307,208.2085627719188,207.22084207828493,218.0925930439759,207.56886284402617,216.60157945288887,218.9235015995056,219.06939035287107,230.57721654270637,218.10256169049617,216.14690516180582,212.39953254853702,212.29891419420306,209.58133190103172,217.0669675917476,227.52412417114957,235.07210048195435,230.2666393529476,225.96881121918227,216.20581057823503,213.06419175545741,213.22380351724445,208.49634944452427,213.39015999589134,218.51479423161115,228.1877332070854,229.57578301475684,223.12759184879855,222.95709790222742,223.21942156965585,218.16318343286994,215.02530456504655,221.738026263476,229.9746800767649,221.5276114979918,234.53288897663964,226.42480587984028,223.93256074989065,237.92911806817023,240.05142685407537,236.85428754615464,237.7690205069606,205.9899793304353,202.35977034966035,185.1811147396682,208.4168617038334
3,2000-05-15 22:09:42+00:00,210.35899105220176,211.48951268593441,213.54396592720605,211.18659716817788,224.94702408102498,220.6524340542998,221.45066716026207,222.665343138024,223.2841203487735,220.7112727576765,223.2860973573181,219.65170095103193,225.4718391864074,215.92946959971223,199.3050740137142,216.6423419252331,214.6116117652132,208.65875194778573,200.05328192473456,204.25280926982927,207.18561591166912,194.80823022225792,199.87927828549778,211.81282341661532,190.43593983553023,189.24290919818282,193.25297868482028,198.921001461748,203.36919938910304,194.8465587036797,185.14674442748395,190.09801829586692,191.23152224740844,188.47845646785308,193.28766023985133,194.1937904146298,187.83836153392116,170.2687109502864,182.28973108929276,185.5686161256041,182.15268226912968,169.47812188034203,177.30636204719946,178.87555936935365,169.15297513369345,174.82049699821198,180.25039705509388,185.16485416808098,177.46721064827514,159.7707564086291,,170.3034456476363,,,176.51414133342377,181.64937422379543,180.54640805751487,182.24491792269993,186.8095397906065,190.70426752567255,188.28225715831041,190.24634901307434,191.05313197835602,189.74117660432523,190.745881333996,199.5465830984382,208.02732386459206,209.368149142027,205.93369735435886,199.95977002261844,196.51083205249734,195.27430866301438,198.02320789548742,198.18282151954105,190.6906963615786,192.40461796732927,196.9790946162952,200.33241655369486,199.16556816275272,195.90089647535433,195.2928368088978,198.01837759983192,195.42596791148452,198.77131854239929,191.79465301814292,211.0826908482398,214.94780074245554,219.15743392813602,219.65244402737162,216.51666227706556,214.32020769128414,211.1686937277962,178.4805050930699,172.8458656211905,168.96671602170753,188.5137750447235
4,2000-08-03 22:08:44+00:00,,,,,,,,,,,,,203.72173420930193,,,,,,,,,,,,176.889595488603,179.2456808179973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.9626409414113,162.37289875723343,164.97838287649444,174.4030331174668,182.818266088259,185.1319455733288,183.37532551972734,182.72406667040082,,,,,189.4838561555418,,160.83399946790107,167.97971557354623,170.27478354832283,158.3003008505263,,,,,,,,,,,,,,,,204.21897504627736,207.11655438663468,199.33389181973416,161.77044293116867,163.36898817516726,162.64362552414175,173.94081688696096
5,2000-08-19 22:08:38+00:00,195.79988235407322,193.46478059572118,188.76375717912316,186.32274571217704,198.03569606532375,201.6711026719572,204.90763684665993,194.8533722123512,200.5368392647748,198.97158633834516,204.49638769901992,201.35859367574258,206.29515459605287,187.5927839133076,177.4353359823411,197.08510669147688,200.23863959379673,194.72553733378072,180.87025185482858,181.18140170510713,179.7709794874376,165.80683514965676,160.85066321516686,,173.67570579634747,174.00103082500678,176.05896489634887,182.31000760618204,181.87859616873527,176.9989250419851,170.24668590192766,175.20262515908024,178.73657688371367,177.53923773214507,179.25149744665327,173.70960258670175,163.093601342703,152.4562261078429,159.24613397075012,161.79300732103553,152.8588598480532,134.58211962105116,141.88827878425928,159.84430149460832,154.7771513539391,154.4682767380382,164.12206369916555,165.93862540661672,159.79557947314737,143.01615613107958,,150.18572641760045,,,154.41818159899077,162.60637724159758,157.46387496159554,152.9824645365075,153.60522087304736,158.5375035342337,161.84675226028608,172.57117996583207,173.534375920493,169.1343314085513,173.45978751464747,178.14190762503355,183.26636640805765,188.74916933447014,188.42030318330785,188.10932103726424,188.05242738112747,188.899359693845,182.19436147707583,168.3560336006931,160.74637992742444,170.4446643929992,176.12596207178456,184.33892262895384,185.72126659470052,182.51883409976648,181.20965319162326,181.81178765264855,172.75124677792974,174.53689284616587,167.23584002203762,184.263710271143,194.83014262828178,200.0133023736722,201.8794357706949,202.12204195519774,199.82672589374909,196.11848254336547,153.66864643965732,151.30438020294093,154.1941017945412,175.00964556991988
6,2000-09-20 22:08:03+00:00,245.8471033014385,245.9244789273104,247.62301854605255,233.30209913142153,233.75821038157528,230.52026257785576,240.15473635713653,239.84784574964453,249.91606110840877,,,238.1758941973092,245.06266870955233,,,,239.0762958392767,240.15820648493752,226.87057921722095,218.3460836408626,214.8598209625638,,,216.44078054450154,205.89043093842065,,205.88936447630277,214.6332887902435,219.93672681526533,216.64614056657894,,218.77068711384368,220.90642820345732,218.53514910775402,229.56699952209178,228.03145524290034,225.42013316542565,210.50483636698686,205.08263633637839,207.68344741624946,205.40428978366253,196.43894149806613,193.05533234138957,201.70496628397882,191.72653568545917,186.86757589319143,200.93670050381627,201.38193578459675,210.27392869526386,185.1165231145216,206.93706323456817,204.64065394595906,195.13209138864863,202.13374951982257,198.18082566846195,205.68964064813002,199.66746044817617,206.33660010783805,204.9143582999056,208.4036362898682,208.25342970038912,201.8773951353599,211.7919215900869,207.74682493535988,203.55967044976498,218.12881926618468,230.31313538385695,224.9872575824317,225.8678878140412,226.39347885426315,217.06555428709257,217.52076887347874,215.05842411273224,201.07385901679962,201.54999505756595,200.4726909100007,205.41879631626108,209.81593636036865,211.83549677215217,215.17726990390702,215.43007592673354,209.82159473009546,209.52192204290955,201.855798282031,,231.42397743270882,232.88605613363552,226.39264145926953,236.38735140115796,232.03436005480205,228.93142750061665,223.50747069403045,190.872428248792,184.86886132263564,179.43735719705114,211.14829023376137
7,2000-10-06 22:07:59+00:00,251.10193415709222,250.3216154343412,253.6016859487655,244.04294896264867,248.64100108424543,241.5139596512397,252.0476684111436,246.1491353649834,255.7713942182872,,,251.18903353028247,258.65105673861353,,,,241.10189919672575,243.34383197959687,244.38295990301208,245.07002588566763,249.84293087922788,,,226.842724661998,209.57480184032946,,217.8228877651829,218.0810977101138,221.2438295878543,220.65464126038387,,222.61735197635335,231.62094600976522,223.59948327304568,232.080353866937,230.86993767988866,228.30554072160493,227.4600513322187,216.1909360893607,216.11048263327183,209.80898435273835,199.05159165395014,199.39468302590177,215.82190117620183,212.59104254323137,207.31089680913834,218.19312661190366,221.30034337996227,220.37553268092793,196.0674131442726,223.19313624641768,212.48447617500022,213.9630853101639,221.81940112984324,211.04899124291126,212.0204671094391,211.366651557992,207.29012901429834,210.21934023446943,206.72627407592705,203.65021534694478,204.22784019296043,208.58262539439664,210.1759590249666,219.34057078665666,228.09300373311726,234.02664411865038,234.01016713581055,230.42981835406363,227.8473583327078,237.42654832443907,235.18923167922196,228.46339002851005,221.9466572740514,217.16300069411932,214.24926238196775,211.78995126020465,219.72002173524692,220.30651869199568,232.17389514111517,231.30389355330442,222.15154076047241,218.73646126248502,228.29927936392892,,235.152300528848,239.03244124140508,237.2224037394685,236.90553238285196,237.28943931639935,238.440464970925,237.21589601314446,206.04074071006312,199.1630346411476,192.88599251290094,214.4768408091336
8,2000-10-22 22:07:50+00:00,244.86121912677436,246.12923008956892,245.20531642808135,235.4079530951555,242.3170336190871,239.01488273199618,239.3097595040179,244.01578718977908,247.3242784133903,,,,,,,,,227.06607145864098,214.15135823265973,,,,,,,,,,,,,214.1301566977378,222.30936655919174,219.22100696500948,218.7500316700133,221.18811480006843,216.50255566086227,204.21403353505647,212.14830029928677,205.66887107422207,206.60001217316886,186.6969767231044,194.45205323066637,204.63890677110766,189.23992879887132,187.66011408522508,205.33583396353333,203.24956242353068,198.90569671666717,176.49465206851875,204.73271858188127,201.51163354595212,193.0330388849349,208.7096416360885,206.3791787133248,210.98327401706908,206.18240747220423,204.25843762501643,211.36170143455502,221.39016736280553,221.81739573158563,219.06390891723626,210.9273481783021,202.38286846674418,203.64681808696474,215.47210048644433,221.77973959188665,227.29103025132451,230.6519338433975,233.89255071223124,225.22696345142663,224.54003181657527,218.70958354278395,217.3852821546459,219.92227280959466,223.10624786393234,223.4013281666035,231.7317325908885,226.08035381426959,226.51374951261283,225.35148938057802,221.51794988949717,216.64995166631138,225.78683759713624,,225.30585780522944,229.1246932938446,235.8278254052616,248.11017643745726,246.4553988837111,249.0070843580889,254.88936807510078,,200.6247527165727,180.5832459129896,206.43324477606305
9,2001-01-26 22:08:07+00:00,207.764406796633,200.98585860130854,,,,,,,,196.34541424466317,202.23926355561565,,200.6659768743507,185.0631296407212,164.19247132288115,195.82792115409086,,,174.33573565360516,194.05909215335134,,171.8816339000565,177.5078136888081,181.62702790513106,164.9676154047288,175.6508788177284,,178.77821449369654,181.03650517504366,170.49329881188788,169.16905448217915,173.63902455021267,175.00664799792105,168.76917882638298,178.00487887851932,171.87546178710755,163.2855162167955,161.88477985672665,,,169.32232126396815,134.8064065979724,149.28289144924378,169.27621001475114,151.5194009008199,145.19118184069947,161.30666321804114,164.25771759857727,154.35910474565452,134.42428753377453,160.6743367234091,154.6797701408572,146.0928238259185,,,,156.56963610961654,,,,,,176.64762689107917,176.5393335394117,177.87730994445968,179.01151996624714,181.39599635950924,186.26789219247394,187.78341598230998,190.03869701303364,185.87179935129075,184.6913787276212,181.4466352151959,176.66447723161576,,179.76424657973013,180.8429334838541,,,,,,,,152.79462930173355,,189.58864808811643,196.49879985535222,,,,,,,146.33904329874082,
