dates,nzd0535-0000,nzd0535-0001,nzd0535-0002,nzd0535-0003,nzd0535-0004,nzd0535-0005,nzd0535-0006,nzd0535-0007,nzd0535-0008,nzd0535-0009,nzd0535-0010,nzd0535-0011,satname
1999-07-16 22:13:35+00:00,318.58,307.98,318.63,306.56,316.37,307.66,309.09,311.14,314.33,316.36,305.44,308.31,L7
1999-11-21 22:13:35+00:00,336.71,331.39,330.93,330.52,329.71,336.15,331.53,341.53,339.68,342.72,332.00,336.27,L7
1999-11-28 22:19:44+00:00,312.29,297.77,292.09,298.52,297.42,299.27,302.13,311.38,315.84,312.48,308.21,310.82,L7
1999-12-07 22:13:41+00:00,322.62,307.79,309.59,305.39,308.83,311.85,313.00,315.27,316.17,315.82,313.10,316.25,L7
1999-12-30 22:19:45+00:00,334.78,322.07,322.99,322.74,317.86,321.26,324.99,321.49,323.97,325.11,320.50,325.45,L7
2000-01-24 22:13:35+00:00,327.64,312.67,308.86,310.57,319.43,319.82,324.62,324.69,332.37,325.94,310.20,307.09,L7
2000-04-13 22:13:06+00:00,326.34,307.66,306.59,306.27,312.78,309.34,311.06,312.34,310.70,315.36,314.89,324.61,L7
2000-04-20 22:19:15+00:00,328.34,319.36,318.93,317.66,316.63,322.88,325.91,328.21,330.57,326.70,320.56,317.80,L7
2000-04-29 22:13:05+00:00,321.84,320.99,308.41,309.05,313.06,310.75,318.71,319.76,320.22,318.38,314.22,322.18,L7
2000-05-22 22:18:57+00:00,,293.11,296.27,310.71,317.83,311.62,309.19,305.38,317.36,343.80,304.86,308.68,L7
2000-05-31 22:12:42+00:00,320.54,307.22,299.61,306.26,298.93,308.69,317.03,313.74,313.63,327.44,288.82,,L7
2000-06-07 22:18:48+00:00,311.44,313.29,309.20,303.24,310.77,314.08,319.74,328.47,344.05,334.59,316.99,316.01,L7
2000-08-19 22:11:49+00:00,,,,,,,,348.71,,,,,L7
2000-09-20 22:11:14+00:00,315.06,300.24,301.97,299.28,303.37,306.41,306.49,311.82,321.79,320.07,309.44,308.91,L7
2000-09-27 22:17:24+00:00,326.36,315.86,312.25,308.81,311.63,315.20,319.78,320.03,328.86,326.62,322.67,328.98,L7
2000-10-06 22:11:11+00:00,319.89,308.21,304.83,304.32,309.73,312.35,316.35,320.31,316.35,312.00,313.44,317.78,L7
2000-10-29 22:17:19+00:00,324.58,311.58,307.00,311.08,315.64,318.30,311.52,322.01,324.29,325.07,312.34,310.73,L7
2001-01-01 22:17:21+00:00,,,,,,316.92,313.97,316.14,317.07,311.61,311.71,311.97,L7
2001-02-11 22:11:12+00:00,340.35,320.40,313.61,318.80,319.54,320.49,317.06,312.35,317.42,317.22,309.26,305.58,L7
2001-03-22 22:17:09+00:00,330.81,321.46,319.57,324.67,320.48,315.33,307.09,311.27,318.98,321.25,315.95,319.19,L7
