dates,nzd0180-0000,nzd0180-0001,nzd0180-0002,nzd0180-0003,nzd0180-0004,nzd0180-0005,nzd0180-0006,nzd0180-0007,nzd0180-0008,nzd0180-0009,nzd0180-0010,nzd0180-0011,nzd0180-0012,nzd0180-0013,nzd0180-0014,nzd0180-0015,satname
1999-09-20 21:58:32+00:00,,,,,,,,,,,,,349.70,353.31,355.69,373.18,L7
1999-10-22 21:58:28+00:00,348.70,350.75,363.64,359.75,366.43,366.28,368.60,369.97,369.40,370.95,361.38,361.78,352.27,352.92,356.81,365.62,L7
1999-12-09 21:58:33+00:00,350.03,353.63,365.39,360.78,371.11,369.59,370.50,373.38,371.15,375.07,364.96,364.86,354.96,354.26,359.01,362.97,L7
2000-02-27 21:58:40+00:00,356.07,356.22,368.47,365.56,372.08,373.80,373.07,376.04,373.45,376.32,367.94,364.77,356.27,355.36,359.43,361.60,L7
2000-03-14 21:58:11+00:00,355.94,356.04,369.00,365.92,372.08,374.22,372.93,376.69,373.79,375.92,368.72,364.39,356.73,355.27,359.22,361.22,L7
2000-03-30 21:58:33+00:00,358.48,357.20,370.47,368.44,373.29,374.99,372.92,376.89,374.87,375.58,369.35,364.43,358.17,355.68,359.18,358.87,L7
2000-05-01 21:58:18+00:00,361.96,359.61,372.00,372.06,374.10,377.09,374.57,378.10,376.95,376.41,371.21,365.35,358.57,357.15,359.13,359.27,L7
2000-07-20 21:56:59+00:00,361.01,356.89,366.19,366.50,367.04,372.54,369.07,372.17,372.41,370.70,367.33,364.70,358.13,357.20,358.06,359.67,L7
2000-08-05 21:57:08+00:00,359.85,355.45,363.38,363.99,365.76,369.41,367.55,369.45,371.31,369.43,365.78,363.20,355.25,354.26,354.65,353.36,L7
2000-12-11 21:56:24+00:00,348.88,346.21,349.45,347.45,353.56,354.67,354.77,354.44,357.62,357.46,351.73,348.25,338.96,337.50,338.65,328.86,L7
2001-01-12 21:56:06+00:00,347.51,346.71,351.87,350.05,353.25,355.89,354.87,354.71,356.37,355.99,351.63,345.17,337.09,335.45,337.07,328.51,L7
2001-05-20 21:55:29+00:00,348.25,349.16,362.78,360.58,361.28,364.34,360.75,362.29,362.04,361.30,354.52,345.13,337.93,335.97,338.65,332.42,L7
2001-06-05 21:55:16+00:00,351.63,351.05,365.26,362.67,364.39,367.49,363.37,366.04,364.94,364.23,357.62,348.64,341.45,339.04,341.17,336.41,L7
2001-06-21 21:55:29+00:00,353.51,352.25,366.70,366.12,366.70,370.19,367.19,368.87,369.13,368.10,361.35,353.81,345.38,343.14,344.25,338.82,L7
2001-09-09 21:54:36+00:00,354.37,356.02,369.37,366.40,370.06,371.50,369.45,371.66,372.61,371.90,364.20,357.04,349.55,346.67,347.86,342.12,L7
2001-09-25 21:54:04+00:00,354.37,356.02,369.37,366.40,370.45,372.77,370.24,371.50,373.09,370.73,361.55,355.55,347.56,345.21,348.94,344.51,L7
2001-10-11 21:53:46+00:00,354.61,355.10,369.16,366.66,369.57,371.81,369.33,370.65,371.80,370.02,361.29,355.04,347.50,344.73,349.33,345.95,L7
2002-01-15 21:54:47+00:00,354.53,358.92,371.15,367.75,370.48,372.39,369.55,370.97,370.71,366.43,357.88,351.33,350.55,342.39,350.96,349.41,L7
2002-01-31 21:54:26+00:00,353.27,356.21,369.11,365.83,367.79,371.32,367.43,370.90,372.65,366.95,358.42,350.76,349.84,342.60,349.39,348.41,L7
2002-02-16 21:54:54+00:00,351.82,357.10,367.91,364.76,366.87,369.43,365.59,369.20,371.07,365.03,357.84,348.88,347.96,341.39,347.64,346.94,L7
2002-03-20 21:54:48+00:00,358.75,357.50,368.85,366.45,367.62,371.26,366.21,370.80,372.16,365.78,357.37,348.12,347.55,340.37,347.46,348.43,L7
