dates,satname,nzd0180-0000,nzd0180-0001,nzd0180-0002,nzd0180-0003,nzd0180-0004,nzd0180-0005,nzd0180-0006,nzd0180-0007,nzd0180-0008,nzd0180-0009,nzd0180-0010,nzd0180-0011,nzd0180-0012,nzd0180-0013,nzd0180-0014,nzd0180-0015
1999-07-18 21:58:49+00:00,L7,,,,,,,,,,,,,,,,
1999-09-20 21:58:32+00:00,L7,423.51,463.43,,510.08,560.98,,,,,,,,352.28,356.47,359.46,378.08
1999-10-22 21:58:28+00:00,L7,355.20,358.40,366.89,365.40,371.43,370.47,371.85,374.03,373.88,375.43,365.86,365.03,358.26,356.72,362.93,364.55
1999-12-09 21:58:33+00:00,L7,345.96,350.17,364.45,357.11,371.63,369.42,369.69,373.41,369.19,375.47,364.82,365.24,357.50,353.45,359.25,352.29
2000-02-27 21:58:40+00:00,L7,368.56,361.87,374.83,375.47,374.33,382.47,378.43,381.60,378.31,379.11,374.18,364.78,360.41,358.93,361.00,357.86
2000-03-14 21:58:11+00:00,L7,358.83,359.39,372.23,369.86,374.64,377.63,374.15,380.69,377.09,376.98,373.32,364.93,360.33,357.02,360.94,363.01
2000-03-30 21:58:33+00:00,L7,373.07,367.01,378.57,382.38,381.48,380.90,375.07,380.44,382.25,377.28,374.90,366.76,359.21,358.23,358.88,365.86
2000-05-01 21:58:18+00:00,L7,372.48,370.31,374.49,383.40,375.41,380.91,380.05,380.06,384.18,379.51,375.13,369.59,360.20,363.98,362.58,366.45
2000-07-20 21:56:59+00:00,L7,340.90,336.22,335.21,329.06,336.11,346.46,342.05,343.55,346.30,346.67,345.18,,,,,
2000-08-05 21:57:08+00:00,L7,348.84,342.13,346.73,346.91,355.35,350.42,357.35,352.64,362.24,359.49,354.42,354.59,340.98,339.13,337.00,322.91
2000-12-11 21:56:24+00:00,L7,344.89,346.16,360.42,355.95,359.98,359.40,358.91,359.62,356.05,357.93,347.32,338.76,333.61,331.80,335.45,328.51
2001-01-12 21:56:06+00:00,L7,332.63,335.49,353.73,348.46,344.03,352.57,349.78,348.77,345.14,344.12,343.86,333.61,327.68,324.39,325.61,317.02
2001-05-20 21:55:29+00:00,L7,361.12,358.66,371.14,372.01,375.14,377.10,370.51,374.67,380.73,377.63,368.16,359.98,349.28,347.79,350.19,345.64
2001-06-05 21:55:16+00:00,L7,363.77,359.07,373.72,370.67,375.27,378.24,372.24,378.54,375.01,374.42,368.31,360.17,353.07,349.54,350.27,350.36
2001-06-21 21:55:29+00:00,L7,,,,371.62,370.82,371.55,375.23,372.26,374.25,374.84,363.70,360.49,350.44,349.54,349.41,340.28
2001-09-09 21:54:36+00:00,L7,342.32,355.15,365.31,355.73,362.92,362.41,362.38,364.35,363.98,364.24,360.17,350.08,348.10,343.09,345.49,337.29
2001-09-25 21:54:04+00:00,L7,,,,,374.08,379.58,374.76,372.55,376.87,367.88,352.80,350.94,341.00,341.13,355.33,356.78
2001-10-11 21:53:46+00:00,L7,358.94,356.59,370.31,370.84,367.97,369.32,366.57,368.64,367.80,368.95,362.45,354.28,349.12,344.61,354.07,356.77
2002-01-15 21:54:47+00:00,L7,354.93,356.33,374.13,370.24,373.33,375.20,372.14,375.40,370.94,,,,361.51,,,
2002-01-31 21:54:26+00:00,L7,338.81,335.48,357.64,350.78,348.80,360.13,353.60,363.96,373.06,361.15,352.65,343.71,341.37,336.32,336.45,334.69
2002-02-16 21:54:54+00:00,L7,338.59,351.94,359.43,354.04,356.59,355.22,352.69,356.05,358.05,352.23,350.42,337.65,334.69,331.79,334.92,333.68
2002-03-20 21:54:48+00:00,L7,376.76,356.90,369.91,364.01,367.27,373.27,366.00,373.82,370.37,367.85,357.68,,,,,
2002-04-05 21:54:49+00:00,L7,,,,,,,78.99,,633.40,,,,,231.80,,
2002-08-27 21:53:36+00:00,L7,372.59,365.07,374.58,380.78,371.86,374.19,369.18,368.34,372.33,373.05,373.45,357.95,352.83,341.55,343.02,338.43
2002-10-14 21:53:19+00:00,L7,366.80,366.78,380.27,380.36,384.25,374.46,376.35,374.64,375.65,374.69,365.25,360.52,352.17,347.70,350.36,349.81
2002-10-30 21:53:25+00:00,L7,375.60,371.35,375.23,382.52,374.09,380.09,378.46,384.89,380.48,376.48,374.84,364.02,357.78,352.92,354.23,356.67
