,dates,chi0244-0000,chi0244-0001,chi0244-0002,chi0244-0003,chi0244-0004,chi0244-0005,chi0244-0006,chi0244-0007,chi0244-0008,chi0244-0009,chi0244-0010,chi0244-0011,chi0244-0012,chi0244-0013,chi0244-0014,chi0244-0015,chi0244-0016,chi0244-0017,chi0244-0018,chi0244-0019,chi0244-0020,chi0244-0021,chi0244-0022
0,1985-07-27 14:08:29+00:00,213.86951909052544,230.77237374803337,213.4352555790429,231.67046809916724,198.67467424780466,218.7904906281031,222.63121077530172,226.6873759441801,214.70955227679943,211.60014675804393,209.8758105938981,200.01311772076048,210.49815346690502,205.1881539680745,212.6237830640052,219.2331329577632,227.9556766192179,204.95754579174258,210.85798195825504,192.09588551388367,218.46127029185425,226.2837415611316,227.1926175928781
1,1986-02-04 14:05:35+00:00,232.83581867833607,230.500291739953,243.22249178470048,257.6139831773125,216.3060866115989,213.4767341597127,238.94698908629593,243.3884050973257,234.72237955593417,223.53563688158403,220.17301764147726,220.81085533060633,210.66823170341803,220.98730085600155,219.39873144728153,211.82802236420176,222.6354653240396,211.43259574826496,237.55334301855106,227.6242472997026,234.7199695767959,241.74028177392688,255.2490415238099
2,1986-07-30 14:00:52+00:00,212.64706473170725,195.77624216330747,201.13295725975377,242.56013551918105,191.32647544778314,190.50927084445544,195.96075510624877,195.87303884297785,193.96209153025032,182.97094096240198,191.65283014185178,193.5570866574453,187.3930164903889,196.68276966202066,212.37100801161301,216.23126840978557,223.02250708282554,214.47460485948827,182.44069164668974,193.73859164531785,203.72390456861316,207.49021602532798,213.27471723375396
3,1986-08-15 14:00:17+00:00,213.42324231544643,197.376247122498,206.85055016619054,245.33917997495217,197.4187219125887,202.73758744392703,203.14045345346568,201.5066632721116,194.15725351198623,182.4214115045752,202.49183079061956,196.82106923888915,181.01845718050583,203.18878658990195,215.8907669371066,222.89169903070206,221.6157429663623,217.36737899769872,191.688493386789,190.25434973274875,207.18770772498465,203.7706446723031,221.31912510979717
4,1986-08-31 13:59:41+00:00,195.76019806329242,183.32970021819852,193.39840243995744,233.70711931885666,182.26048023915658,182.93711902411758,194.53491375816526,190.94180694113788,182.42101723241746,174.27747172911785,184.80515055880625,187.40114679507244,176.1464060726923,189.28557723157124,202.4567039687837,204.1652962101054,204.16995784150447,195.7593911708588,188.64864996727889,184.2290999505704,200.52977824018626,203.3037333778175,200.2268343235437
5,1986-09-16 13:59:10+00:00,206.21675255378656,190.84114880524612,194.8986392912766,231.2081545946226,197.78038022581472,188.15161284712894,189.7858940777105,185.1373830377471,179.0906735914171,174.86598453953326,172.84623009755404,183.30470165877915,177.6029262881247,177.79691271383132,197.6498095443786,197.9891658456823,195.95892979289692,191.97346416155057,180.5589180191893,180.62706193286084,191.57954162346388,202.1060442464772,196.54747103347552
6,1986-11-03 13:57:34+00:00,205.209647514537,205.16378021042908,194.33129616441357,227.02847254701587,199.00197348705143,203.00308913864183,202.46506338811994,186.64174442747372,183.45659415134446,169.75467553999175,175.1091086108692,174.68767135854327,191.068612995588,181.55398179529928,184.63573476866299,208.62919490124656,182.28226026437972,173.61008010307364,189.28703113807632,195.22807414023333,191.40030100537783,192.75249905702532,200.55034895016846
7,1986-12-21 13:57:37+00:00,221.23155841444088,226.0699025334907,221.82939660281536,239.82759436357014,209.05612900330513,208.4303457322804,221.2183976385076,225.93944888539028,204.50569090583554,196.30617139327472,183.71780024798707,179.57810412913224,202.75928212327076,209.92556971622963,213.43797994462264,210.725933025133,218.32783831401844,197.98778922353173,180.51086961059025,,,,
8,1987-01-06 13:58:06+00:00,220.39400274885952,225.90631602173232,219.7280320604257,242.28073897424267,206.65263008341276,211.18705086723588,212.68347921199972,215.84757444545778,205.12574173325982,202.68810959266912,196.45356318879598,178.7658495382762,196.31178034142994,207.5387454432761,221.21641451739868,221.1380483628201,211.28903996042362,212.96655020702485,186.07003988296424,185.72885435871942,209.54294610624027,214.5639509735375,222.04162482682196
9,1987-02-07 13:59:09+00:00,219.81167685807705,229.06287640682655,223.79530467682554,241.5538799265442,206.3110005111514,223.61598376093258,218.80831148594203,215.20622501085097,216.9763699060394,210.1614173810573,180.5778149433438,169.0994650128681,206.10151612890522,213.5641213653346,212.28770900443408,224.5682324306216,224.89587694069945,219.30026765816731,205.69756492764088,198.43276360746717,205.48432701694009,217.76127960680049,228.8522531074958
10,1987-03-27 14:00:57+00:00,234.68331625306428,241.5389526248076,242.83390622196347,258.1123947157082,228.67725001893373,241.09900582669965,254.75520043206254,243.16790874574474,234.10016521460818,217.69419664107215,213.11498538680445,200.63895406662562,210.26812239549025,236.65731579275328,232.0994442787686,240.3766631842197,236.2103038879124,221.72834856302856,224.88866201234453,230.56764831126276,235.1585052985606,230.01067839461632,234.27027255269604
