,dates,per0019-0000,per0019-0001,per0019-0002,per0019-0003,per0019-0004,per0019-0005,per0019-0006,per0019-0007,per0019-0008,per0019-0009,per0019-0010,per0019-0011,per0019-0012,per0019-0013,per0019-0014,per0019-0015,per0019-0016,per0019-0017,per0019-0018,per0019-0019,per0019-0020,per0019-0021,per0019-0022,per0019-0023,per0019-0024,per0019-0025,per0019-0026,per0019-0027
0,1985-09-03 15:03:06+00:00,198.10650164573968,173.22221059436464,187.91932809674984,188.7649004910414,205.12445219479287,199.09578587255194,220.44138118594486,236.9711762303196,230.97850071215356,230.90860578490714,236.2364323592445,235.01829553638498,238.08039678455629,238.88540291719227,233.99568886563213,229.52069943844475,233.54791390669573,234.71388765442217,235.55705917197633,229.20600718517585,232.94089731473497,223.5738165138934,229.614715301584,237.60292003302206,245.78228012234,219.1119259885865,215.56614736344923,215.31350543204474
1,1985-10-05 15:02:44+00:00,200.51093915257468,178.66842984925836,189.88140539843482,182.91386622444665,198.27444214262584,191.6667956241264,214.66364209370568,225.42192935797163,221.90839363102586,222.4573142967949,,,,,,,,,,,,,211.24315524975302,220.51188144311882,240.16915943753952,221.31726100571333,214.77712836795365,203.96930780016098
2,1985-12-08 15:01:45+00:00,184.18333192424757,170.97642776440216,179.35288049935542,185.29494782617996,196.01372031029433,200.35340202367945,212.7987174612682,226.04202183202645,209.14623184551098,206.49035435821207,209.1121136846088,214.2709115232539,220.95293608337673,226.4618336053242,220.29491636304851,213.23561255421032,211.20300617269746,215.08425791794792,208.28406753008136,212.76056807269572,223.07021009345306,215.41710930921406,220.0870483833546,215.21298348213875,223.4603792531105,210.42715407580445,205.67905046020002,196.9229887234938
3,1986-03-14 14:59:46+00:00,,,,273.2884970754325,279.73714138339335,276.86295686530445,274.2893331254862,271.4358537052739,255.48517203896762,238.07291264415733,225.84436118165237,223.4435328256858,226.8160772182258,232.80817171870635,215.51975429409188,198.4823712000127,180.39479846289822,,170.0465698013684,180.63633840761716,,,,185.4631346768917,233.65214104059987,211.37123674750853,193.29578310497095,185.05705478497504
4,1986-05-17 14:58:17+00:00,,,,252.44458598702568,250.42957948263071,255.98779411544692,251.63487331658519,249.56708165581023,236.44719009203325,226.01918929197674,225.30766204529004,218.52564118113193,213.7003919611881,204.11290377733226,191.3267882763697,181.95738910996045,176.68887725369564,178.08021682102606,176.31381068216805,171.05844495775327,,,,168.85743687738832,198.63327752662207,183.57851641487824,180.56420675763582,185.18898880088665
5,1986-07-20 14:56:15+00:00,,188.63759849156543,202.03474843378132,214.85769124011904,222.59623367358967,243.2113831609819,243.4468166042211,249.6876034999691,248.99775724708297,247.89403996341503,239.10520582692152,239.76373649783727,233.02922820385191,222.42060548214613,221.36829980921192,219.67254035067043,218.25699489820445,219.0639506941408,207.60672308052114,210.99600684769163,206.98612925876444,202.84147906640442,197.15053734614872,202.09594645328895,233.00944197022088,206.31595426529142,187.96562863917245,209.26122917698527
6,1986-08-05 14:55:41+00:00,193.17345128954457,163.33187782150821,183.51688741978677,200.31874629399195,214.2450120832428,224.50164158398286,244.17367453094985,248.9787738042064,242.9418185797662,233.37328981775016,231.99268884606536,,,,,,,,,,,,,,,,,
7,1986-09-06 14:54:29+00:00,198.2425195601989,170.24572416489184,188.70212092419126,189.87234611840478,206.9076287036594,207.0664455368015,234.09914498892817,242.89295726421017,237.31167882814438,240.00696845756858,240.61397910360756,226.55425869334408,227.84200997761542,228.04511394874646,218.28834221077213,217.1461490886892,214.4727725493487,213.95081458650358,221.13114683944167,217.19590097693816,203.2556255960618,187.95772442902532,186.045926275882,200.65249368246938,241.81546011906747,199.95406351743787,202.74738146279486,197.17222660616594
8,1986-11-25 14:51:54+00:00,196.04679487815855,175.1637120233192,177.85683841490484,183.19067497362892,199.47276880102586,205.92315681255798,218.39123026474581,233.16723698412167,224.18211846089577,223.82143298512403,222.67479043933486,227.69647527028502,230.0694369306915,234.55032888425933,225.7655982119757,219.31933321772507,222.61102168282505,224.59763114918957,215.8250178151677,218.9262704014797,229.13529029064097,227.16013553176802,,235.00925390248003,232.63488814087472,205.41784770078684,204.37010758871367,205.62589480391162
9,1987-04-18 14:56:42+00:00,,,,,,,,265.52040917862064,254.7061860464833,234.10632704091438,213.96025146805025,210.53048175907423,207.16729778625668,204.53117153807221,189.10716402625653,,,,,,,,,169.83707276109735,201.48551584680325,191.2975142388455,179.5100732292395,167.48500381156632
