,dates,aus0137-0000,aus0137-0001,aus0137-0002,aus0137-0003,aus0137-0004,aus0137-0005,aus0137-0006
0,1987-05-22 23:07:20+00:00,183.49413956013163,193.2642057509009,175.71492223402387,,190.82390636380657,156.62939652905828,159.68381244977195
1,1987-09-11 23:10:05+00:00,188.2419175181999,192.01023231673756,192.86367349791473,,204.47917664376698,169.30117114189164,182.22085289023502
2,1987-09-27 23:10:27+00:00,217.72498291789177,219.01756510604517,208.83313731766222,,214.31881797373586,201.73426878969389,195.79984221936644
3,1987-10-06 23:04:27+00:00,198.1173500174786,194.22102343833282,189.3965371444044,214.28149788992135,206.51120963293138,175.6575868013242,172.58552400396175
4,1987-10-22 23:04:43+00:00,202.59015288095546,196.76918954091144,190.47403985910142,222.25276978618888,211.14087159999562,176.92312950385474,174.651040806985
5,1987-10-29 23:11:01+00:00,210.33552293166443,209.9961540283739,188.6424560786894,,198.70605245396368,176.66498495967375,168.14143039229972
6,1987-11-14 23:11:23+00:00,196.34334934250805,198.05329133313393,184.13833675714875,,197.1317961593112,169.74341976626,171.24981786869287
7,1987-12-16 23:11:53+00:00,,222.05823019157262,203.83537306136597,,218.6138208761667,189.8567364937476,195.451231751303
8,1988-02-18 23:12:59+00:00,199.09365601607124,192.22356112175603,189.87468896674187,240.32305606745948,203.464264223524,161.22053199702216,172.82604944047458
9,1988-04-15 23:07:14+00:00,178.65115000217483,188.9485224376456,170.59352486576148,201.7355898290498,195.94350720110995,167.76336930242607,169.8663158714426
10,1988-04-22 23:13:28+00:00,182.83841969742875,189.04518226641517,169.93126082875136,,202.98467666942528,171.1498599574179,168.06077099774166
11,1988-05-08 23:13:38+00:00,172.86429582947454,175.66862543318098,164.37516662419924,,195.45034242900465,174.05499871944795,181.49132740891866
12,1988-06-09 23:13:51+00:00,162.6434115812021,179.86662125715768,171.1927743360745,171.51371990538192,197.0121436157014,183.06555626789827,174.6264253822516
13,1988-06-18 23:07:44+00:00,157.68810736990096,170.63876204489424,165.02601745020894,171.01914620675046,194.18809825165147,161.65021149534385,160.2264331612136
14,1988-06-25 23:13:57+00:00,174.82066263102294,188.84569026210022,187.0753796911244,,198.62777950902455,188.88238694790348,180.28614188986546
15,1988-07-27 23:14:02+00:00,154.56244769654728,162.9810174534083,161.15622005020015,167.773622581937,194.6382950464276,146.5870440398715,158.2665618817628
16,1988-08-28 23:14:06+00:00,183.19318378223028,184.57068648394997,178.52827140924782,207.9706296094298,200.96026705170587,181.130102831912,177.36256497931132
17,1988-09-29 23:13:57+00:00,204.13464206048442,183.50399571186895,181.32604567956645,220.76314850489769,206.25975976044873,188.97430948321116,189.20542993614987
18,1988-10-08 23:07:45+00:00,196.16978605371546,185.01228595892863,177.649050371512,208.53638362210359,208.17980326301395,185.41662574187774,189.17338006541456
19,1988-12-02 23:13:51+00:00,,198.76891998445075,200.6794732321071,,212.3533279280649,197.4667751230085,171.6864443347886
20,1989-01-03 23:13:38+00:00,199.62864953340883,168.53553339178765,160.15293739967956,173.83047306005426,189.10836671907282,161.00163923071116,159.6926444409205
21,1989-01-19 23:13:18+00:00,212.22674082888963,183.203260319435,179.03304285728709,213.74727922392515,203.56104152583126,178.7140487561402,173.5983545494195
22,1989-03-08 23:12:51+00:00,179.66256497481285,180.1850808290115,173.84504746374702,225.59051116361013,199.47971371480838,185.92659795187575,176.64441005839436
23,1989-06-12 23:11:17+00:00,151.84297277985638,165.86994253552186,,234.78460119203362,204.21956152067878,156.13568217846964,158.34252751099848
24,1989-06-28 23:11:01+00:00,153.96568787287708,165.88146360711156,159.6850856494657,229.208467562623,210.6368597235596,164.32140976991937,150.9437402390542
25,1989-07-07 23:04:39+00:00,162.58801960158058,167.95719118518167,160.9188545304337,279.1389732836602,216.46600840702226,168.01683595756109,163.60424648232777
26,1989-07-14 23:10:41+00:00,154.3414515335096,157.64581875978908,150.56420545279713,227.04020175996106,205.1135825388059,149.65761671737698,156.2718408106542
27,1989-07-23 23:04:20+00:00,,164.73795238215087,177.0839475763823,,217.53194435959787,173.1313155831082,162.165849271539
28,1989-08-08 23:04:00+00:00,162.73192783267527,161.00330500653996,158.19454273894155,,208.535014493178,162.24641209215724,157.99197102707046
29,1989-08-15 23:10:00+00:00,156.96768250693518,157.52135593098723,138.46738959894284,,195.65157266515425,151.52548853646348,147.59022816880463
30,1989-09-09 23:03:14+00:00,170.93392721454327,168.06945743396466,162.1952866687721,242.93445141521914,203.5491147478666,173.95372084170242,162.36212782425716
31,1989-09-16 23:09:08+00:00,175.73315691789537,169.81795756069988,159.00917246040802,210.0308165851358,211.75177787602732,166.27481258703023,168.98301002002125
32,1989-10-02 23:08:59+00:00,213.49794662172837,166.57651821461786,157.5704149004476,194.79167415668798,205.06001650605882,159.85356296444002,166.70576899942262
33,1989-10-18 23:08:16+00:00,244.6869092108488,162.85320982181454,158.61701240894035,204.05229278773692,212.23802451433195,166.67312370670786,160.53987776564446
34,1989-11-03 23:07:59+00:00,225.3220359283499,176.32527435953506,174.96768566424728,199.1388013943007,204.47041107064476,159.89676252209674,164.30020485679185
35,1990-04-12 23:03:30+00:00,,174.72023866147768,162.3530940007584,197.75534411084638,204.84285127432094,177.03928086254442,168.60743958985026
36,1990-04-21 22:57:23+00:00,228.67003309206464,169.62854627143838,165.05841755465408,,213.74127281821663,180.77898322924207,167.55316457291102
37,1990-05-23 22:57:19+00:00,168.3068668543883,169.1358289819142,157.47794018079827,178.4210141172593,208.91023590188232,158.64505791881908,167.30603057226622
38,1990-05-30 23:03:29+00:00,139.66833826175983,151.28772478765643,142.19463682714022,137.94627931507762,193.00113441717494,141.25932812217184,152.0954054594934
39,1990-06-15 23:03:28+00:00,160.5104446585836,169.44362817564743,,248.42104614690456,220.54145959685903,182.37072116040383,165.80884839842244
40,1990-07-01 23:03:28+00:00,147.77006986296632,163.85352518258327,162.84715025091785,236.72120438540412,200.22728207495905,179.21629236395006,163.17019601546818
41,1990-07-10 22:57:16+00:00,,171.84795418455025,172.56549382977326,280.5753177683524,211.67471432928735,167.79878048668257,170.00004317821424
42,1990-08-11 22:57:07+00:00,161.28012011322554,164.15576936699478,167.80720732753954,231.57420253530975,205.1142932578612,155.45082228510694,165.64772339802536
43,1990-08-18 23:03:16+00:00,147.5947916835079,150.3816892603619,148.45383973837158,157.96974965711294,193.96962148281585,132.85659128004923,157.58809707136678
44,1990-09-03 23:03:09+00:00,161.05390723573663,161.83106235585828,157.4579427058237,178.4542277899599,197.51373807329207,154.22348750300125,165.96912149321426
