dates,nzd0324-0000,nzd0324-0001,nzd0324-0002,nzd0324-0003,nzd0324-0004,nzd0324-0005,nzd0324-0006,nzd0324-0007,nzd0324-0008,nzd0324-0009,nzd0324-0010,nzd0324-0011,nzd0324-0012,nzd0324-0013,nzd0324-0014,nzd0324-0015,nzd0324-0016,nzd0324-0017,nzd0324-0018,nzd0324-0019,nzd0324-0020,nzd0324-0021,nzd0324-0022,nzd0324-0023,nzd0324-0024,nzd0324-0025,nzd0324-0026,nzd0324-0027,nzd0324-0028,nzd0324-0029,nzd0324-0030,nzd0324-0031,nzd0324-0032,nzd0324-0033,nzd0324-0034,nzd0324-0035,nzd0324-0036,nzd0324-0037,nzd0324-0038,nzd0324-0039,nzd0324-0040,nzd0324-0041,nzd0324-0042,nzd0324-0043,nzd0324-0044,nzd0324-0045,nzd0324-0046,nzd0324-0047,nzd0324-0048,nzd0324-0049,nzd0324-0050,nzd0324-0051,nzd0324-0052,nzd0324-0053,nzd0324-0054,nzd0324-0055,nzd0324-0056,nzd0324-0057,nzd0324-0058,nzd0324-0059,nzd0324-0060,nzd0324-0061,satname
1999-08-05 21:47:23+00:00,337.55,337.16,331.39,336.26,339.06,329.26,337.01,356.23,360.02,354.43,345.96,336.29,,326.95,347.19,345.23,350.55,350.53,356.43,338.11,335.78,338.54,350.65,354.67,351.81,350.58,343.17,335.80,324.80,333.48,335.79,336.16,314.22,324.41,339.00,,376.61,374.70,371.74,,,,,371.73,,,,,354.74,346.94,349.48,336.82,317.32,341.75,349.97,337.05,337.05,,,,346.11,332.04,L7
1999-08-21 21:47:20+00:00,348.18,344.38,337.10,341.06,340.42,334.81,341.38,357.20,359.94,354.85,349.61,348.15,352.86,337.18,353.61,358.96,361.23,355.37,361.83,355.35,344.66,344.82,355.87,357.19,358.02,354.27,349.82,340.01,330.33,337.57,339.18,335.71,320.46,324.11,334.81,336.10,363.06,371.58,367.60,350.59,331.41,333.89,339.42,359.60,357.61,353.70,351.78,349.91,345.81,341.74,340.81,331.62,320.97,341.68,348.39,334.31,332.18,327.40,325.46,327.61,334.74,327.48,L7
1999-09-22 21:47:24+00:00,358.55,352.47,342.95,346.96,346.17,337.09,343.95,358.57,364.90,356.78,351.87,353.37,360.14,351.19,362.04,361.28,363.70,359.45,358.92,353.63,349.88,349.48,358.83,360.36,359.54,357.15,353.02,346.05,335.06,340.44,344.33,338.10,323.78,327.98,335.67,339.86,365.82,376.95,370.65,349.26,335.84,337.13,337.97,355.58,367.26,360.14,348.39,348.37,346.38,347.12,346.18,337.10,333.23,350.02,356.00,339.48,335.47,334.02,334.07,327.61,334.74,327.48,L7
1999-09-29 21:53:40+00:00,359.20,354.60,344.25,348.74,349.90,340.41,346.38,359.68,364.07,359.02,353.23,357.76,361.04,355.25,363.45,360.95,363.96,360.24,356.27,353.72,350.88,350.88,355.75,359.31,357.87,354.36,352.47,347.36,334.77,339.25,343.36,336.52,323.67,327.36,334.97,337.48,362.54,374.90,369.27,345.54,334.49,335.90,337.59,356.60,366.49,360.68,349.82,347.06,346.17,347.20,345.19,336.98,332.46,348.68,354.21,337.63,333.65,330.04,333.14,327.73,330.86,329.41,L7
1999-10-24 21:47:44+00:00,359.28,354.93,344.92,348.53,349.97,341.29,346.35,360.80,365.84,361.14,355.49,357.56,360.53,356.66,364.59,362.02,364.91,360.33,355.52,353.90,350.15,351.54,354.69,357.44,357.09,353.70,352.55,347.93,335.14,339.42,343.29,336.85,323.59,326.56,334.59,336.63,360.71,375.19,369.68,345.68,334.87,335.04,336.80,354.25,366.99,360.86,351.56,349.80,347.71,348.73,346.98,341.68,335.90,354.48,357.94,340.84,336.44,333.37,338.49,334.72,334.31,333.03,L7
2000-01-19 21:53:25+00:00,359.28,354.93,344.92,348.53,349.97,341.29,346.35,360.80,365.84,361.14,355.49,357.56,360.53,356.66,364.59,362.02,364.91,360.33,354.03,352.26,348.75,348.39,351.54,353.21,351.98,350.61,349.41,344.55,333.51,336.62,340.73,334.17,322.06,324.40,329.62,332.52,356.64,372.90,366.51,343.73,335.04,336.66,336.66,352.03,363.32,357.93,352.22,349.79,347.71,348.37,346.36,342.06,335.90,355.11,356.83,340.68,335.00,332.23,337.35,333.00,330.91,330.22,L7
2000-04-17 21:46:44+00:00,360.57,356.51,348.00,349.09,348.78,345.86,348.79,364.52,374.11,370.45,362.50,357.04,359.66,360.81,369.58,370.52,367.35,360.86,353.55,354.23,350.29,347.62,347.28,345.49,346.92,350.44,349.27,343.63,335.91,334.59,339.34,332.55,321.66,323.18,323.21,328.86,347.11,369.07,364.11,343.68,334.40,337.69,337.15,344.52,359.78,353.97,351.56,346.85,345.65,346.61,342.70,343.35,336.12,361.05,357.66,343.68,334.65,333.08,339.62,335.34,328.51,328.12,L7
2000-05-03 21:47:07+00:00,357.28,352.35,345.08,350.40,352.72,352.48,354.51,366.38,374.06,370.44,362.29,357.94,355.31,355.66,365.88,371.05,367.25,354.04,352.33,357.77,355.67,348.46,347.80,346.46,345.09,349.13,347.64,341.49,334.43,334.31,338.04,332.69,322.56,323.36,324.11,328.80,346.17,366.52,360.95,342.84,331.11,337.36,337.74,343.58,358.68,351.51,347.71,342.09,339.70,341.62,337.44,332.32,320.86,348.00,346.66,336.21,325.74,326.18,331.51,328.78,322.02,322.10,L7
2000-05-19 21:46:31+00:00,357.28,352.35,345.08,350.40,352.72,352.48,354.51,366.38,374.06,370.44,362.29,357.94,355.31,355.66,365.88,371.05,367.25,354.04,352.33,357.44,355.53,347.60,349.39,347.02,345.54,347.58,347.90,343.08,336.47,338.07,340.84,333.92,324.48,324.43,325.10,330.72,347.12,364.34,359.89,341.71,332.10,337.13,338.15,345.21,358.87,352.69,349.06,340.33,338.85,340.86,336.80,330.61,323.19,344.82,344.90,335.02,325.07,325.47,330.61,328.07,320.91,322.75,L7
2000-05-26 21:52:36+00:00,357.28,356.40,348.48,353.60,357.47,356.92,357.66,369.81,375.69,370.79,363.36,360.70,360.22,361.56,370.72,374.95,369.06,354.04,352.33,358.19,356.17,348.98,350.55,347.77,346.28,347.90,348.52,343.48,337.08,339.96,342.14,334.30,325.44,325.03,327.11,330.40,346.57,363.95,359.89,341.71,332.10,337.37,338.19,346.71,359.02,352.82,350.13,341.13,339.95,341.73,336.36,331.24,324.76,343.46,344.77,333.98,324.59,324.33,330.61,328.30,320.53,323.90,L7
2000-06-20 21:46:16+00:00,357.28,356.40,344.77,349.63,353.25,349.69,350.26,362.01,365.78,362.51,357.29,356.28,356.46,358.28,367.56,372.00,366.42,354.04,352.33,358.19,353.20,347.06,349.94,347.77,346.28,347.90,347.68,342.06,335.30,339.10,340.00,333.50,324.50,324.93,327.54,330.35,346.05,363.77,359.89,341.71,332.10,336.57,338.07,347.06,359.26,353.62,350.25,341.14,339.95,339.94,334.67,328.55,322.51,341.10,342.98,331.58,323.34,323.02,328.87,327.55,320.16,324.66,L7
2000-07-06 21:46:03+00:00,357.28,356.40,344.77,349.63,353.25,349.69,350.26,362.01,365.78,362.51,357.29,356.28,356.46,358.28,367.56,372.00,366.42,359.52,354.97,357.34,352.68,348.36,350.72,349.62,348.77,349.05,349.17,343.60,335.25,340.94,340.70,333.73,323.94,324.56,329.04,330.25,346.18,364.65,360.29,341.34,332.92,336.05,338.50,347.89,359.33,354.44,350.45,341.98,340.09,339.92,333.40,326.34,321.12,339.69,341.69,330.22,322.68,322.09,328.11,328.47,322.92,327.44,L7
2000-07-13 21:52:07+00:00,356.12,353.86,343.21,347.97,350.28,345.89,347.03,360.05,363.80,358.35,351.60,350.65,352.06,354.01,365.15,370.15,364.92,359.52,354.97,355.13,351.35,348.38,350.69,350.35,349.73,348.81,348.71,343.70,333.99,340.55,340.03,333.54,323.30,324.29,328.96,330.73,346.68,365.03,360.29,341.34,332.92,334.51,336.91,346.40,357.66,352.63,348.45,339.81,337.68,337.64,331.14,323.82,318.67,338.16,339.97,328.26,321.59,321.19,327.11,327.95,322.55,326.38,L7
2000-07-29 21:51:50+00:00,357.95,354.22,343.00,347.86,349.63,344.24,343.49,357.73,362.98,356.00,349.63,347.39,347.69,355.48,364.79,369.49,364.34,355.96,356.96,356.34,351.19,351.63,355.06,355.24,354.53,351.67,352.75,346.35,335.69,342.52,341.90,335.71,323.90,325.46,332.54,334.23,348.97,366.62,363.48,342.60,330.71,332.38,337.56,349.38,360.79,353.50,347.55,338.51,336.79,337.52,329.66,320.24,319.69,336.19,337.57,326.25,321.30,322.13,328.79,329.93,324.90,328.97,L7
2000-08-07 21:45:32+00:00,357.84,354.55,343.45,348.35,349.61,344.50,342.78,356.85,361.59,354.18,348.77,347.08,348.71,352.99,363.13,369.51,364.30,355.90,355.90,355.15,350.99,353.79,355.90,355.48,354.34,352.20,352.89,346.50,335.67,342.46,341.97,335.80,324.28,326.02,333.29,334.41,348.37,366.37,362.82,341.84,329.94,332.75,337.78,349.70,360.67,353.39,347.55,338.52,336.82,337.74,330.14,320.78,319.98,335.94,336.97,325.25,320.82,321.60,328.50,329.12,324.06,328.45,L7
2000-08-14 21:51:44+00:00,356.61,353.79,342.35,347.42,347.91,342.26,341.51,355.85,360.49,353.25,348.27,346.18,348.24,351.41,361.45,368.24,363.98,356.02,355.55,354.25,351.24,355.00,356.79,355.75,354.27,351.97,352.51,346.30,334.90,342.12,341.28,335.01,323.66,325.69,332.29,334.29,348.17,366.60,362.27,342.38,329.41,332.34,337.60,348.97,359.76,351.93,347.04,337.65,336.24,337.83,330.18,320.99,319.95,335.83,336.87,325.04,320.64,321.11,327.94,328.73,323.60,327.54,L7
