dates,nzd0324-0000,nzd0324-0001,nzd0324-0002,nzd0324-0003,nzd0324-0004,nzd0324-0005,nzd0324-0006,nzd0324-0007,nzd0324-0008,nzd0324-0009,nzd0324-0010,nzd0324-0011,nzd0324-0012,nzd0324-0013,nzd0324-0014,nzd0324-0015,nzd0324-0016,nzd0324-0017,nzd0324-0018,nzd0324-0019,nzd0324-0020,nzd0324-0021,nzd0324-0022,nzd0324-0023,nzd0324-0024,nzd0324-0025,nzd0324-0026,nzd0324-0027,nzd0324-0028,nzd0324-0029,nzd0324-0030,nzd0324-0031,nzd0324-0032,nzd0324-0033,nzd0324-0034,nzd0324-0035,nzd0324-0036,nzd0324-0037,nzd0324-0038,nzd0324-0039,nzd0324-0040,nzd0324-0041,nzd0324-0042,nzd0324-0043,nzd0324-0044,nzd0324-0045,nzd0324-0046,nzd0324-0047,nzd0324-0048,nzd0324-0049,nzd0324-0050,nzd0324-0051,nzd0324-0052,nzd0324-0053,nzd0324-0054,nzd0324-0055,nzd0324-0056,nzd0324-0057,nzd0324-0058,nzd0324-0059,nzd0324-0060,nzd0324-0061,satname
1999-08-05 21:47:23+00:00,337.55,337.16,331.39,336.26,339.06,329.26,337.01,356.23,360.02,354.43,345.96,336.29,,326.95,347.19,345.23,350.55,350.53,356.43,338.11,335.78,338.54,350.65,354.67,351.81,350.58,343.17,335.80,324.80,333.48,335.79,336.16,314.22,324.41,339.00,,376.61,374.70,371.74,,,,,371.73,,,,,354.74,346.94,349.48,336.82,317.32,341.75,349.97,337.05,337.05,,,,346.11,332.04,L7
1999-08-21 21:47:20+00:00,358.81,351.59,342.80,345.87,341.78,340.35,345.75,358.17,359.85,355.27,353.25,360.02,352.86,347.41,360.02,372.69,371.91,360.21,367.22,372.59,353.55,351.10,361.09,359.71,364.24,357.96,356.47,344.23,335.86,341.66,342.56,335.25,326.69,323.80,330.63,336.10,349.52,368.46,363.45,350.59,331.41,333.89,339.42,347.47,357.61,353.70,351.78,349.91,336.87,336.53,332.14,326.41,324.61,341.61,346.82,331.57,327.31,327.40,325.46,327.61,323.36,322.91,L7
1999-09-22 21:47:24+00:00,379.28,368.66,354.67,358.75,357.66,341.65,349.10,361.32,374.82,360.64,356.39,363.81,367.43,379.22,378.92,365.93,368.65,367.61,353.10,350.18,360.30,358.79,364.76,366.70,362.58,362.90,359.41,358.13,344.52,346.19,354.64,342.89,330.43,335.73,337.37,343.61,371.33,387.70,376.77,347.94,340.27,340.38,336.51,347.54,376.92,366.59,345.01,346.82,347.54,357.88,356.91,348.06,357.75,366.69,371.22,349.81,342.06,340.64,342.69,,,,L7
1999-09-29 21:53:40+00:00,361.15,360.98,348.16,354.07,361.11,350.40,353.67,362.98,361.59,365.73,357.30,370.91,362.83,367.40,367.66,359.94,364.74,362.59,348.33,354.00,353.87,355.08,346.52,356.14,352.83,346.00,350.82,351.28,333.91,335.68,340.45,331.79,323.33,325.48,332.89,332.74,352.71,368.74,365.12,338.10,331.78,333.44,336.84,359.67,364.95,361.75,352.67,344.44,345.53,347.46,342.22,336.61,330.15,344.67,348.81,332.10,328.19,322.09,331.28,327.84,323.12,333.29,L7
1999-10-24 21:47:44+00:00,359.59,356.24,347.56,347.69,350.23,344.80,346.20,365.31,372.90,369.64,364.57,356.77,359.00,362.31,369.17,366.30,368.68,360.70,352.51,354.62,347.25,354.20,350.43,350.00,354.01,351.06,352.86,350.21,336.60,340.10,343.01,338.15,323.28,323.36,333.04,334.08,353.36,376.36,371.31,346.08,336.01,332.45,334.42,344.85,368.49,361.41,356.76,358.04,353.86,354.86,354.16,360.49,349.65,377.68,372.87,353.66,347.59,343.33,354.52,348.70,344.64,343.87,L7
2000-01-19 21:53:25+00:00,,,,,,,,,,,,,,,,,,,346.57,344.08,341.75,332.64,335.77,332.06,326.39,335.13,333.73,327.65,325.35,322.61,327.94,320.78,314.43,313.59,304.76,316.06,336.32,361.44,350.66,335.92,335.71,343.16,336.09,340.89,348.64,346.18,354.88,349.74,347.71,346.56,343.22,343.96,,358.26,351.27,339.87,327.78,327.67,332.82,327.87,317.34,318.98,L7
2000-04-17 21:46:44+00:00,361.55,356.79,348.43,350.49,347.34,346.92,351.39,363.74,375.32,371.27,360.43,357.31,360.33,359.30,369.99,374.75,366.02,361.01,361.56,363.98,361.88,356.02,355.64,354.41,360.36,365.14,361.23,353.03,345.79,341.05,347.08,338.73,327.26,332.58,331.83,336.43,351.64,369.41,370.35,349.04,331.48,337.45,340.95,347.82,362.22,354.33,343.04,332.78,335.39,338.41,330.71,325.59,322.59,347.21,348.85,337.50,328.59,328.25,331.52,329.45,323.56,321.50,L7
2000-05-03 21:47:07+00:00,353.02,347.91,341.72,350.32,358.10,358.04,357.64,369.01,372.80,369.60,364.15,358.58,350.29,352.02,361.77,367.35,368.47,347.07,348.85,365.25,363.39,356.71,352.00,352.90,348.53,347.12,347.95,343.80,332.15,339.26,339.10,338.56,326.00,323.91,335.74,333.91,350.54,368.70,361.85,343.57,326.14,331.46,336.19,342.04,365.19,354.02,345.21,343.74,336.01,339.88,338.38,327.40,319.12,338.52,339.87,331.26,320.85,322.63,330.19,329.01,325.16,325.82,L7
2000-05-19 21:46:31+00:00,,,,,,,,,,,,,,,,,,,,356.43,355.12,345.03,354.16,348.73,346.87,342.93,348.68,347.83,342.58,349.37,349.26,337.62,330.21,327.62,328.07,336.46,349.99,357.83,356.70,338.30,335.05,336.47,339.36,350.09,359.44,356.25,353.10,335.07,336.28,338.60,334.88,325.49,327.85,335.28,339.61,331.44,323.08,323.31,327.92,325.97,317.59,324.72,L7
2000-05-26 21:52:36+00:00,357.26,364.50,355.30,359.99,366.98,365.79,363.94,376.67,378.95,371.49,365.50,366.20,370.04,373.36,380.41,382.76,372.70,,,361.23,358.69,354.50,355.17,350.74,349.24,349.17,351.03,345.07,339.51,347.50,347.30,335.82,329.28,327.46,335.16,329.12,344.35,362.35,,,,338.29,338.36,352.70,359.61,353.30,354.43,344.30,344.37,345.22,334.63,333.77,329.49,338.05,344.27,329.82,322.63,319.80,330.61,329.18,319.02,328.46,L7
2000-06-20 21:46:16+00:00,,,333.65,337.73,340.58,328.02,328.06,338.63,336.04,337.69,339.09,343.02,345.17,348.44,358.07,363.13,358.47,,,,338.35,337.43,346.89,,,,343.43,334.96,326.40,334.79,329.32,329.47,319.84,324.41,329.70,330.11,343.46,362.86,,,,332.61,337.48,348.84,360.45,357.65,350.84,341.23,,330.97,326.17,315.06,313.52,329.26,334.04,319.59,317.14,316.46,320.17,323.79,318.27,328.48,L7
2000-07-06 21:46:03+00:00,,,,,,,,,,,,,,,,,,370.48,362.89,353.09,349.57,356.17,355.40,358.86,361.22,354.82,358.14,352.87,335.00,352.00,344.87,335.15,320.57,322.38,337.99,329.66,346.97,369.94,361.87,339.86,336.23,332.89,341.08,352.87,359.78,359.37,351.62,346.97,340.81,339.80,325.78,313.08,314.15,331.28,333.92,322.07,318.68,316.53,323.56,334.03,339.52,344.14,L7
2000-07-13 21:52:07+00:00,352.64,346.22,336.94,341.34,338.41,330.67,334.13,352.18,355.88,341.68,328.83,328.15,334.47,336.93,355.50,362.75,358.96,,,341.85,342.01,348.53,350.48,354.74,355.47,347.36,345.51,344.39,325.17,337.79,335.37,332.20,318.80,322.40,328.46,334.07,350.20,367.69,,,,323.74,325.80,335.99,345.96,339.94,334.46,324.65,323.20,321.66,315.34,306.20,303.96,327.46,327.94,314.54,313.94,314.88,320.12,324.29,319.94,318.97,L7
2000-07-29 21:51:50+00:00,365.28,355.66,341.93,347.26,346.37,336.00,325.76,346.14,358.89,344.27,339.79,331.10,325.83,362.81,363.00,366.18,361.43,345.28,354.53,352.57,340.53,358.64,370.75,366.28,360.03,355.16,366.03,348.83,338.92,338.43,342.93,338.10,319.23,322.89,333.40,344.10,354.61,374.15,366.64,342.22,324.66,326.14,341.26,364.68,373.65,353.15,347.70,339.34,341.44,345.60,331.41,315.32,326.85,342.45,332.04,323.78,325.51,335.20,346.25,343.69,336.15,339.70,L7
2000-08-07 21:45:32+00:00,357.27,356.19,346.19,351.33,349.49,346.06,338.54,351.55,353.22,343.29,343.59,345.17,354.86,338.04,353.19,369.68,364.06,355.64,351.65,346.82,349.36,371.05,362.61,357.16,353.03,355.87,354.02,347.68,335.54,341.96,342.52,336.55,327.36,330.50,339.29,335.84,343.59,364.37,359.51,338.02,326.10,335.73,339.56,352.28,359.71,352.54,347.51,338.56,337.08,339.55,333.97,325.14,322.25,333.96,332.18,317.22,316.98,317.30,326.20,322.65,317.35,324.27,L7
