,dates,aus0338-0000,aus0338-0001,aus0338-0002
0,1987-05-22 23:08:56+00:00,202.15761070186153,197.46069734883238,201.40580230760582
1,1987-05-29 23:15:17+00:00,193.94951654299751,185.39426101513544,190.46841029735424
2,1987-08-17 23:17:12+00:00,199.5649179658194,198.78294874736542,200.47591302195252
3,1987-09-18 23:18:02+00:00,206.05329275188427,198.4034440152293,191.96724202948627
4,1987-09-27 23:12:03+00:00,203.1719421300362,196.61770846149264,197.44141372073446
5,1987-10-04 23:17:58+00:00,208.8965465252649,202.7192293106498,197.44701253514683
6,1987-10-20 23:18:39+00:00,,177.24713425935067,176.8552366463473
7,1987-10-29 23:12:37+00:00,198.75740711713235,194.44109464399205,194.78664715186264
8,1987-11-14 23:12:59+00:00,201.84277949445374,194.4785497253288,200.55503056833143
9,1987-11-21 23:19:17+00:00,180.88950120693593,182.13169660804238,187.82335297421542
10,1987-12-23 23:19:22+00:00,169.13948456295034,162.8367537199257,166.86982083146046
11,1988-01-08 23:20:02+00:00,173.3432266491106,168.99092454682437,173.56156081133628
12,1988-01-24 23:20:20+00:00,182.19850292671543,178.54161508953575,179.0793292269804
13,1988-02-25 23:20:50+00:00,190.76021807681684,188.54162157354224,179.31572933608913
14,1988-03-05 23:14:45+00:00,178.44156495968832,170.2356288571859,179.16545137101258
15,1988-03-21 23:14:53+00:00,197.15391520368559,193.7752009484633,192.90634165686305
16,1988-03-28 23:21:07+00:00,188.39880823183483,180.97436917419137,
17,1988-04-13 23:21:11+00:00,185.25619023899446,185.49643733557812,185.0320632949623
18,1988-05-08 23:15:14+00:00,192.2549991697847,193.96342124091692,202.3460980419282
19,1988-05-31 23:21:11+00:00,200.0519505206242,196.9557617990921,205.3389902680674
20,1988-06-09 23:15:27+00:00,191.95909787477615,194.76602637325394,200.98635352366676
21,1988-07-27 23:15:38+00:00,200.5714452491244,201.40095565744028,202.672782144378
22,1988-08-03 23:21:49+00:00,201.7222758814208,199.17505465318794,201.25802974753935
23,1988-08-12 23:15:37+00:00,192.56334693336265,190.32173170347198,192.19395908710175
24,1988-08-28 23:15:42+00:00,186.42110987161863,186.61341132395552,182.51933771314478
25,1988-09-04 23:21:29+00:00,198.62478554589381,192.8137260259029,194.2477795369578
26,1988-09-13 23:15:40+00:00,188.06029469271056,186.332560862447,185.24268332838142
27,1988-09-20 23:21:49+00:00,186.69075249397616,186.2642885511575,191.74081973438376
28,1988-09-29 23:15:32+00:00,193.54819990751417,197.94332349155877,200.71895806563742
29,1988-10-06 23:21:44+00:00,191.5263403909675,191.81502380720178,191.76126323581815
30,1988-10-22 23:21:14+00:00,185.267150181237,182.43867056048134,188.78526724205733
31,1988-11-07 23:21:17+00:00,174.3600486538378,174.00533243158003,179.2145897863282
32,1988-11-23 23:21:17+00:00,172.77170032220968,172.89751840059085,175.1119168344602
33,1989-01-03 23:15:14+00:00,191.20283043773588,175.57903622124198,189.54861053127786
34,1989-02-27 23:20:53+00:00,205.22236332019276,189.59512799285312,200.86159785073164
35,1989-03-15 23:20:20+00:00,204.82947173190888,186.78035392734762,198.78442863766116
36,1989-03-24 23:13:50+00:00,199.42318318144243,187.10332639480848,191.80781678498047
37,1989-04-25 23:13:45+00:00,192.78405168069983,192.9188899620902,191.78563712684863
38,1989-05-02 23:19:28+00:00,187.85766536016814,189.47492167227125,191.92040872192516
39,1989-05-27 23:13:16+00:00,207.88282834323536,201.51893537258192,204.08044573417902
40,1989-06-12 23:12:53+00:00,213.86142654439004,208.41593620584916,205.6312780663094
41,1989-07-30 23:11:59+00:00,,,195.343846149407
42,1989-08-06 23:17:36+00:00,201.6308978242514,192.09216241695628,195.1053325200565
43,1989-08-15 23:11:35+00:00,186.2311725283,185.20474927906048,183.75929999703578
44,1989-08-31 23:11:17+00:00,187.03651874923014,189.14156247239544,189.68796016455443
45,1989-09-07 23:16:52+00:00,199.48831629141313,196.96271711793796,193.6794078645184
46,1989-09-16 23:10:43+00:00,191.19892781988278,191.79965020092052,187.6414545367602
47,1989-09-23 23:16:26+00:00,197.8917271039005,196.6730947758315,193.0258639792482
