,dates,nzd0082-0000,nzd0082-0001,nzd0082-0002,nzd0082-0003,nzd0082-0004,nzd0082-0005,nzd0082-0006,nzd0082-0007,nzd0082-0008,nzd0082-0009,nzd0082-0010,nzd0082-0011,nzd0082-0012,nzd0082-0013,nzd0082-0014,nzd0082-0015,nzd0082-0016,nzd0082-0017,nzd0082-0018,nzd0082-0019,nzd0082-0020,nzd0082-0021,nzd0082-0022,nzd0082-0023,nzd0082-0024,nzd0082-0025,nzd0082-0026,nzd0082-0027,nzd0082-0028,nzd0082-0029,nzd0082-0030,nzd0082-0031,nzd0082-0032,nzd0082-0033,nzd0082-0034,nzd0082-0035,nzd0082-0036,nzd0082-0037,nzd0082-0038,nzd0082-0039,nzd0082-0040,nzd0082-0041,nzd0082-0042,nzd0082-0043,nzd0082-0044,nzd0082-0045,nzd0082-0046,nzd0082-0047,nzd0082-0048,nzd0082-0049,nzd0082-0050,nzd0082-0051,nzd0082-0052,nzd0082-0053,nzd0082-0054,nzd0082-0055,nzd0082-0056,nzd0082-0057,nzd0082-0058,nzd0082-0059,nzd0082-0060,nzd0082-0061,nzd0082-0062,nzd0082-0063,nzd0082-0064,nzd0082-0065,nzd0082-0066,nzd0082-0067,nzd0082-0068,nzd0082-0069,nzd0082-0070,nzd0082-0071,nzd0082-0072,nzd0082-0073,nzd0082-0074,nzd0082-0075,nzd0082-0076,nzd0082-0077,nzd0082-0078,nzd0082-0079,nzd0082-0080,nzd0082-0081,nzd0082-0082,nzd0082-0083,nzd0082-0084,nzd0082-0085,nzd0082-0086,nzd0082-0087,nzd0082-0088,nzd0082-0089,nzd0082-0090,nzd0082-0091,nzd0082-0092,nzd0082-0093,nzd0082-0094,nzd0082-0095,nzd0082-0096,nzd0082-0097,nzd0082-0098,nzd0082-0099,nzd0082-0100,nzd0082-0101,nzd0082-0102,nzd0082-0103,nzd0082-0104,nzd0082-0105,nzd0082-0106,nzd0082-0107,nzd0082-0108,nzd0082-0109,nzd0082-0110,nzd0082-0111,nzd0082-0112,nzd0082-0113,nzd0082-0114,nzd0082-0115,nzd0082-0116,nzd0082-0117,nzd0082-0118,nzd0082-0119,nzd0082-0120,nzd0082-0121,nzd0082-0122,nzd0082-0123,nzd0082-0124,nzd0082-0125,nzd0082-0126,nzd0082-0127,nzd0082-0128,nzd0082-0129,nzd0082-0130,nzd0082-0131,nzd0082-0132,nzd0082-0133,nzd0082-0134,nzd0082-0135,nzd0082-0136,nzd0082-0137,nzd0082-0138,nzd0082-0139,nzd0082-0140,nzd0082-0141
0,1999-08-26 22:04:44+00:00,,,,,249.46208817552593,,,242.7678809053951,244.15328706151135,,,,,,,208.78736930860487,,,,,,234.39028784386755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.26560464868666,,191.15419473175763,,209.71148611464776,226.42033526628455,,225.08601950907772,225.66202963143243,,216.63609334005034,217.60580839822956,208.44359900416308,195.85055153991325,,,,,,,,,,,,,,,,,,,,,,,,,,187.60043196837262,,,,,205.34689528289883,209.5113689404115,204.73156076008252,208.9248452840562,,,,,,,,,,,,,,,,183.16612693952047,189.20902201577258,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1999-10-04 22:11:02+00:00,,,267.12133003397537,,252.98940336913992,259.11268685935215,251.01350989293147,245.52178558349524,240.92079515035684,249.34336492108562,,,,,,217.74136934447378,213.14782374961698,,,,,,,,266.9430275541937,,,,,,,,,,,,,,,,,223.64087373724038,217.96557838104408,,199.54070925261223,202.3669433078957,,,,,,205.6009161170613,198.72277952300138,170.9647523077508,,167.70502245512836,218.86197302550917,252.5606930991075,219.9809022341781,225.84829441608798,224.15493646727836,216.30886383727469,202.79994596284743,201.257234785881,180.513714211912,209.51369895948605,217.27627716728304,,,,,,,,216.57631939905917,,,,,,,241.50626441659188,,,,,,,,,,,,,210.55460098002692,146.5899163760723,,,,,,,,,,,,,,,,,175.10442579849706,176.2354157170403,172.21593666807067,180.80115547098663,191.99254385347825,,,,,,,,,,,,,,203.02484182318605,,,,,,,,,191.48568138631998,202.35712826853518,182.841373367293
2,1999-12-07 22:10:53+00:00,237.137427319859,,275.999096643373,,259.2596722371919,256.2585078345628,252.1963620920788,248.44950003248988,261.1680914164426,244.5909559310107,261.44517590550214,259.88273608646074,,,,211.83966865807804,209.8127790761886,,,211.90805917481646,217.36255188149562,232.49034076431712,,,260.4342860459112,258.6258285551476,256.0676042273775,,,,,,251.94804814397972,,,,,,,,229.01625945935132,222.48701733574987,215.16492656704196,198.59616122235488,198.4231959380824,207.15509786541585,213.70312228646935,210.72749858534343,208.61727412172135,206.26296881846474,216.2706997987582,222.81037306250437,230.94880986611832,230.8149773199407,,211.4106912593435,244.61065180130316,257.340139810294,250.54203873077378,242.0289185561725,233.59966902815208,224.56538109877042,228.7076329349801,224.54192462079297,221.31137656691678,218.8612331897551,217.81342567014545,217.4738951520075,210.14876332029783,214.0249957805767,203.07402448731423,187.8833703614306,207.59269681463047,213.0236158422465,223.22636148370464,210.55098834618417,198.31283371275882,194.37167441843576,207.5369659086013,210.32149883451285,205.99989219326827,,80.44794099402856,,,,207.00898422129814,,191.59479482895668,201.4674471267051,195.12221018905902,190.61553705330016,200.83122775627083,209.82773337778224,215.43802094164442,220.54979851922099,220.24768533213086,225.86606568872298,216.57030862165826,209.08560843345083,208.04567086925607,209.86220548565313,217.35778028912796,221.56800009870724,207.73273787667154,212.01905192982105,203.0869038071765,193.70448467483587,202.72733077978984,194.0081493219443,188.3104322653083,179.38750421658764,185.61522934130653,201.48849363152004,200.83559796839492,200.43402715610756,195.94263560608204,197.30526638203375,199.62932990604122,184.82407653060454,,182.4836823423023,191.9379739996807,193.7091891943504,195.6483878197244,194.3009863917577,187.4817395232667,184.25199944977976,173.99980125631197,61.082408384939434,,191.11807373247302,205.21789443680223,215.80720587042617,235.34044197139235,213.45977418721594,219.103543710672,184.6533214938285,203.93891399389963,198.32161638848345,209.6649136469706,204.93594818051795
3,2000-01-08 22:10:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.40491634997397,216.61852814434397,207.98183774512518,192.47270899208544,186.37198155520485,186.22393102529793,193.08340049723387,193.7064922773549,202.85666075881085,209.09140992500258,209.93220009456545,217.27972890907415,219.70509800151004,228.66225604685658,,202.8546046216768,236.2799588646266,251.25457475573975,248.06037435400964,239.30127088093852,231.81518973711914,219.69714177124317,221.0497973476283,226.0025807185393,217.54208934922755,207.86007390128486,211.48784890675796,206.31196210246705,207.83811750107532,205.62171685187053,174.5711494054892,147.25070021770276,170.56379838591374,189.12358481099733,197.15454042234816,187.76077154973345,181.16875121710217,187.05497705183288,186.9716041471592,185.51163936939562,172.19189016404061,,48.121121129165374,,,,168.1816947404789,,151.3481576302471,163.60875977871706,167.35154601481452,153.29637836796613,174.64668858916062,185.08233130272063,195.79433373642547,208.1894472337726,202.52783277778192,207.0821578719393,211.66737133108435,199.20447727853383,198.97015196776212,200.99090561551935,198.47117001813254,203.462872118261,192.4207770945969,186.69043098463123,181.39660038402732,171.306930759903,185.3434307301652,180.19273340742438,172.77722862366895,163.38616996741595,171.78945044646056,181.6047700529383,178.1758686354443,191.1554381859789,192.81847666551838,193.4328449995704,185.24024447456492,168.60751343402927,,162.00344675960056,189.25423777895963,192.18114325449588,196.00555135426322,186.9714770579906,189.19219126561404,178.5037094639428,185.2264235540675,31.24808025930254,,166.9013304244264,195.43120065937276,200.29006556690953,214.0306216049331,173.45347062384823,188.48001350087716,164.63579804584472,187.41013705463016,191.59702558178518,204.12340366848264,201.33070324433154
4,2000-03-28 22:10:31+00:00,227.63340909038965,263.23305608803975,253.95607332656857,,261.33205975835875,265.6684075181034,254.9576207583443,243.77358200306438,242.65403298397402,244.11674612814366,256.354134478772,228.83323263050391,213.86542375473607,228.36911298225945,237.7290597313462,,,,217.91575857806473,207.40184734294172,211.11839244997196,235.1648025994753,262.52253848902524,277.8326108729571,269.34117343924436,255.25014066877858,244.96835505272136,257.6554133258224,271.6713406445487,292.7835533690051,276.91351414348026,261.8481351424957,253.2911266491325,251.77708037118876,254.25055065609408,255.73900303991158,248.63513460823603,244.41164413563305,238.07611854589652,243.9071165197208,241.06433597693695,233.25459645565272,224.58166220479148,204.0758538207581,208.17437920138067,,208.3160466357426,213.27677097032978,223.8813598975407,228.62217704560612,,,,,,,,,,,,,206.08728231900702,214.07703497247158,190.51339430448024,176.67307932319858,179.51240042571942,180.17274762254695,171.67002602024417,173.6051486959368,169.24682823967822,192.98214773823437,229.86261464528417,,229.40154152167528,218.01648325984695,220.25233573898188,227.92259508292906,,,,218.39549786685433,,227.20142459268334,221.70379818595472,224.59873219195308,,,,,155.67695385459535,,,,234.91989308601813,238.99293434392055,240.92796996940118,237.81005802248242,239.75795939718185,238.99294418156416,227.40950791417,226.61617910049594,222.2089270323177,214.77832342685136,218.0661395880512,224.86955957145304,239.23807628617953,242.1828318628577,237.8537312311266,238.88448401087035,234.72069123712535,223.41984085343222,222.10219683774943,222.40713267666064,220.52273858901742,223.88273336939193,222.461389197246,213.09555027405136,208.52002933425246,200.38059182513987,194.99827073682357,,217.71428124080458,231.36541577297734,231.6046070207087,227.25017468055228,,235.0969587890701,,,,244.12410127542623,249.46344070757664,,,,222.83926669040434,217.41161030240613,,202.25126574762643,213.60671803003467,209.40044576271026
5,2000-04-29 22:10:17+00:00,215.08465731369242,237.63318492341034,245.21626254729293,257.1692583203817,250.02391827079663,258.0253711535509,261.05325410783126,248.49621225352385,243.63902768972946,227.43838290809975,241.93147169431316,218.75749379501255,203.09050255037184,215.56301388183553,220.05768554330814,,,198.96172559281098,202.94330457722378,195.93299130112192,211.653059993508,239.97066673670244,260.748043549727,266.2622871264907,266.51756165588404,251.01428626880522,241.50576142111564,242.7160247822796,247.49718581849334,291.1076216163579,271.10508718674726,251.89417714462093,245.96854401170208,240.94952748536713,235.02372436926836,234.05250917470627,237.16091962446254,235.16055907805222,236.617966929029,233.79197167924073,227.99213913109276,221.73090722600028,221.2506390492387,212.08710342864634,207.99247632002275,,194.20115480850515,191.80562491106184,205.5616436164824,217.38793771042975,,,,245.03383345221704,224.66449728107182,,,,,,,,243.9703013646122,234.55099100103655,234.90974717991622,,229.36025514772234,214.98018816954368,211.56620465866482,204.56114114887723,205.2138327541886,182.08685026297698,206.25951227684538,,219.74378466870442,226.43291047206478,227.20350188185557,230.7693592072025,,229.44643998514644,,189.3554827933345,,227.1177303133563,212.86358655697396,230.7419836553816,221.65219834214645,217.95540856743156,,,,,,,243.6373855986388,232.46690655639554,242.2228549498179,241.30963762420814,235.64852448647528,232.52510572911856,237.02314228981007,240.34196808718255,243.49683896182682,244.16667237758642,240.44927827032447,227.48361769358777,223.90842820343022,219.03549177555243,224.15605212366015,223.138395220081,219.27623543926484,211.7725865686578,214.04146452747693,216.91307261563801,214.9081903314546,213.5944960605522,215.1573262684815,211.96889692396888,204.24950088147423,200.68945300331916,178.1808217300819,,200.21802199080832,210.07669958597597,215.14590019083184,218.3082755354953,,210.1312443346066,,,236.70593269154475,214.6537858118026,240.15766749029106,,213.2562101514371,,211.92867200898223,219.4587867075199,,201.30994233625694,209.79895393062904,203.38132553857494
6,2000-05-24 22:03:46+00:00,205.37338739634188,234.55255710397265,227.23885553748323,239.51508774736982,235.12208175809462,247.99604839638278,246.99296613973416,240.15860298148027,239.85623424254854,219.05809060483256,224.95997024959232,210.78764701174404,172.53882188745928,202.59808187357814,208.6647571188637,210.41019135918043,197.7417493915629,163.34498640786566,187.1730628526501,196.53005819089242,214.6978863120496,233.5801826457086,226.8787482493757,235.76888858361318,233.97677214507416,238.09404642830748,243.67013876452168,237.429541284329,229.26306805725974,246.91781505080058,247.70497971241429,237.92145383593896,229.0074843054584,221.9579881903944,224.60828434987837,215.6475300915566,222.23754215189896,225.55384689217735,213.64276429615256,209.4969177487299,216.21755413793454,218.81794868745763,219.11597513290715,216.29427362236697,211.35842021871693,,201.76818747229905,194.38243775675937,202.04132776561173,217.96413197898943,,,,210.04156063817388,,195.29903613939518,234.63187363578012,255.52569227501922,,,,,237.11942320320782,232.2685022748041,232.40467756460006,,230.29091267861418,226.76706211482937,221.0230699971508,216.64561204081926,218.3335536342404,185.99354073179532,200.73305459076747,,200.95116647877293,205.88193654164496,202.579853428098,206.4328460705462,,218.48478333826492,,215.78935296235645,,,,219.34638348107848,220.43803032895542,217.96076638190695,,,,,,,222.528980434945,226.43760983080628,237.61355778891365,233.5552920473174,242.59947472773172,257.99990969793976,246.9193501002368,240.5235436499306,226.5405771575735,219.8688824794603,224.82395950515237,232.88677652568444,232.7245153727853,233.1251294494215,219.4278498865431,225.83299585215744,224.46634567105332,226.63674159280325,235.48977096657103,234.08456217686216,231.39574253381198,226.22521316907518,226.55252573066278,213.96783021314693,203.31434677365257,183.98353395245476,174.55707944140073,,187.99637554628094,193.50287985612343,195.52294536030635,210.686490461561,,206.59700497281162,,,,221.76733730670506,208.2551488053013,,224.11557713920817,,213.8720745310756,199.7678167950068,,179.25575081512378,193.08417356254088,183.32259554217285
7,2000-05-31 22:09:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.6626704196117,188.570025488975,188.83367339911052,,,,,,,,,,,,,,,,,,,,,10.300128365520706,,,,,,137.74717675613928,165.04383012217403,,144.03877102708674,,145.6511630012965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.11280875197446,,,,,,,,,,,,,
8,2000-07-11 22:03:17+00:00,,261.6454974851715,248.73684568664586,,253.84152653905326,261.91337617106024,255.52234385759127,247.6925489649553,257.96058975438484,,,232.2506322318665,221.8216283467261,230.73469447932186,216.56414131801384,213.6751408856209,212.21224378673017,,229.6099833547918,237.62652613359492,247.46747134922484,236.136534569592,226.90836459764026,235.00912036423588,235.85472037914266,233.80061589790623,267.4762155541603,,,266.10436013020103,258.13073997385305,261.7867938167423,,,254.5519107945846,251.06699545797935,241.0496397706973,229.87349157759678,226.83971819051212,226.56309875985457,234.20816227308225,230.30601848211575,221.76975552801065,202.59982430483137,232.72418948589217,,235.18228952052044,,,252.98721237230114,239.0958031906813,219.39034810086113,,,,,268.48305097692923,251.9784194300068,239.6058876337861,241.0563908181991,234.85291004455198,236.71732002105819,238.2494529982516,247.4736887681675,262.2116251373513,,253.97824311252046,228.17192657505046,223.308867593505,236.7028950628114,237.2042099351257,220.84133784444242,,,189.1220700628378,194.85850208842015,208.2761511186748,217.96525810143766,,,,,,262.1083924135534,224.24323153170775,245.52978053927214,249.89277579970394,251.23164084520664,,,,,,242.59764021487783,234.3723906912493,238.78430220306012,247.60213251775974,243.74658261595036,241.5767181190509,242.41192425861774,244.17832378639815,243.51020046135386,245.7793416018568,241.34279526566326,245.91065308696759,243.38503570723944,244.49953927309272,260.3466415509234,254.63079208793144,263.9601155545024,236.64110397598245,230.2242711858947,228.7276835039651,225.25387007224052,230.90545551720666,233.16226985439826,226.6018807505271,228.19290810653277,239.8317026787458,,,,214.69082737152434,210.3857312611675,208.33946438720767,222.0804757566238,,240.41407671631467,235.03868681470345,,243.38154531677517,235.7495009288736,,224.08985211478065,230.09431563753742,228.483755547281,235.23474788967417,232.45623871961163,,,208.15171596173616,214.95436735756797
9,2000-08-03 22:09:08+00:00,219.9703069297934,220.98648843427094,252.19922595007557,,250.03526646566996,246.75364606625524,247.50083590697025,248.6543997065298,254.786610783369,249.35595068271894,249.8561946316329,235.33310317548535,220.83890731663146,225.14966842156417,220.45450628954384,215.5057440692077,216.847449401748,,226.767339821531,221.81005289768234,225.2934179794249,223.21235906374304,230.51915381839834,241.40580381415293,249.39645336252056,260.68273890029093,269.6965751004928,270.39625436971676,266.85690204578896,271.19026792510147,264.2970354586969,260.8542015470954,249.49431572795677,250.1948464996174,247.58892824396966,237.25861124966272,232.54707016019552,220.22152657795007,227.75091323944102,229.1636030293155,219.64835748091608,213.3830455229171,206.5930404834678,200.48155344282404,210.72281355769377,215.21160481840852,214.94030607050027,214.61557706991758,221.25376098747205,226.20572825497757,229.54859332344412,225.31360159833673,219.78525781178956,217.06754615766516,217.97256210181237,233.99864377395232,246.50608030095103,250.10564559000298,241.41746123959874,238.23418209660892,241.019920033722,239.55630256099454,242.1844345395201,244.24099106762085,237.35706277115978,234.4408882953169,226.99854466609662,224.27164189816202,223.88898412038108,218.70547587654235,207.2437812191669,190.1398017422407,195.67324090574948,198.82978406775848,211.40998594331296,205.13914640476386,207.3233992678436,212.1350880475181,222.2169017800903,222.61532450214355,217.97981322651583,195.16399833792997,220.04408226716978,217.07133449482546,220.99579068757203,222.7043661533317,220.08632216847155,225.14881981696118,219.0999378999636,215.21590728829653,219.22676253036022,223.40358976958032,223.15104529108945,227.89075940903237,223.7303198816208,237.29307302684074,238.06329196278773,239.53305418514412,233.218248833743,226.37081607896485,234.33563162871525,231.1436211708465,232.368544313801,234.4647486892327,222.72323101652577,213.52639738849888,217.98364594453136,218.6332357244213,239.63560141878685,229.07832743982289,225.7091099483087,222.38966244391017,216.12349500064408,211.15118452999735,210.51120187952597,210.38997894782662,216.49600319001263,207.85860788704582,204.99160526333617,197.22165765439564,180.67554860323938,186.60838580896296,197.94246886245102,199.83346369768466,206.52029630584858,206.72859012894492,206.80397740166455,217.52403159682808,221.56688982952997,222.99793901108137,,,174.25197623898106,209.45724576558825,232.77249117002918,218.8525043107278,234.8571359043363,183.5962548662769,204.4598496642397,187.4724733325252,209.3313344600938,190.8480120529597
