dates,satname,sar0921-0000,sar0921-0001,sar0921-0002,sar0921-0003,sar0921-0004,sar0921-0005,sar0921-0006,sar0921-0007
1984-04-29 09:27:29+00:00,L5,190.54,182.62,208.58,198.78,194.19,191.18,420.25,861.26
1984-05-06 09:33:51+00:00,L5,208.49,201.91,222.36,211.43,204.74,211.95,445.44,996.57
1984-05-31 09:28:23+00:00,L5,339.85,397.90,435.27,427.32,422.83,354.49,329.16,430.94
1984-06-07 09:34:42+00:00,L5,202.52,197.74,214.89,196.10,191.81,195.41,425.06,973.00
1984-07-18 09:29:10+00:00,L5,194.85,197.61,223.08,215.83,210.68,208.91,436.81,994.01
1984-08-19 09:30:15+00:00,L5,208.65,200.91,217.16,210.21,208.95,209.37,443.30,994.62
1984-08-26 09:36:33+00:00,L5,190.64,196.79,219.33,210.35,202.40,199.71,435.42,995.29
1984-09-11 09:36:38+00:00,L5,192.13,192.29,209.75,204.48,187.91,193.37,429.58,974.36
1984-09-20 09:30:28+00:00,L5,349.16,268.77,308.43,230.66,311.41,241.67,409.51,999.90
1984-09-27 09:36:39+00:00,L5,204.75,200.19,219.97,212.20,512.02,506.77,284.53,994.01
1984-10-13 09:36:37+00:00,L5,195.85,197.03,221.84,210.53,201.18,201.76,443.82,997.38
1984-12-09 09:30:22+00:00,L5,196.89,197.55,212.64,204.78,202.48,210.00,439.27,995.26
1985-02-11 09:30:47+00:00,L5,209.55,197.11,216.77,212.41,201.30,203.14,439.71,999.35
1985-03-15 09:30:46+00:00,L5,203.61,196.22,214.40,205.24,202.30,211.62,440.16,993.89
1985-03-31 09:30:43+00:00,L5,207.53,198.16,221.51,218.45,200.44,213.80,435.23,996.61
1985-05-25 09:36:39+00:00,L5,198.08,191.40,208.55,194.07,182.09,,,975.04
1985-06-03 09:30:28+00:00,L5,204.48,193.92,218.40,207.62,189.82,189.16,428.98,971.06
1985-06-26 09:36:35+00:00,L5,202.80,192.18,215.12,199.09,193.96,199.13,429.04,979.37
1985-07-05 09:30:21+00:00,L5,205.29,194.92,217.50,208.80,195.70,200.08,429.11,994.46
