,dates,nzd0327-0000,nzd0327-0001,nzd0327-0002,nzd0327-0003,nzd0327-0004
0,1999-08-21 21:47:20+00:00,225.663848943457,,,,224.70113186960555
1,1999-08-28 21:53:35+00:00,209.50589713297683,,,,
2,1999-09-22 21:47:48+00:00,,,,,230.84326667852872
3,1999-09-29 21:53:40+00:00,230.68539916396662,,,,
4,1999-10-24 21:47:20+00:00,253.22793365377885,,,,222.3510018810356
5,2000-01-12 21:47:42+00:00,263.56608706237284,,248.266074750406,,238.67937133102166
6,2000-01-19 21:53:25+00:00,241.15170626082025,248.1664938489392,240.74860209694768,243.93443688026363,241.83718946621153
7,2000-04-17 21:46:44+00:00,256.61436922997166,264.2590239501737,261.96884749139144,240.72064181485945,241.65511956592297
8,2000-05-03 21:47:07+00:00,255.08312432394533,256.6784080987186,,215.0443644579312,216.69968526292945
9,2000-05-19 21:46:31+00:00,236.77514522453302,234.7744785496709,231.78955332744732,204.24364936061545,210.48339008518747
10,2000-05-26 21:52:36+00:00,272.8802109844164,268.79826540731153,259.49364023431485,,239.91257823546266
11,2000-06-20 21:46:40+00:00,,,,197.01424946831955,207.2837025409404
12,2000-07-13 21:52:07+00:00,233.9474919233379,233.0540240032375,231.65979309694401,,
13,2000-07-29 21:51:50+00:00,242.9754487162217,246.12672260231267,237.2642194286354,,
14,2000-08-07 21:45:56+00:00,,,,168.817912761764,172.79063605489492
15,2000-08-14 21:51:44+00:00,228.30160873552137,220.70817485877467,219.00687690416632,213.03674255714287,207.00151538331204
16,2000-08-23 21:45:51+00:00,231.43605843862971,235.16524646064687,227.4407784298928,218.16164037068,198.43838702437546
17,2000-09-15 21:51:13+00:00,218.12800781817475,223.09943892651458,221.18069608240333,210.83164576117704,195.73969602660543
18,2000-10-26 21:45:10+00:00,184.87910147490578,247.56214365326275,240.59362462228586,202.4088745931442,212.91914218988103
19,2000-12-04 21:50:58+00:00,258.92115708587863,246.5578053000869,235.99816659893244,220.16307505776246,229.77454595325008
20,2000-12-13 21:44:52+00:00,222.67101271814602,226.20773767114903,216.53917507569523,210.33190885203794,212.31816802128165
21,2001-01-05 21:51:04+00:00,,,,,
22,2001-01-14 21:44:57+00:00,233.81402130296155,232.04225323429688,215.84367159201665,217.25039642723647,237.18603589953017
23,2001-02-06 21:51:02+00:00,,,,,
24,2001-04-04 21:44:54+00:00,188.80167645782888,194.10448767434366,,,204.47496559253835
25,2001-04-27 21:50:43+00:00,256.11568179916645,244.23138955444324,243.6204147628083,242.60754540531883,223.84993794410704
26,2001-05-13 21:50:33+00:00,229.3699479754841,228.33907574330857,233.45620155524688,241.0138687393492,223.18954067719022
27,2001-05-22 21:44:18+00:00,218.62909381682542,228.99441526088788,218.45503952349623,223.09441001815662,222.45069602786035
28,2001-06-14 21:50:14+00:00,255.8758251374047,256.3378370617834,,247.1267261316557,238.6601286830853
29,2001-07-25 21:43:42+00:00,,,211.3905843985109,212.36290076959696,
30,2001-08-10 21:43:48+00:00,227.03674532529772,233.06137401889777,220.08366045577833,224.90936022553404,214.96707355024498
31,2001-09-11 21:43:02+00:00,248.01999223498106,254.7387732129133,246.23882594607238,253.77919601898122,255.42620063410044
32,2001-09-18 21:49:05+00:00,241.30314005800292,249.95995285512527,249.81072280945756,241.41321403477062,243.17388986159682
33,2002-01-17 21:43:16+00:00,,243.96865966142053,241.91382279761524,245.57937859592704,238.8591249110697
34,2002-02-18 21:43:18+00:00,,223.02489690613152,223.5069337912703,221.8130033071871,214.35360277949414
35,2002-02-25 21:49:35+00:00,244.2308805055048,,,,
36,2002-03-06 21:43:23+00:00,220.58841681270013,225.31582205154388,220.92476907623282,209.97011521764716,206.8236329295492
37,2002-03-22 21:43:16+00:00,230.20351965995715,231.99607300539563,229.29821376899173,217.16627099329395,215.98652679515152
38,2002-04-07 21:43:17+00:00,232.26402619125756,228.71524097330317,223.4981862023833,215.56644180962374,212.1464365384298
39,2002-05-09 21:43:16+00:00,222.65426090461304,209.59671208821788,195.90064902478542,189.48037423120692,191.39105187685084
40,2002-06-10 21:43:00+00:00,221.17915615748976,241.18589455932346,,186.75517534804624,184.83642884969302
41,2002-07-19 21:48:57+00:00,254.74664139906923,248.8360951967573,,,
42,2002-08-20 21:48:46+00:00,,,,,
43,2002-09-14 21:42:19+00:00,,,219.29823019564387,210.67241376067747,191.86632272888235
44,2002-09-30 21:42:11+00:00,,,194.7562485726245,213.98405168104145,201.2922824526702
45,2002-10-16 21:42:36+00:00,243.35981642693653,238.77442755901632,,201.87981511298162,191.4392446546502
46,2002-10-23 21:48:27+00:00,257.379061478222,251.76469440831667,,213.81887766844812,205.5531317128181
47,2002-12-10 21:48:53+00:00,,,203.74002127624973,203.28799904208213,202.91980111791486
48,2002-12-26 21:48:59+00:00,235.76279121032144,,214.0519468743055,220.7057322761936,215.67403510370104
49,2003-01-11 21:49:02+00:00,,238.0199831117798,235.2607087566181,230.09382864519446,222.49025486439845
50,2003-01-20 21:42:57+00:00,224.58277674218868,208.40137858839114,,197.83986277213978,200.88829015883402
51,2003-01-27 21:49:09+00:00,175.30297457819546,,226.8031206680859,,215.33210957240047
52,2003-02-05 21:43:05+00:00,,243.93299422330892,225.47498482982428,224.8142121127944,221.08429335665244
53,2003-02-21 21:43:08+00:00,,,,,
54,2003-03-16 21:49:22+00:00,,,,,
55,2003-03-25 21:43:05+00:00,226.89724819754534,206.8083067205225,219.36296916154336,211.77768611659738,198.44665513731306
56,2003-05-03 21:49:25+00:00,251.75585429713493,239.01944177757002,232.5431411548124,219.83428096330834,212.87231965782743
57,2003-05-12 21:43:12+00:00,233.6348254945863,215.5654961199813,210.24868690566348,196.3680375841518,193.61874896603302
58,2003-05-19 21:49:19+00:00,235.15422344873872,225.4766500405732,207.79310816272087,209.5638755348686,194.06548394856824
59,2003-07-23 21:31:26+00:00,198.11835219408096,203.83588830763222,,,178.00089015884444
60,2003-07-30 21:37:21+00:00,211.54145659998161,204.63547178464955,207.78090381409396,204.00104403117948,207.47090704614638
61,2003-08-15 21:37:36+00:00,195.8215427348206,,191.06560211922252,191.8675958816944,193.48194283342193
62,2003-08-16 21:42:52+00:00,,,,156.44354803280032,
63,2003-09-24 21:48:50+00:00,,229.72391896276307,234.12245656301383,,228.21901738522405
64,2003-10-18 21:38:36+00:00,215.60465152762018,,228.54296439389182,,227.04608715484582
65,2003-10-19 21:42:44+00:00,,224.0671527159358,,,
66,2003-10-26 21:49:02+00:00,,,,,189.41442191083166
67,2003-11-04 21:42:51+00:00,,226.08944313879272,225.01526663746134,,217.4040937237093
68,2003-11-12 21:32:41+00:00,,,,,
69,2003-11-20 21:43:07+00:00,,254.3235938627743,245.7909520335548,,226.34907282059282
70,2003-11-28 21:32:58+00:00,,209.86422446637133,,200.76991403459948,
71,2003-12-06 21:43:10+00:00,,,,,246.78086947334214
72,2003-12-14 21:33:02+00:00,221.26191350612055,234.6324081714152,,215.96870770340735,
73,2003-12-30 21:33:12+00:00,192.34460133832962,202.3226751112111,,193.1308124487525,
74,2004-01-22 21:39:28+00:00,,,246.63598757988612,,232.75039020818028
