,dates,aus0046-0000,aus0046-0001,aus0046-0002,aus0046-0003,aus0046-0004,aus0046-0005,aus0046-0006,aus0046-0007,aus0046-0008,aus0046-0009,aus0046-0010,aus0046-0011,aus0046-0012,aus0046-0013,aus0046-0014,aus0046-0015,aus0046-0016,aus0046-0017,aus0046-0018,aus0046-0019,aus0046-0020,aus0046-0021,aus0046-0022,aus0046-0023,aus0046-0024,aus0046-0025,aus0046-0026,aus0046-0027,aus0046-0028,aus0046-0029,aus0046-0030,aus0046-0031,aus0046-0032,aus0046-0033,aus0046-0034,aus0046-0035
0,1987-09-11 23:08:53+00:00,285.1438336561504,296.1744480259226,319.6772264207992,310.5749727437088,277.9310925323009,272.8950732857031,261.05779049666717,258.73123871012706,250.83870984166282,254.26243060389254,263.2120793489244,263.49031692434954,271.26198987739866,285.0040424383581,279.63198307654136,265.4841212292074,254.47982829207302,244.68655465687291,234.67257355771522,226.3077379218056,225.66285278850643,222.4441363611577,218.46239514769718,216.1141113519866,221.7674682299323,218.75545212958605,216.7351090998502,221.54829966262884,232.59602709696316,242.4059707215641,243.76590809665197,229.54713732283108,219.91667452979007,210.29610900800003,208.24548350153123,217.9550896432076
1,1987-09-27 23:09:15+00:00,301.69113202728045,315.0218569157214,341.84001722175947,341.7468418378776,302.8926200897565,290.75902669755084,283.9184154067669,276.8529307737369,270.2542377155793,277.7851926848605,280.38539961220516,274.65849388490824,299.73755502886127,315.78140122325306,315.23412039023435,305.60185598499123,293.81920723789193,280.49339832144733,261.1677848367577,252.1042335186636,251.80212879593614,235.43473135564994,231.09232465525753,231.788002722975,242.7139178713672,245.61313955997008,242.59852379550057,246.7802945085723,256.1512871800829,256.4828787312162,262.6171642128471,253.8053276071911,240.39300046628455,226.2386967366233,229.55811174975327,231.96900230470897
2,1987-12-16 23:10:41+00:00,298.68882596334015,304.44995601940684,330.12649553138044,321.0877885638497,296.4973831258333,289.91970040319296,296.897167841693,279.6209532051749,278.2329521102023,282.85869629748083,289.7330715950659,288.40006539399656,289.6809193698883,292.6672183236268,298.21111340472805,288.2170205133473,271.3831265236504,260.9188586765642,242.58877576682565,229.5216798898435,225.24932447207084,224.12786695640415,220.9154930460302,220.15049726666643,224.36012866029506,223.4296844235757,226.65002588949025,234.06089727025625,240.77474112162665,246.62569036702396,244.37269089143072,243.32897443085403,244.31931821857106,225.71271023651585,222.4818001783177,217.88388852325892
3,1988-01-01 23:10:57+00:00,281.3162358152613,286.77662756107753,318.54808185817063,315.50770974203397,279.7031858999054,278.08851805585624,276.80902108799563,277.6106836016695,266.5019622412193,266.80607900696793,271.70499401497773,272.5640896231607,274.66115391601977,286.07889130162414,285.8493359836194,267.48598271053464,258.6575664424208,250.61874429197513,233.36000755455478,222.79904891968332,214.09014816267754,215.91141329494624,207.93407653907522,209.73885997175262,211.71702383400944,218.3690728295362,216.15143635366914,218.86437589476682,230.1601353170916,239.72809407522178,241.27630407904397,236.1837908507158,227.15599662895698,210.73660240561279,207.30651948683433,204.57734720973033
4,1988-01-17 23:11:38+00:00,274.6260646357796,276.9421856404587,309.2981846064226,300.48636075281183,275.4228165082508,262.7920607947437,257.34930783684655,259.3072402323576,257.22752632224166,257.5705468186798,251.94581797184827,260.80915390197254,261.26310220771916,263.35581080108597,257.42405162525984,249.05476977529523,236.35824503116416,232.13203012283597,221.40851563601717,214.51049286188663,209.88656996891802,203.83570999173298,201.7807915510753,195.73806075980912,203.13214384909958,203.30657251994796,198.82068296323067,204.48650522767736,217.0844663579864,238.46462433788088,242.69221960302065,231.6536169329413,225.4597328729501,211.1120568927651,203.72361452835656,208.70622780757066
5,1988-02-18 23:12:11+00:00,284.3357302772909,286.9155597192543,311.3869976460717,304.79218312451866,269.0630718233093,259.7281603624778,258.8894624823805,257.7322864322663,253.77510961799382,255.44546357273504,250.51836090621126,259.57509734227665,261.9079134211804,257.61415008631604,256.5266554105722,242.2887926463068,233.94120732456966,226.1306795384253,217.68228145336784,210.65584497219015,203.9399909374874,201.24859683893186,197.0045597290464,199.9023078108287,202.48372246027986,196.81691152360403,199.10867188946617,206.16566769382285,214.16795628187649,227.9459378758986,228.45560207170067,238.21686926593082,229.06537550497583,211.3572545712433,191.3745856578512,200.53812762479026
6,1988-04-06 23:12:12+00:00,240.44375281985972,244.71836649124623,273.55585832202087,271.62892681654705,237.30737451411142,237.16803033224437,237.30181863190586,234.37084025514935,236.1100841496277,234.9375150369739,233.74136180205483,241.85896480251802,243.96325291097708,239.0108308825819,240.42962972269885,228.34777701185294,224.07602920962023,219.35429765596086,210.44251252536532,199.08410906144996,196.2150383476301,189.7909016214311,185.38083862831172,,,188.4935484930747,192.86879019391162,193.73540507661355,200.35220118199513,204.51035144748732,,,,,,
7,1988-04-22 23:12:17+00:00,273.83643497807935,275.52981441360487,291.3222647896905,289.24387379274253,253.7896898986827,249.11911152834944,239.17942510249202,234.77816321327987,231.97138756898636,234.02914324314563,238.69859706449273,240.95897185216052,241.397770878396,248.50786091770252,253.1357431704668,234.61792108297956,227.84656879866756,218.80337136855454,211.9774971638262,197.56686355780118,190.5083330178152,187.55315683944764,190.33738881382016,189.25730348994557,191.28989467963277,200.0444651210573,196.00857094927935,190.10623561632977,197.97915521066443,208.27947537965443,219.8492919927673,229.40321077670947,220.74347900639603,204.18395631960078,193.72063695266138,197.58422057292944
8,1988-05-08 23:12:50+00:00,265.3193046964853,273.00891893979906,287.7012239954836,286.26817875294097,249.53469722118365,245.3112866059678,243.0418912738777,241.8943388378393,232.90213264176282,235.5810313300023,236.87298451246656,235.7628201152869,233.3083908437176,240.20376603532094,243.85678746280072,239.34136442771793,228.30108502005956,217.29171553289942,207.82986845566288,199.01425688543688,189.09686573621337,180.8094002548557,181.77385703984376,183.0264104720825,183.7833266656221,194.56799724081435,188.44133905390456,209.57710272644698,220.46745896430005,223.93218855057802,230.30320797619683,220.43406869038574,213.55943769002874,197.94265179709637,185.9845821389929,181.90988195460457
9,1988-05-24 23:12:58+00:00,278.96240661049865,286.90105705585654,301.54030581494135,305.50818016525506,258.2698592119712,250.3504976517128,254.07726264649037,240.84286326758604,234.03424374016694,235.0394268116585,243.3825787582544,243.29857450592058,238.5180349339173,250.2693245175533,252.46151591557785,250.74157602341035,236.76150387905184,225.84505501574617,213.7091311656346,202.08113678231817,201.49394534197359,197.90560942540762,195.57137566122915,200.6099493665027,207.9902856491647,210.59511379865424,212.44159054834714,230.85020822465216,247.00486569354987,238.65354749852588,239.07619995798112,228.1545486527333,223.93174748617872,200.6926250538032,200.55830949298462,202.45229801251955
