,dates,chi0260-0000,chi0260-0001,chi0260-0002,chi0260-0003,chi0260-0004,chi0260-0005,chi0260-0006,chi0260-0007,chi0260-0008,chi0260-0009,chi0260-0010,chi0260-0011,chi0260-0012,chi0260-0013,chi0260-0014,chi0260-0015,chi0260-0016,chi0260-0017,chi0260-0018,chi0260-0019,chi0260-0020,chi0260-0021,chi0260-0022,chi0260-0023,chi0260-0024,chi0260-0025,chi0260-0026,chi0260-0027,chi0260-0028,chi0260-0029,chi0260-0030,chi0260-0031,chi0260-0032,chi0260-0033,chi0260-0034,chi0260-0035,chi0260-0036,chi0260-0037,chi0260-0038,chi0260-0039,chi0260-0040
0,1985-07-27 14:08:29+00:00,218.91485175703602,216.16801776291538,214.76614241215594,234.59370213783106,234.05943371842355,229.79182195986283,230.85188421615953,223.56049344340178,223.15752146872586,229.19898803892735,229.7179601715271,231.02792553553996,224.43421869523542,222.66112478446794,217.50123974087018,225.0489253092266,217.91620107096557,216.91839957806866,214.7508737133363,212.78068177449572,221.01479265723444,221.55583698692251,216.8591530202375,209.7364889882762,211.0349650559735,224.88564004657218,212.63688465565477,213.05059907908168,221.7169735972836,228.09009480652378,211.41658814151577,217.32277837675187,219.33233813468323,188.1687022740919,183.52385550397562,185.85701697788298,192.47722666508855,211.62638546711838,215.06979237819837,221.42156054444035,215.72263285396338
1,1986-02-04 14:05:35+00:00,230.49456522004002,225.62361219958373,218.4626753668391,239.26683177792202,237.50651503506808,237.930868671185,234.85931309964462,229.8810358078217,228.94521240069,235.24209741111287,233.89322531102593,234.11671637292716,229.98356725871665,228.10283876422145,214.70847895459542,222.8910801846949,219.94038941899328,216.03499725728955,219.79783136986018,216.58532553070216,215.39529578949924,214.00045581990537,210.96031894164386,210.0260912806708,212.5523105181177,225.22861459412533,217.68551956714117,214.56645715380287,221.68984551594912,225.8978789683283,218.23520817891657,228.43622678028288,226.25661015699066,210.05009343625204,203.23611202047607,201.9290702529137,200.61056616113856,201.3350949114679,214.53152791805329,215.33632267162403,216.59067379339947
2,1986-07-30 14:00:52+00:00,,,,,238.15145785435618,220.51589066448332,232.2026210287987,244.4671315785019,,236.81437350269553,228.06481064499167,228.37948987397561,230.04945777371844,219.37835936215532,214.60016324650803,225.85829159932567,223.99323755064168,209.62870995408196,208.37404731716305,215.489343876196,203.6455322629827,199.1349797802719,198.7152065015385,201.3440716541075,208.62884735208456,217.41049767948553,219.71499139607346,210.48395569923994,224.70432894410777,225.132929022572,216.88563724187395,222.59813114242942,212.80704496718982,191.45039369604345,182.97029672335964,175.40751775846766,195.663723397412,215.66529614650898,223.23962298014874,223.25031926456336,219.66897373150513
3,1986-08-31 13:59:41+00:00,226.1443152098692,216.2724743097004,219.4002066369496,227.73228835134623,227.37163649459748,223.12124604337333,221.1124398426339,218.6761303832896,224.31284953295602,231.63550736281948,231.85267619404428,224.25503612239598,222.15034802222215,219.38247280992343,207.53327719896308,218.2819539199644,219.01985942223965,211.87424872704085,208.10385256298503,218.3871635484981,214.64986882700933,202.37127849675306,207.74313774210293,207.43313697059784,214.5160925801726,223.68749758555143,218.43028588021016,210.95085616390443,227.36120669692735,224.78108998246097,214.43865462676473,225.4438244976194,219.40611690908415,195.99481606380812,194.1775543238995,203.37117657737443,206.85071751139105,207.6614282580807,218.50239662099978,213.6093272581071,212.93797346458487
4,1986-09-16 13:59:10+00:00,236.96329320398542,231.86993473913552,234.4836090873025,255.70978254747433,250.2953359368043,241.84513773987172,249.9381977768899,232.66337628202692,238.94568905624402,240.13426765520742,228.77312212246545,222.97790623655334,219.29159063791892,213.47406449834486,210.7262175957827,224.94874708152142,224.76120455982633,219.1097137194577,219.1502136910514,217.05877077576693,216.69065450683195,203.38257218892073,207.23678830975427,206.26521578304516,210.94843943225308,219.203631108274,221.65739885170456,221.67693854172734,226.83422732182578,230.53660940182036,216.657902990564,223.4988730452871,217.9814078946001,199.4196081105356,202.10541296210312,204.75103567040387,208.26772712657538,212.29443641574977,210.93245977287182,216.52322420726225,213.02527011830617
5,1986-11-03 13:57:34+00:00,245.02901339559315,237.64829502482095,232.01743091705157,253.5143108497955,247.35172043590296,242.46655768870167,240.60931150264278,237.65656973383867,238.21812449329423,236.2571946482694,232.7691518403727,227.37318809242745,228.1901390267854,215.19572778106888,214.91904987894532,227.32858788936318,224.92253816137023,222.9839097961687,218.73335697431037,216.84810105501614,213.90671382940047,212.22128625464444,210.3942269571633,210.15231616514444,206.51910558191656,212.54029109797779,220.54650165069677,218.13774167772058,223.71280730549574,224.66593357891034,216.4960431352567,218.48318215338097,216.17217500586762,206.65415579161478,204.39976850248385,203.12584935114634,209.6192649112303,215.5875119200189,216.90844996820525,214.73755219234658,213.52267087022778
6,1987-01-22 13:58:34+00:00,222.17547952431426,228.95910590539515,226.7143523015926,247.68587151478488,238.988106401822,234.9736623908095,236.6746584252844,232.14492169013712,224.52828346164952,230.20996966688543,234.56258881987918,227.8822851012829,222.02815286092206,225.6379409604546,219.15338132750466,220.67498678976443,218.97473557848966,219.65450627538212,215.44350253354943,219.90613296789041,221.69000713895412,222.5810047210521,218.62856387029595,220.0307338775578,214.74519567185828,225.48790347689453,218.6933927861997,222.30983065412678,230.0838826514968,222.4370208698735,214.77492907885699,220.98220917173407,222.3398979612197,204.71772566411857,202.7154846394977,200.94434411357457,198.24527792108424,204.39611402392524,213.7678898730888,217.83232547159022,207.46956414318785
7,1987-02-07 13:59:09+00:00,221.8305523635502,231.19609572443244,234.55119106834306,244.33705538000734,240.54083702462287,239.3211995578613,238.4117336332157,231.34916215287612,233.96449854339983,240.01595029255697,234.91602401900286,227.90210762172737,227.77111451282312,226.81903188423306,215.7342001228288,230.29308954622297,225.74868984305675,222.0432947614338,217.0189899444834,221.99665765877725,222.53834996835693,220.43465027468878,216.68417923020405,218.3114760555857,214.97421834472522,221.2404482779113,221.7475459421458,219.99086019091305,221.91819745429052,224.95244648410943,215.39836480502947,220.72845315852263,218.90166650068437,207.3809535430096,205.44853143927082,202.3763484984857,205.88288126729117,216.08307135025044,221.39010094868175,216.89914259244497,214.6108610672865
8,1987-03-27 14:00:57+00:00,234.12644624585573,234.45884568043206,233.7708620680007,256.12119511510076,253.07080736989496,247.69687816744857,235.56138194325806,231.2084661154551,232.943895378168,233.3655429835335,234.28524341917185,234.34589276748372,230.02545002262443,232.0218447048127,224.4105203923716,227.9695617005004,231.76053808157988,223.46844738789187,222.01210721620598,222.83580283838728,218.93472695022234,214.48054055858884,224.29048312102995,219.73709244379398,221.628286409703,226.35110622391156,219.6287961323947,227.17372334049148,231.11545610589442,233.52733889114324,224.63311967504094,232.56002344019362,230.6476838078647,210.09282361899753,214.99686377933367,221.09510122416722,231.53640612431172,244.9834070040994,239.54789969516295,236.0930631928378,226.90595172582516
9,1987-11-06 14:06:32+00:00,231.91180139009091,228.15040558670398,221.16097221997813,248.32855713918823,237.01836130925594,227.56777779718215,232.33268755483704,230.5562429050603,226.2538796123828,229.2535262180936,234.3677676262568,227.88792723094005,220.02711952551698,217.92714014145676,215.4233975579113,218.34888374190052,220.14161730515042,218.01670235208834,219.10539512580783,210.75708436045187,216.59586898926992,220.99739630849047,222.9546463104165,211.2823052460979,213.64763520785723,211.2097057303279,213.58538164249697,204.46361197094095,213.81688333727539,216.58710368798836,207.95432844270348,213.8252584515563,214.35192410663103,202.40134808665425,200.99497210493948,199.81936255837476,201.8692644070288,209.28754611804646,211.8536416355151,218.32885573016682,207.07831632813267
