,dates,chi0260-0000,chi0260-0001,chi0260-0002,chi0260-0003,chi0260-0004,chi0260-0005,chi0260-0006,chi0260-0007,chi0260-0008,chi0260-0009,chi0260-0010,chi0260-0011,chi0260-0012,chi0260-0013,chi0260-0014,chi0260-0015,chi0260-0016,chi0260-0017,chi0260-0018,chi0260-0019,chi0260-0020,chi0260-0021,chi0260-0022,chi0260-0023,chi0260-0024,chi0260-0025,chi0260-0026,chi0260-0027,chi0260-0028,chi0260-0029,chi0260-0030,chi0260-0031,chi0260-0032,chi0260-0033,chi0260-0034,chi0260-0035,chi0260-0036,chi0260-0037,chi0260-0038,chi0260-0039,chi0260-0040
0,1985-07-27 14:08:29+00:00,220.8214091754719,217.55460497632328,216.46086011743228,236.50025955626694,235.58467965317223,230.8812833418262,232.12292249511677,224.64995482536514,224.3307875723787,230.096191529956,230.44426775950268,231.69107594195245,225.19684166260976,223.22603068622672,218.11133811476967,225.68444444870522,218.60949467766952,217.55391871754728,215.24288853099716,213.2573211291047,221.49143201184341,221.94692568814014,217.62177598761184,210.21312834288517,211.79758802334783,225.37765486423305,213.06056408197384,213.46282771009484,222.4432811852592,228.78338841322773,212.43341876468156,218.0854013441262,220.1796969873214,188.8318526805044,184.47713421319355,186.87384760104877,193.6504927687414,213.15163140186706,216.59503831294705,223.1162782497167,216.9936711329206
1,1986-02-04 14:05:35+00:00,237.27270141810396,230.5531657981757,224.48768532067373,246.04496797598597,242.92902399351925,241.804089355793,239.3780705650206,233.75425649242968,233.11637313796012,238.43180856314297,236.47537243409792,236.4743289635581,232.69482173794222,230.11117541549964,216.87748253797588,225.1504589173829,222.40516621828925,218.29437598997754,221.54702780807023,218.27985958021816,217.08982983901524,215.39084273232874,213.67157342086944,211.7206253301868,215.26356499734328,226.97781103233538,219.19177205559984,216.03200011554642,224.2719926390211,228.3626557676243,221.85021415121736,231.14748125950845,229.26911513390797,212.40770602688298,206.62518011950806,205.5440762252145,204.7817268984087,206.75760386991908,219.95403687650446,221.36133262545866,221.10943125877546
2,1986-07-30 14:00:52+00:00,,,,,239.74387637358342,221.65333246393135,233.52963646148805,245.60457337794992,,237.75109027871156,228.82310517795702,229.0718457519005,230.84566703333206,219.96814399890616,215.23713065419892,226.52179931567034,224.7170641502904,210.29221767042662,208.88773071046217,215.9869746634545,204.1431630502412,199.5432922210994,199.5114157611521,201.841702441366,209.42505661169818,217.92418107278465,220.15732987363657,210.91433908281488,225.46262347707312,225.85675562222073,217.94724958802544,223.39434040204304,213.69172192231608,192.14274957396833,183.96555829787667,176.46913010461915,196.8886607198945,217.25771466573622,224.83204149937598,225.01967317481584,220.9959891641945
3,1986-08-31 13:59:41+00:00,219.91353062699835,211.74099461306707,213.86173145217552,221.50150376847537,222.3870088283008,219.56079771030426,216.95858345405333,215.11568205022053,220.47852055888166,228.7033734414685,229.47904397199824,222.087806702267,219.65803418907382,217.53631441499874,205.5394261324444,216.20502572567412,216.75411957392296,209.79732053275058,206.49590815450222,216.82946740278038,213.0921726812916,201.09316883872827,205.2508239089546,205.87544082488012,212.02377874702427,222.07955317706862,217.04566708401663,209.60365949733776,224.9875744748813,222.51535013414428,211.11556951590026,222.95151066447107,216.6368793166971,193.82758664367913,191.06216203246407,200.04809146650996,203.0163885373167,202.676800591784,213.5177689547031,208.07085207333301,208.7841170760043
4,1986-09-16 13:59:10+00:00,222.6207529951301,221.43899640542256,221.73468445720889,241.367242338619,238.82130376972003,233.64940047766868,240.37650430431967,224.46763901982388,230.1195104661792,233.38483696868727,223.30929728099676,217.98919659869063,213.55457455437679,209.22442295498033,206.136604728949,220.16790034523632,219.54573539296985,214.3288669831726,215.44891299199196,213.4731357235531,213.10501945461812,200.44051265889914,201.49977222621214,202.67958073083133,205.21142334871095,215.50233040921458,218.47016769418116,218.5758487668397,221.3704024803571,225.32114023496388,209.00854821250783,217.76185696174497,211.6069455795533,194.43089847267288,194.93414285767545,197.1016808923477,199.44154853651057,200.8204042486655,199.45842760578756,203.77429957716862,203.46357664573594
5,1986-11-03 13:57:34+00:00,235.44603510524158,230.67885626820163,223.4992279922946,243.93133255944392,239.6853378036217,236.99057009421506,234.22065930907507,232.18058213935205,232.3209070838471,231.74755780575103,229.11849344404828,224.03997825230516,224.35694771064476,212.3563268061499,211.85249682603282,224.1342617925793,221.43781878306055,219.78958369938482,216.26033031873578,214.45235648242826,211.5109692568126,210.25554711816207,206.56103564102267,207.75657159255655,202.68591426577592,210.0672644424032,218.41695091950754,216.06574637169862,220.06214890917133,221.18121420060066,211.38512138040255,214.64999083724032,211.91307354348913,203.3209459514925,199.60827935730808,198.01492759629218,203.72204750178315,207.92112928773764,209.242067335924,206.21934926758962,207.13401867666008
6,1987-01-22 13:58:34+00:00,230.61377100032047,235.09604516067242,234.21505583582038,256.1241629907911,245.73873958262698,239.79554323424162,242.30018607595522,236.96680253356925,229.7210782161149,234.18093036147658,237.77717604883392,230.81734300598072,225.40346945132455,228.13817547186386,221.85363459982665,223.48775061509986,222.04320520612828,222.46727010071754,217.6211261402607,222.01570583689198,223.79958000795568,224.3119363058739,222.00388046069844,222.14030674655936,218.12051226226077,227.6655270836058,220.56856866975664,224.1343261083984,233.29846988045153,225.5054904975121,219.27535119939364,224.35752576213656,226.09024972833356,207.6527835688164,206.9346303775008,205.44476623411123,203.43807267554962,211.14674720473022,220.51852305389377,225.333029005818,213.09509179385867
7,1987-02-07 13:59:09+00:00,227.3475457254009,235.20845453305114,239.4551851677659,249.85404874185804,244.95443171410344,242.47376719320454,242.08972920778282,234.50172978821936,237.3595713814618,242.61218246283966,237.01773577589836,229.821061834545,229.97791185756338,228.45369658404067,217.49963799862104,232.13208733350655,227.7548692473661,223.88229254871737,218.44273016689647,223.37590599923993,223.9175983088196,221.56634122070943,218.89097657494432,219.69072439604838,217.18101568946548,222.66418850032437,222.9735444670015,221.1837236205024,224.01990921118602,226.95862588841877,218.34076126468318,222.9352505032629,221.3536635503958,209.29990775582723,208.20702812019618,205.3187449581394,209.27795410535313,220.496666039731,225.8036956381623,221.80313669186782,218.2888566418536
8,1987-03-27 14:00:57+00:00,227.71980017253878,229.79946671801974,228.07606555838564,249.7145490417838,247.9454905112414,244.0359375541246,231.29028456104675,227.54752550213112,229.0013439484345,230.35065071373728,231.84461634362253,232.11749413328653,227.46279159329765,230.1235792016077,222.3603936489102,225.83401300939477,229.4308486003737,221.33289869678623,220.35877919728546,221.23414132005803,217.3330654318931,213.16635674867769,221.72782469170318,218.13543092546473,219.06562798037623,224.69777820499104,218.20509700499093,225.7885025678824,228.6748290303451,231.19764940993707,221.2162417692719,229.99736501086684,227.80028555305717,207.86442498480034,211.7935407426752,217.67822331839818,227.59385469457823,239.85809014544583,234.42258283650938,230.39826668322274,222.63485434361385
9,1987-11-06 14:06:32+00:00,222.90208026292595,221.59788113058403,213.15233121805372,239.31883601202327,229.81058440752398,222.41936572451647,226.32620680339375,225.4078308323946,220.70943584181975,225.01365745236893,230.93549291114635,224.75411118670877,216.423231074651,215.2575931408153,212.54028679721853,215.34564336617888,216.86535507709044,215.0134619763667,216.7803058026685,208.50465407866062,214.34343870747867,219.14924838496944,219.35075785955053,209.02987496430666,210.04374675699125,208.88461640718856,211.58322139201587,202.51556415966203,210.38460862216493,213.31084145992838,203.14914384154883,210.2213700006903,210.34760360566884,199.26753204242297,196.490111541357,195.0141779572201,196.32482063646574,202.0797692163145,204.64586473378313,210.3202147282424,201.07183557668938
