dates,nzd0507-0000,nzd0507-0001,nzd0507-0002,nzd0507-0003,nzd0507-0004,nzd0507-0005,nzd0507-0006,satname
1999-08-26 22:07:32+00:00,,321.07,323.76,351.53,350.15,348.02,352.51,L7
2000-02-18 22:07:16+00:00,359.64,355.23,360.58,363.86,360.24,358.97,363.98,L7
2000-03-21 22:07:12+00:00,358.66,354.32,357.63,366.99,360.43,361.26,367.66,L7
2000-05-08 22:06:44+00:00,333.29,341.26,340.09,351.09,348.42,347.09,350.78,L7
2000-06-25 22:06:19+00:00,330.83,328.12,321.05,337.44,335.38,332.70,,L7
2000-11-16 22:04:56+00:00,321.60,325.38,323.60,334.77,343.07,344.43,353.33,L7
2000-12-02 22:04:57+00:00,329.38,336.30,338.26,359.85,361.87,359.26,364.23,L7
2000-12-18 22:05:01+00:00,331.86,326.90,325.39,343.30,342.65,341.97,350.22,L7
2001-01-03 22:05:00+00:00,331.95,337.13,345.97,358.13,361.95,357.99,360.29,L7
2001-04-09 22:04:41+00:00,348.45,345.63,357.28,364.42,360.01,360.68,362.34,L7
2001-06-28 22:03:56+00:00,334.62,336.15,334.31,352.27,353.35,348.65,354.25,L7
2001-07-14 22:03:57+00:00,321.29,325.21,322.10,347.75,354.05,345.14,349.19,L7
2001-08-15 22:03:26+00:00,319.19,319.13,312.00,330.81,340.54,338.83,350.44,L7
2001-10-02 22:02:52+00:00,319.03,317.32,314.01,333.21,333.68,333.05,338.94,L7
2001-11-19 22:03:08+00:00,320.25,319.81,325.52,340.66,344.23,343.01,349.10,L7
2002-03-11 22:03:31+00:00,338.54,334.86,336.46,347.13,350.60,355.17,359.10,L7
2002-04-12 22:03:25+00:00,333.10,334.46,338.02,354.06,353.08,350.10,358.69,L7
2002-05-30 22:03:13+00:00,321.95,323.89,326.49,347.81,352.63,351.55,352.51,L7
2002-06-15 22:03:07+00:00,324.16,324.82,329.61,348.55,348.57,350.87,350.72,L7
2002-12-08 22:02:51+00:00,318.43,315.18,312.23,324.15,320.20,319.51,330.82,L7
2002-12-24 22:02:57+00:00,321.88,318.44,316.58,331.10,327.07,323.13,332.05,L7
2003-03-14 22:03:20+00:00,321.96,315.64,310.39,319.13,314.79,309.75,325.33,L7
2003-08-29 21:51:49+00:00,,,,355.69,297.89,,,L5
2003-09-30 21:52:18+00:00,320.89,317.29,309.17,327.75,326.92,319.66,329.44,L5
2003-11-17 21:52:57+00:00,342.68,332.47,337.23,348.51,355.04,354.18,356.63,L5
2004-01-12 22:03:31+00:00,331.54,338.34,345.96,355.32,354.08,354.80,355.71,L7
2004-04-25 21:54:35+00:00,,377.11,,,,,,L5
2004-05-03 22:03:47+00:00,344.18,339.96,343.44,356.35,,,353.83,L7
2004-06-12 21:55:59+00:00,334.94,340.93,331.44,345.48,342.17,333.16,349.60,L5
2004-06-28 21:56:28+00:00,334.11,326.64,313.10,327.33,331.79,321.48,333.55,L5
2004-07-06 22:03:36+00:00,318.41,327.45,,,320.12,299.23,,L7
2004-07-22 22:03:32+00:00,340.69,341.44,328.12,345.50,345.54,331.60,349.41,L7
2004-07-30 21:57:15+00:00,345.64,347.85,346.09,357.12,354.96,349.47,365.00,L5
2004-08-15 21:57:37+00:00,,,,,,,339.70,L5
2004-09-08 22:03:17+00:00,330.82,331.37,333.89,348.32,,,,L7
2004-09-24 22:03:12+00:00,,331.30,331.59,347.91,345.43,341.25,345.80,L7
2004-10-10 22:03:07+00:00,332.30,328.96,332.42,346.52,347.60,345.20,352.14,L7
2004-10-18 21:59:11+00:00,333.09,341.75,345.18,353.26,350.60,353.37,357.91,L5
2004-11-03 21:59:30+00:00,330.71,336.50,341.27,350.52,345.72,350.41,353.05,L5
2005-01-14 22:04:00+00:00,327.92,329.39,315.59,340.20,339.13,333.95,339.84,L7
2005-01-22 22:00:50+00:00,344.02,344.03,345.67,370.30,366.45,366.73,368.93,L5
2005-03-03 22:04:17+00:00,332.02,337.96,339.37,,,340.50,346.04,L7
2005-04-04 22:04:14+00:00,328.63,335.64,332.70,345.59,342.38,338.95,342.19,L7
2005-04-20 22:04:08+00:00,327.53,330.28,328.37,342.84,342.80,342.79,348.07,L7
2005-05-14 22:01:54+00:00,322.83,324.00,312.60,334.67,334.27,328.76,351.75,L5
2005-06-07 22:04:06+00:00,343.34,345.17,338.80,352.59,350.79,351.64,,L7
2005-07-09 22:04:02+00:00,331.33,336.13,351.39,,,358.96,361.04,L7
2005-08-26 22:03:51+00:00,326.45,,,,330.34,329.48,341.08,L7
2005-09-27 22:03:40+00:00,,,333.30,347.61,344.86,341.43,344.59,L7
2005-10-05 22:02:41+00:00,329.96,329.69,324.19,341.49,339.18,341.14,337.66,L5
2006-02-26 22:05:22+00:00,352.69,350.11,351.13,359.82,352.72,354.17,358.87,L5
2006-03-14 22:05:42+00:00,345.83,343.04,349.60,356.23,346.68,344.30,347.73,L5
2006-03-22 22:04:42+00:00,348.52,346.81,345.08,356.27,354.12,350.35,350.12,L7
2006-04-07 22:04:39+00:00,,,340.90,350.55,351.04,346.42,347.21,L7
2006-04-15 22:06:18+00:00,355.98,354.89,353.32,363.55,362.46,360.56,366.18,L5
2006-06-02 22:07:00+00:00,,,,,339.17,339.77,345.44,L5
2006-06-26 22:04:32+00:00,346.50,345.91,345.20,361.61,357.36,356.83,,L7
2006-07-12 22:04:25+00:00,327.09,328.33,316.11,351.82,344.32,336.03,,L7
2006-08-21 22:08:07+00:00,317.71,339.79,,,,,,L5
2006-09-14 22:04:09+00:00,,341.67,339.05,357.19,,,356.76,L7
2007-02-13 22:09:34+00:00,335.93,348.48,349.97,358.51,356.58,354.97,361.53,L5
2007-05-12 22:04:59+00:00,355.38,359.17,368.17,,,,,L7
2007-07-15 22:04:48+00:00,354.66,358.45,345.08,368.55,361.65,352.72,373.77,L7
2007-09-01 22:04:31+00:00,,329.10,333.11,346.23,347.26,348.45,349.86,L7
