,dates,chi0063-0000,chi0063-0001,chi0063-0002,chi0063-0003,chi0063-0004,chi0063-0005,chi0063-0006,chi0063-0007,chi0063-0008,chi0063-0009,chi0063-0010,chi0063-0011,chi0063-0012,chi0063-0013,chi0063-0014,chi0063-0015,chi0063-0016,chi0063-0017,chi0063-0018,chi0063-0019,chi0063-0020,chi0063-0021,chi0063-0022,chi0063-0023,chi0063-0024,chi0063-0025,chi0063-0026,chi0063-0027,chi0063-0028,chi0063-0029,chi0063-0030,chi0063-0031,chi0063-0032,chi0063-0033,chi0063-0034,chi0063-0035,chi0063-0036,chi0063-0037,chi0063-0038,chi0063-0039,chi0063-0040,chi0063-0041,chi0063-0042,chi0063-0043,chi0063-0044,chi0063-0045,chi0063-0046,chi0063-0047,chi0063-0048,chi0063-0049,chi0063-0050,chi0063-0051,chi0063-0052,chi0063-0053,chi0063-0054
0,1985-03-05 14:07:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1985-03-28 14:13:13+00:00,213.36828995550633,209.79519666534372,228.78867866387986,209.59137121245163,209.76727778964946,209.8434970500034,211.80173468570865,211.88786716604363,220.08270290280788,240.01748439017632,233.8269798447635,232.50117105895916,212.97300810133152,221.48123648201064,224.79575714103356,238.2330378295954,228.19578488191013,217.89563255279458,226.04220024338883,231.24288311039166,223.64407736311045,217.4607146835951,220.19829198423622,212.77939899083782,216.38392991137295,223.18356906799872,223.3286049824447,219.91926697277526,216.7597403522575,216.7973086505835,221.26151061993087,211.80774962073144,207.02922958223826,206.73294213547462,204.12068891950133,203.2234072157438,202.30179203530554,196.0494229580208,195.13995500314005,196.09269173283047,194.49510556996373,190.98360703801987,189.12816570496625,187.18444469714433,187.32393268134888,188.19467971075096,194.94106400250865,191.5423420956962,190.30785040333706,190.8124997481844,183.3485493827616,171.92833626677287,176.66697602244534,181.49989159538552,190.12934141608866
2,1985-08-03 14:12:36+00:00,198.47367442550006,183.12424261815116,207.49312406704684,194.53591596495173,187.8136375216057,187.89387029003015,192.97629182676928,203.6802179710521,201.27683992164458,214.30405742202746,212.11531426903997,213.13431274720188,198.7794762853465,216.0597656807842,218.87796723473224,224.58887036921334,218.87413388627982,217.58091602370746,220.90984611763798,216.91612246728738,216.7611720008988,205.29433926418722,197.9441871363203,178.35528070839854,187.14136660889957,195.47442839308653,195.45791324427717,198.54000117965927,199.55105341552365,199.0464273080919,202.19251356502178,193.51787770240418,192.08630610864077,187.9113864352778,187.30490959861666,193.15801372800075,185.6806125260196,184.6478576374702,187.342324069918,187.49416562777026,183.3612786299632,179.99959870193518,172.4706544868457,170.49846062091112,168.57457136016083,168.86981236384258,169.9759740836054,179.00798281035054,176.57857460739285,177.2071717982908,166.57424864382676,164.72878525998638,169.1016158209697,170.22913729445415,179.3205662414957
3,1986-07-21 14:05:23+00:00,200.74105877656655,196.70648027374793,212.37547733821657,197.4839628402725,191.3963509561223,191.30294278490837,193.81912256631955,202.46214897762752,205.84111678234126,218.71572984529104,210.61214025268617,211.03616528677767,202.97021783562735,217.60292580452563,222.46099544028934,228.80140097733675,226.5095254035124,223.61619912613153,220.00382899659783,216.20901020588934,217.31859566070952,208.75150111330095,210.2308543341032,208.54431122259197,204.5027061344287,211.27573218483354,209.36452061652636,205.25419836224575,203.38715211923886,209.54790082322847,210.81282409047978,207.38786667669967,201.67316751565752,199.18350171550287,196.0648604820293,190.6478718967547,190.6377136094614,184.4687846548395,188.03692229121404,183.1006587902729,177.08243058527356,173.82611481487766,174.11556468557433,171.856140105817,170.53516643710088,164.48027854277422,165.99910037924894,153.10018330899,152.698174288204,148.50825895158286,140.88830900391162,158.60640516665376,162.26363902074485,170.375103029186,177.95120907331744
4,1986-07-30 13:58:52+00:00,218.50423235861507,213.9080666212032,227.02719430421962,213.93651251162564,208.2536525025186,203.0028910821389,209.12066045391708,214.61426564348977,218.89457689688493,244.23750004175366,235.14314039117062,229.6280332710544,213.72928922933096,228.60117572495318,231.53958728760236,242.07602722650927,235.36873073943053,227.0015883490115,223.32700825580443,222.77775227936007,218.03656526559055,212.50412531191336,217.35323166571996,207.01763573495606,217.15443456972133,218.94225730719484,221.2287795968644,216.6904147992664,217.95557836324983,216.65116576227675,215.25385825372592,212.6250487026357,208.0105316731532,206.46840660211535,215.57096420956248,212.90869493451981,208.65444336919364,205.20743395801503,208.14737918414255,194.041484026675,187.98559007599718,190.14096937837712,188.51661297239133,185.38972465306094,189.78419471431556,186.47865623435905,178.30800733798276,168.40920469647187,174.2142645925034,161.37128601774788,151.3526107287512,164.14030789131687,165.78825993700298,175.89103111076489,197.30860777341184
5,1986-08-31 13:57:41+00:00,,,,,,,,208.63831206329826,210.143932586474,233.09563946073473,226.94947162430884,231.3010815464277,211.31402032723534,223.64091936224378,225.43690847849814,239.5823268417575,233.87847308191118,223.75286672155462,228.4484587230543,218.54294394360994,214.14056157714927,208.88755168316413,204.698296850681,194.935991571417,209.05126387448686,214.28356790937846,212.34971887409694,209.62205473265283,214.38298533997892,204.76437918565074,209.54890761108584,205.14631903307807,197.03522780587775,194.63568442003987,202.1553343667112,200.4463844652807,198.89780512004302,190.4866222026981,193.04269974881885,178.48893530202292,177.3542933390375,174.34053213346093,172.5469934551454,170.2023726896397,179.01108078858235,175.52233224916813,176.8157655793582,161.5076509782172,163.434098200964,151.6438989909407,142.25253919742295,157.39324080655146,158.3548520079775,166.19843793794018,184.1582340665653
6,1986-09-07 14:03:37+00:00,208.593920175275,198.23831305616807,216.8352063111231,197.13514145366457,191.63578827097433,198.55233599618634,200.4051806975116,203.7629119736905,208.4493729238069,224.26351669621022,220.59881577040173,224.7826236996467,206.34319988983898,218.10648947230465,221.41852566704733,237.59749358371732,228.81575137386147,216.5756833149867,222.92464970247676,220.83474602565911,208.3797307478036,202.23982313738108,201.43580944815704,198.1166840750444,203.09188218699575,206.85282774109695,201.60323557570013,201.38100698056624,198.35230640816252,203.79895231669826,210.12133712949054,204.8047480017613,199.71451928029458,198.19515783889423,199.50910144553603,201.63816433486863,195.8196936759678,192.4077253543793,189.56150348133488,188.7018939583706,179.38489330489313,180.54636362800395,174.8367233540954,175.27081716051444,173.1505616757411,169.61414000590213,162.93461910782102,159.05112331046482,159.31584719821578,154.88778623418236,141.53081130189207,158.13246970265857,161.08471918804915,169.13927051120933,182.29971162446665
7,1986-09-23 14:03:08+00:00,225.0913223346712,209.67484726315766,226.93548672656559,211.57208281144378,204.33859938708667,211.49699468460352,220.82965578728988,222.20404883181735,227.12918145311568,244.6283068000929,235.77858386724583,239.0638305430149,217.386291202297,234.67588524945097,226.39009183408407,241.0732260999639,229.4052532685414,219.46001247271744,230.6116597468059,224.63316648945448,221.86928458476837,213.0582536178026,210.48579614960346,202.47666773497167,208.76583608374193,214.26466002395037,205.60261038921004,206.395454332643,209.3049199337193,204.7351434393289,211.1488227371346,210.0347035869845,201.30134919613178,202.88986189163302,203.00251174561242,197.15481635268105,164.88864695923235,164.23783963504357,178.82825317143494,177.5279136541161,189.50921455880774,187.25180805994984,185.42511015660313,186.04002918428932,186.55082225178248,188.11965360102906,176.71667662547958,175.75100259630278,173.2047965833603,162.32516580055173,160.1018367022195,171.7912161066946,171.1175377342162,183.02560719221805,193.15090211072842
8,1986-10-18 13:56:08+00:00,194.79071307910507,183.79664848983688,212.45079214846766,194.51201025962752,183.59651066659455,187.5726815845136,196.7731810575272,201.09888769752996,202.41859819977867,218.42583650288327,218.845413546428,217.93128940843062,202.1141756751688,215.70854573887425,220.7662624418148,231.61910144627097,216.20513830180138,214.46074157773776,217.65907693741377,215.0315626831964,215.34451708172986,204.9880137086477,193.57578485748195,186.69909084699273,193.8013455889186,196.9584635751411,197.95294842648286,197.06118169877521,194.3242957068718,193.95490080445722,201.98073112368476,191.88921209964403,181.46391929690563,179.29332847311335,183.9963028037563,184.1909149847462,185.43636996421657,183.60569641913239,176.9640481865075,175.10632906796937,172.26002151227186,166.6951737228359,160.00254996772674,159.32836605430248,153.55791541510615,152.98557777140104,163.94874771469952,152.43701430732443,150.13424285488634,146.14339033969688,138.65282460953492,151.56596590836747,152.7387660366322,163.65216998529766,181.43841789805018
9,1986-10-25 14:02:04+00:00,227.4038174765372,214.6990818847036,243.26602611294328,216.90145189652668,221.6690697894582,218.59865905555074,232.03070550324117,228.08726837936695,241.30546752834613,267.1932856409335,249.1827360710239,244.0933124043201,218.78103832372335,232.98629928498457,234.75922386983962,251.75287930218687,238.27878737548662,234.2690848363435,241.95039727723696,241.38192085007256,235.44282871293427,224.42934660205628,215.1622324598561,203.36295931613552,214.46281286673164,218.13029197840666,217.10098177203577,217.55185098954928,214.12293001398683,211.6592520384149,217.68647733919755,210.9490513952195,206.29332997929833,204.5061103404444,207.01412845651117,210.726289250433,204.15901259646316,197.94159030235645,195.9664338906367,200.69605892134234,198.46752628505246,197.48385999814255,193.6434777598836,193.7894393606211,191.82531527579727,186.243470074065,190.00433291304304,182.411702403032,179.64982989951068,181.0986765364906,171.906866794689,182.4908545844716,178.98236433245978,189.62404688125739,201.2570606086346
10,1986-11-26 14:01:05+00:00,240.570882635807,215.59472017502492,242.00823441023965,223.90439342968648,226.13069084570822,226.56071959827057,232.3606301015987,232.79668784081272,242.6127880919151,269.90043699363736,258.5188471522596,254.1377513662693,225.26097468565507,235.12214018072484,232.75211275866062,247.02879323681285,243.05175632553428,237.9994118271294,244.21730134446244,243.1484816212199,232.95603312233374,235.3509484196352,236.68193124400534,227.61268104358425,229.12427673247663,237.06520528964853,228.288317100248,227.98213390389805,223.7283178689082,221.51967991805344,224.59452497846024,225.39430978654042,223.10927272360038,217.10715963460174,220.45780008361942,218.05026279852655,213.2067570489109,212.27116672473005,216.83443368372514,208.11608626728056,209.40688310072318,209.61578193507364,203.7032724959901,203.74463714108242,198.3043192791844,198.0336368923535,201.4537334945059,194.5641765097496,198.6326908395143,193.9488927155223,190.24255672747228,186.02296113058654,188.18587222272114,197.65704326463546,205.74021765869236
11,1987-01-06 13:56:06+00:00,214.4837584617747,208.99444665868037,223.4302217275229,208.4128885731115,197.14989251148702,194.3194715900944,205.8810137662906,210.85190779616994,217.84632989039955,249.8737586816176,237.47645851759003,233.52024131747186,214.67428001773777,232.08907295768654,232.67657314003918,239.78147013333935,230.34592099797453,220.37310738838454,225.99647090547285,225.5257911546432,221.21099814691257,228.72837644694664,232.39264595011787,222.8579556568697,223.20089647752656,228.63122338334082,221.73100431462285,217.05197331649632,207.91848556637655,204.35244113273808,208.21347652982627,205.0831691666756,193.67544403115642,188.62405765109867,184.4399390362719,187.2703860017616,175.75664037494212,177.4532333729244,178.41678002930325,174.64211917244072,174.48235993003118,178.47227614312254,173.6287098172816,180.6305790937903,179.30850032682184,182.55660897858735,185.65828266118115,184.15167214444563,172.73328853708938,168.01271204888812,164.43448431343845,170.77765815773506,170.12882363036684,179.54461349924003,194.27617340884774
12,1987-01-22 13:56:34+00:00,205.37307298062214,201.5308431785835,221.09666192740852,201.40003142755867,202.56693158567901,201.23339944256102,212.77346905605748,209.83314279055202,217.27161876504266,242.33164355261778,230.2807325473316,220.17658984577585,202.9857051002641,216.7892085126196,221.60775726373953,235.11095872092494,227.36121446724746,221.4459322873004,224.44502376923265,228.7154108558571,236.150161770529,239.1101698603659,252.08607236166586,245.60520490015273,234.5734512099308,230.36815972836771,222.73888088965163,215.21235135823557,209.2065399073071,210.2635007516053,211.30079088618123,207.81514975444406,200.47039360383772,195.7947072726073,189.54442299498575,187.8814768894348,183.43738241018679,179.34429277326174,179.22806852731708,183.76346568756844,185.22379437763053,179.68573860368303,178.8043977579174,176.33964334816073,169.48292245198576,173.43165883303132,173.23596567722828,168.2773564184106,170.3220580843749,172.38854893080884,166.0904099448012,179.64489375218565,183.57801831240758,187.49266756936433,196.90414177771612
13,1987-01-29 14:02:58+00:00,221.44696637787553,,,,,,,,,,,,,226.7748557653565,226.55438931357583,239.40843122972836,233.03494026041682,220.9235336640639,230.9458771325207,227.0022383388502,236.0268345834265,244.47836551806256,254.14076172903665,245.4333009677941,246.71650015061437,244.55503190872014,238.04753365397275,229.0979565308057,219.09489519157302,213.58778823055087,215.92310819849584,210.73299456739582,205.30319922557777,200.40139847603342,196.70956268204543,196.70479492950685,189.8347721405542,189.83993754262366,185.92892517196142,190.92355668049902,184.8743256297146,186.57414968304198,178.00391679240684,176.8712076065185,174.4421791669565,173.31757785333016,175.28891859943235,173.78262194687684,173.50834107386802,170.45647857344787,163.51282072801854,174.0636659663753,176.87203934722288,181.34324769003,194.45655383608016
