,dates,chi0063-0000,chi0063-0001,chi0063-0002,chi0063-0003,chi0063-0004,chi0063-0005,chi0063-0006,chi0063-0007,chi0063-0008,chi0063-0009,chi0063-0010,chi0063-0011,chi0063-0012,chi0063-0013,chi0063-0014,chi0063-0015,chi0063-0016,chi0063-0017,chi0063-0018,chi0063-0019,chi0063-0020,chi0063-0021,chi0063-0022,chi0063-0023,chi0063-0024,chi0063-0025,chi0063-0026,chi0063-0027,chi0063-0028,chi0063-0029,chi0063-0030,chi0063-0031,chi0063-0032,chi0063-0033,chi0063-0034,chi0063-0035,chi0063-0036,chi0063-0037,chi0063-0038,chi0063-0039,chi0063-0040,chi0063-0041,chi0063-0042,chi0063-0043,chi0063-0044,chi0063-0045,chi0063-0046,chi0063-0047,chi0063-0048,chi0063-0049,chi0063-0050,chi0063-0051,chi0063-0052,chi0063-0053,chi0063-0054
0,1985-03-05 14:07:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1985-03-28 14:13:13+00:00,214.30471969119176,210.5443404538921,229.8588840760918,210.52780094813707,210.8374832018614,210.77992678568884,213.0503076666226,212.72024915331957,221.33127588372182,241.51577196727303,234.89718525697546,233.7497440398731,213.80539008860745,222.230380270559,225.33085984713952,238.98218161814376,228.87682468968137,218.83206228848002,226.7913440319372,232.1793128460771,224.4764593503864,218.29309667087105,220.9474357727846,213.61178097811376,217.21631189864888,223.93271285654708,224.00964479021593,220.6003067805465,217.44078016002874,217.54645243913185,221.94255042770212,212.48878942850268,207.7102693900095,207.41398194324586,204.8698327080497,203.84769370620077,202.9260785257625,196.67370944847778,195.764241493597,196.71697822328744,195.1193920604207,191.55987149074937,189.75245219542322,187.8087311876013,187.94821917180585,188.81896620120793,195.56535049296562,192.22338190346744,190.9888902111083,191.56164353673276,184.09769317130997,172.7607182540488,177.4161198109937,182.18093140315676,190.75362790654563
2,1985-08-03 14:12:36+00:00,214.01226633770887,195.5551161479182,225.2515148238569,210.07450787716053,205.57202827841576,203.43246220223895,213.69441437638102,217.49229967079324,221.99496247125631,239.16580448156154,229.87370502585003,233.8524352968136,212.59155798508766,228.49063921055125,227.75716261313727,237.01974389898038,230.17492800424986,233.11950793591626,233.34071964740502,232.45471437949618,230.57325370063995,219.10642096392837,210.37506066608734,192.1673624081397,200.95344830864073,207.90530192285357,206.7587073622472,209.8407952976293,210.8518475334937,211.47730083785893,213.49330768299183,204.81867182037422,203.3871002266108,199.21218055324783,199.7357831283837,203.51707500280662,196.03967380082545,195.00691891227606,197.70138534472386,197.85322690257613,193.72033990476908,189.5618091094483,182.82971576165156,180.85752189571699,178.9336326349667,179.22887363864845,180.33503535841126,190.30877692832058,187.8793687253629,189.63804532805784,179.0051221735938,178.54086695972754,181.53248935073674,181.5299314124242,189.67962751630157
3,1986-07-21 14:05:23+00:00,218.4544079797365,210.87715963628386,232.61930499898222,215.19731204344245,211.64017861688794,209.0162919880783,217.43692150387946,218.20734826933412,229.45891571990117,247.05708857036294,230.85596791345182,234.65396422433759,218.71541712733395,231.77360516706156,232.58290927067216,242.9720803398727,239.391961187636,241.32954832930147,234.17450835913377,233.92235940905928,233.06379495241612,224.49670040500754,224.40153369663915,224.28951051429857,220.2479054261353,225.44641154736948,222.24695640064996,218.13663414636935,216.26958790336246,223.7185801857644,223.69525987460338,220.27030246082327,214.55560329978113,212.06593749962647,210.23553984456524,202.45677136553468,202.44661307824137,196.27768412361948,199.845821759994,194.90955825905286,188.89133005405353,184.72663740144378,185.9244641543543,183.66503957459696,182.34406590588085,176.28917801155418,177.8079998480289,165.9826190931136,165.5806100723276,162.6789383141188,155.05898836644755,174.35160445836036,176.43431838328078,183.2575388133096,189.7601085420974
4,1986-07-30 13:58:52+00:00,215.80697737957396,211.75026263797034,223.9446171853155,211.23925753258453,205.1710753836145,200.30563610309778,205.52432048186228,212.21670566211992,215.29823692483012,239.9218920752879,232.0605632722665,226.03169329899958,211.3317292479611,226.4433717417203,229.9982987281503,239.9182232432764,233.40709075467336,224.3043333699704,221.16920427257156,220.08049730031897,215.6390052842207,210.1065653305435,215.1954276824871,204.6200757535862,214.75687458835148,216.78445332396197,219.26713961210723,214.72877481450922,215.99393837849266,214.49336177904388,213.29221826896875,210.66340871787853,206.04889168839603,204.50676661735818,213.4131602263296,211.1105249484924,206.85627338316624,203.40926397198763,206.34920919811515,192.2433140406476,186.18742008996978,188.48112016050567,186.71844298636393,183.59155466703353,187.98602472828816,184.68048624833165,176.50983735195535,166.4475647117147,172.25262460774624,159.213482034515,149.19480674551832,161.742747909947,163.6304559537701,173.92939112600772,195.51043778738443
5,1986-08-31 13:57:41+00:00,,,,,,,,211.79997750569493,214.88643075006902,238.78663725704877,231.01447005024744,236.04357971002273,214.475685769632,226.4864182604008,227.46940769146744,242.4278257399145,236.4652902620539,227.30974034425088,231.29395762121132,222.0998175663062,217.30222701954594,212.0492171255608,207.54379574883802,198.09765701381366,212.21292931688353,217.12906680753548,214.93653605423967,212.20887191279556,216.96980252012165,207.60987808380776,212.13572479122857,207.7331362132208,199.62204498602048,197.2225016001826,205.00083326486822,202.8176335470782,201.26905420184053,192.85787128449562,195.41394883061636,180.86018438382044,179.725542420835,176.52937743973555,174.91824253694293,172.57362177143722,181.38232987037986,177.89358133096565,179.18701466115573,164.09446815835994,166.02091538110673,154.48939788909772,145.09803809557997,160.55490624894813,161.20035090613453,168.78525511808292,186.52948314836283
6,1986-09-07 14:03:37+00:00,219.17846868144565,206.70595186110458,228.93183317531813,207.71968995983522,203.73241513516936,209.136884502357,214.51791203907248,213.17139953473108,222.56210426536776,241.19879430608324,232.69544263459676,238.89535504120758,215.75168745087956,226.57412827724116,227.46683909914483,246.06513238865384,236.51360483289469,227.16023182115734,231.39228850741327,231.41929453182976,217.78821830884416,211.64831069842165,209.90344825309356,207.52517163608496,212.50036974803632,215.32046654603346,209.30108903473334,209.07886043959945,206.05015986719573,212.26659112163478,217.81919058852375,212.50260146079452,207.4123727393278,205.89301129792744,207.97674025047255,208.69453000564906,202.87605934674824,199.46409102515972,196.6178691521153,195.758259629151,186.44125897567355,187.05993193949357,181.89308902487582,182.32718283129486,180.20692734652152,176.67050567668255,169.99098477860144,166.74897676949803,167.013700657249,163.35542503911887,149.99845010682859,167.54095726369914,169.55235799298566,176.83712397024254,189.35607729524708
7,1986-09-23 14:03:08+00:00,225.01678634042725,209.6152184677625,226.85030273314393,211.49754681719983,204.25341539366502,211.42245869035958,220.73027446163127,222.13779461471162,227.02980012745707,244.5090492093026,235.69339987382418,238.96444921735628,217.32003698519128,234.61625645405582,226.34749983737325,241.01359730456875,229.35104527272762,219.3854764784735,230.55203095141076,224.55863049521054,221.80303036766264,212.99199940069687,210.4261673542083,202.41041351786595,208.6995818666362,214.2050312285552,205.54840239339626,206.34124633682922,209.25071193790552,204.67551464393375,211.0946147413208,209.98049559117072,201.247141200318,202.83565389581923,202.94288295021727,197.10512568985175,164.83895629640304,164.18814897221426,178.77856250860563,177.4782229912868,189.45952389597844,187.2059397557997,185.37541949377382,185.99033852146002,186.50113158895317,188.06996293819975,176.66698596265027,175.696794600489,173.1505885875465,162.26553700515657,160.04220790682433,171.72496188958888,171.05790893882104,182.97139919640426,193.10121144789912
8,1986-10-18 13:56:08+00:00,204.532287713152,191.5899081970744,223.5840203016641,204.25358489367443,194.729738819791,197.3142562185605,209.76194723625642,209.7580651500161,215.40736437850788,234.01235591735832,229.97864169962446,230.92005558715982,210.77335312765496,223.50180544611177,226.33287651841303,239.4123611535085,223.2899198538355,224.20231621178468,225.4523366446513,224.7731373172433,224.003694534216,213.64719116113386,201.36904456471947,195.35826829947888,202.46052304140474,204.75172328237863,205.03772997851698,204.14596325080933,201.4090772589059,201.74816051169475,209.06551267571888,198.97399365167814,188.54870084893975,186.37811002514746,191.78956251099382,190.6852980741108,191.93075305358116,190.10007950849698,183.4584312758721,181.60071215733396,178.75440460163645,172.6899888822494,166.49693305709133,165.82274914366707,160.05229850447074,159.47996086076563,170.4431308040641,159.52179585935855,157.21902440692045,153.9366500469344,146.44608431677244,160.22514336085362,160.53202574386972,170.73695153733178,187.93280098741477
9,1986-10-25 14:02:04+00:00,221.40715645418052,209.90175306681823,236.41269923024993,210.90479087417,214.81574290676485,212.60199803319406,224.03515747343226,222.756903026161,233.30991949853723,257.59862800516277,242.32940918833054,236.0977643745112,213.45067297051742,228.1889704670992,231.33256042849294,246.9555504843015,233.9175793592272,228.27242381398682,237.1530684593516,235.38525982771588,230.11246335972834,219.09898124885035,210.36490364197076,198.03259396292958,209.1324475135257,213.3329631605213,212.73977375577635,213.19064297328987,209.76172199772742,206.86192322052955,213.32526932293814,206.5878433789601,201.93212196303892,200.14490232418498,202.21679963862582,206.72851523552856,200.1612385815587,193.943816287452,191.96865987573224,196.6982849064379,194.469752270148,193.79360706130768,189.64570374497916,189.79166534571664,187.82754126089281,182.24569605916054,186.0065588981386,178.05049438677258,175.28862188325127,176.30134771860523,167.10953797680364,177.16048923126567,174.18503551457442,185.26283886499797,197.25928659373014
