,dates,chi0480-0000,chi0480-0001,chi0480-0002,chi0480-0003,chi0480-0004,chi0480-0005,chi0480-0006,chi0480-0007,chi0480-0008,chi0480-0009,chi0480-0010,chi0480-0011,chi0480-0012,chi0480-0013,chi0480-0014,chi0480-0015,chi0480-0016,chi0480-0017,chi0480-0018,chi0480-0019,chi0480-0020,chi0480-0021,chi0480-0022,chi0480-0023,chi0480-0024,chi0480-0025,chi0480-0026,chi0480-0027,chi0480-0028,chi0480-0029,chi0480-0030,chi0480-0031,chi0480-0032,chi0480-0033,chi0480-0034,chi0480-0035,chi0480-0036,chi0480-0037,chi0480-0038
0,1985-01-25 14:05:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.9044195110116,361.2019058531748,,,,,,,,
1,1986-02-04 14:08:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.92328345232687,,,,,,
2,1986-08-15 14:03:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.3983797800345,339.62362028830825,282.0522556637163,228.36904494042668,191.1030287136789,139.8084094652248,102.94139024205522
3,1986-08-24 13:56:34+00:00,,,,,,,,,,,237.64917902674108,,195.80127984009005,,,,,,,,,,,,,,,,,,,,,,,,,103.21509204948286,
4,1986-09-25 13:55:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.1375094093036,326.7649358157424,,203.5342409132892,166.32532636636103,124.37532896224346,102.36482551608957
5,1986-10-18 14:00:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.2688660465056,378.95828864965455,322.59355680544434,259.5260550837264,212.93984619354018,183.3862668475988,148.98040625324313,92.09465254860656
6,1986-10-27 13:54:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.9929949625806,349.635822296892,300.2386804853102,236.0649165655319,190.15340320804953,174.39720531512967,,57.34567180972159
7,1986-11-03 14:00:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.62166714102204,322.83399225220984,255.58108501565843,208.86427580254457,190.70132503987355,156.00623785298222,104.85557548502018
8,1986-11-12 13:53:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.66943262261026,360.9589338937644,310.6572141779012,256.75605523338635,204.96699478534973,164.4941638082903,140.02999228706952,105.90814391930886
9,1986-12-21 14:00:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0068147955739,356.6299386162424,,198.0978702536639,150.83108661340052,134.5502524243729,103.50517861749171
10,1986-12-30 13:54:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.197396099455,,,202.0320665885874,147.76817908701872,130.995460198548,110.35610528159029
11,1987-01-06 14:00:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.7893858545672,360.9953301081246,,197.64866461498815,137.42034514472633,118.17605113671002,101.70319421066051
12,1987-01-15 13:54:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0865067517638,388.8901377085976,373.2045192098785,,,152.4995062198833,123.57498466315974,103.28924753035766
13,1987-01-22 14:01:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0427722836521,354.21174102698245,,,133.72987807066326,107.13671364057662,96.13079588269352
14,1987-02-07 14:01:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.4425887901336,282.51019257919944,206.6069669695937,168.81032045478705,139.0275417508494,131.3338182130933
15,1998-03-09 14:17:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.8323814489791,237.46987083815156,,,,,
16,1998-03-25 14:18:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.7081973710295,,236.35051870694426,,,,,
17,1998-06-13 14:19:18+00:00,,,,,,,,,,,217.69313137755654,,,220.50089945994617,,,,,,,,,,,,,,,,,,,,,,,,,
18,1998-09-17 14:20:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.42959506058673,,311.4135715237993,279.098956327232,,207.5327487977879,179.52339662840615,155.8279421831837,102.31883619821319
19,1998-10-03 14:20:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.8219489904663,366.69300107771414,,,,,,186.1548292337513,153.52330781157178,,
20,1998-11-29 14:14:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.44466793575634,303.8741347831852,258.44893640301933,,174.2927927194653,150.1174848864777,127.98688375213452,99.34391758670822
21,1998-12-22 14:20:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.4414233233261,375.0016402246185,337.5608514899553,,,148.21410034014457,134.29585108263333,115.60703294014938,84.00684776359246
22,1998-12-31 14:14:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.78526689206876,387.93958787480653,388.43325380618785,368.52930415402375,348.0304981312109,344.86985497222327,291.84449995679614,,136.61948211365583,110.77052477515389,93.13979433658932,64.27282750203538
23,1999-04-13 14:20:10+00:00,,,,,,229.94765514104046,,,,,,,,,,,,,,,,,,,,,402.8280109933495,383.49958760540534,364.5661820037348,349.54950408495665,,,,,,151.04588599585531,,,14.795547274212987
24,1999-05-24 14:13:29+00:00,,,,,249.15086323496212,,,,,,,219.37322417590246,,,,,,,,,,,,,,,,,,389.8957765038421,393.76175270345124,367.78609326417654,330.7152998110798,288.4375324137087,264.0345630904721,,,,
25,1999-06-16 14:19:24+00:00,,,,,,,,,,,,,,222.1186927162384,,,,,,,,,,,,,,,,,,,,,,,,,
26,1999-07-18 14:19:11+00:00,,,,,,,,,144.44596943342933,,,,,,,,,,,,,,,,,,,,,,,,,,,109.07144319588288,107.58301108156347,,
27,1999-08-12 14:12:54+00:00,,,,,,249.3237301927159,,,,202.2278582235315,190.78632867996927,207.66583745219697,202.53208908758825,212.6390564711449,229.587795435166,185.13925527176076,,,,,,,,,,,,,,,,,,,,127.9326314139011,93.73638020481735,42.00879630539647,
28,1999-08-28 14:12:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.9353057567336,383.97324671888686,348.01924018315907,304.8182509693197,279.8182885549502,,177.56513067830517,,48.88836234184347,8.298628649295635
29,1999-09-20 14:18:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.44271803147046,391.6271116888406,375.2858775648188,363.6196943350805,322.13107234320455,272.6119233372838,208.13575388732795,161.51136365001759,117.78974903248854,63.18565753280565,39.418471291141294
30,1999-10-07 14:28:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0753544970743,388.89257060691114,385.22435969654435,342.2982572848114,299.87638713132003,257.27533428074935,185.43171822905867,,101.97060285946117,59.33550711010417,18.719159780819503
31,1999-10-14 14:34:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.2714911066675,147.15142860369707,111.45081661390698,78.25622483514685,
32,1999-10-23 14:28:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.6359353018716,409.3413787572813,392.18129003166877,343.6353276462888,320.88937637000197,,198.62056376840056,147.46807855875693,116.28904229625404,78.14911331676764,25.972136782807844
33,1999-10-30 14:34:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.09648637420895,351.71042857313665,321.2617421587178,286.01399155221793,209.99341267361143,156.1559639294125,121.51636492776686,90.74878310456575,63.03623903672753
34,1999-11-16 14:10:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.6544811149414,315.3602042743659,272.5113203491313,258.19033887796974,,168.6213269805757,137.15556432471885,107.0052898157604,93.86984036063447
35,1999-12-01 14:34:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.70413906323347,255.65734779546548,235.28201037955822,222.6691142113339,161.5272549261791,132.7813220911516,141.4106521442186,114.8250489211185
36,1999-12-10 14:28:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.9940161557699,258.7732057823151,250.36882760107963,232.862766023501,165.87972368711246,149.54850711773136,156.19621220637848,158.60610218248283
37,1999-12-25 14:16:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.4462259389522,,269.5249188571755,235.40022141565407,204.44667909790712,161.43225233901026,152.47677873214045,153.8494467229658,157.48715813167513
38,1999-12-26 14:28:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.1922379224108,355.16844087448953,276.00667518103234,245.09751124343106,209.18571195592767,163.34565350648765,144.46722418791097,152.77549264977404,164.25147234826582
39,2000-01-11 14:28:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.7053553605329,345.34831747467916,292.990795737676,241.57404685023474,197.61566659042305,163.99816034325806,143.75484913572478,122.83774463348627,108.41623856665275
40,2000-02-03 14:34:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.822252696685,391.89087414870687,365.1663336490129,286.1082673614425,236.98266032884507,192.56765204955536,164.6086342285199,145.0050713151285,105.02928301696753,74.672014127823
41,2000-02-19 14:34:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.5578156176474,368.5222207924403,299.32714416443883,238.44871556404723,196.91833147606158,171.89934312553726,133.08332609692258,95.65390402086648,70.883123052112
42,2000-03-06 14:34:02+00:00,,,,,,,,,,,212.41485295308541,218.89330855122012,228.93210720608255,,,,,,,,,,,,,,,,,,403.84432157182175,376.1791873379906,,,211.94218193097896,174.49094566607343,147.82149979395584,91.41509858389041,66.75915914919557
43,2000-03-31 14:27:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.29185527164367,384.2957547536049,,,,213.65865518109146,151.13671697769678,100.8230856221681,63.99052414803243
44,2000-04-16 14:27:33+00:00,,,304.5771851702167,322.7361871688273,,,,,,219.7493489768762,224.26853203087651,,232.59774616806627,,250.38106936257176,,,,,,,,,,,,,,,,407.5923195800925,383.47753957668806,,253.39934284867155,218.6710203598617,189.80337279625599,144.73140197610772,90.30289675168494,37.461561944336246
45,2000-05-09 14:33:34+00:00,,,,,252.56198807078547,,,,179.55703102667314,204.91310194414316,,219.28653332203254,219.8316887454706,,,,,,,,,,,,,,,,,,,,,,,,,,41.527774389014084
46,2000-05-25 14:33:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,376.75572947275646,,,,,,,,,,,,
