dates,satname,nzd0519-0000,nzd0519-0001,nzd0519-0002,nzd0519-0003,nzd0519-0004,nzd0519-0005,nzd0519-0006,nzd0519-0007,nzd0519-0008,nzd0519-0009,nzd0519-0010,nzd0519-0011,nzd0519-0012,nzd0519-0013,nzd0519-0014,nzd0519-0015,nzd0519-0016,nzd0519-0017,nzd0519-0018,nzd0519-0019,nzd0519-0020,nzd0519-0021,nzd0519-0022,nzd0519-0023,nzd0519-0024,nzd0519-0025,nzd0519-0026,nzd0519-0027,nzd0519-0028,nzd0519-0029,nzd0519-0030,nzd0519-0031,nzd0519-0032,nzd0519-0033,nzd0519-0034,nzd0519-0035,nzd0519-0036,nzd0519-0037,nzd0519-0038,nzd0519-0039,nzd0519-0040,nzd0519-0041,nzd0519-0042,nzd0519-0043,nzd0519-0044,nzd0519-0045,nzd0519-0046,nzd0519-0047,nzd0519-0048,nzd0519-0049,nzd0519-0050,nzd0519-0051,nzd0519-0052,nzd0519-0053,nzd0519-0054,nzd0519-0055,nzd0519-0056,nzd0519-0057,nzd0519-0058,nzd0519-0059,nzd0519-0060,nzd0519-0061,nzd0519-0062,nzd0519-0063,nzd0519-0064,nzd0519-0065,nzd0519-0066,nzd0519-0067,nzd0519-0068,nzd0519-0069,nzd0519-0070,nzd0519-0071,nzd0519-0072,nzd0519-0073,nzd0519-0074,nzd0519-0075,nzd0519-0076,nzd0519-0077,nzd0519-0078,nzd0519-0079
2006-08-20 22:10:26+00:00,L7,315.62,326.31,340.78,341.17,347.87,350.36,343.90,355.44,359.06,355.17,362.74,364.26,358.40,356.82,,,,,,,,314.02,332.95,343.69,335.54,325.70,339.99,332.05,342.58,335.08,343.73,336.95,332.55,339.50,338.29,334.50,,,,,,,323.24,336.11,334.49,338.12,332.30,327.13,335.46,332.20,335.66,324.81,332.74,331.95,326.22,320.75,,,,,,,,311.72,307.10,304.83,308.43,319.40,325.42,331.95,331.88,337.91,342.86,333.93,331.99,326.87,,,,
2006-08-28 22:14:23+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,103.98,101.77,,173.02,193.48,,312.11,338.64,338.27,344.12,342.29,346.94,350.00,361.58,352.97,355.68,348.12,346.12,338.80,349.87,340.87,345.72,344.35,333.70,335.60,345.15,353.01,341.41,346.79,348.40,351.56,348.91,342.09,347.18,344.32,341.08,320.66,325.54,324.58,318.95,314.59,314.54,313.62,320.57,330.12,351.52,348.92,357.29,359.53,355.88,351.56,342.19,,,,
2006-09-13 22:14:35+00:00,L5,315.48,316.55,331.46,331.63,346.54,352.70,346.51,353.80,351.62,353.44,361.59,361.66,359.07,352.11,353.55,349.44,345.96,349.18,351.60,340.22,331.21,317.15,322.20,340.30,330.71,332.46,341.50,336.88,340.55,329.61,342.87,346.41,340.60,337.38,337.88,336.89,327.63,333.95,320.24,322.11,329.54,326.27,320.31,327.75,315.99,322.63,331.67,323.70,336.74,332.99,332.03,332.36,331.98,321.52,325.53,328.05,317.00,320.80,309.86,313.20,306.71,313.45,311.26,306.00,300.86,296.95,304.37,306.90,313.73,322.92,334.70,338.12,335.17,329.74,321.81,303.90,300.22,304.15,313.88,311.87
2006-09-21 22:10:16+00:00,L7,,,360.03,373.09,376.60,371.13,363.44,368.23,368.41,367.93,369.81,367.30,364.06,363.62,372.35,374.32,376.36,378.75,,,,,,,,327.32,345.85,343.91,351.06,338.34,345.50,354.06,355.01,348.73,343.29,348.12,349.14,362.29,350.66,,,,,,,,347.14,344.25,348.39,341.67,344.17,343.00,338.82,336.88,340.73,342.82,346.39,344.84,334.90,334.93,,,,,,,309.09,361.93,381.77,365.14,348.82,342.54,335.50,332.48,332.25,328.87,328.89,331.60,336.11,
2006-10-08 22:08:40+00:00,L5,349.45,361.17,373.35,380.83,379.92,381.98,379.57,378.07,373.75,373.91,381.05,382.55,379.14,364.79,371.58,377.27,376.77,384.34,380.76,364.79,356.93,349.26,360.53,370.35,358.94,349.12,356.33,352.48,350.89,341.19,353.14,359.93,351.76,353.44,353.39,351.06,350.72,364.00,355.85,356.68,367.13,362.15,353.93,358.66,349.94,353.53,352.00,348.60,346.03,336.19,339.56,333.85,337.67,338.00,347.41,348.68,352.08,346.68,336.18,339.77,336.22,345.79,343.76,333.90,329.64,324.98,344.18,366.64,364.49,347.85,327.82,327.25,325.29,328.11,331.72,328.51,330.67,339.20,345.72,347.20
2006-11-25 22:09:07+00:00,L5,347.70,354.44,365.05,359.83,366.47,367.29,,,378.27,375.93,374.47,374.58,367.65,365.11,373.97,376.42,378.79,377.06,364.87,345.75,334.93,323.05,333.96,353.16,339.89,326.27,335.16,336.75,342.61,340.00,350.42,347.83,344.68,343.29,347.87,341.46,356.79,361.25,358.24,343.75,343.90,342.21,330.58,336.97,325.54,330.40,337.16,342.99,342.10,334.11,339.57,331.10,335.57,332.30,336.17,335.88,336.98,324.69,317.91,306.93,307.48,317.54,314.13,305.23,310.60,324.44,329.30,339.51,347.54,347.87,334.95,329.59,322.20,317.45,312.94,315.28,316.28,309.18,317.06,309.69
2007-01-04 22:04:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.13,353.63,358.16,351.91,364.79,360.17,350.97,353.38,360.22,352.81,350.27,357.22,351.20,354.09,356.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-28 22:11:16+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,322.36,327.81,335.71,327.77,337.93,341.95,336.61,335.59,335.68,337.31,338.62,348.27,333.01,330.64,331.71,,,,,,,,,,,,,,,,,,,315.54,316.24,,,,,,,297.64,310.11,318.59,312.01,311.89,312.94,310.49,306.72,303.54,302.94,304.83,312.62,
2007-03-09 22:05:07+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-16 22:11:19+00:00,L7,,,,,,,,,,368.05,377.18,380.02,369.19,364.55,369.29,372.64,367.02,362.80,356.66,345.83,346.01,329.79,336.84,,,,,,,,,355.40,348.40,348.48,345.71,346.74,347.60,353.16,339.36,333.52,337.34,335.52,333.24,336.28,330.00,,,,,,,313.69,324.80,318.56,322.52,322.95,323.99,323.26,318.60,321.65,314.57,324.37,334.35,329.66,325.87,,,,,,,,304.40,306.02,310.88,308.75,307.22,307.50,316.21,319.33
2007-05-12 22:04:59+00:00,L7,329.61,342.89,,,,,,,,368.59,371.56,373.01,364.81,367.00,366.85,368.40,366.21,359.28,354.37,342.73,338.26,324.62,334.03,345.52,,,,,,,337.93,342.30,331.14,334.86,336.08,341.29,339.74,342.16,325.77,325.99,328.81,329.06,323.33,324.46,320.90,,,,,,321.91,320.17,335.70,331.26,327.28,320.65,317.34,317.70,304.71,307.05,304.68,315.27,310.98,306.18,,,,,,,303.79,306.18,305.36,304.00,304.19,302.97,294.84,301.93,299.95,305.01
2007-07-06 22:11:01+00:00,L7,,,,,,,,,376.66,368.74,373.05,397.92,382.71,383.93,387.86,384.45,375.78,,,,,,,,336.77,335.10,343.20,333.21,348.94,349.25,352.56,349.26,343.34,347.66,347.81,360.00,347.95,356.10,348.65,,,,,,,337.58,336.98,328.85,333.05,337.72,353.44,351.01,354.84,343.21,343.20,335.16,336.18,334.52,321.65,,,,,,,291.19,286.04,298.62,326.36,,,324.68,323.06,,324.56,321.66,317.48,319.47,,
2007-07-15 22:04:48+00:00,L7,360.30,379.42,390.68,392.58,399.51,,,226.59,130.05,49.97,,,395.52,394.08,398.63,404.57,400.71,393.03,387.74,376.85,369.45,352.56,363.90,380.92,369.47,355.96,367.44,,,,,,,368.91,366.48,367.98,354.68,370.73,363.39,365.27,366.62,365.50,367.81,368.93,356.66,363.84,364.61,,,,,,,363.50,366.49,357.68,355.30,356.24,350.59,345.36,338.61,342.39,348.66,348.78,335.01,318.91,,,,,,,342.61,346.88,341.95,338.83,336.77,346.49,358.67,368.15
2007-08-07 22:10:52+00:00,L7,305.83,304.62,315.49,330.86,341.77,340.97,339.62,351.80,357.69,357.23,363.45,,,,,,,,339.03,340.28,335.54,317.92,318.76,330.31,329.98,323.85,324.72,312.28,313.78,309.34,327.48,327.45,318.71,,,,,,,311.88,323.18,322.37,311.63,321.53,311.06,320.21,320.61,303.06,304.47,302.41,312.94,313.43,318.07,314.20,,,,,,,296.85,302.47,305.17,300.35,292.15,289.39,284.51,292.27,292.89,302.52,303.97,304.51,314.95,,,,,,314.74,312.36
2007-08-23 22:10:46+00:00,L7,,,,,,,345.97,355.40,359.96,358.23,360.28,360.47,355.90,356.18,361.34,361.16,352.24,352.27,356.72,346.21,335.73,314.71,,,,,,,327.27,323.08,332.37,330.45,327.01,325.89,325.81,325.37,335.75,346.42,334.64,333.90,342.29,337.15,330.07,,,,,,,319.80,321.09,314.35,319.62,318.84,318.61,313.97,316.08,317.27,312.18,314.95,311.19,318.54,322.41,,,,,,307.05,311.98,307.72,306.67,316.65,318.32,320.30,311.42,305.13,306.77,319.19,322.54
2007-09-01 22:04:31+00:00,L7,333.71,346.43,361.60,360.46,364.11,367.60,360.94,372.48,128.91,,,,,,374.85,368.92,368.50,368.21,362.65,355.07,346.18,334.19,343.38,358.45,345.99,340.22,353.91,339.98,334.12,,,,,,,329.23,340.23,360.19,340.50,334.23,349.77,348.40,343.86,347.53,335.05,340.55,338.06,334.66,335.05,,,,,,,328.43,331.26,332.49,320.78,327.19,324.76,326.01,319.33,310.49,305.05,304.33,299.21,308.91,315.10,,,,,,,,,,,
2007-09-08 22:10:38+00:00,L7,331.55,340.80,353.62,353.34,,,,204.57,155.72,,,,341.62,337.18,340.13,340.86,322.09,307.83,323.74,318.93,,,,,,,,,,,,,,328.65,317.54,327.89,343.14,347.86,327.91,326.58,339.96,343.67,346.26,342.38,328.45,336.47,335.56,,,,,,,318.78,320.61,313.50,315.80,319.47,305.52,308.24,310.67,317.71,308.77,302.73,298.54,300.47,300.22,,,,,,,322.90,318.09,308.76,306.36,298.19,317.55,322.24
2007-09-09 22:07:45+00:00,L5,333.22,344.92,358.63,359.87,366.60,368.57,363.10,365.67,367.14,367.09,364.36,373.04,371.52,367.22,372.27,368.12,358.12,358.84,364.08,358.49,349.60,335.03,341.74,354.24,343.90,346.77,357.15,340.72,341.92,339.40,355.77,339.35,337.95,331.73,327.46,335.53,347.96,349.87,332.55,337.78,350.34,348.67,354.35,349.53,337.43,352.49,348.70,340.13,343.47,327.45,333.46,334.47,337.34,333.57,328.45,325.94,325.72,331.45,326.69,330.18,322.49,325.29,320.47,312.43,310.58,309.12,305.24,315.10,318.07,321.66,318.40,319.25,328.02,331.40,328.36,324.77,317.70,320.11,331.88,330.00
2007-11-20 22:04:46+00:00,L7,,,,,371.36,381.51,377.09,385.78,387.56,382.64,387.58,382.33,374.88,371.34,369.36,374.48,357.38,350.72,354.11,340.29,,,,,,,344.10,343.10,349.61,341.41,354.66,362.37,352.88,348.30,340.10,339.64,352.49,351.70,337.71,338.71,,,,,,,341.16,333.22,337.01,333.08,336.23,327.49,328.95,325.42,326.91,320.29,317.43,319.70,307.28,311.59,301.69,,,,,,,,,,,,,,,,,,,
2007-12-06 22:04:52+00:00,L7,,,,,,,,,,,,362.35,369.32,372.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07 22:04:58+00:00,L7,357.14,372.00,381.23,375.68,383.67,373.94,373.52,384.75,387.18,380.03,384.47,384.91,375.64,,,,,,,339.91,342.76,328.76,332.27,353.31,350.77,343.70,357.22,352.19,358.76,350.53,356.41,355.70,352.65,350.55,,,,,,344.97,354.27,346.90,342.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-18 22:10:55+00:00,L7,,352.90,365.68,363.35,360.50,361.17,364.20,381.70,382.52,382.31,382.24,385.73,371.87,361.54,367.41,378.81,375.81,,,,,,,,323.08,332.16,350.12,357.89,357.00,346.32,347.11,353.27,350.78,346.24,343.59,344.24,346.99,352.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-19 22:10:54+00:00,L7,,,381.69,385.67,389.61,383.83,391.49,395.88,400.57,398.74,396.61,398.20,391.46,390.46,395.40,395.46,390.20,386.14,,,,,,,,354.16,369.16,368.97,373.61,360.77,373.02,371.59,367.60,360.46,353.05,349.58,353.47,367.78,362.20,,,,,,,,352.86,348.64,347.27,336.62,337.41,344.65,352.45,349.37,338.59,331.96,337.28,340.53,335.55,338.47,,,,,,310.73,312.24,317.93,318.48,322.22,321.41,326.74,333.25,333.73,329.77,329.17,323.61,332.42,,
2008-06-15 22:04:20+00:00,L7,216.45,194.76,,,,,,,,,,,,,,,,,,,,,,,,,,350.15,354.94,346.23,361.86,358.72,354.85,349.10,356.77,,,369.82,360.48,360.25,362.87,,,,,,,,331.61,333.23,335.64,340.76,345.03,341.68,342.63,337.66,341.28,342.82,334.14,333.10,329.45,,,,,,,286.33,301.29,,,,,,,,,,,
2008-07-08 22:10:15+00:00,L7,,,324.22,337.42,342.64,348.96,352.33,356.44,355.65,358.14,362.25,,,363.29,370.04,367.35,367.66,,,,,,,,328.65,319.71,328.52,330.06,333.23,326.97,337.12,336.36,330.83,334.07,337.31,,,340.45,,,,,,,,317.39,312.26,310.57,315.38,315.99,326.49,314.97,326.27,323.22,326.48,324.82,320.22,314.24,299.67,,,,,,284.92,284.05,289.29,297.34,305.81,313.46,304.31,301.83,305.45,304.85,306.38,314.49,310.23,,,
2008-07-17 22:03:58+00:00,L7,,,,,366.31,371.41,370.02,382.75,385.29,381.53,387.60,391.20,384.50,382.75,388.22,387.18,384.98,383.22,376.33,,,,,,,340.64,358.22,355.87,356.22,348.52,363.58,363.51,358.30,359.90,355.31,,,361.43,349.25,347.34,,,,,,,350.63,339.94,345.33,342.76,351.84,348.89,352.39,345.70,342.98,344.26,343.70,333.18,326.38,328.27,,,,,,312.47,309.74,317.91,327.46,330.76,330.82,328.30,327.64,328.37,328.46,327.04,327.33,327.95,,
2008-08-09 22:09:59+00:00,L7,310.52,312.22,324.35,316.62,323.68,330.08,332.52,341.94,353.00,348.93,356.48,363.26,355.85,352.73,,,,,,,,328.63,328.51,346.00,330.56,323.40,330.01,335.48,342.85,335.12,344.21,343.74,340.81,342.86,340.61,,,,,,,,321.02,334.85,322.05,323.24,326.36,318.53,323.36,320.82,325.88,327.01,330.93,328.64,322.57,320.06,,,,,,,313.37,313.30,296.38,290.36,286.57,290.98,291.09,299.78,306.40,310.37,316.64,327.12,326.37,,,,,
2008-09-19 22:03:28+00:00,L7,,,,291.45,312.57,324.16,323.31,325.52,338.59,341.66,348.98,353.18,349.67,354.36,360.01,366.40,362.66,359.04,,,,,,,352.27,341.63,351.06,342.21,350.49,348.01,356.10,355.09,346.21,343.57,344.25,343.62,346.50,349.32,,,,,,,332.59,340.79,336.40,327.88,328.87,323.86,330.88,328.34,334.17,330.52,331.19,328.46,326.62,329.94,,,,,,,307.50,313.96,323.20,321.74,319.66,313.88,314.38,319.01,326.81,329.77,337.05,325.23,,,,
2008-10-12 22:09:25+00:00,L7,,,,,,,,183.92,95.93,,,345.22,355.10,352.86,367.49,368.96,365.30,358.06,346.92,340.62,341.35,335.80,347.01,352.82,339.18,332.09,,,,,,,339.35,344.07,341.41,342.18,344.15,347.90,337.57,338.69,347.07,345.27,341.86,349.62,343.47,345.04,343.02,,,,,,,323.49,329.63,328.66,325.00,323.77,314.30,318.54,315.27,324.90,328.74,322.53,315.60,312.62,305.82,,,,,,,,,,,,,
2008-10-21 22:03:23+00:00,L7,309.86,317.28,323.78,325.53,328.76,327.47,328.59,339.81,342.54,340.31,344.37,348.84,,,,,,,339.88,338.31,329.81,322.59,337.58,349.60,336.74,329.42,340.38,338.75,341.24,336.69,340.83,343.89,345.63,,,,,,,328.77,340.78,336.80,335.85,336.28,329.67,337.53,331.44,318.53,327.98,327.61,334.84,328.60,334.31,,,,,,,308.13,302.07,316.95,320.87,315.27,310.56,303.07,296.03,299.48,302.67,310.15,313.46,315.42,,,,,,307.47,312.25,317.52
2008-10-29 21:58:12+00:00,L5,334.82,346.17,353.16,346.59,343.91,351.45,349.46,352.79,349.19,351.20,366.24,373.08,366.77,361.03,367.62,371.85,355.41,346.83,346.76,329.29,331.79,339.64,355.84,363.34,351.81,341.15,357.59,354.83,358.11,349.28,355.52,358.98,352.17,349.27,345.86,348.75,346.50,340.31,337.21,337.57,351.40,346.40,340.07,347.51,339.63,344.93,340.41,336.29,342.23,340.31,342.81,337.61,342.13,333.17,336.53,331.03,326.72,320.27,305.81,309.90,314.99,320.64,325.12,319.32,314.60,306.72,309.79,318.63,319.34,327.59,335.22,336.29,343.20,340.52,336.14,320.93,313.28,309.88,322.14,317.41
2008-11-13 22:09:55+00:00,L7,332.21,344.62,355.44,353.39,357.15,359.18,357.96,359.68,365.24,359.76,366.07,370.04,364.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.67,325.46,326.91,322.63,320.23,314.41,319.69,327.20,339.20,341.96,331.40,327.28,324.60,,,,,,342.20
2008-11-14 21:57:52+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-23 22:05:16+00:00,L5,326.01,337.08,349.35,340.92,353.87,356.37,351.02,358.94,364.46,368.20,367.33,372.58,367.94,370.17,375.39,374.65,377.31,378.64,374.40,359.25,352.55,346.68,340.63,361.41,351.61,342.82,350.77,345.95,357.32,351.56,353.27,351.49,349.54,346.88,343.94,344.23,341.23,348.78,343.43,352.52,362.14,364.94,358.23,348.94,341.47,343.42,337.57,330.78,332.63,337.12,344.45,341.76,346.69,339.13,329.97,322.64,327.95,333.19,318.90,322.41,325.49,345.31,350.34,320.29,314.46,309.35,305.12,307.57,310.16,314.29,316.30,315.79,327.55,325.97,331.22,319.84,319.54,328.25,349.64,366.33
2008-12-31 22:10:25+00:00,L7,,,,,346.76,355.10,357.38,369.56,374.37,368.51,370.50,370.54,366.84,364.07,368.00,374.01,371.96,372.70,,,,,,,,342.25,352.89,348.54,360.38,351.49,356.43,360.21,347.52,343.24,341.36,342.92,345.16,349.46,341.11,,,,,,,,342.30,333.73,337.41,340.62,351.37,344.86,338.77,328.35,320.91,317.89,328.87,325.08,317.73,324.11,,,,,,,301.39,309.07,315.38,315.46,315.53,314.90,325.69,328.68,327.82,321.09,324.70,330.40,,
2009-02-10 22:04:28+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.10,327.72,336.39,336.90,327.34,323.26,317.73,311.13,320.05,329.76,330.22,323.67,324.58,,,,,,340.85,347.78,344.67
2009-03-30 22:04:52+00:00,L7,321.61,325.62,334.43,337.89,343.67,342.19,341.75,346.83,350.96,349.41,354.74,356.64,352.67,,,,,,352.76,344.00,340.91,327.79,337.05,350.19,337.10,327.51,339.25,336.94,340.93,333.57,342.21,341.63,335.17,,,,,,,334.97,344.82,338.78,337.14,,,,,,,327.46,330.06,324.66,329.43,,,,,,,,,,,,,,,,,,,,,,,,,340.37,347.71,349.98
2009-04-22 22:11:10+00:00,L7,,,,370.78,371.74,,468.74,385.64,618.93,574.97,,,,,382.12,377.85,370.50,359.27,,,,,,,470.57,473.52,,,,,376.54,375.43,361.24,338.29,336.58,336.29,,,354.44,,,,,,,,316.38,304.23,309.42,330.25,338.38,332.22,341.65,340.47,335.01,320.78,315.05,326.56,312.69,,,,,,,303.47,307.54,304.69,283.65,300.54,295.18,288.04,300.36,314.41,323.86,321.61,313.61,312.80,,
2009-05-01 22:05:01+00:00,L7,,,,,,339.89,342.18,343.97,351.28,352.16,360.11,362.75,356.14,353.01,358.89,364.00,364.47,361.67,356.20,344.56,,,,,,,338.99,334.21,334.19,330.14,337.98,338.51,329.79,330.20,333.12,334.45,336.63,340.98,329.88,326.62,330.68,,,,,,325.52,320.91,320.73,318.67,323.49,322.65,326.54,319.80,323.26,316.17,316.67,319.68,315.47,319.50,315.26,,,,,,287.60,297.29,300.78,302.41,299.19,301.74,316.05,328.63,327.34,321.28,317.04,325.60,,
2009-06-09 22:11:13+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.56,341.88,,,,,,,358.43,345.88,342.01,344.05,338.57,344.66,348.48,356.81,347.27,354.44,342.96,335.44,335.59,328.25,,,,,,,323.82,323.18,329.23,331.73,338.47,326.68,315.43,318.23,319.81,344.50,349.40,348.60,343.72,,,,
2009-08-05 22:04:48+00:00,L7,322.01,333.69,337.08,328.04,343.80,349.66,361.41,366.66,371.60,369.69,372.14,382.72,379.35,,,,,,,358.18,357.33,347.59,354.37,371.58,367.14,354.34,364.98,361.47,367.70,362.00,373.45,374.76,358.07,359.21,,,,,,,356.05,351.22,342.84,355.84,349.67,356.31,352.00,346.21,351.42,334.99,340.30,337.61,347.74,348.24,,,,,,,319.98,337.03,341.30,333.46,333.23,331.24,320.79,330.33,344.64,351.56,359.54,356.50,355.06,,,,,,353.97,372.50
2009-08-21 22:04:47+00:00,L7,,,,,,,359.16,360.83,366.49,366.63,376.13,381.87,376.31,377.79,387.72,389.04,388.71,385.41,384.52,372.49,359.73,,,,,,,375.25,374.44,366.70,375.22,372.77,365.28,362.36,357.80,363.22,349.16,368.82,357.32,360.61,369.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-28 22:10:57+00:00,L7,,300.19,303.62,297.57,311.49,320.61,321.42,326.86,328.52,333.75,342.15,343.00,342.61,340.21,348.80,354.34,,,,,,,,348.46,344.36,333.09,344.12,343.24,348.16,336.50,342.37,346.83,336.56,331.70,328.93,333.84,330.13,331.27,,,,,,,306.93,316.61,321.88,311.52,315.49,312.58,312.18,305.41,309.22,309.15,311.15,308.74,302.22,304.74,,,,,,303.54,307.77,307.16,302.09,304.52,312.52,318.86,320.58,321.73,328.05,324.01,320.04,314.21,308.86,,,
2009-12-02 22:11:36+00:00,L7,342.68,359.01,360.34,349.66,,,,,,,,378.23,370.40,366.65,375.49,376.59,376.52,369.83,366.86,352.79,348.46,336.36,340.90,364.37,353.13,348.70,,,,,,,,359.63,348.96,349.87,356.75,353.65,343.61,346.72,352.55,335.02,340.71,345.48,329.10,346.00,336.39,,,,,,,338.38,347.36,344.37,336.29,340.09,332.59,332.43,329.04,334.88,346.47,342.08,341.45,334.18,320.43,,,,,,324.71,329.32,328.82,321.08,325.44,325.17,333.05,333.89
2010-01-28 22:06:19+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-05 22:05:29+00:00,L5,,,,,,,,,,,,,,,,,,363.88,364.14,352.45,341.68,331.62,338.64,356.77,353.67,345.84,353.63,353.59,357.25,350.53,356.12,350.50,349.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-20 22:12:45+00:00,L7,,,,,,,334.11,361.70,362.47,359.37,363.68,364.85,354.51,359.64,365.34,367.60,364.47,361.97,356.77,343.00,,,,,,,,339.11,349.80,344.35,345.98,350.19,349.32,348.00,342.43,342.52,337.54,341.77,328.50,330.25,345.11,329.55,,,,,,,,,,,,,,,,,,330.47,326.88,332.68,,,,,,,318.64,321.07,318.35,321.58,324.80,323.13,321.24,315.49,325.53,326.63,332.06,
2010-04-09 22:13:00+00:00,L7,,,,,,,,,370.43,370.54,374.13,374.71,368.45,371.33,379.08,378.05,371.72,371.23,366.28,357.19,350.09,333.98,,,,,,,,341.97,354.36,356.63,350.05,349.30,345.77,347.17,346.37,354.37,343.23,341.21,342.81,334.76,330.71,,,,,,,,338.60,346.71,354.21,353.98,342.75,340.41,339.93,343.78,336.49,339.24,335.24,338.83,336.84,,,,,,,,316.18,317.65,324.52,326.61,321.50,320.68,320.88,322.64,328.74,336.08
2010-05-04 22:06:46+00:00,L7,328.22,338.58,349.87,350.94,358.38,361.12,359.86,366.29,368.27,365.12,369.90,372.59,368.15,364.41,370.32,,,,,,,323.01,330.62,347.07,337.76,335.41,347.67,341.18,346.83,341.21,347.47,351.49,348.24,344.44,344.29,344.48,,,,,,,322.25,334.21,333.44,340.98,334.32,323.41,331.74,330.57,343.83,337.94,343.72,340.86,340.47,332.63,,,,,,,328.09,316.77,305.49,300.47,299.18,313.29,320.42,325.74,312.30,306.43,315.21,323.44,315.14,,,,,
2010-05-11 22:12:55+00:00,L7,185.13,160.89,,,,,,355.18,365.36,365.62,370.05,372.26,368.26,364.14,368.89,366.81,365.24,359.32,355.08,343.54,338.04,320.60,,,,,,,,339.17,348.63,351.08,342.51,335.43,334.49,,,335.58,331.94,330.90,336.44,338.02,334.00,,,,,,,318.01,331.69,332.45,341.19,335.65,330.34,327.95,330.84,336.06,326.15,329.43,324.28,328.66,329.70,,,,,,,328.89,320.65,313.11,319.39,325.92,322.77,309.22,305.66,320.61,342.12,337.46
2010-06-21 22:06:46+00:00,L7,,308.46,315.19,325.15,330.03,338.46,344.07,352.14,354.55,352.19,354.72,354.80,346.51,343.10,353.20,353.32,,,,,,,317.07,334.97,321.60,314.68,326.72,328.20,334.73,321.48,334.78,332.91,323.58,324.31,323.98,326.62,332.01,,,,,,,326.45,313.96,319.78,319.14,,,,,316.70,324.08,312.52,315.62,318.07,318.60,,,,,,,,,,,,,,,,,,,,,,,
2010-07-07 22:06:49+00:00,L7,309.30,309.41,318.20,334.84,340.48,,,205.61,127.84,56.82,,360.91,353.72,356.45,356.19,357.69,354.68,358.59,354.51,340.49,333.75,329.06,334.82,349.91,339.18,334.53,,,,,,,341.38,335.54,335.12,339.25,330.20,340.62,328.22,327.91,335.72,332.07,324.94,325.21,321.38,328.41,,,,,,,319.04,316.37,314.89,312.81,317.14,327.25,313.59,314.55,321.75,325.80,328.59,322.86,308.69,302.44,,,,,,320.06,328.96,322.26,317.27,321.52,329.81,344.08,357.98,342.37
2010-07-23 22:06:50+00:00,L7,333.45,355.26,351.02,353.94,,,,159.45,51.28,,377.24,381.50,372.88,374.98,374.01,376.25,,,370.73,355.95,356.97,341.35,348.26,365.00,352.29,344.82,,,,,,351.47,354.85,357.68,356.58,,,360.64,348.48,352.92,362.75,351.10,351.79,355.46,346.59,355.14,,,,,,,343.16,340.16,343.73,341.23,339.99,341.04,331.83,338.58,333.18,342.86,341.65,333.27,325.03,317.77,,,,,,343.65,344.35,341.66,340.55,352.17,353.95,369.09,374.54,365.64
2010-08-08 22:06:48+00:00,L7,329.59,347.21,356.15,359.10,367.58,370.45,368.07,377.30,125.32,85.62,,,,,372.91,377.71,374.48,374.06,371.99,363.14,357.14,343.58,353.76,366.61,352.53,349.30,359.39,354.97,356.64,,,,,,,332.70,335.10,344.99,,,,,,,,,332.99,331.32,336.70,,,,,,,332.58,336.06,337.74,331.32,335.47,337.22,345.93,342.79,331.68,322.84,317.86,314.66,319.93,,,,,,348.09,349.82,348.57,344.60,349.85,356.21,354.89
2010-08-15 22:13:00+00:00,L7,320.15,,,,,,,,358.86,359.12,365.30,365.49,363.51,360.55,358.12,362.88,366.90,363.16,359.79,351.19,344.19,325.93,336.02,,,,,,,,345.19,349.33,342.14,342.90,333.50,336.38,335.04,344.11,333.16,328.72,340.47,328.85,323.54,331.72,,,,,,,322.25,323.37,325.56,328.09,325.20,319.02,320.84,326.48,312.90,318.26,322.54,327.98,330.54,318.87,,,,,,,311.53,310.27,324.31,336.21,333.98,330.71,321.38,326.63,331.40,332.57
