dates,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0063,nzd0239-0064,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0072,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0076,nzd0239-0077,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0103,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0116,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0122,nzd0239-0123,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0138,nzd0239-0139,nzd0239-0140,satname
2007-04-21 21:44:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.12,375.25,370.82,368.75,373.76,373.31,375.67,372.94,371.67,368.95,369.82,365.23,365.55,365.83,365.26,360.37,360.00,359.07,365.75,365.96,361.26,358.14,373.17,373.47,368.90,372.42,379.05,380.77,380.58,387.28,394.65,395.64,398.41,397.71,392.27,385.68,391.84,386.28,385.74,384.98,383.86,379.14,386.75,381.20,386.95,378.42,373.92,369.60,376.04,369.88,382.11,375.22,384.84,380.10,390.46,386.38,383.50,385.07,383.84,377.38,386.11,379.38,383.70,376.77,384.53,378.32,384.39,377.91,381.53,380.97,386.92,383.29,390.56,386.19,397.49,392.76,389.59,392.25,389.92,397.73,406.06,401.64,399.48,399.35,393.68,399.26,392.66,398.68,392.33,398.40,390.46,383.73,383.30,379.61,369.31,373.70,367.51,376.11,362.14,358.94,350.38,346.34,345.53,334.96,326.88,325.86,324.43,,,L7
2007-04-28 21:50:19+00:00,311.86,314.44,336.59,351.48,366.30,388.06,398.85,392.19,393.03,,,,,,,,,,,383.22,367.80,353.74,351.74,355.99,350.31,353.84,354.94,356.59,352.65,354.36,357.92,359.45,358.75,359.88,362.62,360.78,364.72,367.02,365.33,359.43,355.78,352.35,352.13,360.92,360.84,341.39,348.67,348.92,353.25,351.34,353.50,351.02,359.19,362.86,358.72,358.56,364.09,364.09,358.01,371.27,383.00,381.26,376.28,384.98,381.32,387.10,380.12,375.84,373.57,376.58,370.69,363.86,374.65,368.97,367.77,368.35,364.15,366.37,366.71,363.73,366.21,365.61,361.93,366.54,364.04,370.30,372.55,374.21,371.77,376.51,375.60,372.97,374.18,,371.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2007-05-07 21:44:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.89,375.43,374.48,376.68,370.38,380.77,378.59,378.31,359.53,370.64,370.92,375.16,361.25,366.39,367.96,365.07,367.21,377.61,372.30,372.21,374.86,385.52,384.61,382.20,380.48,395.60,392.60,392.51,394.38,406.67,400.30,393.42,395.46,391.25,389.68,392.75,389.29,394.65,388.87,383.99,387.03,386.76,383.66,386.55,381.78,380.37,383.54,384.17,381.17,383.06,384.31,389.27,383.71,391.31,389.26,396.78,390.96,388.79,388.19,384.93,387.88,387.22,391.36,383.79,381.16,388.07,390.47,389.75,387.68,393.62,,,,,,,,,,,,,401.12,419.40,402.62,404.45,397.12,388.93,390.86,385.77,386.55,377.39,373.31,367.49,372.48,361.62,367.45,362.78,352.86,336.88,333.02,336.78,333.88,323.94,322.44,,L7
2007-06-15 21:50:07+00:00,,,333.69,352.52,376.47,395.11,401.71,398.51,391.61,393.06,388.56,391.75,,,,383.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.97,,,,,,,,,,,360.39,363.15,375.56,374.20,380.60,386.71,384.15,391.65,388.46,393.39,388.17,395.70,389.49,394.75,391.43,387.99,384.20,375.70,368.22,370.85,365.97,369.03,364.22,368.43,370.00,368.74,368.76,365.12,368.21,358.45,350.84,338.61,345.91,339.12,345.00,331.08,320.89,306.81,303.61,308.09,301.40,L7
2007-06-24 21:44:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.15,367.45,373.88,,,,,,,,,,354.15,356.29,356.44,359.59,358.59,359.63,364.76,360.02,359.48,366.89,362.00,365.30,370.42,375.08,380.79,386.23,387.67,385.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2007-07-17 21:50:02+00:00,307.12,303.57,309.86,324.04,343.33,371.68,375.87,373.97,374.61,375.35,371.57,372.44,,,,,,,,,362.41,344.55,349.84,345.30,349.46,348.02,343.30,347.68,344.36,348.19,340.78,351.22,336.01,347.03,346.03,353.97,352.74,357.71,356.84,359.11,359.61,357.72,352.18,348.59,340.97,338.07,345.99,351.54,346.05,346.21,354.33,352.41,352.92,349.26,354.70,358.25,357.45,361.46,359.22,363.24,369.50,368.05,370.31,377.55,379.95,374.64,370.58,372.65,371.45,373.88,369.63,367.95,369.20,367.00,370.06,368.16,363.45,357.38,361.94,360.16,365.63,360.85,365.34,364.66,362.41,364.29,366.70,370.22,370.72,369.28,371.88,369.19,365.56,366.46,366.48,369.26,368.83,371.92,368.58,371.87,368.75,372.47,369.95,376.99,379.73,378.03,381.42,387.85,381.11,388.02,383.20,389.79,385.81,390.84,387.20,392.44,386.67,382.84,384.65,380.91,380.93,,380.46,,,,,,,,,,,,,,,,,,,L7
2007-08-18 21:49:52+00:00,,,302.32,314.59,327.47,361.51,368.00,365.67,367.34,364.11,364.81,364.38,365.94,368.23,369.36,349.01,354.00,355.13,354.57,343.63,335.62,331.02,341.22,336.34,341.85,339.74,336.66,338.46,336.34,343.18,337.42,339.39,326.10,341.37,340.42,342.90,344.59,346.62,351.73,,,,,,,,,,,,,,,,,,,,362.76,352.43,365.20,363.75,360.95,365.55,373.09,365.15,364.82,367.45,360.62,362.52,361.68,359.59,354.51,359.83,357.84,361.37,359.90,358.93,357.45,352.10,351.13,356.25,359.55,361.10,361.08,357.58,358.57,354.41,365.59,362.00,365.28,365.87,366.88,362.44,362.81,356.32,354.85,357.30,356.54,357.11,358.08,367.09,365.10,371.45,367.10,369.80,370.30,380.34,375.89,381.41,377.96,384.24,380.80,386.59,384.55,385.08,380.59,377.33,375.10,367.59,372.68,367.99,367.07,359.72,358.86,354.87,350.29,347.96,348.71,349.62,342.52,338.38,334.71,331.20,331.64,323.60,313.04,309.09,304.07,314.47,287.12,L7
2007-10-30 21:44:02+00:00,,,,,,,,,,,,377.72,374.74,381.11,381.65,372.40,368.51,367.00,361.73,351.14,351.81,348.12,352.09,344.74,345.31,346.25,347.97,344.70,346.57,347.59,344.12,352.51,342.94,350.50,349.03,346.78,350.24,348.62,359.41,347.49,360.44,356.59,355.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2007-12-01 21:44:18+00:00,280.56,276.50,286.79,309.90,336.34,359.48,362.40,362.13,359.12,359.17,354.52,354.61,357.29,360.32,360.48,352.28,350.61,346.75,343.67,337.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.79,348.60,345.59,343.33,348.45,351.24,352.17,355.15,361.11,358.90,352.95,352.09,348.66,349.40,352.23,349.59,341.65,339.39,339.07,342.96,344.94,340.59,343.96,344.19,345.09,341.81,338.02,345.06,344.43,341.07,346.72,346.57,351.63,347.44,349.68,348.49,347.84,348.43,345.03,345.68,343.67,346.74,344.72,350.61,347.02,351.87,349.37,355.86,353.06,357.17,355.89,363.18,361.89,363.39,362.40,369.20,365.43,369.74,364.45,365.52,362.59,358.46,361.88,357.39,352.52,348.32,344.60,345.01,340.69,343.01,343.92,337.17,332.21,330.92,337.51,330.68,321.69,313.74,301.15,303.05,299.84,296.40,298.12,295.70,277.36,L7
2008-01-02 21:44:01+00:00,,,,,,,,,,,,379.56,371.82,365.58,366.98,362.58,370.19,365.25,351.31,342.45,341.98,341.20,339.45,330.67,335.21,337.31,346.52,345.11,343.11,337.15,347.68,338.31,337.24,347.61,341.26,345.40,348.96,354.41,361.86,358.65,342.51,346.91,,346.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.19,L7
2008-01-25 21:50:11+00:00,281.52,278.94,276.08,287.32,311.69,335.16,343.78,341.77,347.08,345.28,340.01,347.38,,,,,,,,,323.14,326.91,346.04,326.64,317.53,318.74,316.72,318.44,315.14,321.17,319.78,319.52,299.10,322.89,325.51,322.59,333.35,333.20,336.59,331.99,336.02,333.00,325.65,312.41,,309.37,322.16,320.70,320.85,322.17,319.95,329.42,325.65,323.93,328.37,338.79,335.92,343.49,346.65,345.83,346.55,347.22,356.07,357.57,359.64,355.22,354.19,348.49,344.89,343.36,348.62,346.59,348.54,345.84,342.68,342.24,341.02,338.43,339.74,343.58,341.88,339.30,345.55,345.47,346.06,346.32,347.46,348.30,349.78,351.01,351.80,351.04,354.35,352.60,352.93,353.65,349.78,348.33,346.33,351.32,352.17,353.19,352.87,357.13,357.61,357.27,361.04,363.18,365.57,365.65,364.47,365.95,371.44,371.51,371.01,371.43,368.22,368.58,363.39,362.45,362.09,355.65,349.92,345.32,,354.50,,,,,,,,,,,,,,,,L7
2008-02-03 21:43:59+00:00,,,,,,,,360.61,364.86,390.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.51,335.42,330.26,327.15,315.96,305.75,320.73,311.41,330.91,319.65,,285.47,261.32,243.34,L7
2008-02-26 21:50:04+00:00,,,,,,,,,,,,,,,,,,,,,,343.81,350.00,,,,,,,,,,,,,343.85,347.14,349.66,358.55,354.10,357.48,353.80,350.95,348.31,342.53,343.66,333.60,340.10,341.67,345.61,338.27,346.09,344.23,345.37,348.78,353.55,348.49,358.80,357.35,356.46,363.48,366.44,369.00,368.61,377.91,373.01,372.54,366.57,362.78,360.23,365.94,362.80,365.92,364.95,359.53,362.74,361.35,358.66,360.72,361.16,356.94,359.55,358.55,360.87,359.63,365.92,364.78,363.71,366.26,362.14,368.96,366.39,373.47,364.41,365.58,363.75,359.64,361.01,360.01,366.40,362.54,366.35,364.03,370.59,368.73,372.42,372.63,377.26,374.97,384.01,382.12,384.71,376.17,380.62,386.03,381.32,376.44,370.09,375.54,369.54,368.91,363.35,359.99,356.53,357.65,355.57,357.68,359.22,350.45,343.24,334.12,330.79,329.83,323.46,330.20,337.18,336.88,324.25,314.76,296.25,259.15,L7
2008-04-23 21:44:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.61,357.54,356.07,351.77,352.07,353.23,350.81,354.57,358.21,356.16,351.96,362.83,364.49,362.14,364.13,374.68,371.93,375.14,373.93,384.71,386.29,382.94,378.01,381.62,375.69,376.85,374.99,373.10,369.11,373.77,368.86,377.24,372.00,371.32,368.29,366.17,359.00,364.61,360.91,371.38,368.35,372.27,374.20,378.92,378.98,379.57,378.94,381.71,382.09,378.35,372.78,374.21,371.11,368.11,371.66,370.20,372.38,372.21,374.00,374.05,377.67,379.35,379.36,381.48,384.72,385.53,385.69,390.16,388.18,390.28,390.33,386.51,390.84,387.62,391.06,383.56,385.46,383.74,381.65,379.35,373.90,383.79,379.17,362.20,366.28,358.97,356.15,343.29,345.33,338.45,347.98,352.89,349.01,340.66,320.62,311.10,298.53,255.48,L7
2008-06-10 21:43:51+00:00,,,,,,,,,,,,,,,,,,,,,379.63,372.55,368.42,372.05,373.49,375.30,370.43,369.86,371.21,370.75,371.35,,363.73,369.73,368.00,372.24,374.83,379.44,382.53,381.08,374.58,371.06,369.60,363.15,356.44,350.16,363.67,363.87,366.54,365.43,369.13,367.93,370.34,366.99,371.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-07-03 21:49:23+00:00,311.11,,,,,,,386.39,384.03,389.96,387.52,389.79,392.33,392.09,395.36,391.89,385.27,378.10,376.24,364.98,359.33,351.15,360.38,356.81,354.93,355.87,354.07,355.45,353.68,350.50,354.92,354.17,356.18,356.20,357.65,356.67,359.83,363.29,360.69,359.65,356.59,354.58,347.85,347.80,334.65,344.31,344.98,347.16,350.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.52,356.12,376.82,353.36,360.19,354.41,348.94,356.58,358.14,365.40,365.88,373.18,369.48,374.15,366.70,360.13,364.40,361.61,365.73,362.62,366.74,358.77,364.78,360.57,368.54,366.54,374.66,372.40,377.43,373.14,378.16,375.84,381.07,379.51,380.05,374.40,370.38,371.15,366.27,369.52,365.34,370.30,365.11,366.30,363.54,358.96,355.55,353.93,347.82,348.84,343.62,337.52,340.26,331.69,330.91,329.03,321.70,309.02,307.31,286.57,,,,L7
2008-07-12 21:43:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.15,364.94,369.37,365.77,366.40,372.18,366.66,368.99,366.42,360.08,364.31,367.39,376.48,378.31,384.75,380.98,383.44,375.40,370.20,367.58,368.95,371.84,374.53,377.29,373.66,371.86,374.39,377.84,378.21,379.86,383.20,384.04,379.67,382.92,382.30,379.24,380.86,378.17,382.13,376.59,379.94,377.33,372.23,371.69,369.94,370.96,367.28,362.76,364.07,357.90,357.37,354.89,351.23,,,,,,,,,,,,,,L7
2008-07-19 21:49:11+00:00,,,,,,366.01,353.37,355.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.46,,,358.80,358.70,358.52,352.29,348.19,352.21,350.37,346.11,342.12,341.88,338.86,341.05,344.38,346.05,342.91,348.93,349.62,349.84,,,,356.45,359.96,353.83,354.81,355.98,352.49,354.68,345.03,349.03,358.65,371.76,,,,366.81,,397.63,364.13,367.67,363.94,369.09,364.00,369.79,361.97,361.14,359.00,355.45,354.79,355.87,351.95,355.62,355.62,352.05,349.15,340.32,339.96,337.51,335.58,334.18,,,,,,,,,,,,L7
2008-08-04 21:49:04+00:00,,306.74,299.06,315.30,331.37,364.15,366.74,364.82,365.64,361.97,362.98,364.87,364.90,367.39,370.12,360.29,360.28,358.82,356.26,349.12,338.66,343.75,345.56,338.36,339.42,336.51,333.60,333.62,336.03,336.88,333.10,331.16,328.92,339.46,343.12,,,,,,,,,,,,,,,,,352.35,335.30,337.45,338.49,344.56,342.61,354.83,354.65,351.37,359.58,363.33,366.39,366.67,376.85,372.70,369.00,360.39,362.25,359.90,366.93,362.32,356.30,353.67,357.19,356.26,356.75,353.70,347.61,352.54,350.61,353.60,354.89,354.96,355.17,355.78,356.65,357.99,360.74,362.85,363.75,367.01,363.67,365.36,362.82,361.61,359.65,357.62,362.33,356.17,361.60,358.15,363.35,361.98,372.04,366.06,374.11,374.52,376.14,382.21,379.28,376.99,379.09,379.92,378.77,373.79,368.32,370.46,365.48,370.99,368.24,370.96,368.21,363.97,363.15,361.92,356.03,349.99,352.11,350.72,344.23,341.67,340.58,333.34,338.00,331.46,320.19,308.52,299.66,295.80,258.42,L7
2008-08-29 21:43:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.08,356.29,351.15,366.60,352.30,337.69,336.81,333.22,325.58,334.57,332.31,330.12,333.43,338.42,335.09,339.93,347.48,355.87,364.64,361.65,367.63,373.96,379.67,376.00,368.69,368.26,361.38,365.77,369.16,357.66,360.55,361.54,363.49,361.84,352.59,358.50,358.92,356.81,353.50,356.55,358.47,358.91,361.21,361.74,355.94,360.75,360.36,364.26,361.15,365.85,366.51,361.22,364.01,359.55,359.13,361.85,362.59,364.19,366.10,362.20,362.94,364.62,371.26,370.80,377.95,371.22,374.50,378.17,377.94,373.28,375.27,374.25,381.50,376.53,368.86,370.16,367.77,368.79,371.93,369.57,371.11,365.13,377.68,368.62,368.41,377.18,370.30,357.67,351.11,350.78,359.72,357.21,349.93,342.06,330.19,327.31,329.54,316.57,291.25,283.72,L7
2008-09-05 21:48:50+00:00,300.42,284.98,282.33,294.37,316.66,345.38,353.86,350.67,349.69,348.96,348.10,344.81,352.86,356.25,359.86,339.69,349.54,347.82,339.39,,,,,,,,,,,338.11,335.28,332.52,319.20,333.92,334.25,338.34,341.22,345.01,345.37,339.45,343.06,332.68,335.89,318.22,305.87,322.20,328.92,333.06,332.08,332.39,330.04,328.67,324.46,328.46,336.50,340.07,335.43,349.54,350.02,347.17,350.15,358.36,362.85,360.46,368.35,366.60,364.61,366.22,355.99,349.59,356.51,357.13,352.96,344.41,349.57,347.20,352.65,346.23,343.71,349.05,341.79,346.43,350.02,354.03,353.96,354.80,356.86,352.69,355.16,356.40,358.62,360.17,358.22,356.92,352.31,355.76,355.23,350.06,355.03,351.97,356.34,355.65,357.76,360.12,364.14,363.23,366.64,370.91,370.60,376.25,371.05,373.46,373.12,369.25,369.84,362.32,367.75,364.60,370.64,366.17,368.54,367.48,365.39,361.25,360.30,359.11,355.03,353.17,349.19,346.28,334.38,340.37,336.11,331.21,333.27,325.76,317.39,304.71,298.71,290.80,267.58,L7
2008-09-14 21:42:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.19,332.59,330.14,329.69,330.15,334.77,335.74,336.55,336.80,335.18,339.72,344.61,345.39,349.04,351.17,352.96,355.31,362.45,366.01,365.21,367.52,360.72,357.94,352.21,355.28,350.36,355.85,351.71,345.91,344.75,349.30,346.11,351.25,345.96,346.45,348.22,342.89,345.50,348.86,347.82,351.61,347.55,352.50,352.07,357.12,357.84,357.14,354.68,349.22,352.64,350.64,355.30,351.88,349.51,351.18,353.25,353.78,357.85,360.24,362.75,362.26,367.01,363.20,367.25,362.32,368.25,366.85,372.65,366.89,361.72,363.52,358.69,364.67,359.28,359.94,358.70,361.04,362.70,363.32,361.84,357.16,361.77,355.19,350.29,347.32,338.10,335.84,340.97,331.15,323.69,324.39,317.84,306.40,301.43,287.34,266.57,L7
2008-09-30 21:42:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.58,338.11,336.03,343.75,348.25,346.48,348.76,352.88,357.08,362.01,370.86,363.45,357.85,353.95,353.76,351.66,357.50,351.51,347.07,340.47,347.38,344.00,348.57,342.89,339.62,340.95,341.85,339.02,344.30,343.23,349.18,346.15,350.68,348.09,352.08,354.09,353.14,348.53,345.82,344.55,348.79,352.48,349.33,345.72,349.39,347.62,353.55,352.61,355.97,356.21,361.94,358.14,362.19,361.14,364.99,362.08,366.43,363.81,369.42,363.91,367.14,364.63,365.76,363.35,366.94,361.36,362.42,364.50,361.63,358.46,355.42,361.66,355.69,348.19,351.64,348.48,337.90,336.15,336.06,325.99,330.87,325.44,322.80,313.69,298.28,290.01,261.40,L7
2008-11-08 21:48:55+00:00,302.07,292.56,292.74,291.49,315.73,355.76,353.06,346.06,,,,,,,,,,,350.64,336.89,335.98,328.49,333.97,327.06,317.69,318.41,314.84,314.40,317.96,318.69,327.87,327.44,324.77,321.56,322.74,319.34,326.47,327.98,333.61,334.39,332.81,326.98,320.68,308.85,307.48,312.37,312.01,317.32,312.56,311.27,314.14,319.91,323.19,324.57,324.09,322.58,329.65,332.66,330.19,327.58,335.50,342.22,348.23,355.23,354.98,346.47,339.62,342.68,341.83,350.72,340.60,338.85,336.30,336.88,333.55,328.77,329.91,336.63,338.13,338.33,340.83,335.11,337.37,336.22,328.87,330.12,332.82,333.72,340.84,342.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-01-04 21:43:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.33,329.52,342.26,343.52,360.17,377.75,380.20,362.00,371.42,366.81,359.29,363.16,360.00,360.18,351.35,356.38,351.57,354.17,351.73,352.81,352.16,346.96,342.14,347.76,343.58,343.64,346.71,346.17,351.55,352.59,354.85,356.08,350.34,356.51,353.88,353.71,349.67,345.87,350.89,352.38,353.92,351.97,356.04,354.61,358.97,364.98,363.26,358.19,360.31,359.61,364.89,362.44,366.90,365.08,370.02,367.66,373.78,370.81,373.04,369.96,372.49,366.62,372.31,368.64,365.56,364.64,361.07,366.90,361.48,354.72,356.70,356.44,363.83,365.36,360.60,351.14,349.54,349.12,348.25,350.08,338.62,326.40,315.59,302.97,279.27,252.09,L7
2009-01-20 21:43:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.92,348.79,335.26,355.18,347.42,348.42,349.17,362.34,368.61,349.20,347.82,355.42,361.77,350.22,324.26,336.21,335.48,340.71,346.41,344.62,333.49,333.60,332.45,336.66,337.72,346.19,344.21,344.18,347.47,357.13,362.29,374.72,369.88,365.57,359.18,365.78,364.08,360.19,360.96,359.85,356.02,360.71,359.78,360.09,356.06,359.88,361.13,356.69,352.73,356.96,352.06,343.81,347.30,359.21,359.18,355.89,362.00,363.08,366.55,365.35,358.05,348.30,351.30,357.47,365.88,361.09,359.72,359.53,362.47,363.86,365.45,379.91,392.63,391.34,362.83,362.07,367.16,371.72,372.09,372.68,373.30,383.41,386.03,380.53,376.31,383.10,378.74,378.43,380.19,376.73,374.50,375.03,377.52,384.03,388.49,382.03,376.64,378.99,381.51,379.90,374.32,358.17,,,371.78,364.23,364.14,,,,,L7
2009-02-05 21:43:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.96,337.90,334.57,328.03,328.39,343.74,346.43,341.70,341.74,333.96,343.31,364.12,378.64,377.67,367.39,369.42,368.56,351.16,356.41,350.67,359.86,359.73,358.74,366.97,363.47,351.75,351.11,357.82,355.83,344.89,342.67,341.96,342.20,356.92,359.31,348.04,353.34,357.77,362.73,352.00,358.06,356.27,355.25,362.48,360.70,354.09,357.07,354.81,367.76,363.11,365.48,366.54,363.03,372.99,383.84,371.81,355.89,356.69,358.83,370.01,371.77,368.30,372.17,385.33,389.63,387.67,383.49,388.73,378.77,380.54,379.47,380.14,373.50,371.32,384.96,384.43,384.96,385.84,394.37,393.18,393.41,389.02,365.90,361.88,355.85,353.46,353.66,357.54,389.41,,,,305.08,L7
2009-03-09 21:44:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,341.91,339.86,343.99,346.81,343.26,342.83,343.05,339.62,345.99,345.27,350.23,351.29,354.77,349.56,340.89,335.83,342.36,340.92,352.49,331.13,330.78,332.69,335.78,331.88,335.17,334.98,336.82,340.03,342.40,341.69,347.97,346.81,351.25,353.67,356.99,361.30,364.09,365.30,363.67,366.46,361.36,359.10,362.54,358.20,353.48,358.33,356.39,352.93,351.40,349.52,345.61,346.70,345.99,349.53,349.53,342.64,345.38,343.64,346.49,345.13,349.36,348.51,347.47,354.36,355.66,348.99,353.43,356.07,355.81,350.30,355.40,349.36,353.49,351.88,359.30,354.84,357.55,354.04,358.41,354.62,357.10,359.22,364.68,364.59,371.48,370.64,376.88,376.66,374.69,366.87,371.63,370.22,362.71,366.37,367.55,374.51,377.12,379.67,383.04,379.08,378.61,378.77,371.32,,363.27,,,,,,,,,,,L7
2009-03-25 21:44:18+00:00,,,,,,,,,370.83,368.41,371.33,370.91,374.52,372.33,374.26,,,,,,348.38,348.39,345.46,348.23,344.73,344.84,344.25,344.01,342.46,344.40,347.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.13,372.53,375.65,,,,,,,,,380.84,372.59,376.85,385.73,382.75,386.92,385.10,389.99,386.98,392.21,384.88,378.08,373.05,367.91,361.14,346.40,346.67,351.56,357.99,349.75,337.50,321.98,308.76,280.53,L7
2009-04-10 21:44:23+00:00,,,297.04,316.94,340.60,361.34,367.11,361.74,363.29,361.74,360.28,363.23,364.43,367.89,368.27,360.67,358.93,356.19,354.46,351.38,341.84,339.51,343.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.45,374.44,374.92,363.33,370.84,363.86,363.81,361.49,357.66,357.60,358.39,355.44,358.59,353.72,348.24,348.26,348.41,345.71,353.66,352.06,353.72,351.70,353.23,351.96,350.44,356.51,356.20,357.70,360.56,358.60,358.89,355.57,362.62,359.32,365.12,361.38,365.75,362.56,367.19,363.93,369.90,367.21,370.69,368.93,374.96,371.83,377.10,372.06,379.36,374.76,380.61,375.95,381.98,375.16,379.56,375.51,379.01,378.81,382.71,382.59,383.16,384.39,390.01,385.25,383.56,378.91,372.67,360.76,356.68,357.39,353.17,348.06,357.24,356.89,348.24,326.33,312.69,267.86,L7
2009-04-17 21:50:12+00:00,294.58,293.60,311.17,326.83,349.19,369.16,375.56,373.17,,,,,,,,,,,358.84,352.74,347.56,343.71,344.87,344.77,343.78,343.98,345.21,344.13,339.94,341.85,343.47,346.17,342.99,343.01,346.06,349.89,352.70,356.01,354.36,351.19,346.26,345.84,340.43,340.59,332.71,336.69,339.93,339.33,338.10,337.67,341.97,343.66,343.45,343.91,350.53,349.93,350.73,351.86,360.44,363.67,362.84,369.55,368.70,372.40,369.50,374.82,369.18,366.28,365.10,364.10,360.99,362.79,360.57,352.64,358.67,354.01,356.24,353.49,351.52,347.82,352.15,349.70,355.21,352.75,347.02,354.02,,357.32,,364.32,,369.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
