dates,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0063,nzd0239-0064,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0072,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0076,nzd0239-0077,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0103,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0116,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0122,nzd0239-0123,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0138,nzd0239-0139,nzd0239-0140,satname
1999-08-12 21:52:44+00:00,296.51,290.67,291.77,310.42,324.48,353.93,359.79,357.72,358.43,350.22,358.98,358.62,362.00,363.54,371.89,363.78,362.72,362.27,356.28,351.42,341.44,343.67,340.71,341.90,341.96,341.68,345.84,341.88,345.82,341.00,344.68,345.75,346.54,349.10,352.26,351.06,354.39,358.13,359.49,357.51,354.65,354.22,350.57,337.34,336.69,347.84,348.55,346.90,348.68,352.51,353.12,354.05,355.04,352.07,360.82,362.66,362.05,364.02,375.89,372.72,371.17,375.75,385.13,386.77,387.29,388.79,382.18,383.80,379.89,375.70,372.50,381.02,375.94,379.70,377.13,373.63,374.96,370.88,373.48,374.85,373.20,371.86,375.80,373.74,380.37,378.67,386.52,382.18,387.72,384.60,388.77,389.17,383.06,384.49,380.99,387.69,381.56,392.06,407.23,391.39,383.19,387.62,,,400.80,,,396.21,408.68,408.30,414.04,415.83,421.96,414.41,419.15,419.46,424.44,424.34,428.30,421.05,414.63,417.05,410.68,410.26,408.11,416.77,411.57,424.09,420.95,423.41,411.54,404.25,413.96,404.08,407.81,393.38,392.93,381.52,378.97,,,L7
1999-08-21 21:46:56+00:00,296.51,290.67,291.77,310.42,324.48,353.93,359.79,357.72,358.43,350.22,358.98,358.62,362.00,363.54,371.89,363.78,362.72,362.27,356.28,351.42,341.44,343.67,340.71,341.90,341.96,341.68,345.84,341.88,345.82,341.00,344.68,345.75,346.54,349.10,352.26,351.06,354.39,358.13,359.49,357.51,354.65,354.22,350.57,337.34,336.69,347.84,348.55,346.90,348.68,352.51,353.12,354.05,355.04,352.07,360.82,362.66,362.05,364.02,375.89,372.72,371.17,375.75,385.13,386.77,387.29,388.79,382.18,383.80,377.83,377.62,376.04,377.68,375.74,375.24,375.06,372.39,374.53,371.07,371.86,371.56,372.62,370.17,375.36,372.98,378.84,377.21,382.36,381.98,385.54,384.66,386.95,387.30,384.86,381.95,381.00,383.90,381.31,386.24,394.77,384.79,382.94,383.25,388.34,387.56,394.37,386.82,388.72,389.83,401.13,403.68,409.41,412.53,414.60,410.36,412.19,415.00,418.71,421.27,422.18,418.88,414.69,412.70,409.19,404.83,402.35,409.27,413.25,423.60,423.42,424.85,415.51,406.51,409.42,402.98,401.73,393.44,390.07,378.91,375.15,,,L7
1999-09-22 21:47:00+00:00,296.51,290.67,291.77,310.42,324.48,353.93,359.79,357.72,358.43,350.22,358.98,358.62,362.00,363.54,371.89,363.78,362.72,362.27,356.28,351.42,341.44,343.67,340.71,341.90,341.96,341.68,345.84,341.88,345.82,341.00,344.68,345.75,346.54,349.10,352.26,351.06,354.39,358.13,359.49,357.51,354.65,354.22,350.57,337.34,336.69,347.84,348.55,346.90,348.68,352.51,353.12,354.05,355.04,352.07,360.82,362.66,362.05,364.02,368.07,371.84,372.58,375.69,384.44,387.38,385.54,383.38,380.66,379.02,375.40,377.47,375.84,374.89,375.02,377.78,374.60,371.76,372.53,371.51,371.74,369.73,371.97,369.45,374.52,375.76,379.55,378.03,382.17,382.36,386.59,386.14,386.36,386.90,385.02,383.80,381.15,384.40,382.39,386.74,390.53,383.75,384.14,386.33,388.28,387.40,391.04,389.15,393.80,393.41,401.84,403.80,409.90,411.47,412.69,411.65,411.58,415.68,420.49,419.13,418.76,416.64,413.40,414.00,407.82,404.47,400.08,407.86,416.10,427.28,428.03,427.31,417.49,414.95,411.37,406.25,406.53,394.81,394.53,390.81,393.54,427.14,,L7
1999-09-29 21:52:52+00:00,299.11,295.95,297.21,319.74,339.98,361.83,364.69,362.05,362.95,357.95,364.45,365.65,368.36,370.19,373.49,360.53,360.60,362.89,354.65,354.37,343.32,346.46,347.62,345.36,346.91,345.43,349.90,345.47,348.89,345.85,348.26,350.28,346.21,354.48,353.19,355.25,356.50,363.99,365.65,364.10,362.54,360.89,356.32,331.10,342.31,350.06,352.48,351.42,350.86,354.62,357.95,358.56,358.19,354.92,362.41,367.01,365.10,368.87,370.28,375.32,376.22,380.69,385.21,389.85,389.20,391.19,387.03,383.20,380.03,380.43,380.76,380.63,380.25,380.56,378.99,375.81,377.75,375.05,375.16,372.89,374.35,371.40,378.22,378.71,383.54,382.25,386.89,386.08,388.58,389.19,387.80,390.33,387.09,388.30,384.88,389.26,386.26,390.96,392.58,388.43,388.76,390.92,392.30,389.01,394.10,391.08,398.39,396.00,404.49,405.41,412.18,414.99,415.63,416.52,414.53,419.73,421.71,422.78,420.89,421.69,417.90,420.55,413.89,408.60,406.56,413.19,420.21,430.84,432.08,431.50,420.12,416.32,416.48,410.01,410.25,398.56,400.48,396.29,398.18,417.42,363.36,L7
1999-10-24 21:46:56+00:00,299.11,295.95,297.21,319.74,339.98,361.83,364.69,362.05,362.95,357.95,364.45,365.65,368.36,370.19,373.49,360.53,360.60,362.89,354.65,354.37,343.32,346.46,347.62,345.36,346.91,345.43,349.90,345.47,348.89,345.85,348.26,350.28,346.21,354.48,353.19,355.25,356.50,363.99,365.65,364.10,362.54,360.89,356.32,331.10,342.31,350.06,352.48,351.42,350.86,354.62,357.95,358.56,358.19,354.92,362.41,367.01,365.10,368.87,370.28,375.32,376.22,380.69,385.21,389.85,389.20,391.19,387.03,381.09,378.74,378.66,379.45,378.83,378.51,379.06,377.47,375.12,376.04,373.71,373.95,371.60,372.79,371.50,376.87,378.36,381.22,381.09,384.62,384.40,386.72,387.30,386.07,387.56,384.64,386.15,383.77,387.38,385.32,389.49,389.75,386.80,387.25,390.06,390.82,388.36,390.97,390.31,394.95,394.89,402.93,404.84,410.78,412.90,412.96,413.62,412.68,417.72,420.12,421.45,419.43,418.93,417.57,418.42,411.47,408.77,405.64,413.21,420.81,429.26,430.70,431.24,421.45,417.06,415.30,408.73,407.63,397.01,396.94,395.69,396.53,410.69,375.02,L7
2000-01-12 21:46:54+00:00,299.11,295.95,297.21,319.74,339.98,361.83,364.69,362.05,362.95,357.95,364.45,365.65,368.36,370.19,373.49,360.53,360.60,362.89,354.65,354.37,343.32,346.46,347.62,345.36,346.91,345.43,349.90,345.47,348.89,345.85,348.26,350.28,346.21,354.48,353.19,355.25,356.50,363.99,365.65,364.10,362.54,360.89,356.32,331.10,342.31,350.06,352.48,351.42,350.86,354.62,357.95,358.56,358.19,354.92,362.41,367.01,365.10,368.87,370.28,375.32,376.22,380.69,385.21,389.85,389.20,391.19,387.03,382.20,379.29,379.30,380.02,380.32,378.96,379.44,378.26,376.16,376.40,374.33,373.74,372.62,373.21,373.51,377.78,380.22,381.99,381.64,384.81,384.56,385.66,387.79,386.20,388.13,384.47,386.78,384.01,388.17,385.99,390.95,390.06,388.71,387.79,391.54,391.36,390.17,391.99,392.39,396.10,397.39,403.07,405.70,410.20,413.59,413.24,414.97,413.77,418.89,420.74,422.62,421.56,420.86,418.82,419.51,413.12,411.91,408.60,415.57,421.49,428.53,430.70,432.34,421.77,417.26,417.08,410.61,409.86,400.61,398.79,396.48,395.22,406.70,376.94,L7
2000-02-04 21:52:37+00:00,297.88,293.24,296.85,319.88,340.01,361.39,364.94,363.44,363.93,360.15,363.23,363.27,366.18,369.13,373.11,364.45,363.94,361.79,354.76,354.41,345.24,348.30,348.75,346.95,347.88,346.94,349.62,345.52,347.42,344.84,347.65,349.67,348.20,353.97,352.74,355.28,357.46,363.61,365.29,361.05,357.07,355.53,350.72,335.88,343.25,349.99,349.90,350.46,351.89,355.61,356.99,356.97,355.72,356.76,362.98,365.83,364.53,365.98,368.86,373.02,375.84,380.25,383.80,387.59,388.77,389.50,385.01,381.81,378.51,378.66,380.09,380.16,377.87,379.17,376.87,374.71,375.72,373.11,372.26,372.04,372.62,373.50,377.31,380.21,381.49,381.17,384.31,383.46,384.82,386.65,386.83,387.98,383.56,385.35,382.39,387.49,385.01,390.38,388.80,388.29,386.67,391.07,390.17,390.24,391.42,392.56,395.43,397.16,402.22,404.56,409.21,411.93,413.48,414.06,413.81,417.47,420.03,421.89,421.79,420.65,419.20,418.59,412.01,412.04,408.45,415.76,420.42,427.57,428.93,430.88,422.11,417.65,416.55,409.83,409.67,400.22,397.97,394.87,393.40,399.60,374.24,L7
2000-03-16 21:46:39+00:00,298.56,294.53,299.38,324.62,347.77,365.12,367.51,366.30,366.67,365.12,365.36,365.59,368.27,371.92,373.72,364.78,364.54,361.55,354.00,355.90,347.14,350.62,352.77,349.47,350.84,349.57,351.50,347.33,348.23,346.76,349.14,351.63,349.03,356.41,352.99,357.39,359.00,366.35,368.19,362.83,358.29,356.19,350.79,335.15,346.53,351.06,350.57,352.24,353.50,357.17,358.93,358.43,356.06,359.11,364.06,367.41,365.77,366.95,366.51,373.13,377.40,381.75,383.35,387.86,389.27,389.74,385.96,381.42,378.79,379.08,381.71,381.15,378.72,380.74,377.60,375.64,376.19,373.92,372.43,372.24,372.87,373.28,377.63,382.35,382.41,382.98,385.48,385.48,386.37,388.67,388.17,392.81,386.87,389.64,384.31,389.87,387.20,393.04,389.31,391.93,388.67,393.48,390.93,391.85,390.91,396.06,399.54,401.79,402.41,405.12,409.38,411.75,413.36,415.95,416.68,419.07,418.79,420.68,421.49,421.92,425.18,423.51,411.82,413.65,410.29,416.63,422.95,429.01,431.93,432.20,425.80,422.69,419.40,413.69,412.35,402.89,401.10,399.48,400.25,398.93,383.27,L7
2000-04-24 21:52:10+00:00,292.40,289.69,295.88,316.37,336.47,359.54,364.44,362.50,362.01,361.76,360.30,361.32,364.63,369.08,371.43,367.09,365.69,359.25,357.81,354.90,352.46,348.00,350.50,348.93,349.43,349.11,345.14,345.98,343.26,343.22,343.56,348.25,346.12,351.44,349.56,354.31,358.35,361.88,364.32,357.57,351.52,348.52,345.67,347.37,340.14,342.52,344.74,347.12,349.44,355.71,355.77,356.83,352.74,362.28,363.89,364.88,364.14,368.31,369.00,370.47,373.72,379.17,379.06,381.53,386.29,384.99,380.13,380.33,379.10,377.88,380.44,379.59,374.60,377.38,376.19,374.55,376.33,372.46,367.33,372.72,371.68,373.56,376.88,381.93,380.86,381.18,383.39,383.48,383.60,387.55,390.82,395.50,389.15,388.74,383.10,388.79,387.20,393.83,392.75,394.55,386.37,389.48,388.71,393.18,392.77,400.71,401.11,404.68,399.91,404.14,405.18,409.25,413.16,416.63,420.37,418.23,415.79,419.03,423.66,424.34,430.85,424.91,412.94,413.83,411.91,414.67,418.84,424.58,425.60,424.92,422.83,418.70,418.37,413.34,409.17,404.38,398.50,392.09,389.71,387.16,388.76,L7
2000-05-03 21:46:19+00:00,292.40,289.69,295.88,316.37,336.47,359.54,364.44,362.50,362.01,361.76,360.30,361.32,364.63,369.08,371.43,367.09,365.69,359.25,357.81,354.90,352.46,348.00,350.50,348.93,349.43,349.11,345.14,345.98,343.26,343.22,343.56,348.25,346.12,351.44,349.56,354.31,358.35,361.88,364.32,357.57,351.52,348.52,345.67,347.37,340.14,342.52,344.74,347.12,349.44,355.71,355.77,356.83,352.74,362.28,363.89,364.88,364.14,368.31,369.00,370.47,373.72,379.17,379.06,381.53,386.29,384.99,380.13,380.33,379.10,377.88,380.44,379.59,374.60,378.98,378.97,376.38,377.39,375.02,370.44,373.29,373.20,374.10,378.24,381.65,381.43,381.49,383.77,384.80,384.85,389.23,391.86,396.30,389.68,388.83,384.88,389.61,388.92,395.31,393.57,394.34,387.23,389.33,390.49,394.40,395.09,403.02,402.18,404.14,400.41,403.93,405.81,410.21,413.43,418.32,420.50,419.40,415.94,420.10,423.88,426.07,431.10,426.21,414.64,414.26,412.44,414.40,419.96,426.18,426.50,423.92,420.72,418.15,417.66,413.59,408.46,402.31,397.19,392.25,388.85,386.64,386.67,L7
