dates,satname,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0063,nzd0239-0064,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0072,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0076,nzd0239-0077,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0103,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0116,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0122,nzd0239-0123,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0138,nzd0239-0139,nzd0239-0140
2006-03-09 21:45:04+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.17,394.30,396.00,400.09,399.85,392.67,389.29,382.66,387.08,387.88,385.26,383.35,379.39,377.73,381.40,379.80,378.00,377.05,375.25,375.29,376.28,377.56,374.08,372.19,374.89,378.49,381.02,383.78,383.27,384.19,380.90,382.11,380.41,381.28,381.77,375.84,377.24,373.48,376.98,375.08,379.70,379.65,386.69,387.77,387.68,384.04,392.33,388.58,388.98,389.36,390.00,387.89,394.24,394.25,395.66,397.22,393.75,389.64,391.25,392.46,392.34,389.29,390.97,390.65,390.78,391.00,392.33,394.17,389.28,385.12,378.49,368.24,361.59,353.96,356.74,359.51,355.54,352.01,346.80,335.97
2006-03-17 21:43:46+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.95,318.03,317.68,314.11,319.83,311.15,313.60,315.16,302.90
2006-03-24 21:49:56+00:00,L7,,,,,,,,,,,,,,400.39,398.06,395.11,388.85,386.74,383.64,379.92,373.34,368.95,369.93,365.74,368.98,361.49,365.02,363.11,364.44,364.12,364.90,368.76,366.53,370.30,375.28,375.84,370.14,372.61,376.11,368.44,368.99,365.24,363.30,367.40,362.95,368.98,363.93,362.40,362.86,360.46,361.26,368.75,367.36,366.76,368.66,371.24,372.82,374.45,383.34,383.26,382.93,387.72,390.20,390.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.34,375.87,372.11,349.82,336.91
2006-04-02 21:44:08+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.18,182.88,199.15,191.61,201.09,194.78,,,,,,,,,,,,,353.92,,354.93,,357.26,354.96,348.84,348.43,353.01,348.68,342.97,348.54,342.87,344.65,348.40,351.12,352.08,349.26,353.38,352.79,351.39,356.59,353.76,352.47,355.80,357.36,357.03,362.25,376.64,354.64,377.12,354.22,378.95,359.75,368.12,354.92,363.96,353.19,367.62,365.17,357.81,349.63,341.48,332.98,327.51,314.17,312.92,310.51,316.49,310.86,310.21,302.62,291.17
2006-04-18 21:43:39+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.99,118.55,100.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-25 21:49:52+00:00,L7,,,325.78,338.09,361.44,379.12,379.10,378.89,373.81,374.92,373.96,368.79,373.06,374.73,380.82,366.10,372.80,371.38,366.66,359.04,358.80,344.47,354.97,351.68,352.10,352.08,353.60,349.30,346.89,349.29,350.31,353.22,334.86,342.69,350.36,357.39,357.58,358.73,,,,,,,,,,,,,,,,,,,,,373.43,384.19,,,,,,,,,,371.72,379.63,374.80,374.08,372.31,372.85,369.74,373.50,368.92,373.49,,,,,,,,,,,,380.74,379.87,374.36,376.02,367.69,363.92,364.25,356.75,362.41,361.32,372.48,377.77,376.63,370.40,376.73,381.39,385.16,383.11,384.20,379.73,383.46,380.43,383.43,383.42,387.82,386.72,385.55,384.18,386.25,383.76,385.57,384.42,375.14,380.24,376.02,382.09,377.37,378.76,371.82,368.03,369.41,363.45,356.92,349.85,348.43,346.73,356.51,357.68,360.30,368.38,359.69
2006-04-26 21:45:56+00:00,L5,306.86,305.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.41,349.90,355.36,357.93,349.83,353.75,348.19,346.26,336.69,339.32,329.10,338.67,346.45,352.24,352.24,353.22,357.41,355.51,358.22,356.97,359.56,370.77,369.97,374.70,370.78,369.93,376.25,382.92,385.50,382.60,383.94,381.93,375.55,376.44,373.87,375.68,376.11,369.64,367.75,365.75,370.02,371.42,371.85,368.56,371.17,373.81,373.94,368.79,371.76,372.84,372.89,375.33,376.06,370.45,372.00,374.94,375.62,375.23,377.50,374.05,375.06,371.51,372.72,371.42,371.23,370.41,378.91,379.36,385.30,384.24,387.64,384.52,384.74,379.66,382.34,383.06,386.76,386.58,388.41,384.78,389.92,391.43,391.63,391.00,392.99,390.12,387.50,380.55,380.71,381.27,380.69,379.00,376.68,374.68,370.81,367.85,363.10,354.64,349.96,349.77,351.20,359.50,359.36,364.08,362.40,350.61
2006-06-05 21:44:06+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.65,235.85,233.35,254.85,255.01,275.03,273.09,292.70,,,377.64,386.44,384.59,390.41,394.47,401.04,403.62,407.00,404.43,404.13,401.01,398.16,393.20,396.35,394.04,396.74,395.79,394.80,396.61,393.53,395.21,392.99,389.82,392.45,393.47,391.75,392.81,392.21,396.11,392.30,392.30,394.33,394.70,398.03,394.43,392.92,396.12,400.11,394.52,390.14,391.99,385.97,392.52,394.03,391.35,391.20,399.15,399.05,408.32,406.46,406.34,402.24,405.01,403.45,407.33,403.73,408.39,408.07,403.51,408.55,411.26,405.62,401.52,402.86,401.88,403.22,395.22,391.08,396.62,393.32,395.16,387.91,383.30,382.72,376.80,371.38,371.47,364.70,374.28,381.38,379.61,375.45,359.18,357.68,349.57
2006-06-13 21:46:37+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.65,345.10,346.17,350.05,357.47,361.11,360.46,361.82,368.00,371.72,373.54,374.12,364.67,361.16,364.57,364.04,362.02,363.28,359.71,357.80,354.34,353.24,355.14,358.25,355.36,358.92,356.33,357.15,356.41,354.22,354.24,359.46,357.10,361.20,359.09,361.33,362.74,362.31,360.02,358.89,357.38,357.79,356.31,356.12,357.23,358.24,359.09,360.18,358.76,364.07,367.93,368.09,372.93,371.38,370.70,368.80,369.44,370.68,369.95,373.14,371.75,373.39,369.79,371.37,369.55,367.36,368.15,365.29,365.88,368.03,366.52,361.32,363.24,360.15,359.64,353.88,,,,,,,,,,,
2006-06-28 21:49:46+00:00,L7,301.83,298.91,308.03,322.95,,,,,,,,,385.08,369.07,368.67,365.92,364.67,367.39,354.80,351.06,340.97,337.37,338.40,334.82,340.75,337.96,338.57,340.58,341.53,339.11,339.89,330.86,326.99,342.44,346.14,346.47,348.97,349.59,350.05,347.64,344.09,341.51,336.36,330.44,309.51,328.59,336.45,336.94,333.54,338.03,339.10,343.01,342.52,342.17,346.39,352.16,353.17,348.35,362.52,363.75,363.23,362.70,376.06,374.50,371.97,372.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.70,329.91,328.96,323.57,317.14,322.76,310.02,310.09
2006-07-07 21:43:31+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.20,385.90,380.94,389.34,387.48,383.41,381.39,380.99,383.89,380.57,379.09,377.93,379.59,375.74,380.41,376.73,378.15,381.64,383.09,382.92,381.76,385.95,386.62,387.24,389.44,385.49,386.63,381.85,379.65,380.15,381.02,381.85,377.09,380.53,381.60,387.67,392.62,393.53,387.96,393.17,399.48,399.19,393.21,396.58,397.08,401.69,395.73,400.01,395.92,397.53,393.63,396.12,393.39,395.25,395.28,,,,,,,,,,,,,,,,,,353.09,357.13,351.20
2006-07-22 21:52:58+00:00,L5,334.55,313.71,316.56,331.54,356.71,377.33,393.33,392.84,383.07,396.14,388.80,393.41,386.98,392.43,410.67,392.80,401.37,387.05,377.89,365.45,383.79,380.75,371.35,367.02,361.75,363.96,365.57,364.12,365.09,370.95,370.73,390.07,,369.20,359.47,366.15,369.96,375.97,372.87,369.85,378.64,371.93,369.73,378.79,374.74,379.57,363.91,360.77,364.31,360.81,361.74,365.52,358.31,358.97,361.50,364.90,369.78,376.80,375.68,378.61,386.57,392.44,394.00,398.64,402.38,403.40,394.52,388.81,390.60,395.88,400.98,390.76,391.40,395.89,393.72,387.12,393.65,391.52,394.44,389.47,382.88,386.30,393.08,395.91,395.24,393.70,392.09,396.77,397.04,398.45,394.61,398.25,396.22,393.23,391.69,387.78,392.80,393.65,389.84,392.46,394.48,397.05,405.53,402.26,402.98,402.17,405.55,410.73,409.66,406.51,410.04,407.63,407.87,408.55,409.43,408.94,410.36,408.47,402.19,401.43,401.57,403.05,398.57,399.82,397.23,393.69,389.65,388.20,388.04,381.81,385.24,378.47,380.26,369.66,373.71,376.90,371.77,366.63,,,
2006-07-31 21:46:54+00:00,L5,,,,,,,,,,,,363.75,368.24,371.18,373.92,376.19,362.59,359.43,358.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.23,,,,,,,,,,,,368.65,371.28,370.43,364.70,360.16,359.92,358.92,359.49,356.62,353.35,355.41,357.81,355.04,354.21,351.58,360.83,360.75,365.60,363.45,364.89,374.02,373.14,370.81,362.72,359.84,356.29,360.69,352.53,357.06,353.79,360.23,357.15,364.13,360.00,369.58,366.91,367.75,364.75,365.12,364.72,370.18,368.92,371.36,371.42,372.85,369.87,374.01,372.46,373.41,373.04,374.23,372.75,369.94,373.29,368.04,368.95,372.54,373.73,366.95,362.57,357.14,353.37,358.10,362.18,357.49,348.38,337.35,331.37,324.04,331.36,326.03,323.18,318.45,322.99,320.68
2006-08-08 21:43:45+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.56,235.98,243.42,243.09,254.06,248.65,253.68,,,,,372.80,376.90,369.71,375.73,372.59,373.54,359.23,365.20,366.48,365.33,357.12,363.82,361.98,370.20,368.55,376.28,374.65,378.99,376.25,379.19,379.16,385.66,389.73,387.73,385.28,385.60,380.06,382.36,381.99,385.51,379.91,384.64,378.24,379.01,379.40,379.03,377.29,371.52,365.02,368.31,361.63,364.72,357.13,356.78,353.35,348.23,337.98,341.29,337.44,335.81,328.78,326.92,324.91,316.61
2006-08-15 21:49:31+00:00,L7,296.25,291.55,293.64,310.20,332.48,351.82,365.31,362.55,364.13,364.19,364.60,365.80,364.16,370.22,376.24,371.70,357.59,351.08,351.99,348.05,347.92,339.68,335.20,329.27,329.51,329.85,,334.68,,,,,,,,,,,,,340.06,339.65,341.11,337.81,322.88,329.70,332.38,332.79,330.37,333.35,329.07,338.66,335.91,335.04,335.74,343.55,347.08,347.71,352.20,360.20,359.99,356.85,365.78,365.59,367.67,366.30,368.91,362.70,365.83,364.91,358.81,353.45,356.43,354.62,355.79,355.69,349.16,355.06,352.00,355.85,355.59,355.06,352.02,354.63,352.59,357.33,355.21,361.07,356.72,357.37,361.75,355.91,358.94,352.87,356.56,353.91,361.84,354.38,360.66,356.22,361.91,361.63,367.68,364.48,369.47,366.73,369.23,370.51,376.48,375.40,376.73,372.34,365.74,371.16,364.97,371.54,368.12,374.58,365.33,369.58,369.35,365.71,368.87,364.09,367.81,361.07,362.54,356.86,345.34,350.29,345.07,350.41,338.87,335.04,328.05,330.50,325.23,319.24,312.52,308.44,305.90
2006-08-23 21:53:23+00:00,L5,316.33,306.84,306.19,332.07,345.25,372.80,377.31,378.25,379.32,374.85,374.25,371.70,372.72,376.95,388.10,376.24,370.61,361.48,359.89,356.92,353.58,356.59,350.34,347.78,349.70,348.97,352.55,350.90,350.96,348.02,351.45,359.05,352.98,353.70,353.47,358.29,365.64,368.16,361.23,361.37,348.75,353.12,349.15,351.25,346.94,342.59,341.22,345.48,348.95,350.59,350.06,346.78,352.67,345.96,350.77,354.42,360.81,358.86,362.58,365.59,376.03,379.58,388.18,389.22,380.53,392.37,373.57,375.32,378.89,376.28,373.23,374.00,372.56,372.69,372.89,363.76,367.90,368.43,371.02,369.72,364.91,368.90,365.33,365.62,370.35,376.46,371.12,370.38,374.08,376.08,375.70,377.19,365.68,367.08,363.96,371.97,372.11,368.66,365.54,371.82,372.44,377.76,376.28,380.24,376.06,372.96,379.42,378.88,384.38,385.97,386.74,378.15,382.64,380.43,385.72,385.80,390.97,385.88,377.32,376.28,377.89,381.86,380.74,383.90,376.70,370.96,360.06,359.47,351.61,357.07,360.03,362.24,346.80,343.07,345.40,336.91,333.22,321.55,321.95,320.92,311.53
2006-08-31 21:49:28+00:00,L7,310.19,303.09,,,,,,,,389.76,377.00,376.16,375.38,376.62,385.34,377.85,373.88,367.50,359.40,355.44,355.04,351.27,346.73,344.50,341.53,342.21,342.98,345.06,347.39,345.93,348.76,353.12,352.47,352.72,348.39,350.75,353.42,357.56,355.33,351.15,346.66,348.47,350.48,349.69,335.05,341.51,340.66,340.04,348.56,344.43,345.61,345.64,347.04,344.96,350.77,352.32,,361.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.41,383.84,380.35,,381.28,378.50,375.10,374.40,379.41,373.85,377.34,372.82,374.15,365.47,358.07,353.08,355.91,351.54,359.70,354.01,333.87,333.69,336.59,330.75,315.67,314.90,322.61,314.98
2006-09-01 21:47:43+00:00,L5,,310.58,310.45,327.94,347.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.79,355.90,357.58,357.16,347.49,347.10,344.57,344.65,351.14,350.83,350.71,352.70,359.54,358.60,361.28,365.20,368.93,369.77,365.29,370.77,372.40,377.55,385.15,385.98,386.08,389.74,386.34,379.76,377.82,381.22,371.61,375.74,370.20,378.21,375.05,370.61,369.57,369.32,364.22,368.87,367.87,376.15,370.20,371.25,370.29,377.46,376.98,371.93,376.37,377.76,380.34,382.64,373.66,367.60,365.66,373.52,377.68,376.68,371.24,373.08,378.05,382.18,381.64,379.86,381.13,379.26,380.39,379.74,388.55,388.02,386.15,382.53,385.46,383.00,391.17,389.46,395.39,392.66,387.55,379.01,384.12,389.47,389.60,386.30,385.59,379.54,369.19,360.85,364.56,364.66,367.05,369.18,370.25,338.08,340.36,344.31,340.22,329.31,321.64,321.89,313.58
2006-09-17 21:47:31+00:00,L5,345.24,343.11,326.50,334.55,367.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.97,405.65,392.64,398.30,399.20,407.49,409.40,411.17,413.55,416.46,414.48,422.09,426.36,426.93,419.14,414.39,417.90,427.58,422.54,414.76,408.30,412.11,407.97,414.29,413.91,411.16,404.53,401.07,402.37,408.78,406.07,404.13,409.52,417.15,412.61,408.29,417.18,413.01,413.62,417.32,412.84,416.72,409.76,408.68,408.41,405.91,408.95,410.28,410.69,407.88,409.82,410.90,423.33,420.75,421.09,415.74,420.14,422.21,431.28,423.05,428.73,424.81,423.80,419.70,425.33,421.46,417.00,419.80,416.32,417.92,409.31,409.84,409.57,410.96,410.44,408.60,406.01,401.76,399.69,394.14,389.37,386.00,397.32,377.24,361.30,368.29,367.84,368.30,362.83,348.74
2006-09-25 21:43:32+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.63,349.30,358.36,358.39,361.21,359.76,371.98,371.86,372.66,368.79,369.38,361.81,367.14,365.32,363.50,365.86,361.13,353.34,359.91,356.73,361.01,360.41,355.31,353.26,356.86,359.32,357.64,354.13,354.90,357.61,355.73,363.57,359.43,368.01,364.98,362.27,363.52,356.20,358.99,353.76,350.03,356.77,352.94,357.68,354.00,361.50,361.35,365.59,372.12,370.04,368.99,368.68,374.44,376.86,375.77,374.92,373.83,372.73,365.61,373.65,366.18,372.17,366.66,370.12,365.97,368.38,366.04,361.95,364.32,362.54,361.31,354.79,346.18,347.13,344.75,341.96,345.26,340.03,,,,,,,
2006-10-10 21:53:56+00:00,L5,286.64,280.57,287.50,311.71,333.47,356.15,363.51,362.38,359.90,358.00,357.15,356.18,358.98,356.83,365.32,347.67,351.53,350.26,342.40,340.31,330.47,319.45,327.03,327.26,325.18,321.32,328.73,325.40,325.94,327.89,330.07,325.04,317.92,331.41,331.28,335.82,336.97,342.39,335.74,339.50,335.18,336.32,328.18,312.84,279.15,314.55,323.92,327.59,328.33,,,,,,,,,,,,,,,360.31,363.25,367.23,361.92,359.40,355.01,360.80,356.43,360.37,350.17,350.80,350.74,352.96,349.52,350.19,344.31,345.26,348.56,348.91,353.40,352.35,352.06,348.24,348.06,345.43,350.30,353.37,357.99,358.82,355.31,351.24,345.19,347.71,342.52,347.18,344.19,351.21,349.95,354.64,350.93,357.99,356.43,360.80,361.40,364.36,366.22,366.84,369.31,368.47,364.83,366.52,362.48,359.96,365.48,356.73,360.53,357.96,361.60,359.59,360.27,361.14,355.47,353.82,345.70,343.34,341.62,344.32,340.00,340.87,331.04,331.00,321.43,309.41,302.29,297.07,298.68,294.99,282.80
2006-11-12 21:43:34+00:00,L7,,,,,,,160.71,202.64,,,,,342.75,352.75,373.78,,,367.49,353.49,346.26,346.65,343.69,340.51,333.53,335.47,335.05,332.45,338.27,338.89,340.37,337.04,341.44,340.19,341.46,340.06,343.20,345.02,346.18,346.38,345.25,340.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.00
2006-12-06 21:48:41+00:00,L5,255.95,251.85,268.09,284.42,305.86,321.76,336.10,333.66,338.07,334.76,338.36,333.06,341.95,341.28,343.21,339.48,335.25,332.80,323.59,319.36,306.60,308.77,307.44,308.19,306.68,310.45,309.85,310.92,310.50,311.92,308.95,304.25,310.83,313.06,316.05,314.36,317.99,317.67,319.93,319.35,314.37,312.45,296.47,285.78,297.76,312.91,313.49,319.53,329.13,337.96,349.45,357.16,357.35,326.86,325.57,330.46,337.55,335.95,334.95,335.30,344.16,349.85,349.97,352.04,353.36,350.53,353.38,350.93,346.09,339.10,340.81,340.45,342.77,343.79,340.69,338.80,335.76,334.67,336.20,337.09,335.06,341.12,338.73,344.11,340.44,338.89,337.96,339.49,340.06,340.63,342.15,343.54,339.40,339.29,338.72,340.78,337.30,342.20,342.84,347.51,343.82,347.46,346.97,349.03,346.83,351.30,352.83,354.90,352.84,354.47,353.93,356.00,354.47,355.05,353.61,354.19,356.11,352.45,354.21,351.85,353.08,353.04,353.22,351.85,344.30,341.04,336.69,337.15,339.85,330.60,330.03,318.26,318.85,315.78,313.82,305.02,290.90,276.15,268.02,257.50,245.15
2006-12-14 21:44:14+00:00,L7,,,,,,,269.56,308.72,323.50,364.73,372.33,395.08,394.47,399.23,397.73,398.79,395.25,402.35,389.23,384.44,388.54,372.11,350.70,364.37,364.06,372.73,372.68,375.51,377.51,378.99,364.58,366.20,355.50,375.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.60,357.07,351.06,356.60,347.78,328.95,310.84,317.39,311.22
2006-12-21 21:50:03+00:00,L7,292.90,284.00,294.76,309.33,328.94,347.29,354.96,350.58,350.98,353.94,350.40,352.10,356.84,355.27,354.69,353.41,350.22,346.60,346.08,337.76,332.72,321.89,326.85,322.60,320.83,323.65,324.78,328.37,325.89,326.47,,,,,,,,,,,,,,,,,,332.44,322.97,333.35,321.45,321.91,326.73,329.95,328.77,327.19,337.70,336.84,337.89,338.79,348.78,350.07,353.99,354.30,360.60,353.64,353.34,353.77,347.93,347.63,348.05,346.63,342.75,345.84,341.30,347.23,340.91,339.35,340.24,337.82,338.60,342.11,340.04,345.55,340.45,340.72,342.09,338.84,343.17,342.07,345.52,344.31,345.78,343.68,342.11,336.71,339.15,339.87,340.48,343.17,344.13,348.86,345.56,350.73,347.45,352.10,351.51,354.68,352.94,358.08,355.08,360.37,355.01,355.40,355.65,354.89,355.38,351.54,357.20,350.43,352.72,350.25,349.72,351.05,347.38,346.11,343.47,339.99,340.59,336.07,338.71,330.77,322.95,322.51,315.74,309.63,296.49,285.86,274.83,269.46,267.86
2007-01-06 21:50:04+00:00,L7,286.14,282.44,289.65,307.31,325.98,345.93,,,,,,,,,353.96,347.24,348.71,343.60,340.54,330.46,326.90,317.49,320.43,321.04,319.14,322.29,322.12,326.00,322.45,326.40,322.07,324.21,314.13,322.66,324.16,324.56,328.24,332.84,331.67,335.62,331.89,331.90,327.51,320.15,303.44,315.95,324.16,319.21,325.44,324.22,323.43,319.86,329.09,325.64,325.50,331.40,332.07,333.93,336.51,345.22,343.17,346.95,348.96,361.10,355.04,352.88,349.81,355.69,352.27,344.19,345.08,341.98,345.35,345.99,342.92,,340.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.95,267.76,261.85
2007-01-30 21:54:48+00:00,L5,325.19,327.76,330.77,350.59,367.53,385.43,403.15,396.39,399.43,395.17,384.98,392.76,393.05,401.29,403.52,389.47,385.82,379.86,382.58,374.48,369.11,359.58,359.98,361.79,367.51,368.58,362.60,366.28,363.33,370.30,369.50,362.03,362.72,364.08,364.48,374.26,367.91,369.50,367.30,363.21,362.62,361.38,357.85,362.89,355.45,351.89,353.89,354.65,357.64,358.15,356.97,354.51,358.18,363.01,363.49,357.81,360.53,369.36,366.42,368.33,372.74,380.69,381.23,386.05,395.38,392.03,387.00,381.76,380.65,376.16,380.52,378.86,378.17,373.88,375.33,373.63,372.04,373.26,375.53,371.75,368.36,370.53,371.38,378.17,378.01,375.17,376.94,385.08,387.06,383.66,384.49,383.74,381.21,381.92,381.21,373.63,380.14,372.51,374.78,384.07,379.18,382.13,387.16,384.07,385.06,387.27,390.36,387.78,388.26,393.03,387.34,393.08,396.77,392.66,389.46,389.37,391.12,392.76,386.59,387.79,386.08,385.18,381.17,374.92,372.10,370.57,372.91,376.57,377.86,375.10,364.88,350.94,349.82,351.70,337.81,334.66,320.77,338.22,352.32,353.58,
2007-01-31 21:44:00+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.56,351.11,358.15,356.47,354.13,359.33,369.13,367.67,369.65,379.77,378.68,378.77,381.25,391.04,386.03,378.15,381.98,376.14,371.36,375.74,372.66,370.13,367.75,370.51,368.75,369.54,365.96,365.86,365.72,364.09,360.50,364.68,365.18,370.97,364.17,369.17,370.43,381.09,375.75,374.71,375.30,,,372.16,,,,,,,,,,,,377.50,,379.65,,379.09,,381.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-07 21:50:14+00:00,L7,272.30,265.35,270.66,290.07,316.49,341.92,339.30,344.85,343.62,337.95,338.57,336.91,336.75,335.54,330.53,319.72,333.01,328.04,319.95,319.18,,,,,,,,,,,,,292.43,319.87,313.19,315.98,318.95,321.42,321.49,319.78,314.86,315.37,311.70,303.34,259.16,286.09,300.85,304.59,308.21,312.73,312.68,314.25,315.08,315.05,319.39,322.51,324.84,327.11,331.56,332.69,338.05,333.57,339.72,346.57,346.13,346.40,341.28,343.17,344.19,336.24,333.12,336.15,332.16,336.07,333.53,330.03,326.12,332.21,331.27,334.62,336.87,337.66,335.08,332.10,339.07,335.09,340.68,342.30,346.89,341.24,336.25,339.01,335.25,334.87,334.88,335.19,335.93,333.50,335.11,340.07,340.15,338.45,343.52,342.68,345.71,342.87,347.36,342.02,346.20,344.61,350.87,349.55,351.99,348.79,354.28,352.19,351.02,353.39,346.90,346.87,344.67,347.85,342.02,343.88,339.51,339.69,340.45,342.49,336.83,327.41,327.89,325.16,318.78,312.22,309.91,295.41,285.65,275.36,272.02,273.36,260.30
2007-02-08 21:48:38+00:00,L5,271.61,263.02,275.67,289.33,310.92,330.76,340.67,343.20,342.36,339.23,338.01,337.31,342.20,341.59,342.94,330.28,339.40,342.89,339.23,328.41,319.38,317.35,319.81,316.15,309.15,313.92,314.42,316.83,316.02,316.93,316.04,318.12,304.15,317.84,314.81,319.58,316.06,319.93,318.92,314.88,315.88,320.00,314.87,310.99,280.33,303.42,307.11,312.33,313.76,321.53,322.03,329.19,324.02,324.80,327.51,330.88,330.35,332.29,335.10,334.84,339.63,344.73,351.90,355.15,357.93,357.22,353.53,347.22,344.75,348.75,348.13,342.72,339.73,338.44,341.63,339.68,341.57,344.38,342.21,336.51,340.33,338.29,334.20,334.69,336.01,336.71,341.09,342.85,346.50,342.91,344.83,341.22,344.22,342.03,341.69,334.87,333.96,335.60,343.40,343.48,338.33,337.87,347.25,347.25,348.72,350.69,352.99,347.99,349.75,348.19,350.81,358.49,356.76,351.60,354.63,350.37,353.45,351.38,353.21,348.97,351.73,347.03,342.15,342.66,341.17,343.06,343.65,345.72,343.24,331.51,331.21,328.82,324.03,318.42,308.76,301.97,293.22,279.58,281.27,277.09,262.48
