,dates,usa_CA_0081-0000,usa_CA_0081-0001,usa_CA_0081-0002,usa_CA_0081-0003,usa_CA_0081-0004
0,1984-05-04 18:01:45+00:00,336.8309878076141,199.14153942307695,187.99398835546765,184.9896877819327,184.86299413279528
1,1984-05-20 18:02:16+00:00,349.6369077051135,204.0773796450789,195.75233407753893,181.9117903557211,189.48622068874457
2,1984-06-21 18:02:54+00:00,352.8534681728063,208.94355698005805,198.8493880828872,188.01677703016358,193.35543455375384
3,1984-10-27 18:04:31+00:00,372.66558170239654,227.3099907649047,211.25065129551228,197.76949026102443,192.0915979699022
4,1984-11-28 18:04:24+00:00,341.9197907156013,197.39803414874248,185.9298918194901,183.45743448450278,188.51614803396416
5,1984-12-14 18:04:35+00:00,,191.78370522284723,191.1938188762422,182.2623051495867,184.653412697013
6,1984-12-30 18:04:44+00:00,357.3296096488654,213.39092435413593,203.2866334347824,196.90594483258772,201.98261849798615
7,1985-01-15 18:04:51+00:00,332.66993162277447,202.08494901222147,195.3087153478946,189.96248686562487,197.11589455887332
8,1985-01-31 18:04:55+00:00,344.127704056322,200.76455376504452,201.6084407252192,195.54604498821874,201.51130273629974
9,1985-03-20 18:04:55+00:00,330.33456426300677,193.5020031729361,195.95833328032668,185.91447248195774,192.62888337876277
10,1985-06-08 18:04:37+00:00,350.9519429485479,218.6593836828512,211.53075434506115,187.2942543265424,184.7148267698405
11,1985-09-12 18:03:49+00:00,348.64635877255273,246.61074085971117,222.0570439725158,207.48362511511655,191.6854251770733
12,1985-10-14 18:03:28+00:00,335.85363481829654,227.0625900590109,215.36862774089423,201.99074248676243,184.2090039404465
13,1985-11-15 18:03:01+00:00,350.91290950539747,243.2345821687054,226.39618829791846,209.00755954612055,201.21441961769378
14,1986-01-18 18:01:49+00:00,354.85757379166813,197.91075173299168,196.91680376211335,189.0286377309608,199.38870717147648
15,1986-02-03 18:01:28+00:00,,179.87886388278105,169.66587031209266,166.0932616077172,176.74051285126785
16,1986-02-19 18:01:05+00:00,,178.33668299207497,167.7379158604058,152.37433235195584,165.63016357133938
17,1986-03-23 18:00:25+00:00,326.2278554760619,186.84298956384225,172.6426211038387,169.59744350994592,184.12419948984132
18,1986-04-08 18:00:05+00:00,361.4842778885831,192.19805098165557,204.31370172780154,179.47567311481131,195.46851014507425
19,1986-05-10 17:59:18+00:00,325.1155473325109,199.80622965629883,183.90597612527782,175.85397282481313,184.1565436835492
20,1986-06-11 17:58:22+00:00,335.8306933725428,202.16670259300724,194.67879275834648,188.7060888777486,189.16139660504692
21,1986-07-13 17:57:19+00:00,323.5717434356336,212.92245175054705,198.61909915507758,180.57800539794695,174.04487394577737
22,1986-07-29 17:56:45+00:00,337.5385519868208,237.11820695808683,212.89323889614803,189.54592306814092,177.46910878590788
23,1986-09-15 17:55:02+00:00,363.3975689766317,248.52062981119303,222.02211165329146,201.8899818443946,189.37350868981767
24,1986-10-17 17:54:01+00:00,332.71512055528206,225.71796976540801,213.57488095485175,194.82351393022236,
25,1986-11-02 17:53:27+00:00,356.64019813074873,219.65917660422548,209.12589103964018,194.2693701417191,192.45859940637567
26,1986-12-20 17:53:28+00:00,347.94918949131863,210.8626466867237,202.02205095901283,195.42932815590254,191.16665353271117
27,1987-01-05 17:53:57+00:00,309.10759970374755,185.11986303550984,180.9169190494066,178.88250362476575,183.10158347838583
28,1987-01-21 17:54:24+00:00,355.5293715894546,200.4199351236431,200.08340526468444,190.65854795926523,209.03127308231632
29,1987-02-06 17:54:58+00:00,353.3496159764452,196.22745507510905,197.2123481718587,184.89466428018443,198.08078582149625
30,1987-03-26 17:56:47+00:00,341.2618846900227,195.40609545408492,187.6135604470039,184.7225008803028,189.10173031596753
31,1987-04-11 17:57:20+00:00,341.5653884236422,203.2663653837647,195.55684560869528,188.86448650346847,193.38135643023935
32,1987-08-01 18:00:08+00:00,324.22507793305266,235.4489908464412,218.2214002398713,196.9336240802312,195.97443547141788
33,1987-09-02 18:01:03+00:00,341.002785066522,243.39032136160105,214.9928827662612,194.47089338907955,179.28016218650345
34,1987-10-20 18:02:03+00:00,362.06330244976573,250.70873922008974,227.76325966284793,217.36649964829212,197.33584396079198
35,1988-03-28 18:04:33+00:00,337.4979910691854,205.4045269432374,195.270958136062,187.20290619750824,192.53738860259432
36,1988-04-29 18:04:42+00:00,332.0833052191793,198.05450376341423,188.20097679833924,177.08241976440746,182.52187210998204
