,dates,per0170-0000,per0170-0001,per0170-0002,per0170-0003,per0170-0004,per0170-0005,per0170-0006,per0170-0007,per0170-0008,per0170-0009,per0170-0010,per0170-0011,per0170-0012,per0170-0013,per0170-0014
0,1986-05-05 14:36:17+00:00,252.0479212999484,265.97960019782124,292.6502980941698,302.53099579714046,303.1690238829543,,,289.28829269263593,275.01236095960155,260.4635122289039,247.83036437727716,240.98990810168445,224.41467270689964,208.75128444137522,
1,1986-12-15 14:30:08+00:00,271.0319260924622,290.9237481377695,292.1264433273518,287.88228419405937,275.5508152873517,258.67953705260044,245.09963014865073,,,248.07974725195234,239.63630000937414,227.19687524590782,221.41284382612156,232.7220057266686,224.11847350492275
2,1986-12-31 14:30:37+00:00,261.3523594673248,285.0295501871716,295.53343690768554,297.72771927267667,297.0590325040802,286.970564123523,281.45470969459757,277.98058648291317,270.5000503181798,265.74333933914664,256.1912827656905,239.78166861824258,237.4996479959611,230.7587015276618,210.3046632083794
3,1987-02-01 14:31:36+00:00,,,,,,,,,,279.1361629102666,,,,,
4,1987-03-05 14:32:51+00:00,272.5580935937631,295.37317140075356,310.3303822388909,304.4950228999262,301.9693957505988,295.41444703893717,285.8503506673526,282.32672994351987,277.6546725436456,269.9303443504359,256.10220291810026,240.44064763935918,236.70553638595723,225.20501965449154,219.0976543181646
5,1987-05-24 14:35:24+00:00,247.15241836621098,251.12463463716648,259.43450411303,267.1436481976199,275.0179712596688,271.32379290887684,271.1300923828489,273.9657528963419,265.8183335468891,255.12780049313153,245.4540872781671,240.0306125922405,235.97508973427787,211.4572717182942,203.42931550541812
6,1987-12-18 14:39:56+00:00,232.15923323435146,260.63791097143263,272.7139609471961,284.49996988268595,278.1029663328694,265.93720485805335,254.49714050027552,254.74699142953187,246.18067533730056,233.83467332451448,237.56591116253367,232.079296070687,216.95038495255514,208.02802080142013,179.89224783322646
7,1988-01-03 14:40:12+00:00,248.71013711887724,272.6346991047823,286.59724632897314,282.478524887479,288.8502583118383,276.8472277592181,256.3217158459327,255.67988408446422,258.084185773795,249.34622914226333,240.9366450270062,230.51307276894357,228.47252513372226,218.79890391149286,202.70371039687217
8,1988-03-23 14:41:20+00:00,230.2053601513594,242.37374721247807,258.39528234419987,263.60632344584775,269.7763587021182,257.10707484738924,253.9210477318387,255.89680074597004,251.53196808623704,239.349907273554,232.9670479858145,230.40281533558507,218.33276706821198,204.82815415088083,183.3131452309931
9,1988-04-08 14:41:26+00:00,235.2123318631074,252.94071042899014,272.3719498753816,267.23878925420473,277.29420527356774,263.66532745938144,268.00946267192313,265.3759521088585,251.71467250299162,252.05138400712804,240.59100065295786,231.88659698797431,226.47858149863785,214.49634144096905,195.15791284325368
10,1988-04-24 14:41:31+00:00,192.78090311288258,,,,252.74241113059455,246.5699726141851,241.81371032585082,256.2515824325956,251.40145601627304,243.7676058532072,237.0676711428083,238.22877126235483,224.56755729301128,211.78845223122104,191.29255219019188
11,1988-11-02 14:41:57+00:00,222.37353170818798,231.4165511406491,237.57231523154383,246.7013349482859,243.343843636508,242.4237418649638,234.94586379496945,236.53546957855718,243.11869987346165,249.63286299788038,230.93722528569737,217.82001200331501,216.6086862297072,211.932059631843,199.35246448160262
12,1989-03-10 14:40:50+00:00,,,,,,,,,,,,,,,
13,1989-05-13 14:39:54+00:00,,,,,,252.90217606135542,230.29100878119078,230.41505178135546,210.24140794793635,207.3485457555722,204.62125150647856,195.68276992881468,174.11250949954837,184.35633170318187,145.85175322923385
14,1989-10-04 14:36:59+00:00,202.2031053976848,203.63517176027923,212.08946931998943,213.29443139488657,221.5240999063305,213.8889214630229,206.23648713105314,209.83664042053044,207.12484991571313,201.43152330209702,210.0439857176949,210.60588009965403,204.19431242493133,196.44056443244332,157.62994902073967
15,1989-12-23 14:34:34+00:00,222.67686324907882,235.1379811838593,250.33702265391827,250.49564974208454,244.26416154197133,239.8810846974432,228.78128918573285,231.08354233448003,234.90642662888771,229.63050396009078,215.69945210014842,215.7899331989069,210.26558704124355,209.4090383021575,173.08941247208932
16,1990-01-08 14:34:00+00:00,,,,,,,,,,,,,,,
17,1990-02-09 14:33:01+00:00,,,,,,,,,235.13322670263344,230.31284177700283,222.78972414226413,219.09009811626004,210.455437482776,200.94967962550606,183.9996130084146
18,1990-03-13 14:31:57+00:00,213.01827092387003,217.31466104666688,230.91972901429887,243.21621006498424,245.630013504688,233.914223236821,221.33307104597822,217.5906298370018,219.70899295306816,217.2998434110553,215.40919949829248,209.8267490098189,206.69528717196312,197.30457098357869,172.79110388083015
19,1990-03-29 14:31:26+00:00,217.67778403183382,234.03510810624914,253.58621115965747,252.99255178037654,244.60266619899153,235.9421600893037,230.47168686640933,232.6367314124763,227.691893327901,230.33072535571117,222.79579448563325,215.14569237386112,215.7440686807929,208.925152463586,172.42209180267002
20,1990-04-14 14:31:34+00:00,216.376950628785,220.56183314846663,226.73766818254674,231.6869484574859,240.64911903348914,240.39430903223075,233.02658278223024,238.79250933063256,236.17627403760122,230.53047787863318,221.56235981648746,220.9835805793564,223.58729756488896,205.7508490149558,165.22153666027452
21,1990-04-30 14:31:25+00:00,212.44017637204607,219.2069495168818,228.46568151676806,233.79913915469527,240.48179029620678,237.74844792196544,230.33514117438585,229.11536329512953,227.05306170448375,221.93567355106484,215.89321058388035,220.90252503760632,218.2641395642539,210.5586634734792,175.62174295991645
22,1990-05-16 14:31:37+00:00,,,,,,,,,,,,,,,
23,1990-06-17 14:31:30+00:00,,,,,,,,,,,,,,,
24,1990-07-19 14:31:24+00:00,,,,,,,,,,,,,,,
25,1991-01-27 14:31:54+00:00,,,,,,,,,,,,243.45986927222043,164.31587270480023,,147.6402238924986
26,1991-02-28 14:32:23+00:00,199.12328446088011,219.29571614204605,233.07655869564312,231.5228812244336,217.1399344378322,,216.7049658199474,213.26277172565722,219.72930099804256,222.53464558510913,218.8632156039043,220.23003041625935,214.60314314143915,200.06339404029686,170.12564894262925
27,1991-04-01 14:32:59+00:00,222.81384199438216,238.55255393755297,241.96295618742258,239.05186032347234,241.05296018613546,231.31338992001508,231.07115943021952,231.2890517220928,230.5518856620014,229.07612565542797,212.67997367225564,215.62018570866408,218.2879467951249,209.46005147007037,185.31832716030712
28,1991-04-17 14:33:17+00:00,,,,,,,250.46109991646955,,225.05982754358925,206.01646161701115,202.35698524747966,196.39885135079527,200.1217808220576,198.78796620369977,
29,1991-05-03 14:33:36+00:00,,,,,,,,,,,,,,,
30,1991-10-26 14:35:29+00:00,203.05283694304939,204.2732253887182,203.05646692691448,201.39534331696865,207.97220308423093,205.74490940513357,187.69968496637338,201.0648409865591,207.15037952585365,205.44942716926346,207.3547856508338,,,,163.09598267164708
31,1992-01-30 14:35:41+00:00,,197.19047639859053,196.5831254132736,205.00068415314112,219.904563213231,206.87907637260093,202.87056659369227,213.32762564600864,211.07603879911872,204.9471471223457,199.71964163936101,201.69503395236424,190.59531363049103,185.94564125207953,158.87070171764728
32,1992-03-18 14:35:32+00:00,205.0287562467056,218.69967190501134,214.42120521721182,224.31375878252172,232.52872339739116,218.3850381487193,226.4946113769163,225.86761399785564,233.08898197180983,224.41504620481524,217.738703225452,206.7454041345895,209.37696204650547,203.09218569129092,197.1463642606084
33,1992-05-05 14:35:07+00:00,,188.237630660403,196.33269570026332,197.51940611312097,207.48850470182919,199.16968221514458,200.80984037641923,207.3161274089145,211.40777754356955,205.2968767498523,203.5625166071525,206.26697784602533,197.77851345383644,189.2080680888088,182.12132981502936
34,1992-05-21 14:34:57+00:00,,,,,,,,,,,,,,,
35,1992-06-06 14:34:50+00:00,,,,,,,,,,,,,,,
36,1992-06-22 14:34:37+00:00,,,,,,,,,,,,,,,
37,1992-11-13 14:32:23+00:00,,203.69417741862583,211.4367271295673,216.1814384253756,205.96742412734233,208.60870521413685,213.70393444760487,209.06710281900598,217.81249460740307,229.70473543394584,227.3160444816031,220.20101716601283,217.71865407097386,208.12634478503742,200.5151512798498
38,1993-02-17 14:33:18+00:00,209.30924564847132,204.7996267933059,208.55070530887411,215.02632317012169,226.9538931680313,221.23573001106692,217.58400846880102,221.70720129373836,219.04195740886743,216.73688077312437,211.45411888901683,211.24275380306926,207.1335683647138,196.7279699036045,185.86915484609287
39,1993-03-05 14:33:27+00:00,226.97730662965532,233.9472053100748,240.55355950780876,243.25070451921312,250.29309523980638,239.62819745005854,233.84954870690768,232.83373107517633,238.08774955259494,230.40685954175208,227.3379843841846,227.99604759935835,228.18708132778121,213.76669764002827,211.62872217201777
40,1993-03-21 14:33:30+00:00,,,,,,,,,,,,,,,
41,1993-04-06 14:33:35+00:00,194.93237095849506,205.5893846385506,220.44712094591495,212.13243040781947,216.9793877558309,219.2878158768678,212.65318695484035,220.66493078810507,216.69232619050482,210.73611963233665,207.10398152600854,205.04157858398784,182.00223983196423,184.56901889877307,187.19873298354946
42,1993-04-22 14:33:45+00:00,,,,,,,,,,,,,,,
43,1993-07-11 14:33:45+00:00,,,,,,,,,,,,,,,
44,1993-08-12 14:33:44+00:00,,,,,,,,,,,,,,,
45,1994-01-19 14:32:39+00:00,,,,,,,,,,,,,,,
46,1994-03-08 14:32:03+00:00,214.48246266525283,216.69120565793264,227.6853286753691,236.1351462869097,246.47850802991076,237.9999619317859,226.59923272732425,228.2959310639865,220.7769536993067,215.62745247382045,209.67377930832063,209.12893090899374,205.59924322666186,199.0293729909701,189.57620654831987
47,1994-03-24 14:31:49+00:00,,,,,,,,,,,,,,,
48,1994-04-25 14:31:14+00:00,210.24287254605812,212.89904459446157,222.71519255042432,226.55720978425933,235.3629761163272,228.10018376159573,220.5495683670724,216.66079139099054,213.18195329434454,201.86551895973136,197.99451105246587,200.07657652569466,201.85034412455065,189.54426480292136,169.96300376068555
49,1994-05-27 14:30:39+00:00,214.8255919610362,223.5579627156064,234.9079909697917,236.59272578941304,246.9738706315547,244.87627630816394,236.9757112745505,239.30132696918747,228.58494516841245,221.55200127376898,214.8750778095899,210.357187457441,214.24387089968374,206.16712528066668,196.7287649326362
50,1994-06-28 14:29:57+00:00,,,,,,,,,,,,,,,
51,1994-12-05 14:25:18+00:00,,,,,,238.3738157184726,213.481643764326,207.96661655849013,200.6426533452091,194.288286197105,194.0519304121636,206.12998716336332,179.5394231551992,193.8331308528834,
52,1995-02-07 14:23:01+00:00,,,,,,269.5566164367068,,,207.9035686386533,241.61496833590846,,192.91118292376322,222.41202812455532,,219.54247592574563
53,1995-05-14 14:19:00+00:00,208.2203241834807,214.99881060922954,219.72312010940922,226.7763702669959,237.06563020245815,,221.5425428140817,217.72691590619795,217.83602176940948,215.42288300780083,205.80164956784776,202.9538047914569,199.09190027137132,198.9508390147267,179.55649707750686
54,1995-06-15 14:17:31+00:00,,,259.15912056946274,260.33257356702836,,,,,,,,,,,
55,1995-07-01 14:16:48+00:00,,,,,,,,,,,,,,,
56,1995-07-17 14:16:04+00:00,,,,,,,,,,,,,,,
57,1995-08-02 14:15:21+00:00,,,,,,296.95445941151996,,,,,,,,,
58,1995-08-18 14:14:37+00:00,,,,,,,,,,,,,,,
