,dates,nzd0371-0000,nzd0371-0001,nzd0371-0002,nzd0371-0003,nzd0371-0004,nzd0371-0005,nzd0371-0006,nzd0371-0007,nzd0371-0008,nzd0371-0009,nzd0371-0010,nzd0371-0011,nzd0371-0012,nzd0371-0013,nzd0371-0014,nzd0371-0015,nzd0371-0016,nzd0371-0017,nzd0371-0018,nzd0371-0019,nzd0371-0020,nzd0371-0021,nzd0371-0022,nzd0371-0023,nzd0371-0024,nzd0371-0025,nzd0371-0026,nzd0371-0027,nzd0371-0028,nzd0371-0029,nzd0371-0030,nzd0371-0031,nzd0371-0032,nzd0371-0033,nzd0371-0034,nzd0371-0035,nzd0371-0036,nzd0371-0037,nzd0371-0038,nzd0371-0039,nzd0371-0040,nzd0371-0041,nzd0371-0042,nzd0371-0043,nzd0371-0044,nzd0371-0045,nzd0371-0046,nzd0371-0047,nzd0371-0048,nzd0371-0049,nzd0371-0050,nzd0371-0051
0,1999-08-17 22:12:26+00:00,,,,,,,,,,,,,,,243.479550624743,,244.28288356278443,,250.54276714279072,249.14748844970714,,,,,,,,,262.25233161691085,254.47763117077272,,,,240.3134576170131,257.1619881672043,266.76135486974846,265.3175817959672,255.79971295726145,,,,,,,,,,231.86883259848233,251.3851388481234,,,
1,1999-08-26 22:06:20+00:00,,,,,,,,242.91341648598814,204.90179915776204,205.22049382414025,220.20422247507773,,,,,,,,,,,,240.5819753479768,,,245.95184368083585,244.90231702251972,235.85431559896853,,,,,,,,,,,,,,,,,,,230.20904282703933,,,,221.62262637192165,248.6600609110278
2,1999-09-18 22:12:27+00:00,,,,,,,,,,,,228.2456457482018,,,,,,,,,,248.88718782394503,231.56122306862432,239.20828135007125,260.3931833602404,,,,,,,217.61302093988704,,270.7645152517299,266.4494443390967,262.60077336732445,273.5289926508495,289.7365305005172,290.22432646299626,258.4096623106299,288.55015771436484,290.4089644082173,,,,,,,259.55471708455246,,204.95414610672742,140.00412674580508
3,1999-10-13 22:06:24+00:00,,,,,,,,,,,,,,,,240.84695270120855,253.0127966231374,260.7851064553435,267.8811801041322,269.4607468097144,,272.52692099834854,265.96787119345987,259.0059767849693,273.02547764443335,,,,,,265.10378051004994,,,,,267.31677104471515,273.2888252798223,273.6085722332549,276.5283138797343,269.9260974842652,262.10328529297766,265.7580514561436,,,,,,,272.21746096316406,259.7767951471415,248.31715784280806,
4,1999-10-20 22:12:27+00:00,242.6763272923986,259.5218585281762,266.5590488948382,260.9734527232585,267.71589576789876,,,227.7659967846051,209.76736904432497,194.5812460447673,,212.46545266703583,,,,,,,,229.70656215740414,236.38142380165786,244.61229271834765,241.14706942938741,247.20656065646324,244.7573602103859,247.35713826319727,,,,,235.3360976436458,229.90010675835612,,,246.37438523344133,,,231.59892982347944,237.78689571491884,,239.01105403430677,233.22920439938142,231.36996366240743,234.78647842237746,,,,235.28553789875036,248.10340608787592,236.12135981129785,237.75124199060852,231.48343027171816
5,1999-11-21 22:12:24+00:00,286.9947868998132,310.9351641877349,317.1020599229684,291.5307390239526,291.6521908073334,294.4078432881778,,260.0983775299112,219.46718309957134,216.35044659247964,230.2242875543081,,,232.3669140893265,,,,,,253.44593542440776,255.26118351101272,261.33863217663446,254.87823963905237,264.93044078828905,263.7485160730769,248.5906280937216,244.3467216416855,236.028476483263,,,,,,,265.90988343721256,,,258.77803034628414,260.93008638165446,,254.10711562791587,232.1419839482892,231.36298806783523,239.52242570342236,,,237.14156641468992,246.0208087603952,253.7106939716043,248.50252931601787,245.99516227838077,286.54912733556614
6,2000-01-08 22:12:26+00:00,281.8539480252377,285.3016273138297,280.5732167253851,274.2259655423589,,285.8366641428704,,,,,,224.95875827522445,,,,,,,246.52147779039524,253.80727624447061,262.5843435478433,264.49600501123217,265.06468456545065,261.7610234666977,245.9318366872534,243.99906351727168,244.5407789383069,242.1946557595105,,257.8767518334455,249.4970033339797,236.03999922491056,,,,254.27765558054415,,261.59379162198627,272.1577562535369,272.66180918281856,269.94063872221017,253.26751947943126,248.975612223943,,,,256.6124368663458,,258.30617221036874,251.57639584236122,244.99900909648545,259.06702227121696
7,2000-01-17 22:06:11+00:00,301.22333995741667,304.0896014085313,292.2553337215312,282.66786601204086,,,,,,,,,,245.62983285226517,240.1893581983447,,,243.2119527072984,251.77907001153835,269.99041870631515,279.01399780757384,289.79778630390774,284.5727180191301,288.1455498750268,275.2940235626362,261.7871547586989,268.6615798850254,,279.4871948625525,,,,,,274.6540267532678,269.90208065690774,262.74427765057516,274.05742381752384,281.7191622706011,281.2532340391464,277.2212081028592,257.1393366392024,253.3327953550434,,,,,260.86631881190806,270.1406587829858,261.5498222157908,256.978949968155,
8,2000-02-25 22:12:13+00:00,,,,,,,,,,,,,296.43745820126105,,,259.08350274768316,258.5402594789903,,,298.2283005905019,,,,,,,,,,,,278.3935493191041,291.6889598324592,286.00018175736824,,288.390834359404,,,,,,,,,,,,,,,,
9,2000-03-12 22:12:09+00:00,,,,,,,,,,,,,,,,250.65522382264913,248.5900007501374,,,268.97406916334046,269.6272976367584,274.05923283527056,,,,,,,,,,272.41960768872957,264.0775413678844,264.35036992412654,260.94255750790273,266.5728161146023,274.0898024213141,,,,,,,,,,,248.4651914896397,277.5409881077252,266.03630612818483,,
10,2000-03-21 22:06:01+00:00,,,,,259.47728554735,,230.39953774047703,227.02404571458203,201.4248896427003,185.66188439437568,195.18530365155056,204.74109120870366,,,,,,,,,,,,,,223.0242217346812,,208.64762248230662,,,230.55062966607989,,,,,,,,,,249.73107346927196,241.40531275748467,236.2596867410471,237.19304616692563,221.2569012319809,,,,,,228.3169619672139,238.94697808182917
11,2000-05-15 22:11:42+00:00,,,,,264.4872557198905,270.10046373352014,261.583980540112,253.38137651445138,209.1355676367229,,,,,,,,,,,,305.55359411700664,296.88416476911357,,,,236.79709422181537,,217.4125222873281,,,,,,,,,,,,,249.18161812919038,233.16208351449524,230.839282232384,235.4744220253695,235.47809407081849,,,,,,220.34922156673386,248.4997123066936
12,2000-05-24 22:05:22+00:00,,,,257.5440017832569,,290.9464827494432,295.7637746244362,276.81184982043754,,,,,,,221.76323328219178,,,251.50824655305468,261.1712577679556,265.8505300161264,264.9566093889138,267.3243607854215,269.2318495939655,268.1934328477349,263.90506623847136,,,,,,,260.2165470511807,,,,250.49739054636234,257.5538889444507,260.9316811675563,256.30585596142777,253.4395293719498,251.22095911330388,,,,,,,,264.6255107462067,245.97542833405672,229.37180092575787,
