dates,nzd0246-0000,nzd0246-0001,nzd0246-0002,nzd0246-0003,nzd0246-0004,nzd0246-0005,nzd0246-0006,nzd0246-0007,nzd0246-0008,nzd0246-0009,nzd0246-0010,nzd0246-0011,nzd0246-0012,nzd0246-0013,nzd0246-0014,satname
1999-07-18 21:58:49+00:00,308.82,338.06,342.25,,,,,,,,,,,,,L7
1999-10-06 21:59:28+00:00,346.37,348.43,366.35,361.70,352.57,342.30,351.52,346.50,341.21,326.73,333.94,348.29,350.63,356.47,347.84,L7
1999-12-25 21:58:52+00:00,354.50,361.57,380.89,370.59,372.03,361.07,370.56,366.39,358.38,352.26,356.02,361.70,369.77,373.32,363.48,L7
2000-02-27 21:58:40+00:00,356.17,366.08,378.15,376.36,372.91,374.52,381.87,368.43,368.61,362.12,363.91,374.67,383.74,383.39,385.09,L7
2000-03-14 21:58:35+00:00,358.96,367.08,384.49,384.49,375.57,371.90,379.84,369.53,367.93,355.83,362.27,370.64,373.89,366.93,373.91,L7
2000-03-30 21:58:33+00:00,364.35,364.57,373.42,372.09,368.78,369.43,375.37,369.91,363.26,357.42,362.16,369.58,375.00,373.60,376.72,L7
2000-04-15 21:58:43+00:00,,,,,,,,,,,,,361.68,,,L7
2000-05-17 21:58:07+00:00,346.30,351.24,372.65,360.65,363.66,355.85,367.50,369.14,360.48,347.71,352.94,360.99,359.38,366.40,352.87,L7
2000-07-04 21:57:38+00:00,355.05,358.79,379.71,,362.57,356.17,370.95,370.41,359.83,355.48,359.44,361.06,366.30,373.26,357.93,L7
2000-08-05 21:57:32+00:00,356.29,363.78,375.44,364.94,360.80,352.58,353.53,353.59,350.99,347.89,354.92,354.81,362.09,351.61,353.47,L7
2000-11-09 21:56:21+00:00,350.68,367.51,387.88,380.01,380.14,374.19,379.55,368.31,362.96,355.45,358.99,361.21,374.90,373.01,364.38,L7
2001-03-01 21:56:21+00:00,337.78,349.13,373.39,370.99,366.69,367.23,375.27,365.49,363.78,358.89,360.27,367.71,381.11,372.29,379.60,L7
2001-03-17 21:56:40+00:00,354.53,366.85,381.17,377.91,374.11,369.78,388.57,376.92,373.70,357.51,361.58,368.74,380.17,370.25,373.86,L7
2001-04-18 21:56:09+00:00,367.51,,,,,,,,,,344.37,354.19,356.88,349.98,344.43,L7
2001-05-20 21:56:16+00:00,344.04,345.97,354.94,351.81,353.58,343.98,360.92,365.66,353.41,344.85,345.10,348.22,352.06,355.57,338.01,L7
2001-06-05 21:56:04+00:00,357.45,368.46,383.40,373.65,367.33,362.50,377.15,377.27,359.54,354.11,353.47,356.82,363.73,369.96,336.79,L7
2001-09-09 21:54:36+00:00,381.35,390.59,386.13,388.30,381.08,376.43,407.89,391.56,380.74,364.94,366.89,370.64,378.28,365.36,376.01,L7
2001-09-25 21:54:52+00:00,359.63,367.35,383.45,386.92,373.44,374.68,399.41,380.12,379.64,358.19,361.66,364.52,374.70,366.81,402.09,L7
2001-10-11 21:54:33+00:00,,,,,,,,,,350.35,352.75,356.70,364.17,356.61,369.98,L7
2002-02-16 21:55:18+00:00,353.04,369.93,386.84,382.46,381.27,377.12,378.69,375.50,371.20,369.19,375.38,378.51,382.41,375.24,370.78,L7
2002-06-24 21:54:28+00:00,353.47,360.96,391.38,375.57,374.44,364.67,377.97,379.29,367.28,354.87,350.06,360.65,364.57,372.98,336.72,L7
2002-07-10 21:54:25+00:00,347.03,360.29,377.16,372.61,365.81,355.78,374.55,373.77,357.30,344.58,344.20,355.21,359.52,356.98,347.99,L7
2002-08-27 21:54:00+00:00,340.85,351.91,374.89,371.43,363.86,357.79,363.33,358.89,351.95,348.21,350.80,352.64,360.54,356.77,353.71,L7
2002-10-14 21:54:07+00:00,341.73,361.38,378.65,375.81,371.89,369.67,387.18,375.05,373.43,357.89,362.49,375.14,379.53,370.64,,L7
2002-12-01 21:54:16+00:00,339.13,352.01,378.44,368.96,367.19,360.94,368.76,365.62,357.09,352.02,356.54,358.67,373.20,372.76,359.46,L7
2003-01-18 21:54:54+00:00,331.36,349.98,375.82,369.90,370.90,360.67,374.69,371.77,360.86,352.13,343.30,351.47,359.23,364.17,356.31,L7
2003-02-19 21:55:06+00:00,324.22,338.23,365.79,357.51,358.70,349.13,360.26,357.70,351.32,343.01,342.61,355.57,358.96,362.10,343.82,L7
2003-04-24 21:54:46+00:00,350.22,356.82,365.03,364.08,364.13,362.08,368.65,366.67,362.44,357.48,357.03,365.06,372.72,367.46,390.66,L7
2003-07-21 21:42:33+00:00,363.54,371.35,375.96,371.39,356.98,358.34,359.28,365.84,370.01,353.07,356.26,361.56,367.60,357.11,358.76,L5
2003-07-29 21:54:29+00:00,350.63,356.87,388.45,374.06,373.11,367.31,381.71,378.35,366.90,361.11,355.92,364.40,366.79,,,L7
2003-08-06 21:43:15+00:00,334.95,331.94,358.02,356.39,341.97,333.88,335.28,355.59,374.85,375.87,347.98,350.09,355.81,351.94,360.22,L5
2003-08-30 21:54:22+00:00,,,,358.01,356.99,353.29,363.82,359.26,350.48,343.62,345.44,348.89,350.20,349.51,332.98,L7
2003-10-25 21:44:04+00:00,352.29,366.13,389.83,371.06,374.62,360.43,378.68,377.99,363.03,358.73,355.81,368.46,375.48,379.27,358.22,L5
2003-11-18 21:55:03+00:00,,,,,363.06,359.77,379.19,370.14,369.58,344.28,350.56,360.15,370.40,353.36,391.79,L7
2003-12-04 21:54:43+00:00,332.97,350.99,371.66,360.78,,,376.28,366.42,355.83,344.81,347.66,355.96,364.33,362.42,393.79,L7
2004-02-14 21:45:21+00:00,326.85,341.33,360.52,360.53,352.83,352.40,359.65,349.85,343.15,334.82,327.99,336.36,352.46,337.23,346.07,L5
2004-03-01 21:45:26+00:00,333.31,347.46,373.69,368.62,359.62,345.51,352.96,344.04,341.86,338.25,336.88,340.64,361.65,355.72,353.55,L5
2004-03-09 21:55:15+00:00,347.81,358.11,380.89,374.75,372.78,365.10,378.56,371.62,360.95,355.95,354.29,360.82,361.30,,,L7
2004-03-25 21:55:42+00:00,335.74,348.83,368.62,364.94,366.33,362.13,368.98,364.98,355.89,349.63,,,,370.57,362.64,L7
2004-04-02 21:45:42+00:00,,,,,,347.20,364.16,363.30,358.42,376.10,340.07,345.55,352.67,350.22,,L5
2004-04-18 21:46:13+00:00,348.26,358.57,385.57,377.89,380.76,369.79,386.39,389.65,366.71,361.44,364.92,371.99,381.74,389.42,364.22,L5
2004-05-20 21:47:08+00:00,357.41,361.44,378.49,367.63,369.52,357.07,377.44,375.84,366.46,362.51,361.05,370.37,370.96,376.80,351.33,L5
2004-06-05 21:47:12+00:00,339.16,342.53,367.90,360.37,362.66,350.79,364.99,359.04,351.40,342.08,334.54,344.47,349.65,349.13,304.43,L5
2004-07-07 21:48:33+00:00,342.73,351.60,364.63,360.07,352.75,352.59,346.99,357.19,355.99,332.04,332.79,337.48,354.13,347.37,321.46,L5
2004-07-23 21:48:33+00:00,341.72,352.34,366.52,366.44,364.30,356.02,384.69,365.43,349.48,344.92,348.66,352.34,364.40,350.33,345.76,L5
2004-07-31 21:54:51+00:00,351.32,358.25,388.55,374.01,375.84,364.43,384.54,386.27,,,,366.72,370.45,377.25,354.56,L7
2004-08-24 21:49:18+00:00,338.25,347.93,360.24,365.60,361.61,355.86,376.53,367.29,359.35,342.85,350.63,348.00,363.16,349.33,355.21,L5
2004-09-09 21:50:07+00:00,,,,,360.16,355.20,371.15,366.77,361.84,352.75,353.99,358.67,365.43,356.02,355.33,L5
2004-09-25 21:50:07+00:00,339.50,351.29,372.75,366.87,359.43,348.42,361.50,358.67,349.78,344.57,343.06,344.35,351.79,351.74,334.54,L5
2004-12-06 21:55:35+00:00,,325.82,340.81,336.21,340.74,336.88,,,,,,,,,,L7
2005-01-23 21:55:49+00:00,,,,361.09,358.85,351.99,368.64,366.95,360.55,343.79,342.49,353.50,360.71,360.09,355.98,L7
2005-01-31 21:52:21+00:00,333.28,344.71,365.55,361.26,356.93,356.70,368.06,369.07,368.50,352.69,353.87,354.09,370.11,364.37,375.51,L5
2005-02-08 21:55:35+00:00,329.05,345.13,375.10,365.50,364.33,,,,358.49,349.77,342.14,349.73,358.98,363.72,334.97,L7
2005-03-28 21:56:06+00:00,345.95,353.07,373.67,369.23,361.31,354.98,370.31,371.92,361.72,,,,365.30,370.25,349.81,L7
2005-04-05 21:53:07+00:00,338.65,345.95,364.41,356.16,352.61,344.09,359.69,355.40,351.86,343.19,344.12,354.98,359.42,357.03,344.21,L5
2005-04-13 21:55:36+00:00,334.89,342.01,364.61,359.16,355.91,353.89,361.27,366.36,,,,350.33,358.49,355.45,370.66,L7
2005-04-21 21:53:34+00:00,343.66,352.17,376.29,366.48,364.20,353.48,367.03,361.33,351.13,344.29,338.84,344.78,352.38,352.88,337.26,L5
2005-08-03 21:55:49+00:00,344.21,349.33,372.57,365.05,363.38,356.35,,,,347.51,339.02,349.46,359.29,361.89,332.94,L7
2005-08-19 21:55:44+00:00,348.32,358.78,383.79,375.82,376.39,368.16,385.96,386.92,368.15,357.31,352.60,,,371.37,,L7
2005-08-27 21:54:08+00:00,332.61,345.38,404.09,374.26,375.27,356.37,400.03,365.02,355.53,341.83,341.62,360.83,362.35,350.14,330.84,L5
2005-09-20 21:55:30+00:00,,,360.64,352.62,352.80,338.92,361.16,362.99,357.38,338.33,341.56,350.84,356.14,361.64,338.24,L7
2006-01-10 21:55:52+00:00,332.22,344.82,363.27,360.73,359.21,351.05,362.66,360.41,353.23,339.80,342.69,,,,,L7
2006-01-26 21:56:24+00:00,,,,,350.69,340.12,355.86,351.32,346.54,336.74,331.33,337.77,353.83,350.81,342.11,L7
2006-02-03 21:56:42+00:00,336.52,346.34,369.30,362.84,358.67,357.21,386.07,367.73,370.17,349.68,353.49,365.57,374.30,360.57,,L5
2006-02-27 21:56:31+00:00,342.08,354.48,,,372.04,359.62,380.23,383.13,367.30,,,,373.29,382.76,352.92,L7
2006-03-15 21:56:08+00:00,,,,,362.88,353.87,369.26,369.39,357.07,339.46,333.15,343.44,354.91,365.08,339.62,L7
2006-03-31 21:56:06+00:00,,,375.16,368.79,366.72,359.96,377.04,380.18,365.44,358.09,357.17,362.08,367.37,371.36,348.09,L7
2006-05-18 21:56:30+00:00,342.31,354.05,368.83,369.46,366.76,364.36,389.50,376.35,373.69,,,,371.57,361.86,359.11,L7
2006-06-19 21:56:24+00:00,338.76,348.09,367.15,365.35,369.74,,,,373.81,361.58,352.22,355.55,383.25,363.89,352.29,L7
2006-06-27 21:58:48+00:00,355.22,357.73,374.92,371.04,369.45,363.84,378.59,378.91,370.07,353.46,346.84,353.42,364.84,362.40,341.00,L5
2006-07-13 21:59:02+00:00,341.53,343.95,370.15,358.63,356.17,341.82,360.90,365.36,355.64,340.55,343.38,349.84,353.19,352.91,321.21,L5
2006-07-21 21:55:45+00:00,337.01,347.42,,,,353.54,359.76,360.36,353.57,342.82,339.75,346.62,358.28,352.29,330.07,L7
2006-08-22 21:55:41+00:00,338.28,342.56,366.99,,,,369.75,368.13,354.38,339.44,339.12,343.34,353.41,354.11,334.54,L7
2007-02-14 21:56:27+00:00,333.19,342.02,360.35,356.94,357.72,354.37,363.83,357.95,355.34,346.49,341.16,342.91,360.69,,,L7
2007-04-19 21:56:31+00:00,,,379.15,372.85,378.75,372.56,383.64,384.19,367.57,359.01,356.23,363.55,369.46,378.56,353.25,L7
2007-05-21 21:56:21+00:00,335.60,344.28,368.36,360.84,360.57,353.01,359.08,355.61,352.30,343.07,340.41,345.92,,,,L7
2007-07-24 21:56:11+00:00,338.51,357.57,365.11,360.04,,,378.82,369.05,367.71,351.68,348.99,355.01,365.86,356.14,368.33,L7
2007-09-26 21:55:47+00:00,341.85,354.47,382.41,373.87,373.16,364.61,378.52,379.73,365.40,357.44,358.25,367.19,375.53,,,L7
2007-12-31 21:56:23+00:00,337.59,354.55,,,,365.91,398.21,388.41,385.99,354.44,352.82,371.35,378.16,363.88,383.83,L7
2008-03-03 22:02:28+00:00,,366.25,346.40,,305.98,,,,,,,,,,,L5
2008-03-20 21:56:34+00:00,,327.27,351.96,344.57,342.50,337.28,349.89,349.12,337.81,334.00,,,337.29,341.43,310.71,L7
2008-04-05 21:56:34+00:00,337.29,345.47,370.19,360.68,364.82,354.45,376.24,377.16,359.36,344.13,,,347.42,358.06,321.27,L7
2008-05-07 21:56:28+00:00,344.85,347.98,370.50,367.31,366.82,360.91,375.99,385.53,,,,358.70,361.90,364.36,336.41,L7
2008-06-24 21:55:40+00:00,,349.02,356.55,363.23,356.73,355.19,358.72,353.54,353.33,345.27,352.90,356.10,,358.45,,L7
2008-08-27 21:55:06+00:00,343.08,362.65,374.96,369.15,365.18,358.82,367.85,362.48,357.45,351.68,341.04,349.07,,,,L7
2008-12-25 21:50:58+00:00,344.07,357.53,369.81,346.88,356.32,355.52,370.52,369.73,360.66,352.75,345.69,343.47,351.07,358.89,345.68,L5
2009-02-03 21:55:49+00:00,325.37,345.88,356.84,362.46,355.37,354.07,374.35,358.14,357.20,,,,362.73,355.88,,L7
2009-03-23 21:56:15+00:00,347.40,354.87,380.39,375.93,372.63,366.02,374.78,372.99,360.95,353.06,358.68,360.20,367.10,,,L7
2009-07-13 21:56:45+00:00,,,406.24,413.56,,373.88,395.41,385.85,366.42,341.10,340.76,376.30,356.62,333.62,329.84,L7
2009-11-26 21:56:52+00:00,344.08,362.11,378.18,375.52,366.58,357.23,354.02,335.35,333.86,341.71,375.05,362.09,385.30,383.30,374.85,L5
2009-12-20 21:57:31+00:00,338.34,351.13,373.99,363.93,364.53,363.43,370.50,,,,327.06,,,,,L7
2010-01-13 21:57:13+00:00,347.89,356.73,376.97,367.82,361.65,354.22,365.77,356.88,350.89,346.24,346.21,354.10,365.24,366.89,355.56,L5
2010-01-29 21:57:17+00:00,339.59,346.61,374.09,365.90,362.25,346.81,366.44,363.40,349.57,342.00,343.65,350.11,356.52,363.79,334.21,L5
2010-03-26 21:58:37+00:00,348.12,348.99,390.98,366.54,,,,,,,,,,,,L7
2010-05-13 21:58:09+00:00,,,376.62,365.41,366.56,354.47,373.66,373.14,357.16,350.83,355.40,356.77,358.01,362.18,335.98,L7
2010-05-29 21:58:33+00:00,,,,,376.42,364.16,379.03,374.30,364.55,362.59,372.53,371.77,376.20,378.95,357.76,L7
2010-06-30 21:58:37+00:00,350.61,357.93,384.61,370.32,366.16,362.00,365.64,,,349.42,345.66,352.25,358.72,359.34,335.81,L7
2010-10-04 21:58:17+00:00,347.41,363.25,378.92,373.42,366.94,366.13,365.60,361.76,358.31,350.04,356.96,,,,372.32,L7
2010-10-28 21:56:14+00:00,348.09,361.71,381.02,378.34,373.41,363.94,367.97,363.41,359.49,352.38,354.06,364.98,371.55,370.00,372.50,L5
2010-11-05 21:58:37+00:00,327.16,338.50,369.42,358.73,360.87,347.85,364.21,,,,342.36,343.38,352.58,358.29,333.19,L7
2010-11-21 21:59:14+00:00,,355.51,379.83,366.67,370.53,352.13,369.53,366.12,360.52,347.56,345.70,353.88,359.46,366.23,340.00,L7
2011-01-16 21:56:21+00:00,340.80,350.98,374.54,370.38,368.39,367.89,370.95,359.73,359.18,364.66,357.47,363.05,367.58,368.48,371.13,L5
2011-01-24 21:59:47+00:00,351.49,368.39,388.68,388.23,383.39,373.19,376.04,372.51,374.16,372.12,371.48,370.23,,,377.80,L7
2011-02-09 21:59:51+00:00,,,,,366.43,362.67,365.01,361.49,357.27,355.21,352.91,352.62,361.19,361.20,393.57,L7
2011-02-17 21:56:00+00:00,382.48,383.89,415.60,404.33,408.31,394.43,410.38,,389.78,385.15,382.69,371.35,391.72,397.48,362.86,L5
2011-02-25 21:59:56+00:00,335.04,350.74,372.77,375.57,370.93,366.42,380.38,357.35,359.31,353.54,357.79,351.97,363.33,,,L7
2011-03-21 21:56:15+00:00,325.26,334.11,362.71,361.29,359.25,349.30,366.54,372.53,359.84,346.36,353.48,,,,,L5
2011-03-29 21:59:38+00:00,,344.41,369.47,370.27,366.67,367.95,366.50,362.06,358.49,357.95,357.88,361.97,368.55,363.32,,L7
2011-08-20 21:59:49+00:00,349.51,369.53,382.57,378.84,372.55,367.61,387.32,383.49,373.95,355.93,356.28,364.21,376.32,371.67,,L7
2011-09-21 21:59:41+00:00,,,372.86,369.90,364.02,358.51,388.06,379.20,372.93,348.81,348.95,356.78,369.94,361.65,,L7
2012-01-27 22:00:26+00:00,326.53,334.93,359.32,357.87,356.05,350.55,357.19,,,,339.26,348.38,361.75,359.41,348.28,L7
2012-02-12 22:00:09+00:00,341.01,347.99,369.61,369.37,364.76,,,,362.76,357.90,355.17,356.70,369.59,366.00,365.70,L7
2012-03-15 22:00:33+00:00,,,,379.06,370.62,367.23,396.96,387.73,378.32,346.05,348.16,352.44,364.01,354.33,363.76,L7
2012-04-16 22:00:29+00:00,370.23,358.02,374.16,,,,373.25,366.70,363.30,358.87,359.52,362.71,372.89,368.33,375.73,L7
2012-05-02 22:00:31+00:00,369.65,364.36,375.61,371.00,368.51,366.41,372.44,365.91,,,356.85,361.89,371.95,368.45,369.71,L7
2012-06-03 22:00:47+00:00,,,,368.48,370.06,360.06,380.84,381.18,362.20,359.20,353.61,361.85,367.28,370.22,320.98,L7
2012-06-19 22:00:29+00:00,338.93,365.54,367.33,,360.20,345.23,374.46,368.79,,,,,357.45,363.05,334.35,L7
2012-07-05 22:01:04+00:00,347.95,355.42,,,,354.41,372.41,374.03,361.31,355.76,349.19,364.86,363.78,367.99,337.53,L7
2012-08-06 22:01:28+00:00,,,,,359.89,350.75,358.13,355.39,348.51,342.20,337.84,348.69,349.54,348.99,349.37,L7
2012-08-22 22:01:38+00:00,353.71,368.27,381.14,373.43,368.09,360.94,364.88,362.20,356.90,351.94,352.86,,,,387.56,L7
2012-10-25 22:01:51+00:00,327.85,342.68,361.55,356.75,,,,351.77,347.81,340.31,341.14,348.36,,,360.90,L7
2012-12-12 22:02:29+00:00,334.65,351.71,375.84,366.19,366.56,348.79,371.17,369.16,352.56,345.54,341.82,344.59,353.80,,,L7
2013-04-27 22:07:47+00:00,334.71,340.75,365.71,355.65,357.64,345.13,374.72,371.97,359.08,353.64,350.28,358.80,360.36,360.60,337.75,L8
2013-05-13 22:07:59+00:00,350.22,352.80,373.40,367.21,366.88,359.79,366.74,364.36,356.68,351.22,354.84,359.55,368.43,369.58,342.10,L8
2013-06-06 22:01:43+00:00,353.09,360.71,376.44,375.49,369.12,358.56,368.01,369.96,355.98,349.74,351.71,349.82,,,354.73,L7
2013-07-08 22:01:27+00:00,350.28,355.12,,,,352.24,369.16,369.53,355.82,346.18,334.00,343.14,355.24,364.45,336.36,L7
2013-07-24 22:01:20+00:00,349.43,353.08,383.36,367.22,363.25,354.60,376.17,374.95,362.30,351.47,333.68,,,,,L7
2013-09-02 22:08:04+00:00,358.34,365.82,378.37,370.71,367.51,361.81,371.97,365.67,361.22,356.69,359.73,362.67,365.10,361.81,,L8
2013-11-05 22:08:10+00:00,331.78,345.37,370.73,365.56,362.93,347.33,368.30,360.98,350.17,349.75,345.29,351.95,364.25,365.70,346.28,L8
2013-11-21 22:08:01+00:00,346.48,359.33,379.85,375.79,369.87,370.21,365.20,366.43,359.67,351.38,352.29,358.62,376.82,382.05,,L8
2013-12-15 22:02:45+00:00,345.54,355.16,376.41,368.61,365.40,355.14,365.93,359.08,,,,356.78,361.29,365.48,351.51,L7
2013-12-31 22:02:28+00:00,,337.72,366.32,359.12,356.33,340.66,360.03,361.13,352.13,338.18,333.51,344.05,347.80,358.10,,L7
2014-01-16 22:03:02+00:00,328.70,342.89,370.48,359.24,355.04,342.58,359.30,354.13,344.13,334.22,328.10,,,355.21,338.55,L7
2014-01-24 22:07:33+00:00,338.57,351.16,371.06,370.90,362.84,358.80,382.60,367.60,372.32,350.31,351.13,352.23,367.84,360.97,399.65,L8
2014-02-01 22:03:18+00:00,342.60,354.46,378.98,,,,371.11,368.38,354.25,343.75,340.37,345.82,352.03,364.62,378.64,L7
2014-02-09 22:06:57+00:00,337.91,350.26,373.16,370.64,365.29,360.36,367.60,364.01,366.09,360.68,358.98,363.15,372.99,369.48,368.31,L8
2014-02-17 22:03:08+00:00,,,,,374.09,363.43,380.95,377.06,365.22,361.06,,,,372.87,354.77,L7
2014-02-25 22:07:08+00:00,333.44,342.53,368.09,368.57,363.48,357.41,363.63,359.60,355.75,350.52,349.46,356.54,360.07,361.47,393.69,L8
2014-03-05 22:03:13+00:00,334.46,347.98,367.57,369.11,361.53,362.01,366.52,,,,356.21,359.22,369.11,368.60,394.36,L7
2014-03-21 22:02:56+00:00,338.49,346.84,370.31,367.16,364.22,,,,355.61,351.95,354.71,360.45,368.23,366.39,393.00,L7
2014-04-06 22:03:00+00:00,,,,,360.73,359.70,365.19,359.29,362.53,355.31,355.51,363.86,371.11,362.65,373.16,L7
2014-04-30 22:06:10+00:00,347.98,352.45,377.93,371.80,369.44,356.65,377.36,373.63,363.16,361.18,359.09,363.16,364.65,372.78,351.65,L8
2014-05-08 22:03:40+00:00,342.87,343.75,359.90,357.22,356.47,356.55,357.30,,,,347.43,349.34,353.01,347.01,348.40,L7
2014-06-01 22:05:38+00:00,345.36,353.84,374.08,369.20,368.11,361.19,371.99,369.59,360.87,357.19,358.72,365.62,371.79,370.05,356.58,L8
2014-06-17 22:06:08+00:00,,,,362.43,359.71,354.97,361.06,366.52,366.64,358.63,355.80,362.82,366.26,357.93,354.66,L8
2014-07-03 22:06:14+00:00,350.07,347.56,364.66,367.05,362.28,360.99,362.39,358.24,355.18,350.94,348.16,354.76,359.36,352.96,336.56,L8
2014-07-27 22:03:38+00:00,351.70,360.58,388.99,374.53,378.53,363.84,381.59,383.42,,,,362.36,370.21,376.20,351.72,L7
2014-08-12 22:04:05+00:00,,,,,,,382.84,375.63,358.70,345.76,344.26,357.59,364.59,374.05,352.10,L7
2014-08-20 22:06:06+00:00,342.32,346.96,363.34,358.34,352.38,348.21,352.71,347.02,343.64,339.63,344.13,347.94,358.45,356.83,393.02,L8
