dates,nzd0246-0000,nzd0246-0001,nzd0246-0002,nzd0246-0003,nzd0246-0004,nzd0246-0005,nzd0246-0006,nzd0246-0007,nzd0246-0008,nzd0246-0009,nzd0246-0010,nzd0246-0011,nzd0246-0012,nzd0246-0013,nzd0246-0014,satname
1999-07-18 21:58:49+00:00,308.82,338.06,342.25,,,,,,,,,,,,,L7
1999-10-06 21:59:28+00:00,327.60,343.25,354.30,361.70,352.57,342.30,351.52,346.50,341.21,326.73,333.94,348.29,350.63,356.47,347.84,L7
1999-12-25 21:58:52+00:00,336.56,349.35,363.16,366.14,362.30,351.69,361.04,356.44,349.79,339.50,344.98,355.00,360.20,364.89,355.66,L7
2000-02-27 21:58:40+00:00,352.35,358.69,375.13,369.55,365.84,359.30,367.98,360.44,356.07,347.04,351.29,361.55,368.05,371.06,365.47,L7
2000-03-14 21:58:35+00:00,354.00,360.79,377.47,373.28,368.27,362.45,370.95,362.71,359.03,349.24,354.03,363.82,369.51,370.03,367.58,L7
2000-03-30 21:58:33+00:00,356.07,361.55,376.66,373.05,368.37,363.84,371.83,364.15,359.88,350.87,355.66,364.98,370.61,370.74,369.41,L7
2000-04-15 21:58:43+00:00,358.50,364.82,379.24,375.88,372.32,369.23,376.91,368.56,364.54,356.91,361.09,369.15,372.82,374.31,374.80,L7
2000-05-17 21:58:07+00:00,356.06,362.11,377.92,372.84,370.59,366.55,375.03,368.68,363.73,355.07,359.46,367.52,370.58,372.73,370.41,L7
2000-07-04 21:57:38+00:00,356.17,361.55,377.68,373.40,368.70,365.57,375.11,369.48,364.02,355.71,360.14,367.39,370.00,372.72,369.30,L7
2000-08-05 21:57:32+00:00,356.19,361.92,377.31,371.71,367.38,363.41,371.51,366.84,361.85,354.41,359.27,365.29,368.87,369.20,366.67,L7
2000-11-09 21:56:21+00:00,352.08,360.33,378.92,368.53,366.79,359.70,367.88,365.36,358.56,351.63,356.57,359.52,365.67,366.07,357.16,L7
