dates,satname,nzd0246-0000,nzd0246-0001,nzd0246-0002,nzd0246-0003,nzd0246-0004,nzd0246-0005,nzd0246-0006,nzd0246-0007,nzd0246-0008,nzd0246-0009,nzd0246-0010,nzd0246-0011,nzd0246-0012,nzd0246-0013,nzd0246-0014
1999-07-18 21:58:49+00:00,L7,314.72,343.70,351.11,,651.39,662.99,,,,,,,,,
1999-10-06 21:59:28+00:00,L7,341.04,343.34,358.35,356.10,344.57,336.41,340.32,335.30,333.21,319.73,327.35,342.07,344.41,346.29,345.04
1999-12-25 21:58:52+00:00,L7,347.83,355.21,370.89,363.59,362.03,353.70,356.56,352.39,348.38,343.51,347.78,353.92,361.99,360.59,359.98
2000-02-27 21:58:40+00:00,L7,362.17,371.81,387.15,382.66,381.91,381.15,394.47,381.03,377.61,370.00,371.32,381.67,390.74,394.84,388.24
2000-03-14 21:58:35+00:00,L7,365.63,373.44,394.49,391.49,385.57,379.27,393.84,383.53,377.93,364.58,370.51,378.42,381.67,379.66,377.41
2000-03-30 21:58:33+00:00,L7,365.59,365.75,375.28,373.39,370.64,370.80,377.97,372.51,365.12,359.04,363.69,371.02,376.44,375.96,377.37
2000-04-15 21:58:43+00:00,L7,,,657.93,,581.21,604.82,457.53,507.17,,,,,354.24,,
2000-05-17 21:58:07+00:00,L7,333.73,339.24,353.79,347.45,344.80,341.96,341.10,342.74,341.62,331.21,337.41,346.32,344.71,342.40,346.27
2000-07-04 21:57:38+00:00,L7,348.86,352.88,370.42,,353.28,349.33,357.95,357.41,350.54,347.35,351.79,353.84,359.08,361.44,354.68
2000-08-05 21:57:32+00:00,L7,363.05,370.23,385.58,372.04,370.94,360.05,367.73,367.79,361.13,356.77,363.27,362.70,369.98,364.52,357.02
2000-11-09 21:56:21+00:00,L7,343.63,360.78,377.31,372.61,369.57,366.40,364.75,353.51,352.39,346.20,350.28,352.99,366.68,359.56,360.68
2001-03-01 21:56:21+00:00,L7,342.45,353.58,380.39,375.89,373.69,372.39,385.07,375.29,370.78,365.02,366.03,373.15,386.55,381.20,382.05
2001-03-17 21:56:40+00:00,L7,360.05,372.12,389.46,383.71,382.40,375.89,400.17,388.52,381.99,364.76,368.40,375.18,386.61,380.80,376.76
2001-04-18 21:56:09+00:00,L7,367.61,,522.50,,649.78,627.21,514.59,510.30,,,344.49,354.30,356.99,350.16,344.48
2001-05-20 21:56:16+00:00,L7,336.99,339.24,344.37,344.41,343.01,336.19,346.12,350.86,342.84,335.60,336.39,340.00,343.84,342.12,334.31
2001-06-05 21:56:04+00:00,L7,344.78,356.37,364.40,360.35,348.33,348.50,350.55,350.67,340.54,337.48,337.82,342.04,348.95,345.78,330.14
2001-09-09 21:54:36+00:00,L7,387.45,396.41,395.27,394.70,390.22,383.17,420.69,404.36,389.88,372.94,374.42,377.75,385.39,377.00,379.21
2001-09-25 21:54:52+00:00,L7,366.20,373.62,393.31,393.82,383.30,381.94,413.21,393.92,389.50,366.81,369.78,372.19,382.37,379.36,405.54
2001-10-11 21:54:33+00:00,L7,,,,,,,,,,360.22,362.04,365.48,372.95,370.97,373.93
2002-02-16 21:55:18+00:00,L7,350.56,367.57,383.13,379.86,377.56,374.38,373.49,370.30,367.49,365.94,372.32,375.62,379.52,370.51,369.48
2002-06-24 21:54:28+00:00,L7,340.52,348.60,371.95,361.97,355.01,350.35,350.77,352.09,347.85,337.87,334.06,345.54,349.46,348.25,329.92
2002-07-10 21:54:25+00:00,L7,333.98,347.84,357.59,358.91,346.24,341.36,347.15,346.37,337.73,327.46,328.08,339.99,344.30,332.07,341.14
2002-08-27 21:54:00+00:00,L7,340.47,351.55,374.32,371.03,363.29,357.37,362.53,358.09,351.38,347.71,350.33,352.20,360.10,356.04,353.51
2002-10-14 21:54:07+00:00,L7,348.11,367.47,388.22,382.51,381.46,376.72,400.58,388.45,383.00,366.27,370.37,382.58,386.97,382.82,417.01
2002-12-01 21:54:16+00:00,L7,333.99,347.10,370.73,363.56,359.48,355.26,357.96,354.82,349.38,345.27,350.19,352.67,367.20,362.94,356.76
2003-01-18 21:54:54+00:00,L7,317.93,337.16,355.68,355.80,350.76,345.83,346.49,343.57,340.72,334.51,326.71,335.80,343.56,338.53,349.26
2003-02-19 21:55:06+00:00,L7,315.65,330.05,352.93,348.51,345.84,339.66,342.26,339.70,338.46,331.76,332.02,345.57,348.96,345.74,339.32
2003-04-24 21:54:46+00:00,L7,355.46,361.82,372.89,369.58,371.99,367.87,379.65,377.67,370.30,364.35,363.50,371.17,378.83,377.46,393.41
2003-07-21 21:42:33+00:00,L5,371.44,378.90,387.82,379.69,368.84,367.08,375.88,382.44,381.87,363.45,366.02,370.78,376.82,372.20,362.91
2003-07-29 21:54:29+00:00,L7,338.53,345.32,370.31,361.36,354.97,353.94,356.31,352.95,348.76,345.23,340.98,350.29,352.68,223.17,
2003-08-06 21:43:15+00:00,L5,343.43,340.03,370.73,365.29,354.68,343.25,353.08,373.39,387.56,386.99,358.45,359.98,365.70,368.12,364.67
2003-08-30 21:54:22+00:00,L7,,,,350.71,346.56,345.61,349.22,344.66,340.05,334.50,336.85,340.78,342.09,336.24,329.33
2003-10-25 21:44:04+00:00,L5,335.62,350.22,364.83,353.56,349.62,342.01,343.68,342.99,338.03,336.85,335.22,349.02,356.04,347.45,349.47
2003-11-18 21:55:03+00:00,L7,,,,,374.49,368.19,395.19,386.14,381.01,354.28,359.97,369.04,379.29,367.91,395.79
2003-12-04 21:54:43+00:00,L7,331.16,349.26,368.95,358.88,,,372.48,362.62,353.12,342.44,345.42,353.85,362.22,358.97,392.84
2004-02-14 21:45:21+00:00,L5,334.18,348.33,371.52,368.23,363.83,360.51,375.05,365.25,354.15,344.45,337.05,344.92,361.02,351.23,349.92
2004-03-01 21:45:26+00:00,L5,334.07,348.19,374.83,369.42,360.76,346.35,354.56,345.64,343.00,339.25,337.82,341.53,362.54,357.17,353.95
2004-03-09 21:55:15+00:00,L7,338.57,349.29,367.03,365.05,358.92,354.89,359.16,352.22,347.09,343.83,342.88,350.04,350.52,,
2004-03-25 21:55:42+00:00,L7,334.41,347.56,366.62,363.54,364.33,360.66,366.18,362.18,353.89,347.88,,,,368.02,361.94
2004-04-02 21:45:42+00:00,L5,,,,,,338.67,347.96,347.10,346.85,365.97,330.54,336.55,343.67,335.49,315.79
2004-04-18 21:46:13+00:00,L5,334.83,345.75,365.43,363.79,360.62,354.95,358.19,361.45,346.57,343.81,348.33,356.32,366.07,363.78,357.17
2004-05-20 21:47:08+00:00,L5,347.31,351.80,363.35,357.03,354.38,345.91,356.24,354.64,351.32,349.26,348.58,358.59,359.18,357.53,346.03
2004-06-05 21:47:12+00:00,L5,332.11,335.80,357.33,352.97,352.09,343.00,350.19,344.24,340.83,332.83,325.83,336.25,341.43,335.68,300.73
2004-07-07 21:48:33+00:00,L5,349.78,358.33,375.20,367.47,363.32,360.38,361.79,371.99,366.56,341.29,341.50,345.70,362.35,360.82,325.16
2004-07-23 21:48:33+00:00,L5,348.10,358.43,376.09,373.14,373.87,363.07,398.09,378.83,359.05,353.29,356.54,359.78,371.84,362.51,349.11
2004-07-31 21:54:51+00:00,L7,336.94,344.52,366.98,358.91,354.27,348.54,354.34,356.07,,,,349.94,353.67,349.80,347.01
2004-08-24 21:49:18+00:00,L5,346.82,356.11,373.10,374.60,374.47,365.33,394.53,385.29,372.21,354.10,361.22,358.00,373.16,365.69,359.71
2004-09-09 21:50:07+00:00,L5,,,,,362.59,356.99,374.55,370.17,364.27,354.88,355.99,360.56,367.32,359.11,356.18
2004-09-25 21:50:07+00:00,L5,334.64,346.65,365.46,361.77,352.14,343.05,351.30,348.47,342.49,338.20,337.06,338.68,346.12,342.47,331.99
2004-12-06 21:55:35+00:00,L7,,332.46,351.24,343.51,351.17,344.56,,,,,,,,,
2005-01-23 21:55:49+00:00,L7,,,,350.99,344.42,341.36,348.44,346.75,346.12,331.16,330.61,342.28,349.49,341.73,350.93
2005-01-31 21:52:21+00:00,L5,338.04,349.26,372.69,366.26,364.07,361.96,378.06,379.07,375.64,358.94,359.75,359.65,375.67,373.46,378.01
2005-02-08 21:55:35+00:00,L7,312.76,329.58,350.67,348.40,339.90,,,,334.06,328.40,322.02,330.73,339.98,332.63,326.42
2005-03-28 21:56:06+00:00,L7,336.81,344.34,359.96,359.63,347.60,344.87,351.11,352.72,348.01,,,,354.63,352.80,345.01
2005-04-05 21:53:07+00:00,L5,332.75,340.31,355.55,349.96,343.75,337.56,347.29,343.00,343.00,335.44,336.83,348.09,352.53,345.76,341.11
2005-04-13 21:55:36+00:00,L7,334.70,341.83,364.32,358.96,355.62,353.68,360.87,365.96,,,,350.11,358.27,355.09,370.56
2005-04-21 21:53:34+00:00,L5,335.95,344.81,364.72,358.38,352.63,344.95,350.83,345.13,339.56,334.16,329.31,335.78,343.38,338.15,333.21
2005-08-03 21:55:49+00:00,L7,335.45,340.97,359.43,355.85,350.24,346.67,279.51,126.72,,336.01,328.20,339.24,349.07,345.16,328.34
2005-08-19 21:55:44+00:00,L7,332.89,344.05,360.65,359.62,353.25,351.11,353.56,354.52,345.01,337.06,333.54,,,341.92,369.44
2005-08-27 21:54:08+00:00,L5,339.94,352.38,415.09,381.96,386.27,364.48,415.43,380.42,366.53,351.46,350.68,369.39,370.91,364.14,334.69
2005-09-20 21:55:30+00:00,L7,,,344.93,341.62,337.09,327.34,339.16,340.99,341.67,324.58,328.62,338.62,343.92,341.64,332.74
2006-01-10 21:55:52+00:00,L7,330.22,342.91,360.27,358.63,356.21,348.84,358.46,356.21,350.23,337.17,340.22,,,,394.69
2006-01-26 21:56:24+00:00,L7,,,,,345.40,336.23,348.46,343.92,341.25,332.11,326.98,333.66,349.72,344.08,340.26
2006-02-03 21:56:42+00:00,L5,341.66,351.25,377.01,368.24,366.38,362.89,396.87,378.53,377.88,356.43,359.84,371.57,380.30,370.39,405.85
2006-02-27 21:56:31+00:00,L7,324.94,338.12,441.15,,346.33,340.67,344.23,347.13,341.59,,,,353.29,350.03,343.92
2006-03-15 21:56:08+00:00,L7,,,,,343.45,339.55,342.06,342.19,337.64,322.46,317.15,328.33,339.80,340.35,332.82
2006-03-31 21:56:06+00:00,L7,,,358.02,356.79,349.58,347.33,353.04,356.18,348.30,343.09,343.05,348.75,354.04,349.54,342.09
2006-05-18 21:56:30+00:00,L7,346.88,358.41,375.69,374.26,373.62,369.41,399.10,385.95,380.55,,,,376.90,370.59,361.51
2006-05-26 21:58:18+00:00,L5,,,546.81,,466.57,,510.56,421.69,,,,,,,
2006-06-19 21:56:24+00:00,L7,348.66,357.54,382.01,375.75,384.60,287.53,131.94,,388.67,374.58,364.46,367.11,394.81,382.80,357.49
2006-06-27 21:58:48+00:00,L5,346.08,349.00,361.21,361.44,355.74,353.73,359.39,359.71,356.36,341.46,335.55,342.75,354.17,344.95,336.20
2006-07-13 21:59:02+00:00,L5,333.24,336.04,357.72,349.93,343.74,332.66,343.50,347.96,343.21,329.67,333.14,340.17,343.52,337.09,316.86
2006-07-21 21:55:45+00:00,L7,336.44,346.87,264.14,,,352.91,358.56,359.16,352.71,342.07,339.04,345.95,357.61,351.20,329.77
2006-08-22 21:55:41+00:00,L7,328.09,332.83,351.70,,,,348.35,346.73,339.09,326.07,326.53,331.45,341.52,334.66,329.19
2007-02-14 21:56:27+00:00,L7,328.62,337.66,353.49,352.14,350.86,349.32,354.23,348.35,348.48,340.49,335.51,337.58,355.36,,
2007-04-19 21:56:31+00:00,L7,,,362.01,360.85,361.61,359.93,359.64,360.19,350.43,344.01,342.11,350.22,356.13,356.74,347.25
2007-05-21 21:56:21+00:00,L7,338.93,347.46,373.36,364.34,365.57,356.69,366.08,362.61,357.30,347.45,344.53,349.81,,,
2007-07-24 21:56:11+00:00,L7,343.56,362.39,372.68,365.34,250.20,134.75,389.42,379.65,375.28,358.30,355.23,360.90,371.75,365.78,370.98
2007-09-26 21:55:47+00:00,L7,326.23,339.56,358.98,357.47,349.73,347.35,345.72,346.93,341.97,336.94,338.96,348.97,357.31,,
2007-12-31 21:56:23+00:00,L7,345.11,361.73,,,,374.23,414.01,404.21,397.28,364.31,362.11,380.13,386.94,378.24,387.78
2008-03-03 22:02:28+00:00,L5,393.37,364.52,343.69,290.64,303.27,,,,,,,,,,
2008-03-20 21:56:34+00:00,L7,,314.63,332.10,330.67,322.64,322.65,322.09,321.32,317.95,316.62,,,321.85,316.16,303.76
2008-04-05 21:56:34+00:00,L7,321.58,330.47,346.62,344.18,341.25,337.08,343.24,344.16,335.79,323.51,,,329.09,328.06,313.02
2008-05-07 21:56:28+00:00,L7,333.99,337.62,354.21,355.91,350.53,348.91,353.19,362.73,,,,346.03,349.23,343.63,330.71
2008-06-24 21:55:40+00:00,L7,,353.20,363.12,367.83,363.30,360.03,367.92,362.74,359.90,351.02,358.31,361.21,,366.81,144.85
2008-08-27 21:55:06+00:00,L7,341.84,361.47,373.10,367.85,363.32,357.45,365.25,359.88,355.59,350.05,339.51,347.63,,,
2008-12-25 21:50:58+00:00,L5,335.02,348.89,356.24,337.38,342.75,345.52,351.52,350.73,347.09,340.88,334.51,332.91,340.51,341.62,340.93
2009-02-03 21:55:49+00:00,L7,333.27,353.43,368.70,370.76,367.23,362.81,390.95,374.74,369.06,,,,371.95,370.97,403.80
2009-03-23 21:56:15+00:00,L7,341.02,348.78,370.82,369.23,363.06,358.97,361.38,359.59,351.38,344.68,350.80,352.76,359.66,,
2009-07-13 21:56:45+00:00,L7,,,412.53,417.96,422.29,378.51,404.21,394.65,372.71,346.60,345.94,381.19,361.51,341.62,332.04
2009-11-26 21:56:52+00:00,L5,350.27,368.02,387.47,382.02,375.87,364.07,367.02,348.35,343.15,349.84,382.70,369.31,392.52,395.12,378.10
2009-12-20 21:57:31+00:00,L7,335.20,348.13,369.28,360.63,359.82,359.96,363.90,,,,323.18,,,,
2010-01-13 21:57:13+00:00,L5,337.99,347.28,362.11,357.42,346.79,343.27,344.97,336.08,336.03,333.24,333.97,342.54,353.68,347.98,350.36
2010-01-29 21:57:17+00:00,L5,323.88,331.61,350.52,349.40,338.68,329.44,333.44,330.40,326.00,321.38,324.24,331.78,338.19,333.79,325.96
2010-03-26 21:58:37+00:00,L7,346.41,347.35,388.41,364.74,,,,,,,,,,,
2010-05-13 21:58:09+00:00,L7,,,357.91,352.31,347.85,340.68,347.46,346.94,338.45,334.46,339.99,342.21,343.45,338.36,329.43
2010-05-29 21:58:33+00:00,L7,,,,,360.13,352.16,356.23,351.50,348.26,348.34,359.12,359.10,363.53,358.22,352.06
2010-06-30 21:58:37+00:00,L7,348.32,355.75,381.18,367.92,362.73,359.47,360.84,219.13,,346.42,342.84,349.58,356.05,354.98,334.61
2010-10-04 21:58:17+00:00,L7,347.41,363.25,378.92,373.42,366.94,366.13,365.60,361.76,358.31,350.04,356.96,,,,372.32
2010-10-28 21:56:14+00:00,L5,350.85,364.35,385.16,381.24,377.55,366.99,373.77,369.21,363.63,356.00,357.47,368.20,374.77,375.27,373.95
2010-11-05 21:58:37+00:00,L7,313.26,325.23,348.56,344.13,340.01,332.48,335.01,,,,325.18,327.16,336.36,331.74,325.89
