,dates,usa_CA_0225-0000,usa_CA_0225-0001,usa_CA_0225-0002,usa_CA_0225-0003,usa_CA_0225-0004,usa_CA_0225-0005,usa_CA_0225-0006,usa_CA_0225-0007,usa_CA_0225-0008,usa_CA_0225-0009,usa_CA_0225-0010,usa_CA_0225-0011,usa_CA_0225-0012,usa_CA_0225-0013,usa_CA_0225-0014,usa_CA_0225-0015,usa_CA_0225-0016,usa_CA_0225-0017,usa_CA_0225-0018,usa_CA_0225-0019,usa_CA_0225-0020,usa_CA_0225-0021,usa_CA_0225-0022,usa_CA_0225-0023,usa_CA_0225-0024,usa_CA_0225-0025,usa_CA_0225-0026,usa_CA_0225-0027,usa_CA_0225-0028,usa_CA_0225-0029,usa_CA_0225-0030,usa_CA_0225-0031,usa_CA_0225-0032,usa_CA_0225-0033,usa_CA_0225-0034,usa_CA_0225-0035,usa_CA_0225-0036,usa_CA_0225-0037,usa_CA_0225-0038,usa_CA_0225-0039,usa_CA_0225-0040,usa_CA_0225-0041,usa_CA_0225-0042,usa_CA_0225-0043,usa_CA_0225-0044,usa_CA_0225-0045,usa_CA_0225-0046,usa_CA_0225-0047,usa_CA_0225-0048,usa_CA_0225-0049,usa_CA_0225-0050,usa_CA_0225-0051
0,1984-05-02 18:13:15+00:00,349.94008946943137,,,,196.0431069170944,164.9256914635479,179.59246018997882,187.21937020870394,173.8569585323204,174.07550387468496,181.981975008328,176.3481409047695,177.76297218727876,181.01278669360062,181.6244157852606,179.75203472371908,169.97880495467544,180.30182341336163,180.75069017101248,181.26059113821685,181.2313578975467,176.66260166768885,177.6116201917568,182.86898864943967,186.87289345066807,197.83686667148808,198.96827839561212,195.6737194406032,,,,,,,,,,,,,,,,,,,,,,,,
1,1984-05-18 18:13:47+00:00,,,348.22681948114104,281.4709458242673,219.97966209659745,175.22622762366345,186.92920298636776,207.6191054019714,189.20317333778445,187.68328955047718,196.6852987788602,186.64332510746493,199.90004637082774,204.0586659400174,198.69349517741927,195.74444367188227,192.48380348037705,194.10950712470787,190.05198195976266,186.47136200384304,184.58090166844667,179.34713352166372,184.50920208831283,185.6018847728042,206.40139895438432,211.3048349196956,201.50091314155742,193.85069645126438,187.51288428248398,193.92937434649573,203.45155866983364,212.47569997984553,208.8722840944832,201.46598169597263,204.7660851738439,205.26275909230455,205.67101182533418,198.10697004683288,193.99055104966385,196.58423977892002,200.35552595261473,197.38202438811433,204.12571311183353,213.7032452462871,217.9748325724113,216.5881108031028,227.00247947360626,226.8657243619306,225.64624063915792,237.3325408667453,236.0174227197531,220.08207337222498
2,1984-06-03 18:14:10+00:00,364.5151346598887,,340.9028354731575,295.3485225773445,214.26779497302743,160.9945409586717,176.22528224553665,178.59209256815143,179.672907414753,180.0517367266204,187.313745283715,188.21897136031282,222.90977705199955,206.41945267974904,193.72482146114,199.9150021358846,208.72989871812607,199.8795541185472,206.22019327152762,200.37598901255004,192.32866349281448,190.6427212229466,189.57775328745842,188.38839414265993,208.7971853697917,207.05851471722065,200.74027464088041,189.89563335591123,195.2270226058231,200.72950565640423,198.2514204086072,205.85714533447694,209.90876134302846,203.9964233114589,204.4051950946258,200.06289391770582,202.13395253977563,195.3105189530593,188.8124459796039,182.82600590419287,187.9572243739336,195.3837539736968,202.10237770195607,210.7844864081616,213.4156897129645,211.7922491992096,210.80662101661878,219.58475048045375,230.51011823662637,233.08027442258393,233.02249888797925,217.98591785144674
3,1984-06-10 18:20:29+00:00,348.27775731732424,348.4566746696273,311.21711992062677,262.74328045162895,204.7541385688472,167.89875737825906,183.22296007244245,195.8042337546827,190.91103217268642,189.92760272692033,193.16598030258137,182.6702489846665,184.06779386012585,187.30003082031635,190.15050456795797,182.32711891598962,178.19797229114008,178.41271646820988,180.72482639190162,181.24365537939147,180.32984075052653,172.85055879206524,176.38883888978697,183.84518114153178,199.25737998832847,212.11627702945955,204.15203591403244,197.95117634205386,194.75060801295533,202.13137995944805,207.60236317056888,217.98814397530487,205.3909249527382,197.7316576953105,199.57722917173945,198.17111159340695,197.5486590620514,198.15140306548955,191.83524965879195,191.28763938559445,192.79993322037896,201.9086580050419,211.6217906097595,224.03524168765722,217.21240896260522,218.70339564485937,219.40833415699885,221.99397747148345,225.8011691269841,232.28018843037236,227.48876080239918,209.46553033838737
4,1984-09-07 18:16:09+00:00,340.2411999282997,330.03287942697744,324.1337553330233,275.08605221101936,217.26915065279758,175.13937242568085,190.0704242980398,212.27175076839654,209.01231704721346,201.9849350821572,200.24500000639736,191.45641354714886,193.3986418818667,188.78010840670436,206.5791045453102,217.80120448345357,223.76122353183482,224.26627622933157,225.8716604573639,219.0350739642466,217.726459857408,213.1605019615179,217.94326089132338,223.50642633483523,233.35975992229996,232.44094938506393,221.51707105752416,218.60328349708607,205.44890856176485,205.24360745109533,213.00784137392438,219.43137023615796,215.8391163314746,209.79592113302434,210.49684488412083,209.72007986389966,205.9698985768815,201.76568393308784,200.5384939065745,208.0351594606736,213.80186978722713,222.31019262860295,234.7212265291632,237.1390551996295,241.1397663900784,236.17756013268828,241.6142795592899,240.7186932362392,238.73497313807454,248.2352933985046,240.3692328959971,217.8105237589971
5,1984-09-23 18:16:11+00:00,331.99601123201717,331.17840071179836,330.38977063403496,281.2518453642999,214.1635814149721,159.40218432760037,186.82501230935918,210.70905991812742,210.12340607433848,196.76487677346853,202.1289671016578,191.98674853780196,192.99796693413052,192.1115048464667,195.900566756822,214.77903641432957,215.76524429642387,220.7038314145068,217.46740069266258,216.76815462276682,212.07434614570514,203.96600647016982,185.92996989601644,206.64982206272066,225.8402007894123,210.27373828061525,220.55448262010844,219.29172395908466,200.98944367906086,204.7960421885436,207.91221948335348,214.24112605704988,214.1555888166689,206.89314353170283,213.41295970402135,218.08162242696056,211.74387592383243,204.5372315587435,199.91552169812584,203.7478970773174,215.37304036254906,212.99514048164917,225.39626206107732,233.0595125279244,232.93260842673592,234.0269430698849,234.15768359648047,238.2230164542854,234.5842648989128,241.89340232060718,236.1280892437314,218.83335198019995
6,1984-10-25 18:16:05+00:00,341.1495948316515,340.2190723651541,334.1456336250492,290.7234355787151,233.0591272830333,177.7153240687689,204.69583322538912,223.35405500209802,220.32924408180713,215.50888010086805,209.80816475796416,202.5908169014634,200.36448095511997,202.05719298111256,192.31153241273677,207.8659008354337,211.4336958746478,220.93483367963066,211.75459641229386,210.88926581225303,209.2948812582423,203.49767022304383,203.10141568917126,220.51457223163618,229.0834780547207,221.62041446315106,224.08309574548178,219.50619431730863,207.00241626985718,208.1920308266085,215.44534660594886,223.72058844762572,223.17202479323535,214.82669529918832,216.11671033381907,214.87759945907013,209.28002928314802,207.9335556462212,204.62011133681509,211.11297686847297,212.94943052510934,220.75598674656416,234.37117136881395,239.01743219408672,242.9744331081947,240.5304696110779,247.23205614283518,245.59249953822845,244.5392427289137,250.6197009144012,240.20160740931186,219.3717715866049
7,1984-12-12 18:16:08+00:00,311.86030112098155,308.530021538257,290.73845068470956,251.8114159799167,196.58500560425296,156.33363310525462,184.00259962460592,188.32573227261034,184.97452755444885,184.048441459245,191.9752262507008,189.7601368547226,177.46323960377174,180.81263203219285,174.52140669537403,165.2240938028741,159.84128879036993,169.671998204726,170.75082966478803,172.87625343214268,180.26386629661374,177.1898249931884,185.19597942279844,174.4337542987111,179.0250153249117,186.57462813703302,170.65713393404087,166.3723910866788,167.95331527745998,182.3544167391335,189.69030211280614,202.6134417246377,199.20043453042794,194.0525992980069,197.15306197407946,206.7071501655877,207.8522413554235,197.33970451463188,184.80912266791822,181.77218189920347,182.40112639005764,185.82225806865569,194.10337572710375,207.1472814614555,212.7926554690332,213.19375430030408,219.7324126322793,221.75405527839538,224.90192012448722,227.04224748317898,231.0223301296764,211.7781235895217
8,1984-12-19 18:21:59+00:00,314.34389433449496,307.84024713336555,294.1224332727491,260.0775253226722,199.394172438863,165.63681595240266,184.6646548216899,194.61440964822222,193.6339370109039,189.35652881807235,196.4089864124805,190.02844465929434,187.7601047370324,190.38358798921266,174.8508673637546,,,,,,186.85326319278292,183.05139820459365,188.0836264840151,172.77782616493002,180.80391840988855,187.65417082041702,170.1474159709942,171.04625014625012,169.0474983009695,178.09929364049032,192.03119776398867,197.7359129918372,197.45546021936272,192.93873059257962,196.51629126257163,202.46759714471503,201.5902402018198,191.65589059983535,182.4694690116696,183.14250700799207,177.88263360261894,,,,,,,,,,,
9,1985-04-19 18:16:20+00:00,327.74961265891693,336.72784558671606,334.4104402641725,285.9119545657492,227.23149314208734,174.269012552753,189.52821810092993,201.19519017502807,194.34655253072717,198.39077896876123,197.47176057924304,187.84569376185632,181.68097644011434,177.28866117200184,182.24544740312962,169.1275470976701,171.55606650052718,178.46658321942405,181.93747356346006,180.21839286917728,176.42535002391304,172.71991139514094,176.8467440245942,171.64632408768537,178.8995573646064,189.78597031878795,192.567199618241,192.74726031836664,192.55590275047484,197.18182013245917,204.0149120324173,215.88956359959033,212.783123032437,204.44221053079372,207.29463811115883,206.40341522054536,208.87989113107167,199.50464123768538,189.97577441176074,190.03609433725745,193.75305151518268,201.2721479389233,206.45718994848482,218.2270084929547,219.781934495591,219.70808047759647,228.29775162327695,234.5053180370514,229.98989021743873,228.09778887232153,224.79793908455082,204.2818002067924
