,dates,jap0074-0000,jap0074-0001,jap0074-0002,jap0074-0003,jap0074-0004,jap0074-0005,jap0074-0006,jap0074-0007,jap0074-0008,jap0074-0009,jap0074-0010,jap0074-0011,jap0074-0012,jap0074-0013,jap0074-0014,jap0074-0015,jap0074-0016,jap0074-0017,jap0074-0018,jap0074-0019,jap0074-0020,jap0074-0021,jap0074-0022,jap0074-0023,jap0074-0024,jap0074-0025,jap0074-0026,jap0074-0027,jap0074-0028,jap0074-0029,jap0074-0030,jap0074-0031,jap0074-0032,jap0074-0033,jap0074-0034,jap0074-0035,jap0074-0036,jap0074-0037,jap0074-0038,jap0074-0039,jap0074-0040,jap0074-0041,jap0074-0042,jap0074-0043,jap0074-0044,jap0074-0045,jap0074-0046,jap0074-0047,jap0074-0048,jap0074-0049,jap0074-0050,jap0074-0051,jap0074-0052,jap0074-0053,jap0074-0054,jap0074-0055,jap0074-0056,jap0074-0057,jap0074-0058,jap0074-0059,jap0074-0060,jap0074-0061,jap0074-0062,jap0074-0063,jap0074-0064,jap0074-0065,jap0074-0066,jap0074-0067,jap0074-0068,jap0074-0069,jap0074-0070,jap0074-0071,jap0074-0072,jap0074-0073,jap0074-0074,jap0074-0075,jap0074-0076,jap0074-0077,jap0074-0078,jap0074-0079,jap0074-0080,jap0074-0081,jap0074-0082,jap0074-0083,jap0074-0084,jap0074-0085,jap0074-0086,jap0074-0087,jap0074-0088,jap0074-0089,jap0074-0090,jap0074-0091,jap0074-0092,jap0074-0093,jap0074-0094,jap0074-0095,jap0074-0096
0,1984-06-06 00:36:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1984-07-31 00:43:30+00:00,,,,,,,,,,,,,,,,,139.46138940029854,160.83487191557322,156.27340947624668,145.6007508412661,,149.21308165836933,153.23935475972044,141.0042220093896,138.93356931588534,134.12113200278012,139.41677832464296,130.573481976545,113.28046670471761,125.64925214994014,122.56762745290392,129.0946041706405,129.9808443046507,136.92533233786696,135.30022611322363,134.6273758773263,129.20283314830945,122.43145213559967,108.82256889366728,111.79518053609857,115.32682228898356,113.82427905746881,115.77620596417673,113.27110899899237,113.1598556836072,109.33921140509669,112.01768893919223,115.85351649310226,113.34201645117062,116.11067142903853,107.91056497757506,126.50439047694653,141.36810481833132,165.08297590267452,162.46428734372697,133.74826498208125,137.35922609353,144.59906685375074,140.23705346255312,133.3126781677533,128.0850643541157,154.03195364026223,146.15364401139286,136.43538859227698,133.3111344184661,134.34910936533745,142.87660883485265,144.83638553305627,143.5257479679559,137.1629693704279,132.22142076799673,133.7304554449649,127.06677769744681,136.5337951367803,138.92388945120547,143.04118038558,144.993422582496,143.98981411977564,164.82190795706566,172.72468814010614,146.16237594002155,134.77246078163014,147.54704477127257,143.24113028041765,136.98791030427327,133.72498167652765,116.99014680954468,106.16770134486154,106.0705531681736,104.23042378818667,104.49455372002119,105.24841479097168,105.92822549557332,102.01327713391413,104.95279824771674,115.90552574122853,116.32496059682717
2,1984-10-12 00:38:08+00:00,119.54975445088223,106.49449338844843,95.61400940794132,105.17193579717096,117.3314166133059,118.3275500554436,115.82181799671876,116.14098955730964,124.94973812084852,132.8136660380993,137.3154501078736,143.15243600891006,147.34435389011352,154.0299346795149,170.54170818872427,165.09917084475904,157.91503766899106,157.9080375022746,157.1013660788774,166.85892844382215,173.77149314362282,170.58291623868806,167.07169857533646,154.01791528061239,149.237845139549,148.02104609864375,146.43948352851902,142.7431004741686,134.7944224263477,129.9581671829192,134.3079807862649,141.7124888869496,145.34509503841326,148.21641323066055,144.7325090771689,147.31765563275212,149.13356271647632,145.02516262350142,127.37140956257747,122.32283070320507,129.08760740120985,129.29649631248645,126.9559810475369,127.23320090696485,126.90284163800831,120.37825412763802,122.86011601872583,132.32569086429436,127.6920973784652,129.05272315054347,119.0548719768372,137.06994230334485,149.376691100726,162.65201929567314,165.9495253460134,144.53183897156418,144.29741495941877,153.70919539328537,153.72457460786387,145.59821938476267,139.01494936956334,159.90955833102186,145.3483326087188,137.86865939025867,140.4613226467231,144.38435880285294,153.25925184603483,152.7346239147247,148.76953745430956,145.93185664716668,144.41334076876615,145.6847749169641,142.09362295905777,150.08621851735177,152.4372909765363,150.6844093536348,153.6949079098049,158.8091573788506,176.38369794572571,171.65246194527862,153.05774766176827,,,,,,,,,,,,,,,,
3,1985-01-07 00:44:31+00:00,,110.10212639536707,107.09546949669134,110.45388983944036,128.2810332584587,125.84245826663134,124.3200360193382,131.44439201980836,130.90291498834728,145.18547405308283,153.95709081244883,156.17224108443133,163.86432718525953,168.6614361146333,166.16886688426447,166.49917313133858,160.54212782995057,158.98576201819526,165.47659474122378,172.02196938392032,175.07880298468427,171.39075194048854,169.2993868220635,165.9718284687945,164.1321943960822,156.30715176792884,156.95840758589537,158.6150605165796,145.5081285519089,146.85689028037953,152.49087579590247,143.20247919555703,145.5818300719717,142.1098063751914,142.37259107985102,140.14095485401646,135.98659646979777,131.2604072001569,122.26912404354024,127.54144728252278,134.49018131506068,129.223072260087,128.4607449720824,124.4604367483814,122.24281570435366,119.32844310467841,121.40065332751279,138.29869214123718,138.81802904617024,143.71632223601551,141.10051374912143,152.27550404501324,165.86740523643851,172.16673568440842,174.8559061057599,143.00773478255334,134.59151398452354,143.47017760941335,144.18064070297385,136.39452976323435,,157.05684151930092,144.74231364353275,138.75708898306863,143.15899267146298,148.18737685931305,158.46290844749825,157.96652516786997,153.77044176829833,151.38427390330463,149.13419756696453,144.0244669479148,144.52302144393477,153.9207324516476,156.03631188081357,158.63251823941573,157.87714626272512,162.0402234737632,165.71541360531174,163.76141517753382,155.92145798074085,153.7879663761486,154.2795370857899,153.24821925771528,148.91877661739218,144.664182393495,133.4061834432153,125.3238493892871,131.0365907395389,115.9707992967686,113.94730843651978,122.02289130836505,139.49533778141796,132.1286912139131,115.0223273364476,117.50217915884284,112.285688414009
4,1985-05-24 00:38:10+00:00,121.78038081754408,110.17093363784464,100.45945538510944,105.26106583729513,114.62736657286837,118.06294521279854,118.60607115274325,118.41958134660727,127.59492620488203,130.20348463016694,134.20812696722535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1985-06-16 00:44:19+00:00,129.32232776192433,116.9014747436814,112.43541871980538,114.67742707912518,124.79211103737693,129.1822338522253,128.24923854419396,129.0201277287087,137.2978431743433,146.89906455286723,151.06336275681258,153.90745096322928,161.70888582711297,163.7162480955363,166.45494680050865,164.39649270698402,150.08500080642688,151.74222255544515,159.19086776955706,164.08197830783527,170.62179309425335,165.37654016305524,158.24630052287637,146.9611354373288,142.37590135706742,137.60260086447093,139.2111938682697,139.178817280773,132.99044299654494,137.02918289932435,131.77393932719934,134.4027531254844,138.9452915675596,145.560368042512,147.29932075129258,150.63649937553498,142.68330175978198,134.60433808231232,122.27736741808997,115.52563527039946,121.112568530898,119.04303073221155,120.75057856058426,118.48544653983019,120.33446175709508,117.52723191591947,121.42309162284542,134.1980260192982,130.68006301664883,133.73549601507742,125.7168526608092,145.32435625180545,175.2295549488652,201.9997349181955,184.95650629128002,171.85263994664595,163.6687242001554,162.7731356489267,158.98325520242105,147.46493002649117,147.85476534023522,163.2419479118419,153.26660998104705,151.5010376516724,147.83641548543582,150.49940047209617,151.58090323892364,153.17355551516363,150.8689387294549,154.33324677048827,151.99948878207437,144.79484497062577,145.72357139452419,151.0925449256865,162.8368737569898,158.60276522244305,159.53072647800727,167.3874951606291,177.62853424928636,161.22208738411987,148.56069400779535,149.41533545767786,150.64608596691625,153.69670212959443,149.59164532082505,141.51071986475569,128.2047621291834,115.27060752514157,118.89149150235107,116.28756580607723,114.37075067206698,113.14161594850007,116.22689422449287,109.32789724834682,115.57851210367006,123.86585080864938,126.57283434209074
6,1985-08-19 00:43:51+00:00,125.14893289319602,116.30292809301763,110.71883286309303,113.24267405004267,126.85343191631894,131.79689882390667,133.10944542431844,135.83051958372124,135.53651891851376,142.73987734977663,147.52728355140928,153.28430994921337,162.76886490966353,162.85230148571515,169.17305967164972,165.93128404537157,154.39266248650358,156.65520150191662,169.19292937010218,174.42523861685385,179.79257535580354,171.09417156305062,165.5397054580761,152.39463323307535,144.78087370121986,143.24582739757804,142.1666191480802,144.07238257798588,134.4928309861676,135.28288659326088,141.00914182771115,146.77050046938336,155.79565452121795,153.05833659464864,153.47876270958386,153.09114610555443,150.2547949394734,138.6048441403923,129.44295155417427,120.48665240225306,123.42744958526899,127.05937297164603,123.7881852253874,125.93781451312438,118.31883608272429,116.21947707911389,116.30414276980083,129.24302380418524,123.79563879457584,125.12130324934259,116.2055984575785,134.39213315802698,167.88585202978572,181.60375838115567,179.04220960063367,168.07980947268584,157.25379215649633,156.07128805109653,155.41140030349732,148.0201800709275,147.3282178034986,163.923699186232,153.7707514398177,147.40671465587775,148.8731801625408,150.98385924243874,157.82127008247227,154.1432395026774,147.7482669935833,147.12173992305176,143.7972155301468,137.87482588855636,143.81198434911198,151.62269586202459,156.92106909702252,164.0588859133649,163.9433634995674,174.75730574957902,184.90249013145709,155.59735027914957,150.66678235840544,149.51915325768294,154.58669496927314,152.39785189378023,149.02835326965112,141.46460656312513,126.59695036705989,118.04879886830535,117.20478924753562,115.9939208348693,117.86378483759383,121.55551688580799,123.88477924040498,116.79321036830765,119.16002907539354,130.35386452318363,134.657787955887
7,1985-09-13 00:37:21+00:00,133.4433339865165,124.31810560934743,111.98171213267977,116.45740931392595,128.16272504785456,132.66089244484516,137.97475264576588,138.22137807161192,143.91964118433083,147.68075919356,151.7294142355633,154.529175435765,158.06227891897564,166.55658273974063,171.10476605761446,161.94303901816582,155.4184873851931,159.40497431951667,173.06530232751402,178.71887069683805,180.80688645245803,173.09264319298381,162.93492955402513,154.92021781341793,148.04244943009772,143.03680191873588,147.63497213485658,145.60849819673314,144.92101582184628,142.9759649402329,149.59906325398424,160.28400070256265,164.7239843511167,162.09193495325724,158.61058459592994,158.08182015267144,151.7882801188835,141.82600749670357,131.43965989123595,124.25660668602737,131.24139855747086,137.01200327292392,129.27408157818013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1985-10-15 00:37:01+00:00,133.20386491312414,118.95973768167563,107.45835863088828,113.36235424896898,122.93216381048398,119.31820585808853,122.76532103372935,128.74858394558177,134.4273765883568,142.74658768747943,147.30620462909866,149.01599219491044,153.39079881378137,154.92582429636596,161.05175818019768,155.61891367021408,156.41315325108962,161.17023482925788,159.87038670788917,169.11039767560672,176.68111506939266,169.75198686924261,160.24169196012068,152.74539074037534,147.19612768597415,144.73474945986894,145.0264978589691,140.11173832392643,137.02011437364357,140.9605558379909,137.916924017907,146.87577147804055,152.69664545538512,156.21961313664303,152.79588733047376,153.0628186691263,152.06843922980715,146.63796177416413,128.55417864107062,122.85067049962394,128.95870007390127,129.79270051559706,128.83085419429767,128.63004032668493,127.36583792985138,124.29689832477371,131.33318870407774,137.93426066442964,137.20800135520858,142.56054512537622,133.28945854449313,149.6391424450132,164.22550282846726,174.19957472879952,184.74024656318787,175.05983636744486,149.98443596448982,154.3969409097014,146.82256653458813,141.6062414396945,142.98424077594535,156.03498861094965,141.8526725999817,129.14456144452527,130.66955899661608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-03-15 00:40:19+00:00,,,,,,,,,123.47571411951262,134.59983311374833,140.9548841504274,148.67355817172626,,,,,,,,,162.2654459997746,156.9234400971397,152.65268158329988,143.23746128548584,137.1640129763171,,,,,,,,,,,,115.6589187149923,,103.1497873421316,107.15486824251417,110.16209170896992,116.49193559249875,113.72521468215976,114.46636284240651,108.48522100847804,108.54297624482155,112.0042797771691,100.85159670745915,125.36169827033552,130.64113245953985,128.2289782563198,145.61106354653197,157.48851203481038,154.1976345586711,165.7237735452942,149.0903539393372,124.03430683475206,132.19015255792294,140.66195385948015,135.34854005842666,134.5182325766478,151.2018915686928,142.84814620559845,140.68539809549463,133.93382423619295,135.37045692890717,141.6936064443919,143.47680688514362,140.0808553727092,134.80072777070544,129.73581142237455,123.88272165623216,131.86133055970066,141.23297973951819,146.28382971263534,147.96819732945335,146.03122746579754,153.46017727592601,160.47862430956735,158.47820953538917,148.1556839156121,138.87282392301816,140.0836020475973,140.29470803332046,141.97754845723534,131.60249614393246,121.40904258225368,117.86318782453921,117.1018871761386,111.10960118718918,108.93507867228826,102.41881191718099,89.48403499209621,78.29734756062436,81.88941213107807,85.0701444512397,80.14050835742573
