,dates,chi0240-0000,chi0240-0001,chi0240-0002,chi0240-0003,chi0240-0004,chi0240-0005,chi0240-0006,chi0240-0007
0,1985-07-27 14:08:05+00:00,234.23465878193068,229.61838256593526,206.68968258584462,208.832284150631,215.71228021023603,213.89286096169832,212.13757772398736,216.69720407430154
1,1986-02-04 14:05:35+00:00,,,,,197.32211835732062,215.71948702281003,217.55368012885316,223.76481585607425
2,1986-07-30 14:00:28+00:00,222.2735469398512,226.31017768543018,213.75302646948708,222.7278668885219,221.51186797203377,219.13390818842558,221.72650931605213,216.71454762525417
3,1986-08-15 13:59:53+00:00,222.60114034990187,219.26983562747512,209.34973538629214,215.71297310387297,218.4565525280248,223.03654438184498,226.63322232803398,231.18851733157913
4,1986-08-31 13:59:41+00:00,203.89802553744022,204.73410152982694,191.87047564600968,188.93494870735282,191.85821198229507,196.42900402741256,196.9599455976419,209.1948211227922
5,1986-09-16 13:59:10+00:00,211.77619524811809,213.24122737165908,199.19010821996375,205.93264690794337,213.28581027283667,215.58099969787455,207.8374086211311,215.43868117730608
6,1986-10-18 13:58:08+00:00,208.214037695903,199.57421772778304,196.34608627614824,199.7482878970626,197.83753268309056,191.34053700858192,198.61323690024915,200.56585822958584
7,1986-11-03 13:57:34+00:00,221.28458858842671,224.98762051942094,211.91335414517556,207.57775791005204,208.91970431524737,213.14603608478427,209.65776447395933,218.74811657701565
8,1987-01-06 13:58:06+00:00,,,,,,202.0508206780759,205.71316654857588,209.24070918580074
9,1987-02-07 13:59:09+00:00,,,,,,,,
10,1987-03-27 14:00:57+00:00,,250.3668260605138,216.46270842653425,188.47637574675718,192.77953662635372,212.10035962565337,220.15886932686436,217.118759122705
11,1987-11-06 14:06:32+00:00,211.45545051801892,207.23841803770483,198.8901357763281,204.08842517906572,203.47388179699885,205.82591889817306,201.9375958490768,209.85304881923008
12,1988-04-30 14:08:52+00:00,229.53524448024706,230.01189403659595,213.03433621874512,194.89457191608693,198.9244749633849,200.07366353212436,203.53201156012977,207.62601552821488
13,1988-06-01 14:09:09+00:00,197.41417662848954,195.21649880377936,190.89279524760568,,175.83135636587923,197.8337320208285,202.3854613571974,203.71934025194014
14,1988-06-17 14:09:14+00:00,204.64033885067334,192.98601515409217,183.888289508717,189.3917453774178,196.08075739353035,192.83818123344307,199.68579106572093,203.2568590714769
15,1988-08-20 14:09:24+00:00,231.8457226778205,224.6924797386688,211.78201346486463,222.1809819064253,221.22471383857845,217.19473834664677,213.2045735906055,213.13951584739215
16,1988-09-05 14:09:27+00:00,226.85789694293703,223.38067010676758,210.55331639912274,218.5701702529757,223.83441245686078,217.71538477460751,218.3644516520102,215.01764096068788
17,1988-09-21 14:08:58+00:00,229.34375085076775,222.77021175053164,211.1517992635492,218.69418134886865,223.97941422523266,222.00996735974823,226.14087590927863,225.0913893612182
18,1989-05-03 14:07:01+00:00,217.45482817968113,211.49696033543972,198.35380932171512,206.92238125712575,212.94353366408438,212.73465228048096,212.9691451289534,224.706068039837
19,1989-08-07 14:05:33+00:00,209.7863889498454,198.68128657290262,191.13448255182402,200.52312119993138,210.16246307593084,209.61309632224257,212.90429510453464,220.75125590873824
20,1989-08-23 14:05:11+00:00,227.56388425681803,214.64391962820184,204.7187575214465,217.78608345535255,223.47181337736225,224.31190082626063,224.97215185619274,229.55748293597236
21,1989-09-24 14:04:23+00:00,218.48516196639787,211.48691099897314,206.04065096544088,218.1253735498858,223.89682764189448,223.33981296446152,223.81842660827388,231.66360045539855
22,1990-06-07 13:58:50+00:00,207.0879360244356,197.2649864101108,190.87180457758967,196.59124401118405,202.3977342631062,199.0884227123708,207.97130914948445,209.77113437405103
23,1990-07-09 13:58:47+00:00,204.4473229193909,199.09232577306454,192.46474440001023,200.8246006089878,208.80943838495114,210.9780592744034,206.18480706350613,206.7249335736293
24,1990-07-25 13:58:43+00:00,204.0867160748541,197.9505841806465,190.2300498323287,192.76077345809395,202.80624304229303,205.89976259946317,210.90880842659325,211.34916165208193
25,1990-11-14 13:57:45+00:00,212.98962739081165,197.84442476033115,193.81595997052676,196.3516847046306,211.33574579870736,209.78973788115144,213.71334196182235,220.29371983113023
26,1991-01-01 13:58:31+00:00,,,,,,,,
27,1991-02-02 13:59:12+00:00,236.08862068633726,228.36241083691306,215.79015900906944,209.07297474048923,215.9295873150847,218.90159523614608,219.8354027362923,219.2080333848733
28,1991-09-30 14:02:13+00:00,235.14511536309936,229.3545735558651,212.0659680460578,213.279301050693,211.59730430252523,220.96089079575904,223.94935102888107,231.72304225689481
29,1992-02-05 14:02:52+00:00,259.4414823104909,237.82607996786436,211.5015847656499,176.43306207391328,194.3628831769949,199.6150937121816,204.5082827251125,203.84709347695178
30,1992-07-14 14:01:40+00:00,194.6779656409169,186.99625884974932,179.40371909747532,185.35421333972107,194.57214374105098,195.7310178693834,196.44761338547562,200.79035996823131
31,1992-11-03 13:59:54+00:00,,,,,,,,
32,1993-03-27 14:00:49+00:00,233.36434009834906,226.0537011836223,207.90106330330974,193.42597481046613,199.20848942694505,206.9136226134025,212.15565296197724,205.69910448328346
33,1993-04-12 14:00:57+00:00,236.4646718491839,224.4823068216324,213.75632337920516,193.4836297782942,199.44376614602265,210.26587238662097,211.47514509907475,212.1823621860784
34,1993-05-30 14:01:12+00:00,216.22754546533145,212.8845946623161,207.59596531266106,210.82004673699294,216.6780176814276,205.5353332528796,210.82606445421126,211.35925224199988
35,1993-06-15 14:01:10+00:00,208.72441013875516,199.33976007391004,189.45679297738218,194.0757426622573,200.34413825630398,205.2850148745385,203.54516625678772,207.8614747802499
