dates,nzd0417-0000,nzd0417-0001,nzd0417-0002,nzd0417-0003,nzd0417-0004,nzd0417-0005,nzd0417-0006,nzd0417-0007,nzd0417-0008,nzd0417-0009,nzd0417-0010,nzd0417-0011,nzd0417-0012,nzd0417-0013,nzd0417-0014,nzd0417-0015,nzd0417-0016,nzd0417-0017,nzd0417-0018,nzd0417-0019,nzd0417-0020,nzd0417-0021,nzd0417-0022,nzd0417-0023,nzd0417-0024,nzd0417-0025,nzd0417-0026,nzd0417-0027,nzd0417-0028,nzd0417-0029,nzd0417-0030,nzd0417-0031,nzd0417-0032,nzd0417-0033,satname
1999-08-26 22:06:44+00:00,306.75,320.59,301.10,280.77,294.49,278.68,291.86,282.79,,310.63,299.39,,328.86,305.22,,332.01,310.93,316.82,335.67,348.57,315.66,284.27,278.15,316.93,,,321.73,317.50,335.18,322.69,308.87,,280.92,,L7
1999-09-04 22:00:33+00:00,306.75,329.96,311.93,298.85,301.43,289.74,301.42,295.75,,321.34,311.06,,334.38,317.46,,335.75,308.52,319.47,334.21,344.89,315.11,292.93,295.79,320.09,318.03,,326.44,324.72,333.75,323.41,313.72,,295.68,324.91,L7
1999-09-27 22:06:48+00:00,306.75,331.49,318.16,308.70,301.43,297.49,308.42,302.47,,325.17,315.11,332.61,336.60,323.61,335.51,336.76,317.72,326.21,333.33,344.82,317.41,302.68,303.72,322.40,319.90,319.07,327.93,325.69,334.95,327.24,321.96,334.35,306.38,325.37,L7
1999-10-13 22:06:48+00:00,324.30,332.13,318.16,308.70,301.43,297.49,308.42,302.47,,325.17,315.11,332.61,337.12,326.34,331.65,335.38,320.66,328.39,332.55,342.19,314.27,302.68,303.72,322.40,319.90,319.07,324.58,325.69,333.80,328.73,322.99,329.10,307.93,321.92,L7
1999-10-22 22:00:28+00:00,344.97,332.13,318.16,324.91,325.14,297.49,323.75,320.12,369.75,337.74,329.58,348.35,340.91,332.31,338.25,338.75,326.96,334.00,337.02,345.59,323.39,314.12,312.31,328.38,326.12,327.35,327.67,329.48,337.26,333.64,329.15,334.04,314.87,326.00,L7
1999-11-30 22:06:35+00:00,346.13,332.06,320.63,327.38,327.64,304.77,326.06,322.96,355.50,339.57,332.46,347.97,342.19,334.37,340.43,339.14,328.41,334.79,337.12,344.85,324.22,316.52,314.95,329.06,327.68,329.35,328.83,330.26,337.64,335.15,330.93,335.71,319.06,328.78,L7
1999-12-09 22:00:33+00:00,349.55,337.04,327.35,332.00,331.49,312.90,329.63,327.25,352.23,340.76,334.39,346.42,342.20,335.37,341.00,339.14,328.41,334.79,337.12,344.85,324.22,316.52,314.95,329.06,327.68,329.35,328.83,330.26,337.64,335.15,330.93,335.71,319.06,328.78,L7
1999-12-16 22:06:45+00:00,350.86,337.90,329.44,333.32,332.50,316.79,331.41,329.00,351.03,341.64,336.01,346.69,343.37,336.48,341.00,339.14,328.41,334.79,337.12,344.85,324.22,316.52,314.95,329.06,327.68,329.35,328.83,330.26,337.64,335.15,330.93,335.71,319.06,328.78,L7
1999-12-25 22:00:28+00:00,350.96,338.18,330.95,333.56,332.63,318.77,332.08,329.76,349.09,341.87,337.05,346.43,343.48,337.59,342.22,339.55,330.07,335.96,337.24,344.62,326.28,319.47,317.13,329.59,328.56,330.61,330.02,331.47,338.27,336.12,333.28,337.29,322.11,330.83,L7
2000-01-26 22:00:26+00:00,351.94,338.61,331.99,333.64,332.33,320.24,332.57,330.44,348.87,342.70,338.39,347.00,344.27,338.11,343.35,340.29,331.34,336.17,336.91,343.04,326.36,320.39,318.40,330.39,329.14,331.30,330.53,331.54,337.86,336.82,334.93,338.55,323.71,332.63,L7
2000-02-27 22:00:16+00:00,357.46,340.97,335.89,339.35,337.04,325.57,336.87,335.51,347.42,346.47,342.94,346.68,346.27,341.70,343.78,341.98,335.00,339.23,337.45,342.06,328.50,327.32,325.54,332.92,329.01,331.91,332.51,334.24,338.34,339.17,338.63,338.86,330.46,332.80,L7
2000-03-30 22:00:09+00:00,356.40,341.22,335.76,344.12,337.30,326.77,338.13,337.51,342.07,348.87,344.40,348.69,346.51,341.85,343.52,342.82,337.99,341.52,338.70,342.08,329.25,332.28,328.89,336.62,331.70,334.24,333.93,336.19,340.70,341.94,342.06,339.39,333.86,335.01,L7
2000-04-15 21:59:55+00:00,358.22,339.96,331.94,344.12,334.25,321.28,333.19,332.41,334.84,348.87,344.40,348.69,347.89,342.77,345.03,344.11,331.31,341.28,341.22,345.29,330.92,332.28,328.89,336.28,331.70,334.24,337.32,336.87,343.04,343.19,344.72,341.98,337.41,336.37,L7
2000-05-01 21:59:54+00:00,349.22,336.29,328.65,331.26,325.21,316.64,324.62,322.27,323.89,337.19,333.86,332.99,346.87,334.68,335.84,333.86,316.78,334.28,334.47,340.72,324.47,321.46,316.84,334.60,330.33,321.60,336.68,336.20,341.86,335.25,336.20,331.06,326.05,325.61,L7
2000-05-08 22:05:56+00:00,349.22,337.16,328.83,326.30,323.33,314.77,323.72,319.90,320.47,333.54,330.90,324.92,346.87,332.68,332.04,329.73,302.42,332.42,330.89,338.69,323.50,318.04,311.20,330.47,323.92,315.84,331.06,330.30,339.18,332.06,333.00,326.41,320.97,319.14,L7
2000-05-24 22:05:46+00:00,349.22,337.81,327.95,323.32,322.93,313.38,322.77,317.86,317.79,329.86,328.15,318.39,346.87,329.43,329.24,326.40,292.67,331.37,329.82,338.91,325.04,315.25,306.93,326.11,318.80,310.70,326.46,330.30,337.36,331.31,329.54,322.05,320.97,313.26,L7
2000-06-18 21:59:27+00:00,344.71,334.11,320.67,308.98,314.53,302.61,313.86,305.29,303.88,316.23,316.53,296.46,346.51,317.22,320.29,318.95,275.96,325.86,324.78,336.25,323.55,309.16,299.62,319.43,309.38,301.21,320.65,329.79,334.63,326.94,324.53,314.22,317.80,303.65,L7
2000-07-11 22:05:17+00:00,342.99,332.87,316.61,301.69,311.00,297.83,310.28,299.85,296.76,307.84,309.38,283.88,347.05,309.04,313.51,312.53,257.29,321.42,320.05,332.78,321.19,303.00,292.53,314.07,302.04,292.59,315.15,328.24,331.64,323.72,318.06,310.03,313.27,294.70,L7
2000-08-05 21:58:44+00:00,337.73,333.35,314.73,298.51,309.45,295.45,308.21,296.83,290.85,302.37,304.60,273.01,345.59,306.32,309.01,308.29,246.92,319.38,319.33,332.34,320.73,299.18,287.82,311.97,296.77,285.97,310.72,327.31,330.70,320.12,314.02,304.22,308.44,288.29,L7
2000-08-12 22:04:53+00:00,331.09,332.47,314.24,295.89,308.27,293.90,306.94,295.70,289.24,301.15,302.77,271.84,345.59,304.27,306.17,305.71,247.35,318.60,318.68,331.58,320.10,297.54,285.58,312.14,296.77,283.08,312.51,326.89,331.09,320.20,312.86,300.41,308.44,285.47,L7
2000-09-06 21:58:22+00:00,324.48,332.22,313.47,293.94,306.09,292.66,305.18,294.22,285.27,299.62,300.55,261.46,343.25,302.27,301.65,305.17,244.05,318.72,318.23,331.68,317.81,293.48,281.96,311.50,291.53,276.59,312.25,326.67,329.81,316.75,310.15,293.70,301.83,285.58,L7
2000-10-08 21:58:00+00:00,323.46,332.12,315.17,297.91,307.62,294.55,307.08,295.76,287.52,299.65,301.98,270.81,343.38,303.08,302.02,304.88,245.23,318.58,318.51,331.52,319.14,293.37,281.74,310.15,291.62,276.39,311.79,325.59,328.85,316.68,309.82,293.99,301.40,285.68,L7
2000-10-15 22:03:56+00:00,329.00,332.75,317.55,299.94,307.99,297.41,309.96,298.32,292.68,303.13,304.54,277.04,337.23,305.63,301.16,304.30,250.67,318.79,317.07,329.63,320.74,296.45,285.68,309.23,296.48,281.94,311.09,323.21,327.24,316.35,312.31,299.69,307.06,286.07,L7
2000-11-09 21:57:57+00:00,348.12,340.29,324.45,310.07,317.14,307.26,318.23,308.52,304.23,313.37,314.11,292.03,341.90,310.88,310.43,313.02,269.44,323.52,322.84,333.71,325.31,302.72,294.51,313.77,303.94,291.66,314.34,332.96,329.02,323.07,317.49,310.77,327.88,296.28,L7
2000-11-25 21:57:58+00:00,353.97,344.12,330.32,316.58,321.73,313.87,323.08,315.78,311.62,320.31,320.28,301.61,342.18,315.35,315.00,317.68,285.48,325.70,325.14,334.51,326.18,306.80,300.47,317.70,306.58,294.09,317.43,332.96,329.79,322.80,319.01,314.61,327.88,300.05,L7
