dates,nzd0417-0000,nzd0417-0001,nzd0417-0002,nzd0417-0003,nzd0417-0004,nzd0417-0005,nzd0417-0006,nzd0417-0007,nzd0417-0008,nzd0417-0009,nzd0417-0010,nzd0417-0011,nzd0417-0012,nzd0417-0013,nzd0417-0014,nzd0417-0015,nzd0417-0016,nzd0417-0017,nzd0417-0018,nzd0417-0019,nzd0417-0020,nzd0417-0021,nzd0417-0022,nzd0417-0023,nzd0417-0024,nzd0417-0025,nzd0417-0026,nzd0417-0027,nzd0417-0028,nzd0417-0029,nzd0417-0030,nzd0417-0031,nzd0417-0032,nzd0417-0033,satname
1999-08-26 22:06:44+00:00,306.75,320.59,301.10,280.77,294.49,278.68,291.86,282.79,,310.63,299.39,,328.86,305.22,,332.01,310.93,316.82,335.67,348.57,315.66,284.27,278.15,316.93,,,321.73,317.50,335.18,322.69,308.87,,280.92,,L7
1999-09-04 22:00:33+00:00,,339.33,322.76,316.92,308.36,300.79,310.97,308.72,,332.04,322.73,,339.89,329.70,,339.49,306.12,322.11,332.75,341.22,314.55,301.59,313.44,323.25,318.03,,331.14,331.93,332.33,324.14,318.56,,310.43,324.91,L7
1999-09-27 22:06:48+00:00,,334.55,330.62,328.41,,313.01,322.43,315.90,,332.83,323.22,332.61,341.05,335.92,335.51,338.78,336.11,339.71,331.58,344.67,322.01,322.19,319.58,327.01,321.78,319.07,330.92,327.65,337.33,334.88,338.44,334.35,327.79,325.83,L7
1999-10-13 22:06:48+00:00,341.85,334.04,,,,,,,,,,,338.70,334.50,327.79,331.23,329.47,334.94,330.19,334.31,304.87,,,,,,314.53,,330.35,333.22,326.08,323.84,312.57,315.01,L7
1999-10-22 22:00:28+00:00,386.32,,,373.55,372.58,,369.76,373.07,369.75,375.45,372.97,364.09,356.05,356.20,351.44,352.22,352.18,356.42,354.91,359.17,359.86,348.44,338.06,346.33,338.55,335.63,340.05,340.85,351.10,353.29,353.79,343.94,342.66,338.25,L7
1999-11-30 22:06:35+00:00,349.60,331.80,328.04,337.26,335.13,326.59,335.29,334.32,341.24,346.89,343.98,347.20,348.57,344.65,346.96,341.13,335.62,338.71,337.61,341.13,328.39,326.13,325.52,331.78,332.37,333.35,334.60,333.37,339.56,342.67,339.86,340.70,339.98,339.90,L7
1999-12-09 22:00:33+00:00,363.23,361.92,354.22,355.08,346.91,345.43,347.46,348.68,345.70,346.70,344.05,341.77,342.29,341.37,343.30,,,,,,,,,,,,,,,,,,,,L7
1999-12-16 22:06:45+00:00,357.41,343.10,339.87,341.24,337.50,336.22,342.13,339.50,347.44,346.94,345.76,347.80,351.56,344.31,,,,,,,,,,,,,,,,,,,,,L7
1999-12-25 22:00:28+00:00,351.57,340.10,340.06,335.29,333.43,330.68,336.72,335.10,341.32,343.47,344.27,345.09,344.33,346.41,348.33,341.99,340.05,343.00,337.99,343.28,338.59,334.18,328.02,332.22,332.09,334.39,337.17,337.54,342.02,341.95,347.33,343.60,340.45,341.07,L7
2000-01-26 22:00:26+00:00,358.77,342.10,339.28,334.23,330.24,330.52,336.54,335.89,347.77,349.37,349.11,350.42,351.44,342.80,350.12,345.43,340.26,337.65,334.58,332.00,326.94,325.91,326.01,335.18,332.02,334.04,334.07,331.96,335.01,341.73,346.50,344.89,334.90,343.42,L7
2000-02-27 22:00:16+00:00,350.90,341.78,332.25,332.18,332.21,321.34,330.53,328.39,338.73,344.53,340.38,344.49,348.87,341.17,346.76,345.56,340.19,341.30,340.02,340.66,332.76,332.82,328.17,334.66,328.20,335.00,337.59,336.36,339.05,341.48,338.45,340.71,334.87,333.98,L7
2000-03-30 22:00:09+00:00,347.92,334.88,316.63,,310.36,296.61,306.64,305.10,304.60,337.61,314.69,,336.78,325.24,333.49,342.18,328.13,338.62,335.62,343.99,313.36,326.18,327.54,339.57,326.95,333.01,339.51,337.06,347.81,339.22,342.41,338.05,331.58,333.44,L7
2000-04-15 21:59:55+00:00,,324.03,305.21,,309.92,282.84,293.62,291.62,276.97,,,,351.12,,339.83,340.29,282.72,333.25,347.79,356.77,316.57,,,334.20,,,338.22,340.92,346.73,341.97,,,,324.54,L7
2000-05-01 21:59:54+00:00,314.37,306.92,302.29,283.52,291.23,279.53,292.61,281.87,271.23,282.02,288.65,254.19,,291.52,277.93,280.44,250.51,307.46,307.69,327.20,314.65,283.57,265.80,,,259.79,335.57,,342.86,297.76,302.68,278.42,274.50,262.92,L7
2000-05-08 22:05:56+00:00,,345.01,330.48,291.60,306.39,297.98,315.66,298.54,289.65,304.34,307.20,268.42,,316.66,301.62,300.81,201.85,319.40,305.84,324.53,316.75,297.52,277.33,305.65,291.88,281.33,291.79,294.90,320.37,309.72,313.77,298.50,290.48,273.87,L7
2000-05-24 22:05:46+00:00,,344.24,319.17,299.44,318.88,299.44,313.29,297.50,291.07,296.74,303.39,266.15,,300.21,304.04,299.78,214.73,322.94,321.26,340.61,337.34,295.67,277.02,295.65,288.08,274.66,289.61,,322.84,325.26,305.33,291.54,,266.16,L7
2000-06-18 21:59:27+00:00,,327.90,300.69,286.59,298.08,284.55,299.09,273.62,273.62,271.73,284.52,246.44,,273.74,280.49,274.07,185.22,289.13,292.26,317.17,315.03,277.43,267.10,278.29,266.41,257.48,282.32,,314.97,303.40,299.76,278.07,,253.43,L7
2000-07-11 22:05:17+00:00,,329.00,303.51,284.28,301.66,287.64,304.57,286.16,277.22,276.38,287.09,257.04,,280.96,287.29,284.20,171.98,303.02,295.36,312.12,317.31,284.87,271.24,289.40,280.72,265.44,287.65,,315.13,312.92,295.61,,,260.52,L7
2000-08-05 21:58:44+00:00,,346.36,322.30,311.93,316.36,309.15,317.90,308.66,294.55,305.63,310.88,274.32,,321.03,309.65,307.27,,319.26,328.09,328.05,322.84,295.36,288.33,318.34,295.15,281.06,294.18,,326.54,309.33,314.18,,310.77,285.75,L7
2000-08-12 22:04:53+00:00,311.16,324.61,309.87,277.55,297.60,279.95,295.46,285.53,274.79,291.35,288.10,263.66,,287.87,280.55,282.51,250.80,311.65,312.86,324.72,314.35,284.47,267.65,313.48,,259.96,328.70,325.19,334.56,320.93,303.52,277.60,,260.05,L7
2000-09-06 21:58:22+00:00,,339.29,324.54,316.64,310.43,308.89,312.93,313.61,298.96,330.76,320.39,,341.84,323.20,,340.16,310.51,342.51,335.51,341.65,309.86,296.24,295.62,328.92,,,334.96,335.29,326.26,307.02,314.10,,,335.14,L7
2000-10-08 21:58:00+00:00,344.85,333.79,333.65,329.67,325.69,315.49,325.71,320.48,327.16,337.88,327.56,336.22,337.17,332.54,336.78,339.27,338.79,337.19,338.44,342.42,326.67,325.16,325.61,327.43,327.51,331.44,334.86,331.64,338.24,338.44,339.46,339.79,329.84,334.45,L7
2000-10-15 22:03:56+00:00,345.61,330.34,329.02,318.21,313.57,311.51,322.35,317.20,328.52,334.48,327.64,326.92,332.67,328.59,332.12,334.51,331.68,335.39,333.43,337.81,332.63,324.21,321.06,325.89,325.63,326.30,331.23,329.04,330.67,338.69,334.74,333.91,329.69,328.46,L7
2000-11-09 21:57:57+00:00,390.87,387.08,377.30,366.34,372.01,368.72,372.79,373.91,372.19,375.37,377.39,365.49,355.93,349.81,352.55,355.40,351.80,350.61,348.35,358.81,351.73,341.08,336.95,346.54,344.06,336.96,345.52,343.64,351.96,351.63,350.72,343.68,341.20,342.57,L7
2000-11-25 21:57:58+00:00,377.35,378.73,371.99,358.04,360.18,358.90,356.95,362.83,357.55,359.20,358.91,342.75,343.27,340.44,340.57,341.74,343.03,342.51,341.94,347.86,345.22,332.40,330.68,331.04,,,,,,,,,,,L7
2000-12-18 22:04:13+00:00,355.94,343.05,339.81,333.43,334.68,330.91,339.35,337.18,344.57,346.37,348.64,350.55,348.53,344.28,345.65,343.75,341.25,341.48,337.09,343.05,342.39,333.97,330.88,338.77,335.99,333.48,335.76,339.95,341.94,340.16,342.01,343.15,336.01,341.05,L7
2001-01-28 21:58:08+00:00,359.22,346.33,340.84,329.86,332.13,327.61,334.69,333.02,342.06,346.11,343.69,345.09,343.65,341.59,343.02,338.23,340.24,339.75,335.59,340.08,333.07,329.85,329.12,337.75,336.50,337.14,340.77,344.67,343.14,345.06,346.25,342.71,336.74,338.36,L7
2001-04-18 21:57:44+00:00,,327.09,307.49,288.90,298.55,291.50,300.21,293.88,278.44,,307.86,274.67,329.87,304.54,,310.38,,322.56,325.38,334.02,316.01,292.60,,328.48,,,330.59,329.80,330.14,322.71,302.53,,295.90,320.28,L7
2001-05-20 21:57:28+00:00,305.84,316.14,303.52,280.21,293.85,281.99,293.44,278.29,271.04,275.22,275.82,240.03,240.27,275.05,276.36,277.19,,298.68,301.73,312.71,312.42,281.69,257.59,276.82,271.55,255.84,278.28,,330.42,289.10,294.23,,276.55,242.90,L7
2001-06-05 21:57:16+00:00,297.00,320.19,294.31,269.72,294.79,275.47,283.39,270.76,265.24,263.40,272.03,236.28,234.78,263.99,273.55,273.07,,295.27,281.29,311.66,313.42,277.05,258.93,271.68,263.08,249.42,270.32,275.85,309.74,298.22,296.98,277.07,266.40,252.81,L7
2001-06-12 22:03:24+00:00,,335.79,319.94,303.35,311.86,300.19,313.89,295.98,289.28,297.44,301.87,267.24,264.43,291.72,302.15,299.54,,314.78,302.71,322.08,321.33,295.67,279.27,297.99,291.97,281.72,291.05,,314.21,323.89,302.81,291.37,,265.68,L7
2001-07-07 21:57:00+00:00,,329.13,302.97,288.60,298.55,286.99,299.11,271.01,273.95,273.50,280.41,245.80,247.89,277.60,283.16,278.86,,288.67,291.69,328.23,317.05,278.43,267.01,277.58,271.14,256.81,282.94,,307.51,297.50,298.36,283.89,,260.79,L7
2001-07-14 22:03:09+00:00,310.37,317.42,314.60,303.89,308.85,299.42,311.53,294.05,285.74,293.16,299.94,266.42,259.41,289.32,301.60,294.61,,308.50,299.47,326.78,316.64,293.36,279.60,288.63,287.31,271.54,287.88,279.08,324.09,305.24,307.78,,,267.68,L7
2001-08-15 22:02:38+00:00,,327.92,305.92,282.79,302.32,287.32,299.50,289.64,275.42,289.43,295.35,,289.05,291.45,283.47,284.39,,309.09,310.24,324.35,315.98,284.78,267.41,309.13,298.26,258.78,317.91,,333.01,307.10,299.13,,,261.04,L7
2001-08-24 21:56:24+00:00,,,,,,,,,,,,,,,,351.25,346.06,341.41,340.61,340.87,324.20,323.39,340.64,,,,363.43,307.24,325.54,327.33,315.41,310.73,290.80,301.57,L7
2001-09-25 21:56:04+00:00,353.35,339.87,324.98,323.31,314.18,312.27,315.32,319.07,329.40,341.89,332.16,333.33,347.33,338.54,346.73,343.80,337.28,341.64,340.69,349.12,322.54,334.61,334.39,339.51,328.72,332.61,334.09,338.08,341.72,342.51,344.40,345.69,340.33,341.03,L7
2001-10-02 22:02:04+00:00,366.14,370.44,369.21,358.94,354.95,354.46,356.40,355.57,358.56,355.88,351.27,346.36,342.76,331.54,339.40,338.96,340.30,343.71,345.51,356.40,352.13,341.17,335.77,342.92,332.27,329.06,333.93,330.95,341.27,347.02,345.29,338.96,334.52,332.10,L7
2001-12-14 21:56:17+00:00,368.61,369.50,366.27,356.64,356.10,346.27,351.74,357.10,354.87,357.49,351.67,345.83,338.38,336.03,338.17,335.40,337.11,342.04,337.58,345.26,346.03,339.00,333.75,340.21,331.10,326.81,336.07,333.88,343.64,345.69,344.24,340.19,335.15,330.24,L7
2001-12-30 21:56:13+00:00,348.12,348.03,343.87,333.73,334.77,330.71,330.92,331.79,335.45,337.29,337.97,334.94,332.76,328.83,333.40,330.59,331.63,339.48,334.30,341.90,343.78,335.50,330.03,337.24,,,,,,,,,,,L7
2002-01-22 22:02:40+00:00,345.85,335.77,338.32,338.68,328.63,320.06,332.80,327.48,335.23,338.62,335.24,336.53,339.05,334.16,330.95,335.63,336.10,334.57,327.74,334.68,333.93,327.53,321.58,327.86,323.30,323.78,329.35,329.19,333.28,329.61,332.76,334.28,331.24,330.95,L7
2002-03-04 21:56:33+00:00,,332.92,315.70,311.31,315.01,315.71,324.82,327.47,329.31,343.96,338.64,340.06,346.26,342.76,340.35,344.70,342.95,333.94,329.82,336.62,321.04,323.86,323.80,333.98,331.91,329.80,330.50,336.93,335.74,338.39,331.97,340.36,334.56,338.67,L7
2002-03-11 22:02:43+00:00,369.01,355.02,344.60,349.02,317.42,313.26,348.86,344.43,350.23,349.11,350.36,358.39,350.86,343.48,339.48,337.10,350.07,352.39,352.59,355.23,352.34,339.77,337.25,343.03,,,,,,,,,,,L7
2002-05-07 21:56:27+00:00,320.29,323.47,309.96,282.99,299.43,283.95,297.04,285.94,275.14,277.94,290.86,252.35,,287.58,283.38,276.16,,304.94,293.98,314.79,311.85,281.14,266.88,290.09,268.26,264.64,283.20,,332.15,312.45,302.59,,,257.84,L7
2002-05-14 22:02:31+00:00,,314.48,312.77,,306.24,312.95,312.14,306.26,302.10,311.84,307.48,287.40,324.16,293.78,298.49,299.17,282.56,312.48,316.77,335.98,315.92,301.64,288.98,306.92,301.99,283.07,300.23,312.38,333.03,318.81,316.72,304.25,311.54,293.96,L7
2002-06-15 22:02:19+00:00,337.80,336.20,318.79,,314.33,297.33,310.48,282.45,284.61,288.65,293.39,256.59,,286.79,299.78,294.73,199.01,301.40,305.69,332.87,320.47,292.33,279.52,294.59,279.68,268.74,290.20,278.94,321.69,311.14,313.94,,281.65,255.40,L7
2002-07-01 22:02:14+00:00,,340.20,326.46,304.94,313.57,306.71,316.99,301.07,292.28,300.97,302.45,265.12,,299.66,301.57,298.40,183.25,311.20,304.28,328.79,319.95,295.54,285.38,298.99,293.60,284.05,295.29,284.72,324.88,321.12,315.88,,,277.70,L7
2002-07-17 22:02:08+00:00,,336.23,324.70,309.07,313.99,299.91,312.87,292.89,289.03,288.01,301.12,262.23,,297.31,299.71,297.20,184.71,311.31,317.29,325.04,321.78,295.45,278.91,297.20,289.78,281.58,291.66,,320.93,313.31,308.42,282.95,,275.07,L7
2002-08-02 22:02:01+00:00,336.45,337.32,323.71,296.48,314.20,296.90,311.22,297.08,288.43,297.02,298.18,261.10,,296.66,298.78,292.17,197.59,314.06,321.67,329.07,320.09,294.92,283.19,307.50,289.32,276.33,279.07,298.20,331.50,318.93,312.84,295.87,285.12,276.89,L7
2002-09-03 22:01:48+00:00,333.10,331.04,319.06,305.71,304.91,296.15,309.24,308.54,,336.91,318.55,303.07,337.72,330.63,,351.74,344.67,347.09,342.87,357.51,341.98,,327.77,333.79,323.02,330.90,335.51,331.64,337.90,340.49,336.77,,334.89,329.46,L7
2002-09-19 22:01:34+00:00,332.90,328.48,318.67,310.06,,320.29,,339.81,351.07,352.89,346.54,,338.92,330.38,339.13,342.75,340.91,345.12,341.66,349.01,346.10,336.06,332.80,335.52,328.34,313.53,333.15,333.50,339.33,342.04,339.28,333.96,329.52,333.01,L7
2002-10-14 21:55:19+00:00,357.48,340.15,330.95,326.93,321.40,324.06,341.54,334.23,342.15,343.31,340.00,343.55,346.92,344.19,350.92,349.91,351.07,349.99,336.34,350.70,339.87,337.86,334.58,339.46,337.41,340.36,340.96,341.47,345.91,343.07,344.10,346.26,342.23,342.27,L7
2002-10-21 22:01:36+00:00,354.50,344.75,341.04,335.22,336.23,337.49,347.79,344.69,347.62,348.63,337.85,338.25,342.05,335.69,341.61,344.33,345.34,348.84,347.34,350.12,349.32,335.10,330.28,338.02,334.77,336.25,339.81,334.04,346.20,340.65,345.11,340.76,337.27,333.91,L7
2002-10-30 21:55:25+00:00,344.50,338.55,330.34,334.62,333.11,325.50,338.13,334.04,339.04,342.60,340.16,342.57,344.79,344.06,348.11,341.93,341.57,340.80,341.30,348.14,340.36,335.03,331.75,336.99,336.55,338.37,339.18,340.69,343.72,345.50,348.90,349.22,347.98,344.59,L7
2002-11-06 22:01:41+00:00,341.95,329.72,330.79,318.49,321.87,321.00,330.01,333.52,329.70,334.34,333.37,322.19,331.70,329.84,335.38,337.24,338.76,336.00,335.53,341.72,337.44,326.58,321.86,327.52,321.40,323.43,329.64,327.93,334.66,333.04,333.96,334.71,332.63,329.40,L7
2002-11-22 22:01:57+00:00,342.40,331.90,332.08,327.51,328.82,332.53,336.19,332.56,336.01,334.99,332.40,327.70,333.89,333.72,338.96,340.11,337.00,335.45,326.08,338.72,335.85,319.35,321.29,328.63,322.88,318.67,326.74,327.46,328.99,330.05,330.98,331.29,327.20,323.40,L7
2002-12-08 22:02:03+00:00,350.80,327.86,326.81,321.69,320.24,314.49,329.93,328.48,334.59,338.62,326.96,325.08,336.63,326.01,329.57,339.39,334.28,330.96,326.98,332.97,321.52,319.29,317.05,322.75,318.91,320.27,324.89,321.30,328.82,312.45,325.80,319.39,316.65,318.57,L7
2002-12-24 22:02:09+00:00,350.05,338.20,336.96,330.98,330.06,329.29,340.49,335.45,340.02,344.78,342.09,341.35,346.91,338.19,348.93,343.01,336.63,337.70,333.62,333.31,330.90,325.44,325.38,333.47,330.21,334.01,335.56,337.52,334.99,332.59,342.21,340.85,338.77,341.97,L7
2003-02-10 22:02:28+00:00,352.80,335.72,333.25,328.18,329.19,327.65,337.13,335.90,339.92,343.89,337.43,340.64,340.62,340.09,347.54,344.18,338.14,342.82,335.04,342.49,335.53,330.56,324.79,336.89,334.45,333.21,335.90,334.70,335.70,340.46,337.93,340.49,332.81,332.48,L7
2003-04-24 21:56:22+00:00,329.32,334.29,310.16,292.60,310.60,293.89,306.15,295.19,286.13,,300.21,262.23,303.73,297.55,298.58,291.44,,312.15,310.18,319.94,312.79,287.98,275.63,310.94,286.33,269.84,320.34,318.01,330.56,307.42,308.47,,279.61,278.66,L7
2003-05-10 21:56:22+00:00,335.24,332.12,317.82,297.65,309.45,295.63,307.00,292.33,285.65,293.12,298.21,262.96,,301.68,295.37,291.80,267.15,311.07,303.24,321.01,317.69,289.58,274.12,296.54,289.22,269.07,288.14,,326.69,303.22,307.49,291.67,287.42,272.92,L7
2003-07-20 22:02:20+00:00,339.21,338.86,321.11,297.88,314.84,301.68,314.09,294.90,289.31,296.26,294.56,263.85,,304.79,303.75,298.64,263.21,,,,,,,,,,292.09,290.09,317.43,318.62,312.82,298.52,283.57,267.76,L7
2003-07-21 21:44:09+00:00,318.03,326.86,317.67,308.24,318.31,300.27,307.29,293.28,288.18,291.55,290.02,270.81,269.68,290.49,302.17,302.25,277.15,307.19,303.59,327.59,325.10,293.00,277.68,290.56,279.48,268.67,295.70,305.10,330.35,319.04,310.58,301.52,298.52,254.84,L5
2003-08-22 21:44:43+00:00,349.85,339.29,313.05,292.97,305.02,295.34,299.76,296.69,280.39,283.64,303.33,272.65,,302.34,309.22,336.05,,334.01,331.72,333.46,322.31,283.95,276.40,304.73,,256.03,282.25,,306.24,281.59,302.04,,,308.13,L5
2003-08-29 21:51:01+00:00,,330.07,317.14,309.28,315.54,317.33,327.22,340.64,,333.90,317.21,273.25,310.99,293.16,283.78,298.57,,316.85,311.06,329.39,318.28,296.57,295.19,322.51,,261.63,309.43,284.70,323.21,306.77,319.62,,317.13,314.71,L5
2003-08-30 21:55:58+00:00,,333.18,316.68,308.69,305.66,297.27,307.88,304.94,291.48,,,,,,,325.35,296.01,330.25,327.16,336.13,319.27,298.32,,328.91,,,330.08,329.15,326.01,307.02,,,,,L7
2003-09-14 21:51:18+00:00,344.80,343.90,333.28,328.29,325.99,311.15,323.70,317.26,324.50,333.78,322.42,319.70,333.23,330.22,326.99,328.84,319.29,325.29,320.91,322.47,318.95,319.14,315.07,328.75,321.03,324.89,331.53,327.52,330.79,324.60,326.36,325.80,327.15,331.11,L5
2003-10-16 21:51:43+00:00,347.93,336.86,329.60,326.02,325.06,322.20,332.85,329.24,340.26,346.29,338.12,341.68,343.41,342.96,344.46,336.41,336.28,334.43,333.66,338.48,327.21,324.09,328.15,336.28,333.96,331.80,335.38,336.19,339.93,337.09,342.04,342.93,343.69,347.80,L5
2003-10-17 21:55:51+00:00,348.14,344.25,330.63,322.08,330.81,322.84,335.95,,,,,,,343.15,349.79,344.60,347.20,344.88,336.57,344.95,333.62,333.57,333.00,340.24,331.04,337.33,338.39,339.85,342.75,,,,,342.53,L7
2003-11-18 21:56:15+00:00,354.51,336.98,336.42,334.60,330.53,334.46,335.65,339.24,339.35,345.53,340.93,342.16,343.75,341.35,,,,,,,,,,,,,,,,,,,,,L7
2003-12-03 21:52:19+00:00,346.49,336.01,328.09,320.08,325.08,325.03,331.66,332.49,331.65,334.88,335.91,338.07,338.43,338.38,344.54,346.71,348.81,349.98,343.95,349.58,341.82,332.93,319.43,333.71,328.00,326.03,327.50,323.45,329.65,332.46,333.35,335.68,335.04,334.70,L5
2003-12-27 22:02:42+00:00,,,,,,,323.63,332.72,337.29,344.32,338.70,339.38,342.10,341.99,344.43,340.48,336.07,332.19,323.50,333.57,,,,,,,,,,339.40,338.81,337.60,335.77,338.44,L7
2004-01-21 21:56:38+00:00,,,,,,353.07,354.96,353.93,356.79,356.61,357.79,352.07,354.62,354.78,354.48,346.18,342.29,345.69,339.88,349.51,349.89,342.99,,,,,336.36,334.24,342.73,344.59,345.42,339.70,336.83,334.98,L7
2004-02-05 21:52:40+00:00,353.71,350.69,345.71,341.08,344.83,345.18,347.32,344.62,346.00,350.20,347.93,338.42,339.99,344.75,343.12,339.04,347.04,347.77,339.10,347.90,348.90,338.78,337.22,345.37,326.16,322.53,328.23,325.98,334.17,334.59,336.90,331.18,326.51,332.94,L5
2004-02-13 22:02:55+00:00,,,,,,,,,,341.69,343.69,342.08,345.06,344.84,349.56,341.46,341.40,333.51,331.25,334.82,330.67,328.61,,,,,,,,,336.69,333.18,333.72,336.09,L7
2004-02-21 21:52:46+00:00,332.54,329.00,322.80,316.27,318.45,315.82,329.28,329.16,329.87,334.79,331.68,331.53,334.92,331.47,338.63,336.65,331.90,334.12,330.81,336.24,335.69,331.54,326.88,333.79,326.61,319.30,322.97,323.55,329.24,334.30,335.78,331.11,326.25,325.36,L5
2004-04-01 22:03:04+00:00,,,,,,,,,,329.44,309.57,,337.06,328.17,,348.09,344.73,344.09,343.93,344.46,315.94,321.69,,,,,,,,,,324.08,317.02,321.13,L7
2004-04-02 21:46:54+00:00,,329.02,318.59,,,,,318.60,,346.21,336.16,336.52,348.12,347.35,347.76,345.97,343.47,349.19,339.45,351.10,338.95,331.05,328.39,336.61,331.61,324.54,330.59,328.21,339.40,337.13,340.33,337.22,331.33,329.38,L5
