,dates,nzd0519-0000,nzd0519-0001,nzd0519-0002,nzd0519-0003,nzd0519-0004,nzd0519-0005,nzd0519-0006,nzd0519-0007,nzd0519-0008,nzd0519-0009,nzd0519-0010,nzd0519-0011,nzd0519-0012,nzd0519-0013,nzd0519-0014,nzd0519-0015,nzd0519-0016,nzd0519-0017,nzd0519-0018,nzd0519-0019,nzd0519-0020,nzd0519-0021,nzd0519-0022,nzd0519-0023,nzd0519-0024,nzd0519-0025,nzd0519-0026,nzd0519-0027,nzd0519-0028,nzd0519-0029,nzd0519-0030,nzd0519-0031,nzd0519-0032,nzd0519-0033,nzd0519-0034,nzd0519-0035,nzd0519-0036,nzd0519-0037,nzd0519-0038,nzd0519-0039,nzd0519-0040,nzd0519-0041,nzd0519-0042,nzd0519-0043,nzd0519-0044,nzd0519-0045,nzd0519-0046,nzd0519-0047,nzd0519-0048,nzd0519-0049,nzd0519-0050,nzd0519-0051,nzd0519-0052,nzd0519-0053,nzd0519-0054,nzd0519-0055,nzd0519-0056,nzd0519-0057,nzd0519-0058,nzd0519-0059,nzd0519-0060,nzd0519-0061,nzd0519-0062,nzd0519-0063,nzd0519-0064,nzd0519-0065,nzd0519-0066,nzd0519-0067,nzd0519-0068,nzd0519-0069,nzd0519-0070,nzd0519-0071,nzd0519-0072,nzd0519-0073,nzd0519-0074,nzd0519-0075,nzd0519-0076,nzd0519-0077,nzd0519-0078,nzd0519-0079
0,1999-08-17 22:13:37+00:00,113.44320867345577,118.14592279701178,131.6591018350153,117.01396436657974,139.17904263632514,145.52645825435243,149.67077919332024,157.84797444713269,159.5220710419832,161.33914841204256,164.85226309629908,166.36316731138032,162.79795165811788,155.8959085967672,157.72450307264472,163.94403902396368,151.65611490940523,150.47248890248724,136.6165754464776,125.74715294924782,124.53444861118166,114.51514818605882,121.23751147109188,131.82736509244373,131.43329202991256,123.16345917276682,131.23407547445925,133.76765448553203,139.52454835530938,124.41217723444166,137.5634072576932,141.6650477130275,136.2571793113206,134.75962260251535,127.77826665060834,126.82370365069818,133.5933314196067,134.90156421991162,119.2187480956171,128.18979367997238,138.85083444446985,126.690596064509,125.18584031534994,131.8157306131753,135.1165682246681,146.3638485483934,130.90181102773687,124.44281635588526,128.78950534023824,132.6511218255193,139.37461368178577,130.5283566352304,136.04082779245851,134.39340778192107,139.50023407389173,134.22149482320643,135.4465367828584,140.02035015498012,127.67782575715079,127.11058414489489,123.505175514668,130.45580151239773,130.46716331444605,125.17137318732708,123.91524001320896,115.62295222720651,103.70546328065105,105.17952576190096,,125.18127293800431,129.8798700402951,140.43041140161446,147.94811699908882,147.4215205114348,146.53844399768622,128.95275442027128,122.24331906081622,121.33882676678051,128.49979587349114,128.2361492682738
1,1999-09-27 22:07:36+00:00,114.39780017397362,113.5391517367138,129.42692916450213,127.44382195617835,137.09127343289794,145.35123160958366,143.8124526902044,150.4998390740718,160.18151180773785,153.62451523813206,159.12517902889812,165.0784628480705,153.1090926184045,156.7220491768855,164.2707012321355,155.38387336397054,148.84880290771503,152.38127198906756,150.69649746301542,145.48336512684406,133.3284066880613,115.45893186897767,121.78406237667845,134.4622004953335,132.1105794612078,132.01623313743792,138.40361539946053,131.88631133776073,132.50736996443158,125.98417369010528,148.24211264798475,148.34307202565867,137.28535693879653,130.74514599482555,125.7850655728999,127.47767450564433,134.52192633740543,146.02999321510862,138.00674029225337,133.34967167880413,141.2415671299001,135.11738931508128,126.17243577984239,129.35999183351228,119.51652612829757,129.73748522332608,127.06955376183676,129.37511578106353,136.3387965497663,134.26096950825274,143.40534056714574,135.29581748137758,135.5908996816691,132.46830017797177,132.8863010966353,133.52671976967616,136.09821752497254,136.10666950902765,118.26007877804707,125.83257016499273,120.23524891728228,126.54857031143906,128.2384721069473,121.78242262018665,114.41009144977451,116.1742505971944,114.65814948543203,123.71205993595817,131.49853265340585,126.89175874469383,124.30416836736798,134.70574597729117,148.5003826329261,140.17735981172552,131.70194457081712,121.23817625218115,115.0961094964586,118.82844009180938,124.03253721344454,136.84631373205934
2,1999-10-04 22:13:49+00:00,105.9313993267825,107.90159293856169,116.91830633339922,,129.16181475559503,132.7599161837441,128.54322047945615,127.28434128478625,131.89291165742287,133.07081791363177,148.91655697944523,152.0075735963194,148.4673248066057,143.58501883734039,143.12961983180136,139.94744345953063,143.31115525828983,144.96245342315683,138.32036045217785,124.93954418551318,114.78439558324534,101.2797689508423,122.40228326065885,136.86182603650747,124.63609073193015,112.71328084414603,120.45374661144169,120.29765688547108,126.55752777782759,120.05395132245569,126.87553140110812,127.53642588585727,117.82133758723924,112.03406983827905,109.81808627114997,115.68677286181206,127.70052248730056,,,,,,,116.29148642649251,105.74157921530332,119.94128001808589,124.53373507335849,119.61180094408563,126.45712415727763,120.44855205718426,125.48563228532684,122.97399364408055,123.91321013806404,125.46258593136726,121.52579295312493,,120.76580534378634,124.3601660845472,115.88448850497369,115.32967174746544,111.84906140153771,119.26405737188179,117.42906586521528,111.28795579996755,110.61211351389586,106.53181909617595,104.77030660944942,110.60265027186531,117.77586920519865,117.18066065525933,,,,,,,,,,
3,1999-12-07 22:13:41+00:00,122.89879977465147,122.23647703173316,138.16510398912513,147.49758228178453,156.53748369893367,162.07964699563672,157.2496689933021,158.27852222362515,162.08346115639407,161.9085623821709,170.33459863672869,172.82009574829146,170.09300382449987,169.88607888610042,166.77371846468378,169.58602408080145,168.77013128931398,165.7198217294515,163.3090480087354,157.12304487555485,146.5592898892466,131.39009678955023,136.75852380468794,150.94472503786977,143.1334793029817,137.76388152844356,146.03970767743277,144.54947274493261,149.23981356006905,144.04835081613365,146.9763188626201,148.5217964570641,147.55126201950767,147.76738206563593,146.78763581778867,145.9823539287236,143.26508339640128,153.2599967486771,141.28809800646187,135.49759683144035,148.52079345669785,145.47834652048266,141.0356854689892,150.54326770874871,151.1562728454657,157.5328150263732,143.06847543703094,128.65215657323586,132.3466017507315,131.05880025723891,134.0441265402028,133.94543353248395,135.73319648931619,134.87579528921464,140.0346458097788,142.332804355223,139.62316695961937,138.2410739148566,127.0390578203262,128.31303686734387,123.69310388604401,133.49292971062374,137.6594667027639,132.72083452272943,124.5234356278776,116.08432823628222,112.16049110177511,123.14627294288817,132.8840527126516,140.5202501983039,137.801366436237,132.76512948160868,125.7130854793549,124.70954793624028,122.91344505001105,123.13349295793381,120.61853154350945,132.4579550873376,140.9121899945734,165.04868341131908
4,1999-12-16 22:07:33+00:00,122.4987611294514,121.37807206129342,137.33782184016331,139.49715922568538,147.15628200547826,147.54001218381356,146.65719566287785,151.81402126256876,152.92761563969174,148.1348647077218,153.53327597285426,159.67011186687745,156.2169229562103,152.92759951813318,160.44611114880865,163.55796664198326,159.85840029392756,155.30261986021907,151.90461369083482,139.75598536585886,135.84144075006694,123.05037897326473,129.637851134151,144.44781427692195,131.16600410146012,122.86444049790471,133.47831633600316,128.18301590339078,140.82161454552553,132.1412104782823,136.08567216244705,145.89751977886445,141.54770420270629,139.7206222628834,139.3428627000614,140.25768225320436,144.8061821945868,149.63871299897295,134.36682070831978,131.54259039673957,137.67963427681505,136.49698853400324,132.32572057862012,142.47721529428745,142.7292792053277,145.79833125996043,141.02847885899126,124.23991385777575,127.11286091607755,127.27276735266248,131.97675091539313,123.55591828779328,130.78390811895255,125.41582925695623,131.37746436261182,133.58813795249003,132.11369744796423,125.84482820652411,118.29484838192384,118.68393844677574,114.42127738485502,123.5606686772036,128.19983345332304,125.06458636796467,122.24549936052324,118.15945558379082,106.7764891395137,108.48121426466753,129.018876949175,142.32080099781496,135.087709211888,128.4202570635822,127.75865140147873,124.27840705028936,122.98570242525523,119.63210713051217,118.65857003251948,125.95427050344782,138.44163076265133,140.45942338068517
5,2000-02-18 22:07:16+00:00,133.64370607215147,139.02071166015995,153.685367770096,145.5653545753892,156.00998868886842,158.8834348130121,154.1525114470685,170.59762763845376,169.2176962610901,169.83737376650538,175.24907986024354,174.60402211034048,177.70930521897583,172.99318326096287,172.5003342931213,170.86659554219668,164.3486633706639,158.81394245804242,155.59117535249675,146.5166289730333,142.34839103006462,131.72613634268205,132.29276402396417,150.56429514463252,141.63467209557137,133.4509684103974,147.30555353438265,148.8193353792978,150.1792824867775,139.82069855925909,143.49780020164206,145.11093580139874,144.69292167682298,141.8473865681645,139.32189809344098,143.3154814037667,147.14363539110306,151.179673150964,137.0056443261851,141.07876621477467,146.463238979947,144.83188743521947,136.98331231765087,144.6196691215102,137.1431234343998,145.67976616741146,142.1013531560427,136.15954109053496,137.68465351070842,134.41271706234346,138.04544339596075,135.56441812848453,132.2804250509254,132.79121861283718,138.19109856077424,139.56188148937713,139.87310807479784,143.94687346995326,129.64121097874545,127.29698968774865,122.9281124342392,129.71245400217876,131.90760727006997,129.62793677320346,126.49260711235168,119.85801295303864,120.11042614769804,128.2881566107517,130.1245625765005,131.91378586776665,127.73702539745243,130.39897324673674,128.6105112785656,129.1926566936622,125.08337916565736,122.60901775640514,123.93641402570863,125.75030726465238,140.55560886069964,136.96170176519698
6,2000-05-08 22:06:44+00:00,123.061621878393,131.06041344279222,147.9039303847618,160.51585753619656,166.73944266473643,169.119140709521,165.44140681809,168.345845884896,172.44863674610176,170.49021066197653,172.9574042146338,171.94905754901444,168.8654634786318,175.8345681116688,182.92735215842842,185.42825592734016,179.09571453650688,173.9266266618113,167.39175312352543,156.06242953119337,155.76024668795037,140.97713416620002,143.1881033872843,157.8939987989707,149.73178894043596,144.5136003437054,157.47515855483002,152.20075718079673,153.56424766800785,146.2670456896759,153.59155043793348,155.33861229870243,149.4332315069264,142.14974604406197,143.4825117149676,139.29139076682858,140.11830079449857,153.6652811944493,141.71435436318575,144.61457368612162,154.08535337113193,148.19533568370665,146.25432170059992,148.71219736321538,148.07911986578966,151.21724648630374,151.70563515159887,138.6065527723481,139.8230012348717,138.4439419803202,141.81115159082614,142.95758791160114,144.6463509215882,139.71098900852581,137.06316898443026,131.24250739865738,134.414530573624,131.84146556018638,115.7154072410902,121.76997126303326,116.47161925051608,122.16114022691707,132.25792944737896,130.34157466382877,132.78018934410545,123.86660366546495,113.99674840955726,114.15804531340274,119.49216559618056,126.59135420534577,125.20463761766042,122.86878617881086,123.04226625349034,124.14449436631465,126.67145266868829,126.51729604985408,129.59372159579746,132.47517161762832,142.16434841914048,139.85549266929328
7,2000-05-15 22:12:54+00:00,125.11795054888722,147.64171895734307,159.04323209762606,162.4495837354445,176.40585481683405,178.2411697302475,173.3740549243733,183.94766477855399,184.625721083662,178.6289718471828,179.03762491480515,181.2937183639895,170.92113115184875,173.2822038527722,182.48901214453068,185.65868731928688,178.49360945130712,174.03336442150237,169.4174662647836,162.2773297570958,155.89562443565117,139.39242003126392,148.57108756406672,167.45407396314357,153.06688225169822,148.72135292721904,159.9783549384913,155.30083778743267,159.664401135238,148.1735640629429,161.10299038207097,158.4353217858993,150.6078716398405,151.1007791559939,146.77181679636575,149.18682480687096,142.37014968843172,158.25833233127662,146.99167727009683,144.96545645899957,158.16849009320205,152.68440431896462,149.57827035285172,160.25344828458466,150.75349621341994,158.12167616663115,154.0862671655127,148.64849187863564,151.3005769773373,146.3993748136172,152.1276244023515,149.4364801291656,150.59851493071758,146.01578638297136,144.82053791601572,137.6804513498759,130.36469335617466,131.43029198411153,123.33003485304248,120.34532126034613,121.61186407674703,129.72342820565663,138.00034371938122,136.8020702430318,132.33067750866172,125.63774687217344,114.61729134691397,117.46809838324018,119.89236803569851,125.55347027849908,125.22474505144827,122.44409374689418,127.02551578387914,124.69899851352365,125.8527661317882,122.01594931934117,127.2288359195807,131.94619736539852,137.20618308230502,129.09768107759945
8,2000-06-25 22:06:19+00:00,,,143.58975567791282,147.30384529950322,163.0503399065603,172.9482478328133,168.47832392250606,169.769955328915,170.65881519869475,162.12897241204888,174.79352205313054,178.20773896265248,166.33677377354488,159.39313110290874,164.5041660562302,174.05003247814744,173.66652597983872,175.79956860042276,167.40011988704558,152.09359022073147,146.21359580886033,135.4157799848774,139.64611245874474,154.7799065651494,141.69490226176976,131.4723606788763,144.9617001991053,148.63536401429326,148.11983275446028,143.53527227622055,156.76379719636654,158.44185790186623,140.5230899984804,140.3708449191721,138.14914387279092,145.30636975014272,140.33220558968603,152.02706533021163,142.427700740972,144.35647191412193,151.64357633499387,152.82456116259516,148.0034217911172,151.03775207159094,147.92574150602417,143.24436350203842,143.44651209233888,137.94466595995925,136.62436320548608,142.79761900019298,148.11308598545565,139.4713613392911,141.06325082884013,129.07547427277527,132.2416807978634,133.45089837204645,138.58821800601478,138.6655437766304,126.76302170899383,125.41896216496338,128.11478248403057,131.43799073670627,129.8786416769514,136.9661353367399,134.35233628534945,130.480874619143,120.99905398583866,119.12424059873143,128.3720253482342,133.25127107963846,136.45268678184186,135.8589575140235,133.289490228161,137.57553482498622,141.50743459369244,142.98102388550438,136.87904594663266,138.87126208770894,140.4916333548025,142.06230814950732
9,2000-07-11 22:06:05+00:00,,,,,,,,,,,,,,,164.13869880620084,168.48866678059562,175.74815027498335,176.81665597363946,170.129173249103,153.4535927130223,140.40884918142973,132.76291365854914,138.41022573135405,154.94391218313254,145.17802276752752,134.24169948775838,134.2167682046523,129.47416910585994,147.1951927790145,139.83854405176348,151.7240793362053,146.6391954271288,137.47658102755594,132.56143473590902,132.08149524093474,145.20806076909432,141.6803694667658,140.12753007394988,136.45532454214626,137.7471058908894,144.68693236945586,139.12595220615847,142.656786596791,150.46787998360207,140.46429167163353,146.6273429651583,139.43192652704312,131.07951903032213,129.75975287736333,132.9684921679704,136.84003628000448,133.9663538986842,138.7416177443254,128.38045068203675,130.0472043590653,130.9965370432974,127.23432978764998,129.91820870810002,123.97811872619194,126.17316548208186,123.55547723835286,126.9157460092892,128.58576537199193,126.9388761019608,125.87338762456073,120.3640389646874,111.73359188031661,114.06762132218473,108.04509354420362,116.59100751136428,121.63745341277695,138.543562586659,143.75956020183364,148.4228281650108,146.8917773979955,,,,,
