,dates,nzd0414-0000,nzd0414-0001,nzd0414-0002,nzd0414-0003,nzd0414-0004,nzd0414-0005,nzd0414-0006,nzd0414-0007,nzd0414-0008,nzd0414-0009,nzd0414-0010,nzd0414-0011,nzd0414-0012,nzd0414-0013,nzd0414-0014,nzd0414-0015,nzd0414-0016,nzd0414-0017,nzd0414-0018,nzd0414-0019,nzd0414-0020,nzd0414-0021,nzd0414-0022,nzd0414-0023,nzd0414-0024,nzd0414-0025,nzd0414-0026,nzd0414-0027,nzd0414-0028,nzd0414-0029,nzd0414-0030,nzd0414-0031,nzd0414-0032,nzd0414-0033,nzd0414-0034,nzd0414-0035,nzd0414-0036,nzd0414-0037,nzd0414-0038,nzd0414-0039,nzd0414-0040,nzd0414-0041,nzd0414-0042,nzd0414-0043,nzd0414-0044,nzd0414-0045,nzd0414-0046,nzd0414-0047,nzd0414-0048,nzd0414-0049,nzd0414-0050,nzd0414-0051,nzd0414-0052,nzd0414-0053,nzd0414-0054
0,1999-08-17 22:12:50+00:00,,,,,,,,,,,,,,,,,,,,,133.59459013701772,125.4692232755623,119.0194183283671,126.48682171080165,143.1995551874029,,146.50554017035043,157.13238149737626,,,,143.066564416038,,,,,,,,,,,,,,,,,,,,,,,
1,1999-11-05 22:12:52+00:00,65.19721695809346,58.73734115011763,60.334780620535966,49.10874854594619,49.51554855829992,29.836528587599247,68.7975544272628,85.94847202446839,87.70848564306418,96.56707339239945,,,,112.16360964598059,108.59754258410973,107.62431068559015,100.89685437773954,96.69661502818559,106.78883362403796,109.97827215390049,125.34318632950995,116.28481706072137,125.14977234306488,120.90923702909026,128.80760364878105,129.067242846778,137.45425630549258,144.43163528819414,139.14689387938336,142.55163901915932,136.2494435475963,134.89533625740793,129.99520266527597,122.29384304005036,129.48626319203967,135.75850632871348,136.4880059163539,149.61399265533962,148.30524308888326,170.16452599442482,174.51399291722308,172.85067671294598,164.65146197223112,161.15619399652508,153.71611504687456,151.88499034705464,148.93035471240955,144.630319095088,140.91947448718952,147.88861599665367,153.59114731048183,152.59039416234916,152.5707634777616,132.56650606549613,141.3641841646811
2,1999-11-21 22:12:47+00:00,76.17830155457696,82.42038219994399,69.56514371381533,52.827882136636674,48.81291025050086,48.38812168092529,82.71255425333223,102.08195760743291,115.88107263636518,134.7404868102393,154.66714005072015,156.04667981287568,158.88313353533684,154.1287924600943,148.4693109099581,134.6267552861041,127.51342662044377,114.94751053466459,121.79041285897537,123.66328438731789,127.27391897488836,137.46366874413292,137.4152902909376,149.20633687681067,150.43348656726582,152.9316090820347,160.07703925370816,155.65983571614697,155.79338226036546,153.89539046526855,157.13402978680278,159.01546324189752,156.78758021658882,152.52744324949305,151.8650498330723,155.64493212800386,156.09764094345888,164.6065271465279,166.55765349172628,187.627313359337,184.895013581508,189.88733313504423,177.7413546953294,173.7333213698688,169.2720996641914,166.56705331856412,161.743148958713,166.31089822819203,160.9592054649253,169.1976163766797,170.527989388081,168.81069982712185,165.8982073524836,158.2583287989256,166.05237668213428
3,1999-12-07 22:12:53+00:00,95.11614706755277,92.31943102037334,86.9458735961817,62.325415106670505,59.78833316307384,53.907055383268776,89.48083973065154,113.4178294757608,121.08635861638344,125.50997735386107,149.4538782346019,157.2555207049198,163.18955306157315,161.32613339259237,154.9302595465155,149.7837690706842,138.8439554435076,135.49320269626836,138.68420302950733,142.7393893276152,142.29901366522856,156.28132682638585,161.73366106434622,168.7051522705577,157.49135069365133,172.67968286183907,175.13007947443592,173.22479688671797,171.7941963103025,163.55173067874165,168.33723583809157,170.09309652767507,169.20962588420366,166.75411509599897,157.7974593006323,157.43001223722848,163.35680223683164,174.12408056265892,177.12325182102373,198.95185091632197,200.39320585042006,191.40382655154806,187.08848407034046,182.84583134813695,176.55639806106493,170.48076602035067,167.72183564161023,172.82671142513186,171.27119232667923,176.78197339475057,179.92592569323875,177.17053016319204,180.52127638830683,175.66633930465446,173.86621034529315
4,2000-02-09 22:12:43+00:00,64.19021470153939,76.41030652245311,84.27874406235996,86.91667040443807,84.33008404023388,85.11984362944587,86.61291644170775,87.94827084284756,87.61673539450085,105.04729267671179,127.90066365761295,124.5863633033789,143.28507044568212,155.66637231792,167.01430703287244,156.90399177020333,152.69403263249038,146.05722668396993,150.64260064184018,137.21657756090272,148.0067490286289,149.32865754729147,151.87110974465816,157.38749614848473,184.7923710444448,185.87553861857205,,,183.4315181718866,177.79798296796562,173.44697730470904,173.71833314496763,183.41010791942313,187.4658847115663,193.2210749218049,206.55858372428202,195.04881619996945,194.42893397002555,180.09354749069254,190.54264484868395,209.33025530217165,206.51340348701495,206.93274558670842,192.06283607137686,189.64062757583488,199.97477658214265,,186.40872214505035,188.0413599705551,190.2712013846246,192.79019025706026,195.78645963921488,194.34853517389098,186.14943179343317,186.932523750289
5,2000-04-13 22:12:18+00:00,73.84378604616364,79.64616056638556,89.60600710281068,96.10437888409464,106.58237471600133,95.94942335589926,100.45120843461252,99.45895424979061,88.11219214143853,93.76014575428118,117.66512239076866,123.93363912221663,140.58551941590957,152.20046233770898,158.3571384609579,164.67315511166635,155.3564504676311,153.90921612521197,146.1553874895778,148.97846503605584,160.53473890037455,170.03859278380247,180.11866785581688,179.56334507615477,178.53833452696782,199.98839500503442,,,209.1447549418095,212.24437382994554,207.3186766896383,193.1586355156362,190.47292026280752,187.78315214865637,186.72489666644873,186.37254892297787,185.30171106981368,185.78513409272423,196.93985714890582,216.14152155753226,220.75793674827014,217.71110494373556,217.48999452084408,211.83355899495496,208.66883885209822,210.13124844222855,,212.87459109299002,209.14688245794238,203.96544725010696,196.68010960972987,196.6314025859753,195.22058760833144,190.78458220688063,191.30513634003668
6,2000-05-15 22:12:06+00:00,,,,,,74.28697655653862,95.30140935222495,114.08804564943725,106.9935471191434,104.0641318187304,109.1513449711516,121.84236986196633,135.1324494742237,141.69944121349445,137.6875944449805,146.98949689944507,139.990997240943,139.85291426148305,138.2267040106312,130.6620786229329,145.61591554697037,149.9082052411706,,159.16220639741812,162.8275675950447,177.17691838545704,180.91623719362175,183.32643875799923,185.4161166338982,,,181.35698085063132,179.57472564671536,177.0182381238025,178.26250013534317,174.40397060151008,184.54671196937602,172.05949101320306,177.80027393875548,198.35382992293304,204.05479182281363,212.6345716960057,202.1719104638917,203.4124361837031,193.07275432172,187.64915431633517,177.74908694625478,,184.20411046372266,184.5177362136006,182.24753283555722,177.59334573267282,172.88851642802084,179.79604827610697,183.3730254329855
7,2000-05-31 22:11:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000-08-03 22:11:07+00:00,98.68010733155548,77.17295618138681,67.21538100227559,83.6181493632704,89.82651409987348,,107.98631602234073,98.73633183396593,107.00396508927334,103.43527100603468,103.65783720687892,96.18468027320414,108.4396432446795,123.9315960874867,161.03511517904988,158.04162582415282,148.71497101638155,144.03345229377888,145.79453061269035,,151.21856530921215,159.4372396907633,167.46559172323012,,,,,,,217.99259248276326,210.17289376821418,208.05007455705595,204.96312004128663,,209.97841130745155,,,,,,245.9084263073421,249.02858489892247,256.50554379959055,256.63849968218807,,,,200.71106659923066,,195.69553906279356,192.4119262634661,193.3855721267062,194.83985809821945,193.91059947401953,200.93523603914915
9,2000-08-19 22:11:01+00:00,85.23910495806248,75.69477009586312,73.77230053359123,57.16124746970244,59.59215445356037,85.42053224363848,98.78419414704501,108.98833687843408,105.66457676130788,83.84768047512252,86.3075227741068,91.29723578970734,98.47079446342377,106.44050793418113,124.69077762264862,128.42523356297013,131.7614628679937,139.17422169832477,145.36089139299293,,164.5164893134192,176.35185565363741,178.77579686284452,,,194.07048164590327,,,,218.69321005886138,211.07120444430984,197.47707302990366,172.99798772979977,167.66717990019478,176.162842078298,173.03544941093443,182.37788815598344,190.0788175228099,196.36530859192118,201.41344979266754,219.35942523888392,243.14923678068075,243.82572218086216,250.46608417811507,,,,,,196.83239168486136,197.48877772526987,189.06620189984687,193.19812513428673,196.03658869670008,194.54365200823415
