dates,satname,sar2316-0000,sar2316-0001,sar2316-0002,sar2316-0003,sar2316-0004,sar2316-0005
1987-06-09 09:24:23+00:00,L5,160.05,164.68,221.82,565.49,380.91,172.79
1987-06-25 09:24:44+00:00,L5,174.45,162.57,220.10,566.71,380.00,171.84
1987-07-11 09:24:39+00:00,L5,170.62,167.36,220.09,564.58,380.62,179.03
1987-07-18 09:30:57+00:00,L5,155.30,154.42,219.38,575.42,380.31,165.83
1987-07-27 09:25:01+00:00,L5,161.31,163.77,224.19,568.50,395.61,175.81
1987-08-03 09:31:25+00:00,L5,165.98,155.53,216.80,568.52,363.07,168.96
1987-08-12 09:25:31+00:00,L5,164.33,165.98,219.69,567.67,378.73,171.44
1987-08-19 09:31:54+00:00,L5,164.91,156.43,220.17,569.99,379.01,174.51
1987-08-28 09:26:22+00:00,L5,163.03,159.95,225.74,566.91,381.38,172.27
1987-09-04 09:32:19+00:00,L5,166.67,150.57,216.90,569.98,363.25,164.02
1987-09-13 09:26:21+00:00,L5,169.75,166.62,223.88,569.85,395.79,178.87
1987-09-20 09:32:42+00:00,L5,152.89,160.29,220.35,568.59,380.25,172.38
1987-10-31 09:27:40+00:00,L5,163.74,175.10,222.34,563.94,396.48,182.32
1987-11-16 09:28:03+00:00,L5,163.30,174.07,230.49,565.09,399.00,178.59
1987-12-02 09:28:18+00:00,L5,174.05,165.57,213.47,563.88,346.01,178.42
1988-01-10 09:34:42+00:00,L5,170.04,170.83,234.63,573.32,413.53,434.24
1988-01-19 09:28:41+00:00,L5,144.60,143.10,211.52,575.99,134.58,155.01
1988-02-11 09:35:17+00:00,L5,165.32,169.34,227.80,574.14,397.87,182.32
1988-02-20 09:29:14+00:00,L5,169.78,167.93,230.79,574.19,411.99,165.03
1988-03-14 09:35:39+00:00,L5,170.60,169.56,225.83,569.53,396.60,167.94
1988-04-15 09:35:50+00:00,L5,168.93,169.03,223.83,564.49,381.32,164.01
1988-05-01 09:35:57+00:00,L5,159.56,153.00,220.12,569.59,379.38,169.19
1988-05-17 09:36:08+00:00,L5,166.50,161.51,212.92,566.44,345.97,174.78
1988-06-02 09:36:14+00:00,L5,161.41,163.72,220.10,572.16,380.26,168.94
1988-06-11 09:30:29+00:00,L5,168.72,164.17,224.24,569.39,395.21,170.62
1988-06-18 09:36:19+00:00,L5,146.59,159.73,216.51,578.72,378.84,163.82
1988-07-04 09:36:24+00:00,L5,157.95,150.73,215.38,571.20,362.64,167.30
1988-07-13 09:30:39+00:00,L5,179.04,169.55,219.75,565.27,379.23,178.82
1988-07-20 09:36:27+00:00,L5,163.83,162.59,227.98,571.72,381.34,163.95
1988-07-29 09:30:18+00:00,L5,162.57,160.22,235.68,575.09,397.99,167.61
1988-08-05 09:36:28+00:00,L5,152.44,151.04,221.75,575.82,365.41,165.20
1988-08-14 09:30:40+00:00,L5,153.74,155.67,228.77,573.77,380.72,165.58
1988-08-21 09:36:29+00:00,L5,156.49,151.39,209.06,566.60,149.44,166.43
1988-09-06 09:36:31+00:00,L5,154.94,154.96,208.97,566.54,150.93,164.96
1988-09-22 09:36:26+00:00,L5,,,,509.28,237.20,184.41
1988-10-01 09:30:34+00:00,L5,172.74,171.56,222.53,569.76,396.66,171.51
1988-10-08 09:36:21+00:00,L5,159.97,157.82,219.31,576.58,380.28,166.04
1988-11-02 09:30:34+00:00,L5,167.11,163.04,221.66,566.75,396.65,174.43
1988-11-18 09:30:08+00:00,L5,346.14,,442.66,383.56,624.34,604.02
1988-12-11 09:36:09+00:00,L5,177.47,173.52,227.05,568.38,398.77,178.03
1988-12-27 09:36:03+00:00,L5,164.92,164.70,211.09,568.21,152.51,168.46
1989-01-05 09:30:16+00:00,L5,174.12,172.36,230.54,574.61,413.48,434.24
1989-01-12 09:35:56+00:00,L5,161.94,163.41,221.45,566.13,395.87,176.40
1989-01-28 09:35:43+00:00,L5,164.60,167.14,214.14,569.36,345.97,171.87
1989-02-06 09:29:59+00:00,L5,176.96,173.21,226.79,567.85,411.68,171.59
1989-03-26 09:28:53+00:00,L5,173.09,169.44,215.78,563.08,378.75,176.70
1989-04-02 09:34:48+00:00,L5,175.43,176.06,226.77,567.35,397.91,179.00
1989-05-13 09:28:07+00:00,L5,94.26,,284.46,243.51,493.78,601.43
1989-05-20 09:34:09+00:00,L5,172.73,172.66,230.16,572.19,398.67,174.70
1989-05-29 09:28:17+00:00,L5,169.83,,210.54,566.22,264.08,174.97
1989-06-14 09:27:46+00:00,L5,165.96,155.31,214.93,564.96,362.45,172.24
1989-06-30 09:27:39+00:00,L5,154.25,158.30,223.93,569.12,379.70,178.71
1989-07-16 09:27:19+00:00,L5,161.89,157.40,228.22,567.10,396.26,173.04
1989-07-23 09:32:57+00:00,L5,148.93,153.94,211.04,571.63,254.42,168.65
1989-08-01 09:26:59+00:00,L5,150.46,138.86,206.03,570.83,142.99,167.77
1989-08-24 09:32:15+00:00,L5,165.56,166.19,226.49,575.89,397.32,169.67
1989-09-18 09:25:44+00:00,L5,166.81,163.03,215.27,564.37,364.03,176.72
1989-09-25 09:31:28+00:00,L5,169.06,164.25,224.90,574.43,395.79,167.43
1989-10-04 09:25:36+00:00,L5,167.71,166.28,224.82,560.51,398.01,186.92
1989-10-11 09:31:06+00:00,L5,172.68,166.65,226.17,563.52,397.05,169.97
1989-10-20 09:24:51+00:00,L5,178.89,165.61,222.51,568.15,395.90,177.64
1989-10-27 09:30:27+00:00,L5,165.72,169.39,225.82,564.93,397.27,174.81
1989-11-12 09:30:07+00:00,L5,165.54,168.15,226.74,569.79,397.52,168.62
1989-11-28 09:29:40+00:00,L5,165.35,160.79,226.33,570.90,398.93,173.05
1989-12-14 09:29:14+00:00,L5,176.43,164.51,221.11,571.69,395.74,164.07
1989-12-23 09:22:46+00:00,L5,124.87,126.62,195.57,571.24,125.38,149.02
1990-01-31 09:27:43+00:00,L5,166.90,173.34,220.03,566.68,396.37,172.15
1990-02-09 09:21:14+00:00,L5,164.32,161.66,229.12,564.97,398.51,172.15
1990-02-16 09:27:12+00:00,L5,154.09,150.91,209.32,571.94,143.45,160.22
1990-03-04 09:26:38+00:00,L5,154.86,156.21,229.11,575.37,400.12,171.04
1990-04-14 09:19:47+00:00,L5,172.20,170.44,239.09,567.41,412.90,434.25
1990-04-21 09:25:58+00:00,L5,178.55,169.38,218.07,563.69,379.20,176.56
1990-05-16 09:20:13+00:00,L5,180.32,169.64,221.46,545.51,395.55,188.77
1990-06-01 09:19:44+00:00,L5,168.99,172.07,236.26,570.86,400.24,419.22
1990-06-17 09:20:06+00:00,L5,170.78,,204.30,559.55,155.37,180.29
1990-06-24 09:25:54+00:00,L5,156.84,155.14,218.81,579.54,379.34,162.37
1990-07-03 09:19:42+00:00,L5,165.95,172.74,217.86,569.38,379.24,176.15
1990-07-10 09:25:52+00:00,L5,153.01,151.79,220.54,576.26,364.89,164.16
1990-07-19 09:20:01+00:00,L5,178.89,167.12,224.08,562.87,396.52,182.59
1990-07-26 09:25:48+00:00,L5,171.21,171.65,226.59,574.60,397.98,175.90
1990-08-04 09:19:56+00:00,L5,168.59,166.45,226.46,572.52,395.84,168.44
1990-08-11 09:25:43+00:00,L5,168.57,165.84,231.55,570.31,411.73,177.34
1990-08-20 09:19:30+00:00,L5,168.55,162.81,221.48,565.25,379.65,169.36
1990-09-05 09:19:46+00:00,L5,163.85,162.92,225.94,574.29,397.05,164.48
1990-09-12 09:25:35+00:00,L5,155.55,153.02,217.11,569.16,363.08,167.39
1990-09-28 09:25:26+00:00,L5,169.92,168.45,234.02,568.96,398.47,174.16
1990-10-14 09:25:20+00:00,L5,164.86,,221.38,568.27,380.95,177.12
1990-10-30 09:25:11+00:00,L5,160.22,163.47,229.24,569.94,398.57,173.14
1990-12-26 09:19:37+00:00,L5,172.34,162.87,210.25,565.67,152.88,174.04
1991-01-11 09:20:03+00:00,L5,183.08,187.33,234.34,562.88,431.78,464.23
1991-01-27 09:20:30+00:00,L5,171.26,,213.01,564.21,667.18,176.20
1991-02-12 09:20:19+00:00,L5,175.32,175.65,236.70,567.52,428.37,449.20
1991-04-08 09:27:30+00:00,L5,164.98,176.09,234.01,570.43,400.03,419.23
1991-05-26 09:28:22+00:00,L5,162.44,161.95,221.73,574.60,379.11,162.83
1991-06-27 09:28:49+00:00,L5,154.23,153.92,211.47,568.01,149.59,167.28
1991-07-06 09:22:46+00:00,L5,166.15,166.98,214.92,568.73,365.06,178.42
1991-07-13 09:29:21+00:00,L5,151.96,150.22,216.50,569.59,362.98,167.88
1991-07-22 09:22:58+00:00,L5,164.40,170.77,228.81,569.93,397.48,177.72
1991-07-29 09:29:13+00:00,L5,162.69,167.43,238.98,574.27,413.84,434.23
1991-08-07 09:23:28+00:00,L5,178.39,175.66,231.14,566.03,397.66,183.21
1991-08-14 09:29:15+00:00,L5,172.01,174.81,216.36,567.38,363.07,174.95
1991-08-23 09:23:10+00:00,L5,165.97,162.42,228.47,567.78,397.40,175.59
1991-09-08 09:23:24+00:00,L5,171.90,164.57,213.23,563.43,160.56,176.79
1991-09-24 09:23:55+00:00,L5,168.62,174.75,223.01,564.35,380.38,180.16
1991-10-01 09:29:43+00:00,L5,175.73,175.95,226.62,567.66,397.20,177.04
1991-10-17 09:29:54+00:00,L5,165.42,163.27,216.89,566.72,378.89,169.96
1991-11-02 09:29:52+00:00,L5,152.17,160.28,211.50,564.53,346.09,177.83
1991-11-11 09:23:45+00:00,L5,169.81,168.64,224.27,571.82,395.61,167.58
1992-01-05 09:29:59+00:00,L5,175.95,174.54,218.33,567.45,379.86,177.46
1992-01-14 09:23:49+00:00,L5,162.04,160.33,221.25,566.14,395.32,178.83
1992-02-06 09:29:56+00:00,L5,181.68,180.83,223.81,570.78,413.52,449.25
1992-02-15 09:24:02+00:00,L5,169.67,169.90,222.03,569.07,395.58,172.78
1992-02-22 09:30:17+00:00,L5,,,,,,
1992-04-10 09:29:42+00:00,L5,,,,,,
1992-04-19 09:23:54+00:00,L5,174.01,168.17,223.69,572.07,380.53,173.69
1992-04-26 09:29:58+00:00,L5,163.70,165.89,221.19,572.60,381.05,165.22
1992-05-12 09:29:27+00:00,L5,151.50,157.17,222.04,578.34,395.45,161.91
1992-06-06 09:23:03+00:00,L5,166.68,164.52,225.19,574.50,397.03,169.71
1992-06-13 09:29:08+00:00,L5,158.95,161.37,219.11,577.77,379.37,163.06
1992-06-29 09:28:56+00:00,L5,163.76,161.86,221.26,577.08,381.13,163.38
1992-07-08 09:22:38+00:00,L5,171.04,173.16,231.83,567.77,411.78,172.12
1992-07-15 09:28:44+00:00,L5,158.86,168.07,225.53,573.94,396.89,170.49
1992-07-31 09:28:32+00:00,L5,166.05,163.46,218.22,569.00,363.67,167.59
1992-08-09 09:22:38+00:00,L5,169.93,168.33,225.31,570.59,396.90,176.90
1992-08-16 09:28:17+00:00,L5,162.30,171.29,214.44,566.62,345.94,172.60
1992-09-01 09:28:02+00:00,L5,154.93,161.55,223.99,575.49,395.28,164.23
1992-09-10 09:22:08+00:00,L5,153.89,161.21,217.71,572.60,363.65,170.19
1992-09-17 09:27:48+00:00,L5,167.19,168.23,221.14,572.77,395.73,172.92
1992-09-26 09:21:49+00:00,L5,171.50,166.06,223.21,567.23,380.92,177.87
1992-10-12 09:21:04+00:00,L5,143.28,140.82,211.96,578.48,346.25,169.31
1992-11-04 09:26:58+00:00,L5,166.93,166.19,228.48,571.60,398.57,171.96
1992-12-06 09:26:58+00:00,L5,154.19,157.38,206.03,568.25,155.14,169.76
1992-12-31 09:21:00+00:00,L5,78.00,,-4.63,155.85,611.28,661.48
1993-01-07 09:27:16+00:00,L5,173.69,168.26,219.99,561.79,395.77,174.60
1993-01-23 09:27:27+00:00,L5,167.37,162.22,215.80,566.53,362.82,168.75
1993-02-08 09:27:38+00:00,L5,15.72,16.77,259.11,274.43,437.96,433.72
1993-02-24 09:27:41+00:00,L5,161.49,150.85,212.46,562.48,328.47,160.07
1993-03-12 09:27:54+00:00,L5,168.37,173.20,235.05,569.25,411.88,419.22
1993-03-21 09:21:43+00:00,L5,165.24,169.11,227.17,563.91,397.39,170.01
1993-04-06 09:22:12+00:00,L5,167.95,162.82,231.02,566.18,398.91,172.18
1993-04-13 09:28:04+00:00,L5,143.54,,34.08,19.44,181.66,
1993-04-22 09:22:22+00:00,L5,168.36,168.38,219.02,564.59,378.84,181.46
1993-05-08 09:22:01+00:00,L5,175.40,174.04,235.23,565.10,412.99,434.25
1993-05-15 09:28:13+00:00,L5,163.16,164.30,219.86,571.36,380.52,172.64
1993-05-24 09:22:03+00:00,L5,,,,573.88,280.32,163.77
1993-05-31 09:28:16+00:00,L5,154.52,152.02,221.64,578.64,379.31,157.54
1993-06-09 09:22:05+00:00,L5,153.37,154.70,220.09,567.88,378.74,178.90
1993-06-16 09:28:14+00:00,L5,163.46,172.41,225.30,569.58,396.41,177.38
1993-06-25 09:22:24+00:00,L5,164.18,165.62,228.69,567.70,397.60,174.33
1993-07-11 09:22:22+00:00,L5,153.72,150.85,213.77,571.34,346.51,176.47
1993-07-18 09:28:08+00:00,L5,164.00,156.63,221.91,567.98,380.16,172.37
1993-07-27 09:21:57+00:00,L5,163.69,166.20,224.40,566.08,396.27,177.71
1993-08-03 09:28:08+00:00,L5,161.20,160.68,225.91,571.31,396.11,176.80
1993-08-12 09:21:57+00:00,L5,172.43,161.71,221.92,563.60,380.55,174.20
1993-08-19 09:28:08+00:00,L5,152.64,158.23,226.70,567.52,381.42,176.97
1993-10-06 09:27:59+00:00,L5,165.14,153.90,217.96,570.02,363.46,165.87
1993-11-07 09:27:46+00:00,L5,166.51,156.46,219.77,563.96,380.06,171.22
1994-01-03 09:21:32+00:00,L5,165.58,155.38,212.64,564.61,156.59,180.11
1994-01-26 09:26:59+00:00,L5,152.25,155.48,201.82,569.44,157.64,168.16
1994-02-27 09:26:35+00:00,L5,152.78,155.19,213.68,570.58,345.92,169.07
1994-03-08 09:20:16+00:00,L5,166.88,178.05,226.29,566.23,397.70,174.88
1994-03-15 09:26:21+00:00,L5,176.61,172.29,228.11,567.59,396.65,172.63
1994-03-24 09:20:03+00:00,L5,168.97,172.41,228.07,562.07,412.83,434.25
1994-03-31 09:26:06+00:00,L5,168.53,165.34,229.30,568.38,398.14,168.86
1994-04-25 09:19:50+00:00,L5,,,,563.45,350.86,180.97
1994-05-02 09:25:29+00:00,L5,161.27,165.56,221.65,569.67,381.30,168.33
1994-05-11 09:19:31+00:00,L5,175.65,174.95,226.81,566.61,397.81,179.22
1994-07-05 09:24:11+00:00,L5,159.90,158.66,220.41,575.65,380.42,163.39
1994-07-14 09:17:44+00:00,L5,170.73,168.87,219.01,564.56,379.08,177.31
1994-07-21 09:23:43+00:00,L5,160.94,156.02,225.85,568.15,380.18,178.26
1994-07-30 09:17:17+00:00,L5,164.38,161.77,218.43,563.53,379.90,180.05
1994-08-15 09:17:16+00:00,L5,166.70,161.16,215.53,564.43,363.41,168.72
1994-08-22 09:22:53+00:00,L5,165.48,160.13,220.82,570.28,380.94,165.81
1994-08-31 09:16:29+00:00,L5,167.44,166.21,222.75,569.95,380.43,167.93
1994-09-07 09:22:29+00:00,L5,171.33,175.50,232.28,571.16,398.91,174.01
1994-09-16 09:16:28+00:00,L5,,,223.04,567.51,395.52,
1994-10-18 09:15:07+00:00,L5,167.11,172.05,225.42,566.53,397.67,175.14
1994-11-03 09:14:33+00:00,L5,141.59,147.62,213.02,569.43,264.52,151.89
1994-12-12 09:19:28+00:00,L5,165.28,178.81,227.69,570.19,397.51,177.55
1994-12-21 09:13:24+00:00,L5,251.53,,210.57,586.69,347.72,139.20
1995-02-14 09:17:07+00:00,L5,170.65,177.85,221.97,570.24,378.91,156.31
1995-03-18 09:15:50+00:00,L5,164.61,169.16,219.58,566.89,380.04,173.79
1995-03-27 09:09:40+00:00,L5,167.37,163.75,218.43,567.33,378.91,178.09
1995-04-12 09:09:01+00:00,L5,167.72,165.71,219.28,566.64,364.34,172.23
1995-04-19 09:14:30+00:00,L5,166.79,165.83,223.59,572.39,381.02,178.15
1995-05-05 09:13:47+00:00,L5,166.21,173.41,228.94,569.77,397.86,170.55
1995-05-14 09:07:35+00:00,L5,153.57,154.84,211.80,567.65,150.19,169.42
1995-05-21 09:13:04+00:00,L5,165.40,158.56,224.84,574.76,395.58,163.41
1995-05-30 09:06:28+00:00,L5,176.16,173.87,221.29,563.94,395.47,182.10
1995-06-06 09:12:19+00:00,L5,159.97,156.73,226.79,567.67,379.00,170.30
1995-06-15 09:05:44+00:00,L5,169.75,166.20,226.32,565.58,396.91,179.02
1995-06-22 09:11:37+00:00,L5,168.78,167.25,225.66,568.61,396.73,172.20
1995-07-01 09:05:02+00:00,L5,167.07,180.23,224.01,566.32,397.19,174.06
1995-07-08 09:10:53+00:00,L5,147.90,166.03,225.55,572.49,398.12,170.20
1995-07-17 09:04:40+00:00,L5,169.67,,226.47,567.61,401.07,177.86
1995-07-24 09:10:09+00:00,L5,161.01,159.02,220.14,571.38,363.93,168.75
1995-08-02 09:03:34+00:00,L5,169.83,171.64,223.66,567.24,380.58,181.56
1995-08-09 09:09:25+00:00,L5,153.13,158.31,219.90,567.45,364.39,178.71
1995-08-25 09:08:41+00:00,L5,163.60,141.06,218.57,566.15,379.96,162.91
1995-09-03 09:02:29+00:00,L5,165.85,163.28,219.80,569.75,379.65,170.01
1995-09-10 09:07:55+00:00,L5,165.94,168.70,220.02,564.99,396.41,171.22
1995-10-21 08:59:36+00:00,L5,161.05,166.78,223.10,566.74,396.77,176.35
1995-11-06 08:59:27+00:00,L5,178.48,163.80,215.06,562.36,365.09,172.73
1995-12-15 09:06:48+00:00,L5,138.47,147.99,216.79,569.01,379.19,164.49
1996-01-16 09:09:06+00:00,L5,169.30,175.75,366.13,474.24,413.62,449.24
1996-02-17 09:11:19+00:00,L5,170.35,166.41,220.06,568.74,379.89,167.47
1996-03-13 09:07:12+00:00,L5,167.87,174.35,227.63,564.31,401.43,176.67
1996-03-29 09:07:49+00:00,L5,166.80,161.72,223.02,563.18,395.30,170.60
1996-04-05 09:14:27+00:00,L5,178.83,172.87,228.27,566.79,413.84,449.25
1996-04-21 09:15:25+00:00,L5,153.54,156.37,218.50,572.10,364.00,164.08
1996-05-16 09:10:42+00:00,L5,172.42,176.81,225.43,563.15,397.46,190.80
1996-05-23 09:17:17+00:00,L5,168.84,169.71,223.81,568.13,396.24,176.03
1996-06-01 09:12:00+00:00,L5,166.35,176.31,229.11,569.88,398.58,178.93
1996-06-08 09:18:10+00:00,L5,164.78,172.76,228.92,568.97,398.67,176.12
1996-07-03 09:13:19+00:00,L5,150.37,163.73,219.16,567.95,379.79,177.18
1996-07-10 09:19:52+00:00,L5,175.43,173.18,222.67,566.24,380.65,166.18
1996-07-19 09:14:34+00:00,L5,167.14,162.01,222.31,561.59,380.85,184.73
1996-08-04 09:15:24+00:00,L5,165.71,159.20,225.38,562.21,381.42,181.68
1996-08-20 09:16:14+00:00,L5,167.22,162.92,228.01,568.24,395.30,168.69
1996-09-05 09:16:44+00:00,L5,166.60,162.46,218.72,565.47,380.03,179.06
1996-09-12 09:23:18+00:00,L5,137.22,141.18,212.65,559.37,298.95,268.22
1996-09-21 09:18:00+00:00,L5,166.53,166.32,228.83,568.34,397.20,168.70
1996-10-30 09:25:47+00:00,L5,167.21,167.30,218.68,570.94,379.98,171.56
1996-11-15 09:26:32+00:00,L5,172.82,172.86,220.27,571.73,395.48,175.66
1997-02-19 09:30:58+00:00,L5,170.00,172.46,230.53,568.81,412.02,177.89
1997-03-16 09:26:11+00:00,L5,171.60,169.81,213.93,562.29,264.35,173.22
1997-03-23 09:32:13+00:00,L5,166.82,169.04,230.61,564.00,395.41,170.85
1997-04-01 09:26:22+00:00,L5,169.22,174.68,231.34,565.24,396.04,183.91
1997-04-24 09:33:22+00:00,L5,172.84,173.97,222.81,567.87,396.56,169.82
1997-05-03 09:27:54+00:00,L5,174.39,169.56,220.20,566.78,380.67,178.87
1997-05-10 09:33:55+00:00,L5,176.07,170.22,223.74,565.75,395.51,172.63
1997-06-11 09:35:02+00:00,L5,151.02,158.80,216.29,574.85,378.91,164.53
1997-06-20 09:29:33+00:00,L5,164.80,160.22,215.83,569.29,362.84,166.94
1997-07-13 09:36:09+00:00,L5,165.84,163.06,218.67,570.44,379.15,167.86
1997-07-22 09:30:16+00:00,L5,153.30,161.70,221.09,570.10,380.13,174.28
1997-07-29 09:36:41+00:00,L5,170.56,169.82,225.87,568.68,401.25,
1997-08-07 09:31:11+00:00,L5,166.80,163.43,226.32,564.88,380.09,169.85
1997-08-14 09:37:12+00:00,L5,153.37,162.04,225.51,570.66,381.53,164.96
1997-08-23 09:31:41+00:00,L5,174.68,167.77,217.43,563.30,363.42,178.20
1997-09-08 09:32:09+00:00,L5,163.86,162.31,220.54,565.60,380.21,171.56
1997-10-01 09:38:36+00:00,L5,163.59,157.65,218.93,564.21,380.12,165.68
1997-10-17 09:39:02+00:00,L5,170.96,176.17,228.35,570.07,412.52,172.40
1997-10-26 09:33:07+00:00,L5,170.67,,214.28,563.60,346.61,168.51
1997-11-27 09:34:16+00:00,L5,181.74,155.18,210.85,578.51,253.51,213.21
1997-12-29 09:35:03+00:00,L5,179.41,173.27,221.74,567.92,395.95,175.76
1998-01-30 09:35:46+00:00,L5,167.11,182.17,228.14,567.82,413.90,449.25
1998-02-06 09:41:42+00:00,L5,181.71,180.02,225.37,568.56,411.64,179.44
1998-03-10 09:42:15+00:00,L5,157.09,157.09,222.77,572.25,380.83,164.93
1998-03-19 09:36:37+00:00,L5,181.73,167.81,218.87,562.16,363.85,173.10
1998-03-26 09:42:29+00:00,L5,165.54,164.77,224.01,571.16,380.88,176.31
1998-04-04 09:36:24+00:00,L5,158.48,161.41,224.96,571.80,381.92,171.12
1998-04-11 09:42:40+00:00,L5,,,225.69,574.32,397.89,167.38
1998-05-06 09:36:51+00:00,L5,172.76,166.86,220.86,565.82,380.23,171.03
1998-05-13 09:43:08+00:00,L5,170.00,168.22,226.64,567.51,396.06,172.03
1998-06-30 09:43:48+00:00,L5,156.23,151.64,219.60,574.61,379.00,163.60
1998-07-16 09:44:00+00:00,L5,155.51,151.57,217.36,572.69,363.13,164.17
1998-07-25 09:38:16+00:00,L5,165.05,160.23,209.63,571.16,266.07,169.40
1998-08-01 09:44:05+00:00,L5,144.37,145.32,212.07,579.67,346.43,162.49
1998-08-10 09:37:58+00:00,L5,168.71,167.91,226.20,568.40,400.52,177.46
1998-08-17 09:44:12+00:00,L5,162.25,165.90,223.16,573.54,395.21,169.16
1998-08-26 09:38:33+00:00,L5,165.87,160.89,219.00,566.64,363.73,168.71
1998-09-02 09:44:24+00:00,L5,141.02,146.98,219.80,576.64,379.64,168.45
1998-09-18 09:44:32+00:00,L5,168.48,160.31,229.48,569.17,396.00,174.37
1998-10-29 09:38:50+00:00,L5,169.93,173.69,221.15,566.09,396.04,170.67
