dates,sar2316-0000,sar2316-0001,sar2316-0002,sar2316-0003,sar2316-0004,sar2316-0005,satname
1984-04-13 09:26:43+00:00,176.33,174.62,224.62,567.87,397.44,177.57,L5
1984-05-06 09:33:03+00:00,172.88,169.9,226.1,570.23,396.63,176.31,L5
1984-07-18 09:28:46+00:00,171.12,169.04,226.74,567.26,397.1,176.65,L5
1984-08-03 09:29:20+00:00,167.79,170.65,231.82,567.52,398.4,176.91,L5
1984-08-19 09:29:51+00:00,165.87,168.69,226.2,566.29,397.2,179.1,L5
1984-08-26 09:35:45+00:00,150.75,161.29,212.22,570.66,,170.06,L5
1984-09-04 09:29:37+00:00,170.53,165.51,227.77,574.44,401.14,170.73,L5
1984-09-11 09:35:50+00:00,166.69,163.49,226.86,566.0,401.97,173.19,L5
1984-09-20 09:29:40+00:00,175.31,180.34,230.77,564.03,399.33,,L5
1984-10-22 09:30:00+00:00,166.26,175.03,233.75,563.52,412.17,,L5
1984-11-07 09:29:29+00:00,173.39,166.38,225.81,566.53,397.23,168.54,L5
1984-12-09 09:29:34+00:00,164.89,171.24,,,412.47,,L5
1985-01-17 09:36:05+00:00,165.32,162.04,217.92,566.82,379.68,173.39,L5
1985-02-02 09:36:09+00:00,163.78,163.12,220.77,567.28,395.38,173.8,L5
1985-04-23 09:35:59+00:00,166.11,162.15,221.69,570.66,380.02,169.61,L5
1985-05-02 09:30:07+00:00,176.25,168.79,216.96,563.96,363.29,177.32,L5
1985-05-18 09:29:40+00:00,,,225.63,565.63,,,L5
1985-06-03 09:30:04+00:00,168.35,160.09,217.4,571.62,378.92,168.49,L5
1985-06-26 09:35:47+00:00,150.26,164.91,220.35,571.93,395.34,163.71,L5
1985-07-05 09:29:57+00:00,166.81,164.84,223.82,569.37,395.17,168.95,L5
1985-07-12 09:35:41+00:00,162.49,160.81,226.49,572.83,396.4,168.43,L5
1985-08-06 09:29:18+00:00,,,,,429.35,,L5
1985-08-13 09:35:25+00:00,151.57,153.19,212.33,573.33,346.41,170.1,L5
1985-08-22 09:29:08+00:00,175.95,169.67,220.24,564.2,379.87,179.08,L5
1985-10-09 09:28:35+00:00,159.94,167.42,219.42,565.37,379.9,168.6,L5
1985-11-10 09:28:33+00:00,166.12,164.67,224.47,565.98,397.01,172.12,L5
1985-12-03 09:33:55+00:00,166.9,175.37,222.39,567.1,396.67,171.89,L5
1986-01-04 09:33:20+00:00,172.94,163.69,214.3,566.37,,178.03,L5
1986-01-13 09:26:58+00:00,169.01,162.34,211.34,567.43,,169.64,L5
1986-03-18 09:25:58+00:00,167.54,164.7,225.84,570.22,398.95,176.41,L5
1986-03-25 09:31:37+00:00,169.01,161.57,216.52,568.38,363.1,168.66,L5
1986-04-19 09:24:53+00:00,,,,583.71,380.22,,L5
1986-05-05 09:24:29+00:00,,,,583.91,409.57,,L5
1986-05-12 09:30:29+00:00,176.58,174.65,231.26,570.62,398.74,178.08,L5
1986-05-21 09:24:03+00:00,165.61,158.45,214.93,570.07,364.93,171.99,L5
1986-06-22 09:23:04+00:00,171.19,164.97,222.83,566.65,380.29,181.48,L5
1986-07-08 09:22:57+00:00,167.03,167.76,224.49,570.56,397.07,171.9,L5
1986-07-24 09:22:23+00:00,149.45,153.54,216.43,576.18,363.08,167.98,L5
1986-07-31 09:27:55+00:00,152.62,160.48,219.25,570.92,380.26,178.74,L5
1986-08-16 09:27:20+00:00,171.65,163.79,222.03,570.0,381.26,168.96,L5
1986-09-10 09:20:15+00:00,,,,,,133.82,L5
1986-09-17 09:26:13+00:00,160.36,164.3,223.04,568.72,395.51,174.34,L5
1986-09-26 09:19:45+00:00,137.31,154.35,211.63,563.65,,175.79,L5
1986-10-12 09:19:38+00:00,165.21,163.65,217.03,567.76,363.32,169.35,L5
1986-10-28 09:18:41+00:00,,200.35,,,,,L5
1986-12-31 09:19:14+00:00,168.54,163.96,212.85,567.18,,178.46,L5
1987-01-07 09:25:13+00:00,167.97,161.93,215.73,572.85,378.73,167.31,L5
1987-01-16 09:19:41+00:00,167.62,159.39,215.54,563.0,363.71,170.85,L5
1987-03-21 09:21:38+00:00,175.09,174.28,234.3,561.32,412.82,,L5
1987-04-06 09:22:12+00:00,166.26,166.43,223.68,568.93,397.04,175.9,L5
1987-04-29 09:29:06+00:00,170.04,168.57,227.59,563.9,395.91,178.68,L5
1987-05-08 09:23:35+00:00,172.08,169.85,222.58,565.05,381.26,178.95,L5
1987-05-15 09:29:33+00:00,164.4,157.06,218.42,576.34,379.85,163.98,L5
1987-06-09 09:24:23+00:00,160.05,164.68,221.82,565.49,380.91,172.79,L5
1987-06-25 09:24:44+00:00,174.45,162.57,220.1,566.71,380.0,171.84,L5
1987-07-11 09:24:39+00:00,170.62,167.36,220.09,564.58,380.62,179.03,L5
1987-07-18 09:30:57+00:00,155.3,154.42,219.38,575.42,380.31,165.83,L5
1987-07-27 09:25:01+00:00,161.31,163.77,224.19,568.5,395.61,175.81,L5
1987-08-03 09:31:25+00:00,165.98,155.53,216.8,568.52,363.07,168.96,L5
1987-08-12 09:25:31+00:00,164.33,165.98,219.69,567.67,378.73,171.44,L5
1987-08-19 09:31:54+00:00,164.91,156.43,220.17,569.99,379.01,174.51,L5
1987-08-28 09:26:22+00:00,163.03,159.95,225.74,566.91,381.38,172.27,L5
1987-09-04 09:32:19+00:00,166.67,150.57,216.9,569.98,363.25,164.02,L5
