dates,nzd0262-0000,nzd0262-0001,nzd0262-0002,nzd0262-0003,nzd0262-0004,nzd0262-0005,nzd0262-0006,nzd0262-0007,nzd0262-0008,nzd0262-0009,nzd0262-0010,nzd0262-0011,nzd0262-0012,nzd0262-0013,nzd0262-0014,nzd0262-0015,nzd0262-0016,nzd0262-0017,satname
1999-07-20 21:46:51+00:00,,,,257.63,254.95,251.81,249.34,252.48,266.24,285.09,316.71,306.65,307.41,317.17,322.95,312.47,319.87,313.37,L7
1999-08-05 21:46:59+00:00,242.02,241.47,233.18,246.57,247.91,244.39,242.23,245.19,261.70,279.15,307.60,299.62,295.93,305.78,308.91,303.33,316.15,313.37,L7
1999-08-21 21:46:56+00:00,255.74,247.72,237.86,245.48,247.55,244.98,243.79,245.65,259.42,279.27,307.41,298.41,294.91,304.28,308.74,304.11,316.21,317.82,L7
1999-09-06 21:46:59+00:00,269.68,260.32,251.55,245.48,246.48,243.14,241.30,243.68,256.42,279.99,308.11,298.29,295.78,305.34,310.44,305.84,315.20,321.34,L7
1999-09-22 21:47:00+00:00,270.21,258.59,249.38,244.83,246.02,244.52,242.09,244.56,256.37,280.19,308.30,298.17,294.59,304.78,310.44,304.89,315.62,321.38,L7
1999-10-08 21:47:06+00:00,276.75,263.15,252.97,250.60,248.64,247.84,243.84,245.79,258.62,281.99,310.58,299.03,295.04,305.70,311.50,306.17,315.45,321.12,L7
1999-10-24 21:46:56+00:00,280.76,266.16,254.66,252.20,249.93,249.30,245.15,246.27,260.34,282.59,312.41,300.48,295.89,306.41,311.92,306.96,315.14,320.65,L7
2000-01-12 21:46:54+00:00,283.88,268.61,257.41,254.95,252.34,251.42,247.32,247.99,262.62,283.81,313.83,302.23,297.44,307.50,313.40,307.85,316.64,320.97,L7
2000-02-13 21:46:48+00:00,290.93,271.96,260.29,256.09,251.93,251.55,246.85,247.00,261.22,283.50,314.41,302.10,296.48,306.45,312.28,307.03,313.78,317.96,L7
2000-04-01 21:46:34+00:00,292.96,274.32,261.59,259.33,255.79,253.06,247.55,246.45,264.16,283.47,315.74,304.60,298.32,308.16,312.81,307.42,312.52,313.64,L7
2000-05-19 21:46:07+00:00,275.00,268.11,257.42,253.56,252.45,246.62,242.31,242.68,258.71,277.74,308.62,301.18,295.75,305.51,310.96,304.55,311.65,309.36,L7
2000-08-07 21:45:08+00:00,267.63,262.88,251.46,247.84,248.11,242.74,237.27,237.78,253.29,272.23,302.90,295.81,291.06,301.66,306.36,301.46,307.75,306.94,L7
2000-11-27 21:44:26+00:00,273.13,262.43,250.07,248.58,251.85,250.72,242.36,240.44,256.94,277.26,308.20,298.04,292.57,302.18,308.12,301.67,309.73,312.66,L7
2000-12-13 21:44:28+00:00,273.13,262.43,250.07,257.08,260.44,257.28,252.46,247.24,262.53,280.58,309.70,298.96,294.18,303.33,310.07,303.79,312.80,315.81,L7
2001-04-04 21:44:06+00:00,284.01,265.30,260.96,262.11,265.29,263.57,257.63,252.25,267.66,285.05,314.86,303.05,297.92,306.81,313.68,307.41,314.24,317.78,L7
2001-04-20 21:44:10+00:00,287.97,271.92,262.43,264.60,264.59,264.41,254.78,251.52,267.91,286.32,315.98,305.80,298.81,307.94,314.18,308.45,315.52,319.62,L7
2001-05-22 21:43:54+00:00,287.97,264.96,258.62,261.42,261.08,261.28,252.98,249.23,264.58,284.04,313.95,302.87,295.63,305.52,312.99,308.47,314.56,317.29,L7
2001-07-25 21:43:18+00:00,287.97,261.84,256.09,257.63,255.72,256.88,247.30,245.83,260.75,281.52,311.43,299.56,293.34,304.69,311.76,308.29,313.76,317.41,L7
2001-08-10 21:43:00+00:00,285.67,263.73,255.83,257.30,255.68,255.78,247.91,245.53,261.28,281.70,312.06,299.51,293.45,304.51,312.06,307.70,314.48,317.34,L7
2001-09-27 21:42:29+00:00,288.34,265.65,257.67,259.91,258.06,258.05,250.40,247.78,263.01,282.33,313.87,300.94,295.10,306.67,313.88,309.09,315.40,318.73,L7
2001-10-13 21:42:15+00:00,287.33,264.59,256.67,259.78,257.98,257.09,250.41,247.38,262.58,282.46,313.97,300.23,293.44,305.40,312.45,307.99,314.35,316.77,L7
2001-10-29 21:42:21+00:00,283.04,260.01,255.23,258.12,255.85,254.36,248.78,246.93,261.18,280.08,312.70,299.22,292.84,305.52,312.70,308.46,314.13,315.74,L7
2002-01-17 21:42:52+00:00,287.33,265.57,260.46,263.20,261.32,259.43,251.70,250.72,264.77,283.53,316.07,303.17,296.32,308.37,315.53,310.67,318.13,320.43,L7
2002-02-18 21:42:54+00:00,289.03,268.39,264.47,265.67,263.81,261.21,252.67,252.44,266.69,283.08,317.78,306.40,297.97,309.85,317.27,313.25,320.10,319.85,L7
2002-09-14 21:41:55+00:00,292.52,275.68,263.04,263.86,260.72,260.06,261.58,253.89,263.87,285.66,314.50,296.92,288.11,301.82,310.69,304.40,316.29,312.52,L7
2002-09-30 21:41:47+00:00,295.34,277.58,264.05,265.37,261.59,261.50,260.78,252.85,263.38,285.60,313.94,297.06,287.75,302.25,310.54,304.19,315.43,313.36,L7
