,dates,nzd0027-0000,nzd0027-0001,nzd0027-0002,nzd0027-0003,nzd0027-0004,nzd0027-0005,nzd0027-0006,nzd0027-0007,nzd0027-0008,nzd0027-0009,nzd0027-0010,nzd0027-0011,nzd0027-0012,nzd0027-0013,nzd0027-0014,nzd0027-0015,nzd0027-0016,nzd0027-0017,nzd0027-0018,nzd0027-0019,nzd0027-0020,nzd0027-0021,nzd0027-0022,nzd0027-0023,nzd0027-0024,nzd0027-0025,nzd0027-0026,nzd0027-0027,nzd0027-0028,nzd0027-0029,nzd0027-0030,nzd0027-0031,nzd0027-0032,nzd0027-0033,nzd0027-0034,nzd0027-0035,nzd0027-0036,nzd0027-0037,nzd0027-0038,nzd0027-0039,nzd0027-0040,nzd0027-0041,nzd0027-0042,nzd0027-0043,nzd0027-0044,nzd0027-0045,nzd0027-0046,nzd0027-0047,nzd0027-0048,nzd0027-0049,nzd0027-0050,nzd0027-0051,nzd0027-0052,nzd0027-0053,nzd0027-0054,nzd0027-0055,nzd0027-0056,nzd0027-0057,nzd0027-0058,nzd0027-0059,nzd0027-0060,nzd0027-0061,nzd0027-0062,nzd0027-0063,nzd0027-0064,nzd0027-0065,nzd0027-0066,nzd0027-0067,nzd0027-0068,nzd0027-0069,nzd0027-0070,nzd0027-0071,nzd0027-0072,nzd0027-0073,nzd0027-0074,nzd0027-0075,nzd0027-0076,nzd0027-0077,nzd0027-0078,nzd0027-0079,nzd0027-0080,nzd0027-0081,nzd0027-0082,nzd0027-0083,nzd0027-0084,nzd0027-0085,nzd0027-0086,nzd0027-0087,nzd0027-0088,nzd0027-0089,nzd0027-0090,nzd0027-0091,nzd0027-0092,nzd0027-0093,nzd0027-0094,nzd0027-0095,nzd0027-0096
0,1999-08-17 22:10:26+00:00,261.87267430716577,247.30179758137749,243.7237316825339,245.90256997722435,,258.07538831940326,292.2802056017031,288.2947990920295,285.3597624326203,294.7383059345031,305.91740577590156,303.3012157270939,,,304.93788250485693,317.3443664597489,310.49018907018797,319.4413589828869,324.8576536593422,328.9795954467584,328.5488062330272,348.73925045552164,358.8436867584369,355.7800107041935,343.2863921884284,334.00303520002547,,338.1149412200623,346.5074877948093,339.82992861843286,,,,,,,353.01435476025233,349.2315622276946,349.3000551489779,333.96830199484975,307.80722064238284,306.6422845330108,300.0331560144224,302.8042529239716,307.43189711755775,305.69237200498173,301.9515356046087,310.08786406310867,302.5970513732101,293.14192767788705,278.0640624463228,,,261.7236890833539,276.6670978865487,285.4865815428036,278.9769544360891,281.68248651961727,291.88600531823545,288.9254963868715,295.4044424445653,287.080881068061,285.7909973202334,282.96123613547013,285.0754588784663,290.56855418949044,284.893453138558,281.14970270947094,276.73735987562986,275.74478723462727,276.85976849216553,271.38365853624424,270.59447481671185,266.19159225302144,274.7714224687036,267.0794002318453,272.3301610289056,264.24183784119276,269.38626035330446,270.0447846121738,264.5161907259525,259.59107623041467,262.48483412572585,251.44688211627155,254.67257748571703,246.53067410630524,250.4910004847068,257.4166369346901,250.74275224913987,246.02924095414173,244.20087855330263,217.01700075219307,,211.74569538485574,214.1790911008693,204.92013178985994,185.91060750298496
1,1999-09-27 22:04:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.33816532797687,298.272947916221,294.15568338113036,292.1112524956074,288.0929571325806,288.1420855735385,284.6609070853702,283.71243683117416,282.06742278212556,276.8999988404063,280.44867682001836,275.9457699313844,277.58721460006126,273.09208921408606,270.98462775370007,271.00280533652096,268.0439763739747,270.00095142037617,263.8835761644926,262.645201892444,266.0655188108617,264.4943128736434,257.7662946330557,260.42191524865103,,256.7480164086423,250.4644384143327,239.8483596135486,,241.44408995585812,234.9369691901271,,213.57965939128883,218.44336810294246,208.50955374813853,209.42905714072322,201.80043188436395,203.9771053967142
2,1999-10-04 22:10:38+00:00,279.0770364933221,257.010057077326,258.20013674488337,260.9214426070239,278.60795302810556,271.03722405427374,303.9859355473911,288.0242751932784,284.3804514812442,296.0140099714249,,299.54807279823206,292.3080099057715,288.4732740063951,302.2844928831637,316.82976469622315,309.8899876427705,312.13457509140596,325.11718176950626,328.92564874929604,324.72210696623324,339.3463904709558,350.7854713483779,353.397717206779,337.5007371319391,339.1551487226399,337.372628784092,347.99998252385933,340.8458574040882,333.12524593207036,,,,,,371.0314808188376,,369.57404175902633,366.42085066236734,353.63971647396926,321.0058956951602,315.41293612252866,303.8274796921048,305.6487671481628,317.9236826183504,317.31451868455184,309.90207026254814,310.6990959934116,303.1316651243655,278.1349592445221,264.32373013539836,,283.2615866928624,249.57142560258345,283.33048576917565,290.0083847875494,296.19679257323367,299.1841726679934,300.5622583646598,302.8031431937751,304.95933659473894,300.554005717585,292.9850770941921,286.4397490787966,290.82952403421996,289.5217945569017,285.74228300996657,285.3632271755175,282.3719415472727,280.4479940729484,,,,276.143581892908,272.17576184211373,242.64561718451114,,,238.74845354801926,248.36480751285995,250.26196467271137,250.27519548658756,253.7043478359835,251.645031899298,,,237.3539414501862,237.66848507208613,243.7553885933955,,,,,,,,
3,1999-10-13 22:04:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.85152457599713,286.34449445676273,,,,,295.155196159415,300.6243147182576,300.70018519505834,302.9740660336446,301.5318292384444,289.8236885540116,291.3320639527603,287.89327204781966,290.5291562768057,283.4782032364742,282.03460862359174,285.9793635129502,284.5351461727396,284.10450193220254,277.685155584452,274.40388581937805,271.38791919587254,268.0818788162849,272.26883874707744,272.29767577946114,269.0781207494604,268.5750750948231,269.8508781407867,269.97271931176857,,,,,,,244.83912840017734,243.77219488093405,237.98402461336408,,213.2165554442575,216.47423836075336,204.725348208504,211.29231589508927,193.40008710188368,189.82114962040535
4,1999-11-14 22:04:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.6884719137021,300.9770599532793,303.40463261280655,301.1732589037507,293.10680844170855,292.6045248307139,290.3435266066193,293.3635510696133,292.5378022713004,291.952116172557,293.0362766586701,292.1971389950313,286.99863637660405,280.6907637075539,275.7593105649698,274.40994231861157,273.22635494552304,274.61022934963415,272.0466811058673,267.5116977160747,265.780802156037,271.9597913753389,267.3463304912947,267.8788420802916,269.0297374721208,263.96753210866063,258.40009409626515,259.59251154028755,,256.09607175135875,248.61861073795316,242.09404788230592,,221.77961165553356,217.58713980779314,207.8549452573997,212.2244839212203,199.76155301815385,181.44909306903958
5,1999-12-07 22:10:30+00:00,,,,,,,,,,,,,,,,,,,,,,368.41950442879266,378.43306374284805,,,,352.49078527590325,,351.3847385543776,335.61054411667146,303.8779584324249,,320.49003746028626,338.2438952752107,348.7822520552399,357.1921339825941,359.3737147849059,361.79439723891835,358.37586879123046,347.2528271805757,324.5409886067993,327.442419491905,319.8957242836663,324.8467339972806,326.0621147457383,322.78154441347215,324.507032695921,326.491257299031,314.5571599208151,301.09875927195634,282.9049429032596,264.05554048476375,237.9192403412207,,270.35644475476136,283.55711384473784,286.13356452063385,293.8176481017108,300.5924718559597,305.0551164023541,305.7243871138493,302.4814587905116,,290.42254670253305,260.8327700424049,274.94529451521294,291.26129016716965,289.87407231637224,287.15114478680005,282.1439663412369,283.50749434255664,,,,,,302.3237312586875,,272.97866513476805,272.3893169202426,270.6038384700689,266.5643464810572,264.43096957782745,256.9525085738374,253.5041196767645,255.443000504088,246.7400903082247,248.06458658241044,245.7268266464084,,229.3364829997718,212.5148413606214,,210.76767997970194,212.24230323867758,,
6,2000-01-08 22:10:26+00:00,281.24052713738917,274.68091576212265,263.1086898168353,266.66354741162985,280.34907776687083,265.9272020569409,308.581922527284,301.2167851084467,301.39837320349193,,323.7119680681089,327.31067620628045,307.6658293961317,304.16493536096635,325.43342622306994,336.2526344306327,330.1302602490253,335.26963910472375,349.49046594626486,356.5306941939426,347.8453397507791,365.49329486778225,368.549771196394,362.26895458473604,377.5888368672712,348.44617027331697,340.2725977336881,346.3097721106247,347.24009849581637,330.4002322311103,296.2261190987397,,307.35199915916064,335.503873016528,348.302617744826,356.03147304738667,366.34419419080695,370.99139487713427,373.134778813586,355.91598261223055,312.52516317559054,324.84086234027666,314.53858538087337,322.6758967788445,326.161626710518,317.7158087501044,318.33578767288685,334.0797101776163,328.67838033825,,,,,,,,,280.5567961523313,279.98745719751076,282.6041117240755,294.44923193271836,296.2717883768986,290.3157257131255,283.916228263184,289.95834114689035,293.5803571775822,287.4924547230889,288.14950862672583,288.7881289548299,285.885412896639,288.86161803722575,281.1561555032421,280.5318925794636,275.2670125192728,277.52351354264675,269.21327168615665,270.427950911984,266.0508603076764,263.4033219172266,265.84853451691794,265.9406355389786,266.53376613968663,264.6609884234259,259.94563153078394,260.2078096647547,251.7546809704987,250.97298755149785,249.64830568840404,242.68916362359047,239.9759046687423,238.43269436906317,215.2776092757046,215.32608964912097,207.1136828607802,209.88566353604256,197.09976242894746,191.40298939363012
7,2000-02-09 22:10:19+00:00,313.7415111653739,296.13459151234093,286.92599002945093,288.690071850838,307.6695976810724,283.3791792722314,343.74718958657184,330.24296077356786,328.33242834817787,341.13053571581065,346.8513976051937,342.6784544800527,330.5206740223104,327.35224920325106,345.61179625418,357.80066101511926,352.4116250000161,352.6126522293402,361.96072430062344,361.19227847023546,360.5137641492439,372.7704588056662,,380.43262226950566,373.7282724891,359.31607498166477,357.5117477963827,364.10456925483345,360.7998970795643,351.4988110517347,321.9531728706124,,328.239079448327,363.6297362388254,380.4628078556074,389.12732196931756,399.4916651459288,399.9219300010047,398.87645091717,385.0291146099959,339.27692615951486,336.6369380455602,330.3035790607578,334.0047806479684,336.7414381521251,334.2684223118969,334.45247930810245,338.6819549291838,333.3235434298807,327.7287481425562,319.0561194602794,297.643737161225,258.3064486409554,237.19277763014605,302.2207727584417,311.99457829499596,312.95700442361385,315.64071042027103,315.4535728256969,314.73911038476274,316.94514228797107,312.56299353432456,,306.0235439447252,303.6949375585078,304.15821619441994,304.8917666869965,300.30484641211126,302.10493255862457,298.1761885142033,295.4734051669255,286.4093296736055,286.5958676800558,280.9884486133362,283.0123897270306,283.8910463126325,282.53634783027604,276.2177045100135,274.98324800193274,280.4409318005835,277.76647089131643,277.96912291440117,275.6635183838102,274.1375854688994,267.80702091137323,262.91711172109143,259.0163733417921,256.9407242024437,255.9049053133621,,250.02652072659959,233.53759933852442,,222.8648338344619,227.57585889533263,227.8102981061877,210.9471606169463
8,2000-03-28 22:10:07+00:00,293.8201117686889,289.52262343776067,285.488333299287,277.2350021930583,285.660740487821,268.0285578233992,322.38344926074654,316.5448453689665,318.1561016248911,328.15624646604425,337.858666771383,331.83047357118306,317.25100033129274,313.9137393281687,330.2113060521777,342.5497223168843,332.9496134213392,334.99532229526193,344.5655322419633,348.49813410741746,343.9537379809234,360.0623147202919,371.74222703054886,372.7829248975727,366.6460182458702,363.3661985308805,360.0993891039874,367.7294290538385,368.43969166615574,363.6262912624155,,369.61643622464567,373.74180596328887,378.8778194223408,374.3178253810498,380.421213733612,386.9173713667295,375.8190417366442,345.4338293334272,329.384491720115,302.20824019476754,327.68420695667663,325.09979217151493,326.3415788958296,326.10977544250846,326.36105673183954,,,,,,,264.24314962739555,272.13976175688396,305.86528116053154,338.38430923899085,307.7879008348686,310.46969438615514,307.81183630018387,305.02627722939513,307.8394587215362,299.0629907275501,296.34848604047136,291.393765864835,294.62247403034644,291.95158863767716,287.92916521946705,285.89479207033287,283.1211713331374,281.0295218705672,,,,,,,267.44801132569825,258.38158923441074,,,,,,,,,237.13426217173088,235.51165031102644,247.32780047775609,238.10062637290474,227.65812962948453,,,207.96983143956402,216.93497817734755,211.86661215342914,189.18964753429643
9,2000-04-29 22:09:53+00:00,301.0882178972147,295.3965971466277,292.62966498004545,284.53158346451943,298.0297856503792,283.82807370973836,332.33881202017636,324.1250311813704,325.3351033408755,336.64123459676784,342.3181438366251,342.84678235136,328.12430585575527,325.2791703581673,339.6713498064626,,341.3211121683242,348.36576580003685,357.3709336462625,358.8177213513457,355.11875825557735,373.6128335772535,383.59142187871964,380.96626778723083,368.69725126464084,363.0164418984416,362.4964461586893,370.0907768551547,371.08339164436114,364.64020479428984,,357.6316979147018,366.0239719099883,377.01248665669726,381.2904413987612,383.18593471912754,391.7385583447332,383.38771758924753,381.35131646319917,362.5826243471586,332.28066176481684,334.05940072378263,328.13669191925754,328.4658305359689,329.8279753051069,327.03066350594344,327.9492218200564,333.7920525585263,324.771805217653,308.9949475882489,299.7804242799808,297.8093209109963,276.7271154024012,280.71699177311774,297.92212952503945,308.3656791241565,309.55607247342925,311.93752564066745,314.8016145086794,309.69479196088383,308.8673768306215,302.69817842158557,297.1231565819786,293.9831668386263,298.37295896457283,296.5066482638021,293.42557946336814,288.30893487553783,289.57655938297046,282.8187403579035,279.00319647083694,277.55127478829155,272.587579922606,273.9371051172267,272.6051459282069,278.20177029203757,270.9691169207481,267.1250821358411,267.93489784622784,273.5978221059856,265.205309575463,268.8816272016388,266.2104924529471,258.4328320102284,258.2772241250458,253.38895324898124,251.80346554537087,249.90991163321485,249.73631570359908,,248.9749321210983,226.63203896731713,,219.79217463272062,223.1844650030784,217.71777045529493,193.31575686259492
