,dates,chi0056-0000,chi0056-0001,chi0056-0002,chi0056-0003,chi0056-0004,chi0056-0005,chi0056-0006,chi0056-0007,chi0056-0008,chi0056-0009
0,1985-03-28 14:12:49+00:00,159.88892987071353,,,181.92874836197586,165.8665018491959,176.7007919287105,,,,149.48183350896585
1,1985-08-03 14:12:13+00:00,148.2526140786559,,,163.84011224424674,136.53919608317972,156.89210644518553,129.63619400754044,,,130.9552694492536
2,1986-03-31 14:08:11+00:00,157.02074735973576,145.5371515441944,148.61805866819657,170.0087945222437,163.3926574661283,176.1572911272373,163.82307029062414,,,
3,1986-09-07 14:03:13+00:00,151.8816189534698,147.56687043679946,155.38731993739552,174.4356090845721,167.583271143555,176.8817245686505,171.21458512910405,153.52207779482023,148.33792419459658,138.23987747727233
4,1986-10-25 14:01:41+00:00,172.4450356031351,169.24991556060255,173.20321081927472,187.27011278770613,178.41236999433113,192.40120318967388,190.7385265146873,179.31503745257834,180.1375181329159,167.48700824024615
5,1986-11-26 14:00:41+00:00,175.03783881716174,169.0479245662704,169.42227002986408,186.61290638901096,173.3723823492382,188.60784499324654,188.78629460116247,172.28117876724542,177.1508593215293,169.20395604574531
6,1986-12-28 14:01:38+00:00,170.77895138598285,161.90469042501672,169.02394301078613,183.91971879050402,174.88671851967766,185.99319217516364,181.06844423084578,,,
7,1987-01-13 14:02:06+00:00,167.57247314523892,163.5228851537979,167.8792818886235,184.2477059780231,174.1542232915295,190.80525057122858,187.86535702282146,165.88534665293463,168.23352091842986,167.3193676290913
8,1987-01-29 14:02:34+00:00,162.5638111908916,160.1586406660762,166.55708917676606,177.73518522988317,170.98953733759944,184.8668189523586,177.1484467248743,164.48000729209244,165.9030642216028,164.28782211320262
9,1987-03-18 14:04:25+00:00,173.39261127553317,162.42376365529458,167.64848691932772,181.52722855770332,176.5197048140724,184.92011319292055,175.37409355955538,159.3586925838842,163.5621196695311,157.69398717420358
10,1987-11-29 14:10:45+00:00,167.97950923832948,164.5466346671169,166.4697887120825,178.09660151997505,168.8285868668904,184.00061557459094,180.30965661299462,170.32218592893003,176.89035349088107,171.3013037972734
11,1987-12-15 14:10:59+00:00,172.13148218228557,161.3409466883113,166.71097229294386,185.9004062104146,166.14442163772424,183.7403438737877,185.13181211200143,167.58943924183149,170.2041172087645,171.35951357879495
12,1988-02-01 14:11:50+00:00,171.3995138252514,165.55385226322332,168.1627483936345,188.7437053735709,176.92162731741124,192.24559667348174,189.73982700796148,167.89759298490742,172.9527415365243,170.7227270670669
13,1988-02-17 14:12:05+00:00,171.02469137969996,163.0016807777788,166.91629059045255,181.6795846676654,168.13255006799145,185.06425085944718,187.86159377436312,171.6830225625466,173.5394705538045,171.48067196040012
14,1988-03-04 14:12:15+00:00,,,,171.89384717711783,161.24160051260105,167.7920749443146,,,,
15,1988-04-21 14:12:35+00:00,140.54156464584406,,,,,,,,,
16,1988-05-16 14:07:03+00:00,,,,,,,,,,
17,1988-06-08 14:12:58+00:00,,,,,,,,,,
18,1988-07-19 14:07:21+00:00,174.2634704534387,,,,,,,,,
